session,max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing))
Ses01F_impro03_F006,7413.0,7167.08333333,26633.7430556
Ses01F_impro03_F008,7149.0,7015.2,13831.36
Ses01F_impro03_F009,7305.0,7215.33333333,4300.22222222
Ses01F_impro03_F010,7360.0,7122.33333333,45750.2222222
Ses01F_impro03_F012,7269.0,7171.5,6854.25
Ses01F_impro03_F013,7149.0,6880.4,19504.64
Ses01F_impro03_F016,7191.0,7139.75,2036.6875
Ses01F_impro03_F017,7277.0,7087.2,17524.96
Ses01F_impro03_F018,7682.0,7424.0,21776.4
Ses01F_impro03_F019,7604.0,7560.0,1936.0
Ses01F_impro03_F021,7704.0,7275.9,65863.49
Ses01F_impro03_F022,7439.0,7361.25,6008.1875
Ses01F_impro03_F023,7409.0,7409.0,0.0
Ses01F_impro03_F024,7582.0,7193.125,30002.109375
Ses01F_impro03_F025,7457.0,7207.71428571,25129.0612245
Ses01F_impro03_F026,7534.0,7043.25,58832.8541667
Ses01F_impro03_M000,7249.0,7059.5,20293.25
Ses01F_impro03_M001,7062.0,6987.5,2723.25
Ses01F_impro03_M006,7181.0,7085.75,6294.6875
Ses01F_impro03_M007,7451.0,7076.8,123641.76
Ses01F_impro03_M008,7214.0,7120.0,8836.0
Ses01F_impro03_M009,7821.0,7443.44444444,84097.5802469
Ses01F_impro03_M011,7531.0,7329.42857143,23597.9591837
Ses01F_impro03_M013,7477.0,7187.6,38053.04
Ses01F_impro03_M014,7396.0,7183.57142857,26006.5306122
Ses01F_impro03_M015,7533.0,7313.0,27534.5
Ses01F_impro03_M016,7312.0,7092.66666667,29334.2222222
Ses01F_impro03_M019,7729.0,7209.66666667,81598.6666667
Ses01F_impro03_M020,7656.0,7394.22222222,28145.2839506
Ses01F_impro03_M021,7580.0,7365.0,20231.2
Ses01F_impro03_M023,7395.0,7097.0,26834.8571429
Ses01F_impro03_M024,7186.0,7076.25,11415.1875
Ses01F_impro04_F000,7469.0,7216.875,30829.359375
Ses01F_impro04_F001,7482.0,7279.125,28205.609375
Ses01F_impro04_F005,7246.0,6927.5,74268.25
Ses01F_impro04_F006,7285.0,7050.28571429,21863.3469388
Ses01F_impro04_F009,7320.0,7266.0,2916.0
Ses01F_impro04_F013,7232.0,7000.25,53466.1875
Ses01F_impro04_F014,7362.0,7325.5,1332.25
Ses01F_impro04_F028,7077.0,6940.5,15032.25
Ses01F_impro04_F029,7184.0,6963.83333333,19263.4722222
Ses01F_impro04_F030,7006.0,6703.33333333,87513.5555556
Ses01F_impro04_F031,7234.0,7111.125,3952.109375
Ses01F_impro04_F032,7486.0,7292.4,12480.24
Ses01F_impro04_F033,7276.0,6921.0,80771.2727273
Ses01F_impro04_M000,7129.0,7030.14285714,4397.26530612
Ses01F_impro04_M001,7383.0,7231.0,28406.0
Ses01F_impro04_M002,7765.0,7527.33333333,26749.5555556
Ses01F_impro04_M003,7554.0,7437.0,26224.6666667
Ses01F_impro04_M004,7725.0,7211.11111111,65042.9876543
Ses01F_impro04_M005,7903.0,7463.83333333,71509.1388889
Ses01F_impro04_M006,7448.0,7263.5,10806.25
Ses01F_impro04_M007,7253.0,7181.0,5184.0
Ses01F_impro04_M008,7421.0,7360.5,3660.25
Ses01F_impro04_M009,8028.0,7697.2,31588.16
Ses01F_impro04_M010,7320.0,7269.66666667,1574.88888889
Ses01F_impro04_M011,7677.0,7507.0,9753.14285714
Ses01F_impro04_M012,7371.0,7342.0,484.5
Ses01F_impro04_M013,7705.0,7457.33333333,35909.8888889
Ses01F_impro04_M014,7685.0,7158.2,73724.56
Ses01F_impro04_M015,7893.0,7400.15384615,38827.9763314
Ses01F_impro04_M016,7334.0,7189.8,20464.56
Ses01F_impro04_M017,7515.0,7349.8,27852.56
Ses01F_impro04_M018,7779.0,6860.33333333,781207.888889
Ses01F_impro04_M019,7273.0,7189.5,6972.25
Ses01F_impro04_M020,7552.0,7453.33333333,17934.2222222
Ses01F_impro04_M021,7972.0,7436.36842105,42904.3379501
Ses01F_impro04_M022,7520.0,7262.0,27543.5
Ses01F_impro04_M023,7473.0,7200.44444444,34835.3580247
Ses01F_impro04_M024,7497.0,7431.25,3178.1875
Ses01F_impro04_M025,7543.0,7225.16666667,49564.1388889
Ses01F_impro04_M026,7895.0,7406.0,136812.5
Ses01F_impro04_M027,7169.0,7067.6,4093.44
Ses01F_impro04_M028,7374.0,7345.0,841.0
Ses01F_impro04_M031,8171.0,7693.6,72478.24
Ses01F_impro04_M032,7624.0,7458.2,13673.36
Ses01F_impro05_F008,7442.0,7305.25,9787.6875
Ses01F_impro05_F009,7663.0,7116.35714286,90596.5153061
Ses01F_impro05_F011,7189.0,7012.33333333,15622.2222222
Ses01F_impro05_F012,7498.0,7172.7,81575.61
Ses01F_impro05_F014,7434.0,7308.16666667,14989.1388889
Ses01F_impro05_F015,7434.0,6909.3,81929.1433333
Ses01F_impro05_F016,7145.0,6761.0,45490.5714286
Ses01F_impro05_F017,7779.0,6845.05555556,141153.496914
Ses01F_impro05_F018,7248.0,7006.0,60694.0
Ses01F_impro05_F019,7361.0,6928.4,67495.04
Ses01F_impro05_F020,7125.0,6957.125,14274.859375
Ses01F_impro05_F021,7694.0,7086.55555556,204981.802469
Ses01F_impro05_F022,7689.0,7212.16666667,98701.4722222
Ses01F_impro05_F023,7378.0,7358.66666667,539.555555556
Ses01F_impro05_F024,7265.0,7216.0,2401.0
Ses01F_impro05_F025,7344.0,6977.66666667,45680.8888889
Ses01F_impro05_F026,7050.0,6887.5,26406.25
Ses01F_impro05_F028,7354.0,7240.25,7244.1875
Ses01F_impro05_F029,7419.0,7343.28571429,6871.34693878
Ses01F_impro05_F030,7378.0,7271.5,11311.5833333
Ses01F_impro05_M000,7324.0,7008.0,106382.0
Ses01F_impro05_M001,7236.0,7136.5,9900.25
Ses01F_impro05_M002,7233.0,7229.5,12.25
Ses01F_impro05_M003,7039.0,7013.0,676.0
Ses01F_impro05_M004,7258.0,7143.66666667,7077.55555556
Ses01F_impro05_M005,7599.0,7272.5,37131.0
Ses01F_impro05_M006,7155.0,6970.66666667,35917.5555556
Ses01F_impro05_M007,7462.0,7164.36363636,32414.231405
Ses01F_impro05_M008,7262.0,7213.33333333,1424.88888889
Ses01F_impro05_M009,7597.0,7332.0,21905.6363636
Ses01F_impro05_M010,8061.0,7250.33333333,617655.388889
Ses01F_impro05_M011,8324.0,7314.425,77794.444375
Ses01F_impro05_M012,7449.0,7142.4,40307.84
Ses01F_impro05_M013,7194.0,6835.5,128522.25
Ses01F_impro05_M014,7166.0,7165.5,0.25
Ses01F_impro05_M015,7624.0,7157.16666667,76846.4722222
Ses01F_impro05_M016,7863.0,7458.8125,68490.6523438
Ses01F_impro05_M017,7995.0,7342.25,182161.1875
Ses01F_impro05_M019,7144.0,7038.0,5634.66666667
Ses01F_impro05_M020,7694.0,7618.0,5776.0
Ses01F_impro05_M022,6969.0,6919.0,1393.5
Ses01F_impro05_M023,7614.0,7081.28571429,62663.2040816
Ses01F_impro05_M024,7608.0,7254.33333333,50965.7222222
Ses01F_impro05_M025,7070.0,6980.0,8100.0
Ses01F_impro05_M026,7654.0,7329.36363636,29578.231405
Ses01F_impro05_M027,7592.0,7442.66666667,23120.8888889
Ses01F_impro05_M028,7506.0,7378.85714286,9804.12244898
Ses01F_impro05_M029,7621.0,7324.83333333,49623.4722222
Ses01F_impro05_M030,7584.0,7174.22222222,57817.7283951
Ses01F_impro05_M031,7296.0,7086.25,28210.1875
Ses01F_impro05_M034,7852.0,7380.15384615,81068.7455621
Ses01F_impro05_M035,7719.0,7478.75,22571.5208333
Ses01F_impro06_F002,7616.0,7460.0,15720.6666667
Ses01F_impro06_F003,7317.0,7284.0,1089.0
Ses01F_impro06_F004,7584.0,7440.66666667,14538.8888889
Ses01F_impro06_F005,7557.0,7314.46153846,23471.6331361
Ses01F_impro06_F006,7584.0,7299.16666667,32048.3055556
Ses01F_impro06_F007,7479.0,7171.93333333,26417.2622222
Ses01F_impro06_F008,7599.0,7330.26315789,23351.1412742
Ses01F_impro06_F009,7606.0,7317.0,27166.1333333
Ses01F_impro06_F010,7490.0,7282.0,35985.4545455
Ses01F_impro06_F011,7575.0,7191.16666667,51164.7388889
Ses01F_impro06_F012,7716.0,7173.0,183180.235294
Ses01F_impro06_F013,7602.0,7465.0,23112.6666667
Ses01F_impro06_F014,7595.0,7443.33333333,16605.5555556
Ses01F_impro06_F015,7541.0,7449.2,5114.56
Ses01F_impro06_F016,7539.0,7316.53333333,19110.2488889
Ses01F_impro06_F018,7616.0,7350.64285714,22177.5153061
Ses01F_impro06_F019,7493.0,7386.33333333,7931.55555556
Ses01F_impro06_F020,7775.0,7369.16666667,33764.4055556
Ses01F_impro06_F021,7671.0,7324.48484848,37756.2497704
Ses01F_impro06_F022,7814.0,7257.22222222,108736.839506
Ses01F_impro06_F023,7862.0,7628.25,46166.6875
Ses01F_impro06_F024,8053.0,7725.07692308,60091.4556213
Ses01F_impro06_F025,7901.0,7248.32432432,79788.9758948
Ses01F_impro06_F026,7996.0,7338.17647059,123984.380623
Ses01F_impro06_F027,7915.0,7550.75,49277.5208333
Ses01F_impro06_F028,7674.0,7157.0862069,91590.0442925
Ses01F_impro06_M000,7887.0,7443.33333333,73295.8888889
Ses01F_impro06_M001,8141.0,7507.16666667,103200.638889
Ses01F_impro06_M002,7608.0,7508.5,9900.25
Ses01F_impro06_M003,7876.0,7557.16666667,40586.8055556
Ses01F_impro06_M004,7623.0,7503.0,14400.0
Ses01F_impro06_M005,7325.0,7212.0,11844.6666667
Ses01F_impro06_M006,7616.0,7597.0,361.0
Ses01F_impro06_M007,7692.0,7536.66666667,37154.8888889
Ses01F_impro06_M008,7419.0,7287.0,11450.0
Ses01F_impro06_M009,7547.0,7509.0,1444.0
Ses01F_impro06_M010,7351.0,7300.0,1422.0
Ses01F_impro06_M011,7787.0,7590.83333333,18311.1388889
Ses01F_impro06_M012,7616.0,7514.75,10763.1875
Ses01F_impro06_M013,7556.0,7428.0,17142.8
Ses01F_impro06_M014,7844.0,7806.0,1444.0
Ses01F_impro06_M015,7698.0,7538.66666667,14566.2222222
Ses01F_impro06_M016,7410.0,7299.66666667,6968.22222222
Ses01F_impro07_M012,7686.0,7227.625,97276.484375
Ses01F_impro07_M013,7276.0,6946.5,36717.25
Ses01F_impro07_M018,7366.0,7100.66666667,41390.6666667
Ses01F_impro07_M019,7663.0,7175.84615385,51217.2840237
Ses01F_script01_1_F005,7680.0,7499.66666667,28273.1111111
Ses01F_script01_1_F015,7615.0,7216.625,137736.484375
Ses01F_script01_1_F034,7354.0,7094.8,19194.16
Ses01F_script01_1_F035,7400.0,7202.4,26180.24
Ses01F_script01_1_F037,7332.0,6934.83333333,55304.4722222
Ses01F_script01_1_F038,7151.0,7018.0,16131.2
Ses01F_script01_1_F041,7405.0,7119.63157895,96037.4958449
Ses01F_script01_1_F042,7253.0,6972.0,52124.6666667
Ses01F_script01_1_M000,7375.0,7115.16666667,52546.1388889
Ses01F_script01_1_M001,7638.0,7441.33333333,13077.8888889
Ses01F_script01_1_M002,7819.0,7334.59090909,52907.3326446
Ses01F_script01_1_M003,7277.0,7203.0,2792.0
Ses01F_script01_1_M004,7546.0,7268.2,24954.16
Ses01F_script01_1_M007,8410.0,7671.94117647,122162.290657
Ses01F_script01_1_M010,7625.0,7304.4,35807.44
Ses01F_script01_1_M012,7463.0,7320.85714286,9018.97959184
Ses01F_script01_1_M014,7737.0,7631.0,22050.6666667
Ses01F_script01_1_M015,7966.0,7467.33333333,92530.5555556
Ses01F_script01_1_M016,7263.0,7122.25,13620.1875
Ses01F_script01_1_M017,7436.0,7246.8,20386.16
Ses01F_script01_1_M019,7882.0,7360.2,84307.26
Ses01F_script01_1_M023,7309.0,7067.0,37556.0
Ses01F_script01_1_M024,7556.0,7164.15789474,108563.711911
Ses01F_script01_1_M025,7667.0,7364.33333333,33251.5555556
Ses01F_script01_1_M034,7663.0,7209.90909091,100858.446281
Ses01F_script01_1_M039,7260.0,7167.0,3957.2
Ses01F_script01_1_M040,7434.0,7166.66666667,33160.2222222
Ses01F_script01_2_F003,7420.0,7260.83333333,20305.8055556
Ses01F_script01_2_F004,7337.0,7288.66666667,1568.22222222
Ses01F_script01_2_F005,7317.0,7217.85714286,8890.12244898
Ses01F_script01_2_F006,7013.0,6682.0,50875.5
Ses01F_script01_2_F007,7482.0,6948.94117647,83561.1141869
Ses01F_script01_2_F008,7512.0,7068.33333333,57089.3650794
Ses01F_script01_2_F009,7750.0,7329.22222222,45275.3950617
Ses01F_script01_2_F010,7547.0,7202.94736842,51749.1024931
Ses01F_script01_2_F011,7572.0,7183.66666667,50904.8888889
Ses01F_script01_2_F012,7537.0,7010.46428571,86281.2487245
Ses01F_script01_2_F013,7388.0,7006.7,39252.11
Ses01F_script01_2_M001,7423.0,7219.8,14275.56
Ses01F_script01_2_M004,7706.0,7517.6,23725.84
Ses01F_script01_2_M008,7257.0,7192.25,2525.6875
Ses01F_script01_2_M017,7396.0,7154.15384615,34405.6686391
Ses01F_script01_3_F000,7467.0,7135.5,41586.75
Ses01F_script01_3_F001,7367.0,7141.77777778,20368.3950617
Ses01F_script01_3_F002,7808.0,7239.11764706,158694.3391
Ses01F_script01_3_F003,7713.0,7403.26666667,31311.5288889
Ses01F_script01_3_F004,7297.0,7167.5,12301.9166667
Ses01F_script01_3_F005,7664.0,7381.55555556,44690.4691358
Ses01F_script01_3_F006,7554.0,7426.33333333,8983.11111111
Ses01F_script01_3_F007,7410.0,7176.6,25984.24
Ses01F_script01_3_F008,7564.0,7134.5,73416.9166667
Ses01F_script01_3_F009,7623.0,7296.92857143,23537.0663265
Ses01F_script01_3_F010,7069.0,6922.5,21462.25
Ses01F_script01_3_F011,7052.0,6807.2,42062.16
Ses01F_script01_3_F012,7418.0,6989.6,102583.84
Ses01F_script01_3_F013,7592.0,7281.33333333,52312.8888889
Ses01F_script01_3_F014,7774.0,7469.88888889,38656.5432099
Ses01F_script01_3_F015,7824.0,7536.42857143,30367.3877551
Ses01F_script01_3_F016,7466.0,7075.2,109702.96
Ses01F_script01_3_F017,7472.0,7345.0,6524.5
Ses01F_script01_3_F019,7279.0,6594.6,180698.64
Ses01F_script01_3_F020,7668.0,7182.71428571,88574.6326531
Ses01F_script01_3_F021,7344.0,7171.8,15192.56
Ses01F_script01_3_F022,7616.0,7382.0,25061.2
Ses01F_script01_3_F028,7178.0,7095.8,4438.16
Ses01F_script01_3_F029,7632.0,7418.75,30662.6875
Ses01F_script01_3_F030,7512.0,7363.2,15509.36
Ses01F_script01_3_F031,7650.0,7460.66666667,37190.2222222
Ses01F_script01_3_F035,7456.0,7318.5,14187.9166667
Ses01F_script01_3_M000,7362.0,7171.77777778,35149.5061728
Ses01F_script01_3_M001,7466.0,7307.2,10706.96
Ses01F_script01_3_M003,7145.0,7072.75,3460.1875
Ses01F_script01_3_M004,7416.0,7219.5,15190.25
Ses01F_script01_3_M005,7811.0,7295.22222222,51848.2839506
Ses01F_script01_3_M008,7661.0,7189.86666667,73341.3155556
Ses01F_script01_3_M009,7900.0,7249.0625,102580.558594
Ses01F_script01_3_M010,7595.0,7120.63636364,95390.6859504
Ses01F_script01_3_M015,7871.0,7379.0,149681.2
Ses01F_script01_3_M016,7651.0,7279.0,74712.6666667
Ses01F_script01_3_M017,7509.0,7326.75,14942.1875
Ses01F_script01_3_M019,7595.0,7206.63636364,126693.140496
Ses01F_script01_3_M020,7344.0,7172.25,14198.1875
Ses01F_script01_3_M021,7333.0,7188.57142857,14071.3877551
Ses01F_script01_3_M022,7606.0,7257.8,107901.36
Ses01F_script01_3_M023,7812.0,7269.06666667,47590.9955556
Ses01F_script01_3_M024,7769.0,7344.57142857,61509.3877551
Ses01F_script01_3_M025,8001.0,7385.625,159744.484375
Ses01F_script01_3_M026,7422.0,7288.83333333,8279.80555556
Ses01F_script01_3_M027,7337.0,7242.25,9783.6875
Ses01F_script01_3_M028,8083.0,7346.68181818,103036.035124
Ses01F_script01_3_M029,8634.0,7547.65853659,146189.688281
Ses01F_script01_3_M030,8171.0,7494.2,74161.2933333
Ses01F_script01_3_M032,8067.0,7440.65384615,91107.6109467
Ses01F_script01_3_M033,8458.0,7547.08333333,123106.409722
Ses01F_script01_3_M036,8400.0,7526.76190476,137154.657596
Ses01F_script01_3_M037,8218.0,7503.0,186519.0
Ses01F_script02_1_F000,7259.0,7144.5,12193.25
Ses01F_script02_1_F004,7339.0,7126.0,29016.5
Ses01F_script02_1_F006,7310.0,7134.2,21864.16
Ses01F_script02_1_F007,7169.0,7157.33333333,228.222222222
Ses01F_script02_1_F008,7407.0,7397.0,100.0
Ses01F_script02_1_F009,7267.0,7165.0,17532.6666667
Ses01F_script02_1_F010,7182.0,7060.66666667,8896.88888889
Ses01F_script02_1_F015,7628.0,7313.5,40478.25
Ses01F_script02_1_F024,7512.0,7313.8,12590.96
Ses01F_script02_1_F025,7452.0,7426.75,1412.6875
Ses01F_script02_1_M007,7656.0,7312.14285714,54461.5510204
Ses01F_script02_1_M008,7358.0,7236.0,16106.0
Ses01F_script02_1_M009,7260.0,7135.66666667,13937.5555556
Ses01F_script02_1_M010,7627.0,7438.5,35532.25
Ses01F_script02_1_M011,7323.0,7064.84615385,31321.0532544
Ses01F_script02_1_M013,8504.0,7779.14285714,158624.979592
Ses01F_script02_1_M014,7674.0,7240.7,101137.81
Ses01F_script02_1_M015,7439.0,6897.38461538,236816.390533
Ses01F_script02_1_M020,7231.0,7037.66666667,27971.5555556
Ses01F_script02_1_M021,7334.0,7266.25,2500.1875
Ses01F_script02_1_M023,7495.0,7392.66666667,8273.55555556
Ses01F_script02_1_M024,7959.0,7314.4,186577.44
Ses01F_script02_1_M025,7804.0,7351.61538462,63999.852071
Ses01F_script02_1_M026,7468.0,7080.8,63332.36
Ses01F_script02_1_M029,7638.0,7333.0,53260.5714286
Ses01F_script02_1_M031,7719.0,7391.42857143,87073.9591837
Ses01F_script02_1_M032,7646.0,7254.46153846,85201.4792899
Ses01F_script02_1_M033,7493.0,7376.75,8244.1875
Ses01F_script02_1_M034,7460.0,7020.09090909,91471.3553719
Ses01F_script02_1_M036,8014.0,7126.5,221761.75
Ses01F_script02_1_M043,7562.0,7361.2,25691.36
Ses01F_script02_1_M044,7646.0,7180.85714286,107491.55102
Ses01F_script02_2_F000,7260.0,7061.0,29437.5
Ses01F_script02_2_F001,7232.0,7204.66666667,934.222222222
Ses01F_script02_2_F006,7414.0,6939.91666667,69463.7430556
Ses01F_script02_2_F008,7350.0,7063.72727273,68432.3801653
Ses01F_script02_2_F009,7231.0,7002.625,18756.234375
Ses01F_script02_2_F010,7360.0,6967.85714286,72797.8367347
Ses01F_script02_2_F015,7783.0,7275.1,91137.19
Ses01F_script02_2_F016,6990.0,6470.66666667,219074.555556
Ses01F_script02_2_F017,7865.0,7423.84615385,69089.9763314
Ses01F_script02_2_F019,7859.0,7193.90625,65777.6474609
Ses01F_script02_2_F022,7584.0,7382.5,11686.4166667
Ses01F_script02_2_F023,7508.0,7448.75,2740.6875
Ses01F_script02_2_F026,7289.0,7201.66666667,4880.22222222
Ses01F_script02_2_F034,8229.0,7650.625,157265.484375
Ses01F_script02_2_F035,8166.0,7502.11111111,82259.1358025
Ses01F_script02_2_F036,7649.0,7501.25,16278.6875
Ses01F_script02_2_F040,7642.0,7231.26315789,53595.4570637
Ses01F_script02_2_F041,7633.0,7312.0,35274.1818182
Ses01F_script02_2_F042,7776.0,7482.16666667,36404.1388889
Ses01F_script02_2_F043,7384.0,7164.14285714,35526.122449
Ses01F_script02_2_F044,7489.0,7256.25,19535.6875
Ses01F_script02_2_F045,7836.0,7542.22222222,38137.7283951
Ses01F_script02_2_F046,7853.0,7402.6,85876.24
Ses01F_script02_2_F047,7609.0,7427.2,19282.96
Ses01F_script02_2_M002,7617.0,7306.75,53958.1875
Ses01F_script02_2_M006,7622.0,7299.15384615,67248.2840237
Ses01F_script02_2_M016,7913.0,7403.22580645,97050.7554631
Ses01F_script02_2_M017,7601.0,7099.8,136509.36
Ses01F_script02_2_M019,7862.0,7327.47619048,99942.154195
Ses01F_script02_2_M021,7681.0,7356.3,33072.41
Ses01F_script02_2_M022,7875.0,7423.4,101405.44
Ses01F_script02_2_M023,7552.0,7425.4,12326.64
Ses01F_script02_2_M024,7381.0,7360.66666667,366.888888889
Ses01F_script02_2_M026,8046.0,7430.0,227188.0
Ses01F_script02_2_M033,7082.0,6980.0,6546.66666667
Ses01F_script02_2_M037,7422.0,7281.6,14485.44
Ses01F_script02_2_M038,7653.0,7391.14285714,29849.8367347
Ses01F_script02_2_M040,7654.0,7365.23076923,15056.0236686
Ses01F_script02_2_M042,7768.0,7165.5,282758.75
Ses01F_script02_2_M043,6884.0,6877.0,49.0
Ses01F_script02_2_M044,7496.0,7298.0,20237.0
Ses01F_script02_2_M046,7369.0,7282.66666667,4230.88888889
Ses01F_script02_2_M047,7397.0,7260.875,12222.359375
Ses01F_script02_2_M048,7276.0,6994.61538462,32159.3136095
Ses01F_script02_2_M049,7264.0,7138.25,5951.6875
Ses01F_script03_1_F005,7334.0,6787.41666667,76091.5763889
Ses01F_script03_1_F010,7817.0,7592.2,30723.76
Ses01F_script03_1_F011,7174.0,7072.85714286,5137.83673469
Ses01F_script03_1_F020,7305.0,6962.66666667,50206.0
Ses01F_script03_1_F021,6991.0,6952.71428571,1971.91836735
Ses01F_script03_1_F022,7502.0,7127.27777778,26130.2006173
Ses01F_script03_1_F029,7544.0,6988.75,88306.6875
Ses01F_script03_1_F030,7791.0,7152.07142857,108429.209184
Ses01F_script03_1_M007,7689.0,6971.08333333,169133.909722
Ses01F_script03_1_M008,7504.0,7208.0,29347.0
Ses01F_script03_1_M009,7229.0,7058.25,14151.6875
Ses01F_script03_1_M010,7599.0,7076.5,62441.125
Ses01F_script03_1_M013,7839.0,7232.4,64521.74
Ses01F_script03_1_M018,7480.0,7156.25,82626.1875
Ses01F_script03_1_M025,8055.0,7288.4,222292.506667
Ses01F_script03_1_M026,8274.0,7350.12121212,142989.258035
Ses01F_script03_1_M034,7561.0,7172.125,51775.609375
Ses01F_script03_1_M036,7569.0,7096.5,62340.45
Ses01F_script03_1_M037,7796.0,7392.1,35157.29
Ses01F_script03_2_F000,7519.0,7042.5,150608.45
Ses01F_script03_2_F001,7956.0,7276.875,164805.109375
Ses01F_script03_2_F002,7113.0,6829.42857143,48488.5306122
Ses01F_script03_2_F004,7852.0,7296.0,128537.636364
Ses01F_script03_2_F005,7480.0,7392.0,11898.0
Ses01F_script03_2_F013,7208.0,6797.0,162552.5
Ses01F_script03_2_F014,7506.0,7049.5,178480.75
Ses01F_script03_2_F015,7778.0,7496.77777778,24606.3950617
Ses01F_script03_2_F016,7471.0,7166.22222222,39230.3950617
Ses01F_script03_2_F017,7456.0,7253.66666667,25229.5555556
Ses01F_script03_2_F018,7318.0,6533.0,315254.0
Ses01F_script03_2_F021,7429.0,6739.94117647,132545.349481
Ses01F_script03_2_F022,6975.0,6558.6,104787.44
Ses01F_script03_2_F023,7375.0,7068.0,66567.5
Ses01F_script03_2_F024,7271.0,6990.0,24915.75
Ses01F_script03_2_F025,7397.0,7210.2,10945.36
Ses01F_script03_2_F026,7374.0,7116.27272727,33292.5619835
Ses01F_script03_2_F027,7218.0,6671.0,149972.666667
Ses01F_script03_2_F028,7304.0,6838.0,151700.0
Ses01F_script03_2_F029,7533.0,7361.16666667,23530.4722222
Ses01F_script03_2_F030,7474.0,7413.0,3721.0
Ses01F_script03_2_F031,7433.0,6984.85714286,42370.9795918
Ses01F_script03_2_F032,7085.0,7044.6,1537.04
Ses01F_script03_2_F034,7442.0,7171.5,65188.05
Ses01F_script03_2_F035,7106.0,6898.85714286,7317.26530612
Ses01F_script03_2_F036,7202.0,6892.70588235,39172.3252595
Ses01F_script03_2_F037,7078.0,6635.15,117946.8275
Ses01F_script03_2_F038,7513.0,7393.2,4875.16
Ses01F_script03_2_F039,6999.0,6876.0,7652.66666667
Ses01F_script03_2_F040,7555.0,6771.16666667,201989.25
Ses01F_script03_2_M001,7591.0,7289.41666667,39685.0763889
Ses01F_script03_2_M002,7488.0,7154.0,60708.25
Ses01F_script03_2_M004,7759.0,7578.0,30473.25
Ses01F_script03_2_M007,7862.0,7446.4,97947.44
Ses01F_script03_2_M010,7660.0,7327.4,46940.64
Ses01F_script03_2_M011,7727.0,7399.57142857,90197.1020408
Ses01F_script03_2_M014,7649.0,7432.75,30488.1875
Ses01F_script03_2_M016,7506.0,7388.16666667,17251.8055556
Ses01F_script03_2_M018,7621.0,7392.0,19977.2
Ses01F_script03_2_M019,6992.0,6974.0,324.0
Ses01F_script03_2_M020,7848.0,7414.3,62011.81
Ses01F_script03_2_M021,7740.0,6734.16666667,561295.805556
Ses01F_script03_2_M022,7756.0,7063.5,153642.25
Ses01F_script03_2_M023,7425.0,6837.85714286,194020.408163
Ses01F_script03_2_M024,7743.0,7097.48,117658.9696
Ses01F_script03_2_M025,7448.0,7031.25,231323.6875
Ses01F_script03_2_M026,7727.0,7318.27777778,87352.4228395
Ses01F_script03_2_M027,7599.0,7135.68965517,50911.9381688
