session,max(energy(energy)),mean(energy(energy)),var(energy(energy))
Ses01F_impro03_F009,35614.667064,16836.8324625,196942426.436
Ses01F_impro03_F010,27274.3418597,15307.4945517,72734813.2391
Ses01F_impro03_F012,54881.9966694,28228.3634458,688475813.595
Ses01F_impro03_F013,61991.211896,21282.2946496,338646072.84
Ses01F_impro03_F016,10407.4145764,3702.50235687,16315172.8607
Ses01F_impro03_F017,8018.51810141,3795.09451671,10820504.2468
Ses01F_impro03_F018,7600.87213046,3287.62631812,6182823.01852
Ses01F_impro03_F019,751.680773521,724.672709813,729.435505257
Ses01F_impro03_F021,35353.7367395,11153.8611588,126904877.335
Ses01F_impro03_F022,1183.11427552,850.600330593,42729.5524588
Ses01F_impro03_F023,204.604745999,204.604745999,0.0
Ses01F_impro03_F024,10723.6517362,5072.21486687,6946141.71285
Ses01F_impro03_F025,20434.380405,12461.1573148,44091357.3173
Ses01F_impro03_F026,37757.7914612,10283.1658711,113360549.708
Ses01F_impro03_M000,7157.66511302,3858.27876628,5605548.18784
Ses01F_impro03_M001,8275.26048245,4395.23116969,13493582.1721
Ses01F_impro03_M006,12243.3693005,6672.47770876,20452001.0354
Ses01F_impro03_M007,14278.0120871,7418.70335736,22333567.3321
Ses01F_impro03_M008,8897.7871184,8276.50080443,385996.683923
Ses01F_impro03_M009,18940.2087508,7846.1218268,31772119.8249
Ses01F_impro03_M011,23945.3406744,12640.0185734,39932553.8845
Ses01F_impro03_M013,270990.057247,157622.981429,8343460649.44
Ses01F_impro03_M014,21752.1635541,11309.0077884,61563727.2028
Ses01F_impro03_M015,29931.0272779,15861.9763255,159360009.511
Ses01F_impro03_M016,9623.83149158,6486.76839653,11838438.093
Ses01F_impro03_M019,3648.13772954,1832.37936162,1043393.07911
Ses01F_impro03_M020,15145.5074819,4926.00981504,30474717.0285
Ses01F_impro03_M021,6228.34856998,1884.66358236,5404765.57981
Ses01F_impro03_M023,58563.5479435,23925.3342891,305509534.852
Ses01F_impro03_M024,4648.39356973,2534.56786731,3575754.74062
Ses01F_impro04_F000,20832.836746,7518.24399382,53722465.541
Ses01F_impro04_F001,7560.70359867,2359.93307076,6575140.37683
Ses01F_impro04_F005,518.451962952,283.237806779,51394.6301216
Ses01F_impro04_F006,24391.2415572,10585.9834546,63327055.5935
Ses01F_impro04_F009,1300.17002916,1285.96442307,201.799244385
Ses01F_impro04_F013,23708.69704,9670.49059174,65611084.3591
Ses01F_impro04_F014,2444.47759554,2358.26889913,7431.9393363
Ses01F_impro04_F028,5346.06004861,2755.23659556,3371485.11306
Ses01F_impro04_F029,15173.5232148,6742.44866647,31525749.8046
Ses01F_impro04_F030,93378.1567196,37908.6508786,1139172754.61
Ses01F_impro04_F031,57841.1656799,18706.5362927,400579796.004
Ses01F_impro04_F032,5768.62017529,2585.47255681,4149911.27559
Ses01F_impro04_F033,13017.2793151,4707.28146205,21499504.8096
Ses01F_impro04_M000,3166.45138492,1014.83683647,1274947.54827
Ses01F_impro04_M001,1046.06673954,706.825176629,168575.643368
Ses01F_impro04_M002,1880.91232112,815.195640791,453378.003195
Ses01F_impro04_M003,418.488817027,295.11267694,14144.6271232
Ses01F_impro04_M004,2364.21432041,963.351380982,641405.95862
Ses01F_impro04_M005,1476.00377866,1120.21868573,122379.561214
Ses01F_impro04_M006,1592.60365578,638.047975046,340919.985207
Ses01F_impro04_M007,2290.4840245,2114.67700258,30908.1089564
Ses01F_impro04_M008,933.88732864,856.358725467,6010.68430987
Ses01F_impro04_M009,4433.05399923,2683.71186504,1995876.3333
Ses01F_impro04_M010,134.939091432,70.3962140808,2098.53855337
Ses01F_impro04_M011,2323.58209758,1499.39042085,292947.797658
Ses01F_impro04_M012,3235.26573782,1663.35065448,2129494.79864
Ses01F_impro04_M013,2013.57510077,803.905913109,521065.367277
Ses01F_impro04_M014,13667.6684032,5791.74188076,17619372.693
Ses01F_impro04_M015,15686.161256,6346.57504587,17493638.4183
Ses01F_impro04_M016,3611.5331438,2088.69584411,1453480.63158
Ses01F_impro04_M017,7132.84041401,4404.49874191,4154778.79432
Ses01F_impro04_M018,9517.50873971,2430.10286877,8189227.41846
Ses01F_impro04_M019,1532.46874289,1493.16599489,1544.70600074
Ses01F_impro04_M020,2609.33053187,1961.28792639,210596.747159
Ses01F_impro04_M021,6475.29394345,2751.54247934,2675279.57444
Ses01F_impro04_M022,945.755491959,552.702279581,118530.93504
Ses01F_impro04_M023,1775.08484329,702.627060025,300628.532078
Ses01F_impro04_M024,649.568692024,429.053752154,22402.3256843
Ses01F_impro04_M025,946.196755227,514.414121913,105203.745453
Ses01F_impro04_M026,1671.50238483,1083.31544673,284621.676945
Ses01F_impro04_M027,1917.94358363,908.634244452,470251.823229
Ses01F_impro04_M028,354.492392827,250.82058451,10747.8438397
Ses01F_impro04_M031,815.350684139,407.957950875,67764.9067385
Ses01F_impro04_M032,2711.94842002,1175.98003602,934987.025172
Ses01F_impro05_F008,14418.3133221,5620.11624974,34441501.747
Ses01F_impro05_F009,30257.112582,11094.6351419,68361414.1884
Ses01F_impro05_F011,39577.8268896,26726.5706036,96365890.4198
Ses01F_impro05_F012,47866.5822819,14406.01037,205081521.032
Ses01F_impro05_F014,43006.0396036,27024.0788735,190878847.085
Ses01F_impro05_F015,237570.531439,107813.068084,4494441574.63
Ses01F_impro05_F016,499925.124626,247459.167263,24261256016.7
Ses01F_impro05_F017,1056575.9073,267362.860347,68021994562.0
Ses01F_impro05_F018,131046.856792,89622.9507146,878367570.376
Ses01F_impro05_F019,278443.479534,144472.417749,7372539012.8
Ses01F_impro05_F020,551141.633617,205437.597979,38946534708.5
Ses01F_impro05_F021,103820.380371,47787.8032842,953731700.998
Ses01F_impro05_F022,58693.1736898,32569.9347679,397619632.299
Ses01F_impro05_F023,83831.3755202,58327.7499576,942996229.384
Ses01F_impro05_F024,19639.9768698,18584.5687668,1113886.26389
Ses01F_impro05_F025,369712.595917,176839.28602,13378782739.0
Ses01F_impro05_F026,7913.36369116,6731.3864724,1397070.14566
Ses01F_impro05_F028,1901.85413293,1099.84999398,575073.166425
Ses01F_impro05_F029,10824.719131,4389.29082172,10804454.3358
Ses01F_impro05_F030,9826.75952319,4661.50090723,10035992.6251
Ses01F_impro05_M000,8158.98887958,5463.09918991,6086130.43153
Ses01F_impro05_M001,3755.45546242,3712.38521182,1855.04648711
Ses01F_impro05_M002,1816.11819804,1632.25399107,33806.0466054
Ses01F_impro05_M003,2721.46538499,2456.9037337,69992.8673353
Ses01F_impro05_M004,2657.3047635,2010.26477516,294655.640022
Ses01F_impro05_M005,7892.3693502,3626.60424871,3790356.28762
Ses01F_impro05_M006,242.425448299,109.076050094,8942.89387822
Ses01F_impro05_M007,5507.17417673,2174.91190887,2487707.04941
Ses01F_impro05_M008,1072.19447623,627.649073686,191165.175384
Ses01F_impro05_M009,8136.85486973,5111.54920501,3024772.85894
Ses01F_impro05_M010,22425.3542074,6972.86710635,39808564.2872
Ses01F_impro05_M011,8260.89107679,3436.05591221,3307041.00245
Ses01F_impro05_M012,13790.6084699,6103.88460106,34428739.7258
Ses01F_impro05_M013,6510.71467219,5343.2313587,1363017.28727
Ses01F_impro05_M014,32278.9721641,30940.6995169,1790973.67844
Ses01F_impro05_M015,4968.48615489,1933.36624976,3174924.06874
Ses01F_impro05_M016,13005.4243313,5301.61190421,9669637.2532
Ses01F_impro05_M017,26638.8213829,7957.47798166,66800001.4408
Ses01F_impro05_M019,20950.0330368,14553.867472,20517163.162
Ses01F_impro05_M020,13844.4888541,10301.2112393,12554816.2553
Ses01F_impro05_M022,30261.7534491,19738.990281,45827735.4217
Ses01F_impro05_M023,62024.4852776,28872.2400731,232898003.454
Ses01F_impro05_M024,82417.0950786,23243.8042898,640479246.924
Ses01F_impro05_M025,10233.8250815,10005.5608667,52104.5517609
Ses01F_impro05_M026,46759.5551882,17657.3490665,152525902.689
Ses01F_impro05_M027,18466.4832884,13060.9868403,16872382.032
Ses01F_impro05_M028,9062.98049824,4574.63115294,6621455.07498
Ses01F_impro05_M029,76844.6257963,18067.2892261,550964604.12
Ses01F_impro05_M030,26650.2818949,7093.16932301,80839687.7073
Ses01F_impro05_M031,5232.3322521,2764.10429524,5324926.19323
Ses01F_impro05_M034,6368.94196405,2871.30521031,3205816.41332
Ses01F_impro05_M035,1340.77868277,655.667188832,123768.965032
Ses01F_impro06_F002,187.376256558,121.523515379,5339.006383
Ses01F_impro06_F003,179.237056958,172.926266853,39.8260717464
Ses01F_impro06_F004,131.476482459,99.6157630772,507.6495163
Ses01F_impro06_F005,1167.23248663,483.580096256,156179.333521
Ses01F_impro06_F006,3242.35644007,694.742416955,656919.588822
Ses01F_impro06_F007,1895.90250141,495.043360064,255369.84471
Ses01F_impro06_F008,971.649989808,283.392567436,45910.5269794
Ses01F_impro06_F009,633.081103486,336.972528648,31960.2749902
Ses01F_impro06_F010,361.579355365,103.684264123,10450.6262206
Ses01F_impro06_F011,1302.75748885,397.847344341,129054.51716
Ses01F_impro06_F012,10119.9502932,3398.40852125,10234628.985
Ses01F_impro06_F013,147.179399444,103.116516876,3760.92766488
Ses01F_impro06_F014,638.483346273,436.688348813,54635.5319346
Ses01F_impro06_F015,165.447443707,83.3092398115,4134.88094935
Ses01F_impro06_F016,1990.00079139,656.170639102,358773.116396
Ses01F_impro06_F018,2647.40247353,767.773384505,609186.461494
Ses01F_impro06_F019,92.6362029638,64.5808688455,937.380754094
Ses01F_impro06_F020,3781.65980206,938.566285886,1145958.72473
Ses01F_impro06_F021,3071.44119513,558.313638753,498654.704169
Ses01F_impro06_F022,1316.07924077,712.006621473,180875.618129
Ses01F_impro06_F023,278.550545832,104.625762077,6932.16576358
Ses01F_impro06_F024,802.820602184,303.697076383,39186.487206
Ses01F_impro06_F025,2901.47670743,1014.94327958,634458.345078
Ses01F_impro06_F026,2231.1491865,758.302669715,443082.943332
Ses01F_impro06_F027,340.023228298,111.03113631,9017.38499316
Ses01F_impro06_F028,13116.2672352,3141.40813858,17888061.6106
Ses01F_impro06_M000,370.289560779,162.534137647,16320.8077039
Ses01F_impro06_M001,2214.48564854,677.197010141,418176.438928
Ses01F_impro06_M002,162.365857129,131.601643632,946.436832083
Ses01F_impro06_M003,1906.12232444,607.147903403,350517.279368
Ses01F_impro06_M004,191.938824734,185.233361573,44.963236201
Ses01F_impro06_M005,651.129349253,402.200468596,64709.4602013
Ses01F_impro06_M006,222.802448494,220.950106225,3.43117188055
Ses01F_impro06_M007,326.959784408,222.871753147,20084.1024134
Ses01F_impro06_M008,2037.86670637,1047.99534322,605129.201614
Ses01F_impro06_M009,254.696438267,195.110060645,3550.53639818
Ses01F_impro06_M010,699.254892591,482.55783988,86626.1950518
Ses01F_impro06_M011,533.705686865,262.052586827,29507.8982763
Ses01F_impro06_M012,569.040274019,307.242676944,36472.3556469
Ses01F_impro06_M013,953.949250317,489.274229883,85482.3820588
Ses01F_impro06_M014,589.848899619,561.24754058,818.037738891
Ses01F_impro06_M015,686.425162555,458.774023571,91402.8712949
Ses01F_impro06_M016,881.799882708,337.247416741,97438.9991943
Ses01F_impro07_M012,11725.9618628,6237.56335433,15114028.2613
Ses01F_impro07_M013,24196.8102667,12734.7645995,39265961.9885
Ses01F_impro07_M018,34226.8824408,11839.3510334,111124819.622
Ses01F_impro07_M019,25864.9766167,6931.28191396,53252983.1901
Ses01F_script01_1_F005,538.992505542,247.251891053,36622.1744713
Ses01F_script01_1_F015,2450.98022773,946.416841393,553931.720328
Ses01F_script01_1_F034,1912.90875895,804.511226726,500169.975728
Ses01F_script01_1_F035,21105.5782413,10352.6941353,64935973.1065
Ses01F_script01_1_F037,160363.872279,113965.263117,1086766194.08
Ses01F_script01_1_F038,163187.494471,89136.0972248,2963350694.55
Ses01F_script01_1_F041,215888.821054,61154.9072273,4501855620.1
Ses01F_script01_1_F042,48043.3927105,19577.0793628,300276454.729
Ses01F_script01_1_M000,3415.96137693,1172.32634897,2439582.79571
Ses01F_script01_1_M001,3354.8166569,1204.05631155,1682505.5114
Ses01F_script01_1_M002,4071.65606948,1493.27015013,1934120.84664
Ses01F_script01_1_M003,510.619376482,355.001680174,46502.7987302
Ses01F_script01_1_M004,489.417665276,219.103201725,41806.3594293
Ses01F_script01_1_M007,14107.5736779,5069.42542755,25269454.66
Ses01F_script01_1_M010,2784.5833303,1287.72006465,1241502.59458
Ses01F_script01_1_M012,946.66460338,396.412735144,93943.3113789
Ses01F_script01_1_M014,637.266468584,451.734085748,44001.9070436
Ses01F_script01_1_M015,1291.10354997,488.812066887,216900.502115
Ses01F_script01_1_M016,2068.52463428,1651.83794983,132125.46554
Ses01F_script01_1_M017,5888.70784955,3115.46102402,4027626.07754
Ses01F_script01_1_M019,38368.8200084,18046.7559721,147868892.772
Ses01F_script01_1_M023,6083.8312399,3240.88768153,4250176.43339
Ses01F_script01_1_M024,12159.8488686,2588.67236345,12488875.1104
Ses01F_script01_1_M025,13051.2539047,4912.88219903,18411799.3212
Ses01F_script01_1_M034,7292.87873736,3939.68054458,5233529.07958
Ses01F_script01_1_M039,1982.22704278,824.286193992,743874.562075
Ses01F_script01_1_M040,1226.02769517,449.693743647,196379.687565
Ses01F_script01_2_F003,17179.2882568,5797.50712643,54371944.3856
Ses01F_script01_2_F004,786.821590999,579.125610361,84932.139197
Ses01F_script01_2_F005,121676.103507,52422.6467024,1831897110.52
Ses01F_script01_2_F006,342850.673308,190817.537594,10296014214.9
Ses01F_script01_2_F007,228789.991327,91828.9996827,4695991619.82
Ses01F_script01_2_F008,494704.974183,132771.614284,18043059792.5
Ses01F_script01_2_F009,16924.2755501,4299.11877803,27481036.147
Ses01F_script01_2_F010,146745.646799,57817.1554844,2402783297.29
Ses01F_script01_2_F011,76916.3633564,27061.3181956,969096086.649
Ses01F_script01_2_F012,899110.799539,259050.499397,58576794905.0
Ses01F_script01_2_F013,1049808.59625,390234.148364,64069603691.9
Ses01F_script01_2_M001,7082.58283296,1813.12863771,4921788.38321
Ses01F_script01_2_M004,6388.75218952,2681.33416107,6239439.02173
Ses01F_script01_2_M008,54019.6686731,33896.7289053,189106459.894
Ses01F_script01_2_M017,530352.748798,158086.153105,32459472085.8
Ses01F_script01_3_F000,19037.6609807,5205.83039713,51702028.5043
Ses01F_script01_3_F001,2088.99416239,612.43492265,661542.559921
Ses01F_script01_3_F002,705.492411123,183.68265338,39670.8435311
Ses01F_script01_3_F003,575.066869583,177.383279837,23917.8905399
Ses01F_script01_3_F004,3508.19054483,2196.45216086,843293.814028
Ses01F_script01_3_F005,1375.71215549,542.630986976,182506.573491
Ses01F_script01_3_F006,1111.92295403,341.121542225,132164.5459
Ses01F_script01_3_F007,715.77162907,376.72719402,81276.8164501
Ses01F_script01_3_F008,6690.66214741,2146.25946322,4530036.34557
Ses01F_script01_3_F009,818.265987862,384.622109972,79336.6209372
Ses01F_script01_3_F010,303.904220323,301.293206645,6.81739242711
Ses01F_script01_3_F011,12266.3357734,4545.92612541,21612816.6864
Ses01F_script01_3_F012,88574.3564793,20550.1516201,902811789.294
Ses01F_script01_3_F013,12613.9815914,9470.48719985,5617431.87283
Ses01F_script01_3_F014,3412.11666049,1080.95429222,1362193.70702
Ses01F_script01_3_F015,2200.72504182,976.730147364,746268.72512
Ses01F_script01_3_F016,869.824870107,379.023310702,96511.1497048
Ses01F_script01_3_F017,6229.70227847,3182.24773971,6532613.51988
Ses01F_script01_3_F019,43560.2069186,21402.671409,333962057.109
Ses01F_script01_3_F020,110838.66651,35414.4196034,1421980826.87
Ses01F_script01_3_F021,1513.90669052,901.6688709,307533.804018
Ses01F_script01_3_F022,1404.77991137,507.112271166,187092.155407
Ses01F_script01_3_F028,423.584698183,186.44814056,23730.7708895
Ses01F_script01_3_F029,653.448204387,338.196196046,85994.297309
Ses01F_script01_3_F030,214.517348205,125.412049353,5677.73085374
Ses01F_script01_3_F031,376.12160878,248.322045642,26863.3101636
Ses01F_script01_3_F035,1252.24347047,495.085007484,191645.325008
Ses01F_script01_3_M000,4137.38128127,1331.9480724,1679811.94244
Ses01F_script01_3_M001,2503.68764626,1066.09001698,1082921.50661
Ses01F_script01_3_M003,353.063158791,199.718269434,19761.8987615
Ses01F_script01_3_M004,1176.29501859,611.036372566,285377.917324
Ses01F_script01_3_M005,3147.08309215,1245.28041729,940690.982768
Ses01F_script01_3_M008,3357.91882825,886.476132075,1065266.15989
Ses01F_script01_3_M009,11877.7101353,3537.26658078,11798816.7089
Ses01F_script01_3_M010,35687.4278716,10369.4159399,101278172.865
Ses01F_script01_3_M015,42328.7103505,23170.0248494,182525090.403
Ses01F_script01_3_M016,2896.0210862,1941.1919368,1724282.09733
Ses01F_script01_3_M017,1101.58712268,435.224624714,170949.40704
Ses01F_script01_3_M019,22121.2041561,6414.77876195,45305368.6027
Ses01F_script01_3_M020,344.529338451,191.629575439,12885.1148466
Ses01F_script01_3_M021,4275.7202274,1750.52432756,2333457.12982
Ses01F_script01_3_M022,849.945322206,492.540237675,95818.5862508
Ses01F_script01_3_M023,1383.64808585,401.196803744,246279.006615
Ses01F_script01_3_M024,1396.37806761,451.936233257,329178.097873
Ses01F_script01_3_M025,3566.14943707,1081.41505271,1033583.15298
Ses01F_script01_3_M026,1261.36550195,448.824701884,277600.305321
Ses01F_script01_3_M027,594.67677668,315.256574202,43750.5804113
Ses01F_script01_3_M028,4673.92067167,868.935309061,1701223.15288
Ses01F_script01_3_M029,5391.24202796,1302.6360643,1762738.83561
Ses01F_script01_3_M030,8070.39508004,1782.38672227,5225579.42218
Ses01F_script01_3_M032,18007.3940064,3132.49721767,19448099.9321
Ses01F_script01_3_M033,9325.42892592,2436.77674853,7407235.76936
Ses01F_script01_3_M036,4587.13383073,886.07920591,1757984.7036
Ses01F_script01_3_M037,2263.56900472,792.404437088,723631.263426
Ses01F_script02_1_F000,1120.1562995,584.923020353,272697.366749
Ses01F_script02_1_F004,4901.87676814,2588.05577292,3116468.96401
Ses01F_script02_1_F006,24795.5566363,13403.4204461,63591864.395
Ses01F_script02_1_F007,11256.5988871,7674.48353498,8260509.03307
Ses01F_script02_1_F008,849.421312629,640.686513688,43570.2162889
Ses01F_script02_1_F009,8805.76094801,6269.44134776,4818763.93626
Ses01F_script02_1_F010,939.567511384,652.127256275,134281.690846
Ses01F_script02_1_F015,2860.64761444,1549.61337676,1505558.71706
Ses01F_script02_1_F024,950.628118835,398.609156002,188181.534808
Ses01F_script02_1_F025,1403.74236413,713.395665074,454978.242166
Ses01F_script02_1_M007,32468.2504816,14126.1482329,93796680.182
Ses01F_script02_1_M008,1838.78058644,1280.27149938,486649.634654
Ses01F_script02_1_M009,4476.19699193,3271.45189895,2111571.46679
Ses01F_script02_1_M010,22047.1297625,15761.8522565,39504713.3285
Ses01F_script02_1_M011,24888.0139589,8996.02056081,50965004.298
Ses01F_script02_1_M013,21549.0831624,10205.2480112,52131687.4337
Ses01F_script02_1_M014,14751.367362,3497.4178983,17883954.5942
Ses01F_script02_1_M015,6951.76720071,2776.21951017,4220790.45786
Ses01F_script02_1_M020,8048.16128316,5381.48278796,13904352.7065
Ses01F_script02_1_M021,15559.6686555,8500.75390276,25800392.9239
Ses01F_script02_1_M023,775.25983004,527.703135963,120838.523953
Ses01F_script02_1_M024,43919.8839333,17460.9474508,137715332.272
Ses01F_script02_1_M025,66057.3222397,21601.0676579,481549458.192
Ses01F_script02_1_M026,30862.1927902,9274.49584737,99117012.1065
Ses01F_script02_1_M029,19956.2486618,6598.58948044,42328495.772
Ses01F_script02_1_M031,76129.3768101,18025.7572829,550379349.073
Ses01F_script02_1_M032,42108.2623386,20417.6438613,126730809.685
Ses01F_script02_1_M033,14376.9092223,8126.81209849,29971925.1791
Ses01F_script02_1_M034,14243.894891,6386.4312926,23203430.5927
Ses01F_script02_1_M036,19241.9895368,6343.25147285,47813374.8698
Ses01F_script02_1_M043,10151.433095,4157.81086342,17492554.464
Ses01F_script02_1_M044,6808.96999615,2151.9408053,6173778.48365
Ses01F_script02_2_F000,719.00136848,382.243030931,59485.6996499
Ses01F_script02_2_F001,2746.31204562,1888.0525206,1415811.56655
Ses01F_script02_2_F006,217480.87675,81710.8138637,4302861811.52
Ses01F_script02_2_F008,69318.1148685,29399.8738,536787443.662
Ses01F_script02_2_F009,244918.336363,151974.702607,4037108977.32
Ses01F_script02_2_F010,152864.211587,67794.2357361,2772304186.4
Ses01F_script02_2_F015,20284.9016191,8946.85461055,31165719.2473
Ses01F_script02_2_F016,330573.604806,155541.622254,14699825737.9
Ses01F_script02_2_F017,8004.97542956,1588.71878576,5679223.53179
Ses01F_script02_2_F019,1564.05400749,577.441146309,159613.619828
Ses01F_script02_2_F022,2295.12322386,830.129702764,751309.928018
Ses01F_script02_2_F023,91.0760816908,58.1685177365,731.505370667
Ses01F_script02_2_F026,285.068586578,137.656971787,11077.6797469
Ses01F_script02_2_F034,2553.30574347,913.95467585,802025.950129
Ses01F_script02_2_F035,13273.5100801,3758.73478926,12115339.7604
Ses01F_script02_2_F036,428.658328781,215.928141061,34967.0717676
Ses01F_script02_2_F040,2843.32781711,674.575539907,568310.044366
Ses01F_script02_2_F041,1228.08578098,430.730753076,129040.366656
Ses01F_script02_2_F042,1925.64325306,703.788988231,325959.673172
Ses01F_script02_2_F043,6648.79849987,2993.57524874,5380969.12621
Ses01F_script02_2_F044,475.15176468,254.170392186,28961.9691425
Ses01F_script02_2_F045,361.263878527,127.770803086,13551.4554349
Ses01F_script02_2_F046,381.535080272,177.845103507,17638.0486709
Ses01F_script02_2_F047,75.1102417097,46.6993083126,426.039548972
Ses01F_script02_2_M002,9084.2414815,4667.50655415,10428001.6722
Ses01F_script02_2_M006,5600.87369514,2127.42454733,2500131.70907
Ses01F_script02_2_M016,20887.8719721,6358.10992533,32127806.0616
Ses01F_script02_2_M017,23144.6059866,6152.60427245,57541925.2865
Ses01F_script02_2_M019,9820.57491639,4143.83483818,8263019.25204
Ses01F_script02_2_M021,221.845065263,86.0809971119,3699.2801025
Ses01F_script02_2_M022,1075.70152132,432.623575581,191395.799597
Ses01F_script02_2_M023,3466.76522069,1560.3631549,1541381.11581
Ses01F_script02_2_M024,1718.01630704,1187.9211472,150881.273088
Ses01F_script02_2_M026,1421.34255598,769.569086592,199438.600936
Ses01F_script02_2_M033,2550.58543909,901.811112381,1082197.60099
Ses01F_script02_2_M037,1058.29283928,490.690879423,136641.761077
Ses01F_script02_2_M038,4938.90383851,1594.9483968,3950397.79885
Ses01F_script02_2_M040,1760.39002243,480.058610844,337671.681918
Ses01F_script02_2_M042,10712.8096229,3503.13527801,14548349.2451
Ses01F_script02_2_M043,49.4013664008,42.6888541794,45.057820322
Ses01F_script02_2_M044,5332.75658353,2876.02648009,3549305.1745
Ses01F_script02_2_M046,76.5829700226,54.575197569,317.241409096
Ses01F_script02_2_M047,1367.16070341,465.901320704,217864.776964
Ses01F_script02_2_M048,96.33447349,58.9930289942,335.361893418
Ses01F_script02_2_M049,57.3018499326,46.3841062283,111.099477699
Ses01F_script03_1_F005,183824.324992,59794.4779052,3511254487.29
Ses01F_script03_1_F010,4598.10748424,2567.00716348,1475725.11717
Ses01F_script03_1_F011,280607.869818,109789.804739,9602308160.62
Ses01F_script03_1_F020,26356.6981768,12022.9772161,97946554.5624
Ses01F_script03_1_F021,14303.5040789,7658.46950359,22168719.935
Ses01F_script03_1_F022,13587.6596622,3569.20816038,17230564.3126
Ses01F_script03_1_F029,176746.45398,39093.7395126,2179827876.44
Ses01F_script03_1_F030,21481.9922012,6960.73344776,45473192.6157
Ses01F_script03_1_M007,50146.2284763,22649.0411868,175524097.594
Ses01F_script03_1_M008,80107.1015305,25269.9924805,791257395.048
Ses01F_script03_1_M009,5690.57918845,2727.89812187,5028025.68871
Ses01F_script03_1_M010,31701.5459113,11518.4534141,108400763.701
Ses01F_script03_1_M013,234446.291082,59804.1623865,4871209104.38
Ses01F_script03_1_M018,1302.33287629,688.922545204,314448.549775
Ses01F_script03_1_M025,21028.471393,6199.07859524,35976769.8512
Ses01F_script03_1_M026,44957.1910587,9753.55429241,124636232.839
Ses01F_script03_1_M034,34903.7640759,22903.1313052,115479818.033
Ses01F_script03_1_M036,134863.543325,49261.5547903,1868627295.21
Ses01F_script03_1_M037,38312.2971836,15342.3271436,165049738.845
Ses01F_script03_2_F000,5541.21654649,1777.28179881,3125786.36208
Ses01F_script03_2_F001,28952.4992173,8102.68187111,123919094.937
Ses01F_script03_2_F002,30791.990314,17920.5384212,113735250.717
Ses01F_script03_2_F004,87535.7509656,22059.2663708,789413042.178
Ses01F_script03_2_F005,4266.10321152,2009.8274588,3218275.60344
Ses01F_script03_2_F013,385.698934413,211.993364399,25291.0347398
Ses01F_script03_2_F014,13359.7461816,5874.09727379,35430055.2985
Ses01F_script03_2_F015,8417.58864467,2558.07366795,7847670.17132
Ses01F_script03_2_F016,32269.9284877,12927.454711,128421480.524
Ses01F_script03_2_F017,981.313282031,675.119225087,96938.4039897
