session,max(f0(f0)),mean(f0(f0)),var(f0(f0))
Angry_168,208.7859375,94.1885795455,2657.7609216
Angry_169,193.6265625,105.652073864,2124.44342792
Angry_17,152.971875,59.3094886364,848.313803698
Angry_170,182.6015625,82.3617613636,1952.97417124
Angry_171,166.753125,102.507443182,1625.63538725
Angry_172,376.228125,70.4723011364,2986.18210888
Angry_173,176.4,108.070056818,1636.33667665
Angry_174,525.7546875,121.738551136,6895.42631916
Angry_175,436.1765625,118.030142045,8420.27577057
Angry_176,598.10625,155.337035473,9471.38948478
Angry_177,141.2578125,53.47125,716.84826408
Angry_178,44.7890625,33.7765909091,27.5472893724
Angry_179,105.4265625,37.4098295455,150.77582783
Angry_18,90.95625,35.8061931818,316.859751417
Angry_180,208.7859375,47.9963352273,903.812086223
Angry_181,141.2578125,49.9507670455,637.344360962
Angry_182,132.9890625,40.2681402439,282.476629535
Angry_183,179.15625,79.3753018466,692.860770034
Angry_184,40.6546875,14.9593245968,100.971367421
Angry_185,43.4109375,30.8825284091,17.3708776714
Angry_186,44.1,29.2303444602,12.6549220815
Angry_187,155.728125,85.3059375,515.198539719
Angry_188,196.3828125,88.8420809659,1296.00543323
Angry_189,169.509375,67.5406534091,1625.14378529
Angry_19,113.6953125,44.1125284091,455.84058536
Angry_190,241.171875,71.5622727273,2665.22912761
Angry_191,134.3671875,39.9029829545,398.290194271
Angry_192,208.096875,49.7377840909,715.475482874
Angry_193,147.459375,72.4392613636,676.264419039
Angry_194,220.5,67.4795994718,1128.73456432
Angry_195,119.896875,53.0034128289,183.934823429
Angry_196,75.796875,43.0350852273,128.626428428
Angry_197,168.8203125,48.1967897727,1032.3069813
Angry_198,143.325,45.6409943182,359.454267309
Angry_199,209.475,69.4950852273,1584.05013081
Angry_2,1025.325,90.9311931818,16825.3165892
Angry_20,132.9890625,58.4074431818,617.455828299
Angry_200,182.6015625,59.5725852273,1230.95592461
Angry_201,146.08125,39.4394318182,270.484044208
Angry_202,150.9046875,52.9826420455,454.168950344
Angry_203,178.4671875,53.6967613636,492.415645584
Angry_204,152.971875,60.8128977273,454.47188514
Angry_205,169.509375,71.4244602273,912.237754547
Angry_206,185.3578125,73.1784375,1686.55635959
Angry_207,188.803125,74.8040322581,1502.66206965
Angry_208,142.6359375,34.1649715909,259.929984259
Angry_209,150.9046875,32.04140625,258.683556685
Angry_21,120.5859375,44.8266477273,400.606311294
Angry_210,151.59375,54.6494498239,547.146222567
Angry_211,145.3921875,36.3449147727,365.052753482
Angry_212,139.8796875,41.6569602273,474.545003979
Angry_213,226.7015625,53.4487229567,1024.62250224
Angry_214,137.1234375,42.2833806818,461.881387728
Angry_215,101.2921875,35.7686079545,142.774896065
Angry_216,141.946875,51.4667045455,753.508083263
Angry_217,152.971875,47.8710511364,674.379003094
Angry_218,68.2171875,38.3870454545,110.684840436
Angry_219,178.4671875,46.5555681818,789.539744386
Angry_22,163.3078125,53.746875,608.305627841
Angry_220,175.7109375,47.5828977273,817.987676173
Angry_221,157.10625,47.5327840909,566.15123069
Angry_222,194.315625,43.0225568182,450.976362905
Angry_223,190.8703125,51.6546306818,1422.21074751
Angry_224,139.190625,39.8779261364,226.078197981
Angry_225,144.0140625,45.9148547535,435.916271311
Angry_226,188.1140625,81.9984375,1266.76815421
Angry_227,138.5015625,71.0861931818,705.127669723
Angry_228,114.384375,60.6375,542.557789773
Angry_229,168.13125,70.1841477273,1175.37068567
Angry_23,126.0984375,31.4087215909,191.29877199
Angry_230,185.3578125,67.2775568182,840.863805164
Angry_231,211.5421875,83.4240840517,1543.45927895
Angry_24,232.2140625,62.5292897727,3292.92069888
Angry_25,214.9875,66.4632102273,2002.00817053
Angry_26,135.05625,47.7207102273,626.490191514
Angry_27,234.9703125,84.5792897727,3036.97375783
Angry_28,163.996875,47.5828977273,680.414468787
Angry_29,57.88125,36.7458238636,59.3949971639
Angry_3,139.190625,71.386875,842.093751829
Angry_30,212.9203125,52.0680681818,934.761662976
Angry_31,158.484375,66.2502272727,1013.10750758
Angry_32,165.375,64.0828125,607.407810724
Angry_33,70.9734375,42.721875,192.702631481
Angry_34,121.9640625,46.5555681818,262.728285579
Angry_35,54.4359375,38.6000284091,62.3549683497
Angry_36,192.2484375,59.8482102273,1437.13617227
Angry_37,169.509375,57.4678125,843.595868928
Angry_38,186.7359375,75.0201136364,1561.13225018
Angry_39,162.61875,73.8048579545,1173.25139779
Angry_4,155.0390625,84.9983803354,1083.07411046
Angry_40,208.7859375,81.7102840909,2470.33845931
Angry_41,168.8203125,55.4507386364,1438.24871208
Angry_42,152.971875,44.6136647727,275.961670385
Angry_43,234.28125,67.5531818182,1677.38073144
Angry_44,182.6015625,54.4985795455,843.434826906
Angry_45,139.190625,40.1660795455,258.531147521
Angry_46,139.190625,52.7446022727,506.175791621
Angry_47,133.678125,57.9438920455,475.329809151
Angry_48,149.5265625,61.2012784091,440.13914525
Angry_49,190.18125,68.2923579545,994.188680191
Angry_5,163.996875,49.9883522727,1239.39885865
Angry_50,171.5765625,70.3219602273,1302.80891907
Angry_51,174.3328125,70.8606818182,1171.50913031
Angry_52,185.3578125,63.9199431818,1604.08777645
Angry_53,263.221875,63.9951136364,3052.68273207
Angry_54,137.8125,47.8459943182,573.701056442
Angry_55,151.59375,50.9775,558.391099219
Angry_56,629.803125,58.7457102273,6570.38481687
Angry_57,105.4265625,44.3255113636,281.017699224
Angry_58,192.9375,50.7024715909,522.109847984
Angry_59,62.015625,38.0237215909,59.7236735699
Angry_6,163.3078125,50.6022443182,969.275824819
Angry_60,229.4578125,38.1364772727,1173.03636117
Angry_61,69.5953125,35.8813636364,113.519556716
Angry_62,178.4671875,59.8356818182,980.602133058
Angry_63,139.190625,61.1010511364,523.18660068
Angry_64,111.628125,48.3972443182,416.275731353
Angry_65,144.703125,43.0100284091,678.347291965
Angry_66,122.653125,43.3717862216,275.866804607
Angry_67,109.5609375,47.2947443182,401.382326648
Angry_68,102.6703125,42.2959090909,212.307692515
Angry_69,159.1734375,44.8038810484,861.003795973
Angry_7,179.15625,53.4587215909,1562.40363456
Angry_70,128.165625,45.8289204545,226.834750166
Angry_71,160.5515625,42.9599147727,674.903252949
Angry_72,160.5515625,38.6000284091,817.056583318
Angry_73,154.35,40.0783806818,479.10221065
Angry_74,114.384375,36.8711079545,220.532764637
Angry_75,203.9625,35.004375,548.83215016
Angry_76,935.0578125,49.7238636364,8778.13546879
Angry_77,110.9390625,40.1660795455,229.904594076
Angry_78,84.7546875,31.7845738636,80.0793222705
Angry_79,59.259375,30.1308238636,56.3631378244
Angry_8,159.8625,53.8897294207,875.715019235
Angry_80,1325.0671875,58.5452556818,30213.1165216
Angry_81,342.4640625,55.3755681818,2070.45887761
Angry_82,111.628125,45.2901988636,151.963395015
Angry_83,153.6609375,43.4861079545,443.032564957
Angry_84,139.190625,36.9963920455,302.544905085
Angry_85,206.0296875,62.3288352273,1831.95815552
Angry_86,124.03125,44.7640056818,205.426834691
Angry_87,129.54375,52.2058806818,429.829316669
Angry_88,173.64375,60.6500284091,1285.75164955
Angry_89,174.3328125,57.1546022727,1241.04946089
Angry_9,180.534375,77.6260227273,1260.12462147
Angry_90,189.4921875,83.7148295455,1358.22244264
Angry_91,667.7015625,65.8367897727,13894.1138497
Angry_92,678.0375,95.7045170455,13520.7575436
Angry_93,157.7953125,65.4233522727,547.105892704
Angry_94,437.5546875,89.7034090909,3745.98809669
Angry_95,142.6359375,56.1899147727,698.82662596
Angry_96,133.678125,60.1488920455,556.882681612
Angry_97,678.7265625,95.8799147727,12586.6435018
Angry_98,161.240625,66.1750568182,1039.32627876
Angry_99,146.7703125,58.7832954545,790.214990756
Happy_232,257.709375,138.714545455,2764.72201845
Happy_233,190.18125,99.3342416159,1760.05756081
Happy_234,241.171875,71.5121590909,3214.38712888
Happy_235,281.1375,82.9255397727,3091.08450481
Happy_236,133.678125,42.529233871,738.16033852
Happy_237,175.7109375,63.5566193182,1541.70675257
Happy_238,146.08125,89.578125,971.76616859
Happy_239,196.3828125,102.194232955,1229.14396643
Happy_240,174.3328125,84.123046875,1242.73314157
Happy_241,223.9453125,98.0723863636,1921.20871103
Happy_242,1247.203125,119.596193182,25280.1087191
Happy_243,160.5515625,80.1317045455,1579.30645443
Happy_244,339.7078125,102.018296371,3012.64986048
Happy_245,177.0890625,103.133863636,1435.81769958
Happy_246,213.609375,77.7039772727,2256.95327387
Happy_247,174.3328125,76.7275568182,1332.13326362
Happy_248,46.1671875,18.1411363636,148.365220264
Happy_249,208.096875,18.9053693182,708.563546765
Happy_250,153.6609375,72.3903829225,1424.28613121
Happy_251,217.0546875,93.7380208333,1711.6087066
Happy_252,187.425,100.628181818,2383.51389355
Happy_253,257.709375,92.4457386364,2809.97292351
Happy_254,142.6359375,63.0680113636,1424.05629535
Happy_255,204.6515625,78.5799715909,1718.60992978
Happy_256,148.8375,90.7918146307,1490.48426275
Happy_257,159.8625,104.716619318,1355.19982656
Happy_258,150.215625,68.9271306818,1383.6594781
Happy_259,175.021875,83.2677631579,1338.69436773
Happy_260,179.15625,70.6351704545,1146.97643456
Happy_261,185.3578125,95.4038352273,1513.69493702
Happy_262,187.425,72.3891477273,1524.37982399
Happy_263,141.946875,50.715,1545.78525425
Happy_264,159.8625,84.9360197368,1577.37636024
Happy_265,145.3921875,31.4713636364,1618.66160849
Happy_266,128.8546875,15.0967329545,284.442544147
Happy_267,132.9890625,78.1146306818,774.362030927
Happy_268,179.8453125,82.2865909091,2100.10975876
Happy_269,226.7015625,105.088295455,2866.69332403
Happy_270,171.5765625,98.3855965909,1040.23665276
Happy_271,177.0890625,94.3013352273,1827.28950652
Happy_272,169.509375,99.1247727273,1597.77637326
Happy_273,388.63125,101.655511364,6197.78443509
Happy_274,159.1734375,84.0530965909,1605.40907444
Happy_275,176.4,107.468693182,1567.70891752
Happy_276,187.425,100.139573864,1364.35491025
Happy_277,197.071875,87.1977272727,1299.03463404
Happy_278,171.5765625,92.6851704545,2354.50592479
Happy_279,175.021875,106.027926136,2003.53163433
Happy_280,250.81875,103.735227273,2849.68565419
Happy_281,261.1546875,115.9003125,1839.54784938
Happy_282,236.3484375,131.949204545,1834.68708007
Happy_283,249.440625,119.921931818,1354.51188379
Happy_284,172.265625,109.272784091,2136.50588341
Happy_285,218.4328125,98.6361647727,2544.43819402
Happy_286,201.20625,95.4915340909,2127.11333511
Happy_287,208.7859375,116.326278409,1894.48201395
Happy_288,259.7765625,121.099602273,3812.58415219
Happy_289,200.5171875,95.3490234375,1639.720739
Happy_290,170.1984375,77.3503977273,1377.03076946
Happy_291,150.215625,95.6919886364,1363.95779883
Happy_292,182.6015625,68.4767045455,1636.75314873
Happy_293,192.2484375,96.759903169,2101.090586
Happy_294,186.046875,78.7535795455,2199.8016762
Happy_295,172.9546875,84.0530965909,2168.44400075
Happy_296,137.8125,49.3267911585,837.119145336
Happy_297,28.2515625,18.6046875,24.1152041787
Neutral_298,124.7203125,39.0510511364,597.239247075
Neutral_299,120.5859375,31.5715909091,717.132991397
Neutral_300,42.721875,19.4816761364,40.8585268514
Neutral_301,131.6109375,24.1171875,618.682321822
Neutral_302,117.8296875,24.4679829545,690.039319413
Neutral_303,24.1171875,18.3290625,20.4184331143
Neutral_304,91.6453125,24.3802840909,356.579996848
Neutral_305,108.1828125,26.3848295455,445.035387755
Neutral_306,155.0390625,40.1786079545,1004.36163875
Neutral_307,107.49375,23.9919034091,384.284561176
Neutral_308,167.4421875,25.6080681818,1006.44890658
Neutral_309,110.25,26.9987215909,514.2608545
Neutral_310,851.68125,35.7811363636,12474.3203021
Neutral_311,110.9390625,31.7845738636,759.381565168
Neutral_312,28.2515625,18.53578125,28.10383396
Neutral_313,197.071875,59.9171164773,1339.08461536
Neutral_314,47.5453125,24.5431534091,19.5877953206
Neutral_315,29.6296875,22.1502272727,4.91068292065
Neutral_316,127.4765625,27.4873295455,462.508290099
Neutral_317,148.8375,41.4565056818,1211.08214629
Neutral_318,933.6796875,53.8721590909,25839.471699
Neutral_319,32.3859375,22.8434659091,6.4925187847
Neutral_320,6.2015625,5.27676809211,0.281793427613
Neutral_321,65.4609375,23.6661647727,127.908174735
Neutral_322,65.4609375,24.1171875,64.4183781072
Neutral_323,69.5953125,27.1866477273,127.331499895
Neutral_324,1311.2859375,48.2970170455,29652.918509
Neutral_325,57.88125,24.9064772727,61.5940212552
Neutral_326,49.6125,25.5457317073,45.9842654374
Neutral_327,1382.259375,69.3572727273,32408.180172
Neutral_328,60.6375,39.5132102273,54.0624184853
Neutral_329,73.7296875,29.491875,124.337311204
Neutral_330,1604.1375,57.9438920455,44531.6300918
Neutral_331,81.9984375,27.5499715909,159.509139781
Neutral_332,133.678125,32.52375,469.530726776
Neutral_333,65.4609375,20.6844034091,118.123223854
Neutral_334,69.5953125,24.7561363636,279.909240399
Neutral_335,76.4859375,25.5203693182,196.880306371
Neutral_336,1362.2765625,52.0054261364,31818.3253137
Neutral_337,147.459375,31.0391335227,347.266478433
Neutral_338,114.384375,26.39109375,351.947618921
Neutral_339,41.34375,30.2686363636,17.332265257
Neutral_340,128.165625,34.4781818182,517.918988367
Neutral_341,162.61875,39.414375,800.790711328
Neutral_342,64.771875,18.5671022727,85.3516434143
Neutral_343,46.1671875,26.4349431818,95.0022356502
Neutral_344,65.4609375,27.9508806818,113.276267113
Neutral_345,1167.271875,51.3664772727,23258.4327031
Neutral_346,62.015625,26.6349158654,70.3606570091
Neutral_347,140.56875,28.4770738636,823.333769003
Neutral_348,66.15,24.5932670455,166.629206221
Neutral_349,100.603125,29.047381162,257.260505321
Neutral_350,1057.021875,48.7196302817,14759.6055616
Neutral_351,116.4515625,29.9804829545,562.877337435
Neutral_352,98.5359375,23.3153693182,248.79485456
Neutral_353,141.2578125,26.4224147727,771.090544409
Neutral_354,132.3,21.0226704545,282.292222823
Neutral_355,116.4515625,25.8210511364,524.892453201
Neutral_356,110.25,23.8666193182,455.786590764
Neutral_357,121.275,24.64546875,458.020586646
Neutral_358,171.5765625,76.5485795455,1170.22299159
Neutral_359,164.6859375,80.9752840909,1438.09356482
Neutral_360,30.31875,23.4437855114,8.29808843313
Neutral_361,58.5703125,23.5408806818,76.2413110586
Neutral_362,66.15,27.2117045455,216.095476196
Neutral_363,1549.0125,55.0444602273,29992.7150596
Neutral_364,54.4359375,31.8973295455,72.9937872579
Neutral_365,230.146875,51.5669318182,2742.77541271
Neutral_366,233.5921875,69.197403169,2547.28891354
Neutral_367,87.5109375,22.7265340909,135.751517622
Neutral_368,136.434375,24.1798295455,742.482198444
Neutral_369,1686.825,45.5654709507,38829.0840673
Neutral_370,142.6359375,74.0554261364,1027.08300416
Neutral_371,171.5765625,65.7741477273,1403.82025096
Neutral_372,169.509375,62.2787215909,1872.44060374
Neutral_373,141.946875,58.0691761364,1470.11431343
Neutral_374,185.3578125,66.3755113636,1357.12057618
Neutral_375,142.6359375,69.013006162,873.961404103
Neutral_376,132.3,51.7548579545,1868.71434878
Neutral_377,132.3,35.2674715909,1018.03985113
Neutral_378,144.0140625,45.3904261364,1342.15120233
Neutral_379,130.2328125,56.0145170455,1211.02877953
Neutral_380,115.7625,45.6660511364,1414.34605792
Neutral_381,127.4765625,49.0863068182,1600.54830513
Neutral_382,125.409375,44.6261931818,1309.18938512
Neutral_383,141.2578125,51.541875,1588.02093105
Neutral_384,133.678125,50.6899431818,1425.14246571
Neutral_385,169.509375,61.3534090909,2309.13433896
Neutral_386,126.7875,36.8805042614,1043.0970616
Neutral_387,201.8953125,66.77015625,2315.72458103
Neutral_388,46.1671875,28.9531534091,57.6068970606
Neutral_389,90.2671875,38.094193892,421.433939373
Neutral_390,8.9578125,6.08880681818,1.8433503874
Neutral_391,22.7390625,7.79267045455,24.0834732664
Neutral_392,8.26875,5.40649038462,1.04794709516
Neutral_393,1286.4796875,77.9016477273,50448.9034979
Neutral_394,1602.0703125,68.0417897727,43950.7414757
Neutral_395,97.846875,25.8210511364,420.003241997
Neutral_396,124.03125,33.5636079545,890.663460376
Neutral_397,86.821875,38.9758806818,453.514422831
Neutral_398,110.9390625,39.1262215909,674.117192089
Neutral_399,95.7796875,21.8119602273,278.72418459
Neutral_400,29.6296875,18.1411363636,30.4576608713
Neutral_401,51.6796875,18.1286079545,60.7903807593
Neutral_402,40.6546875,17.7527556818,58.2884218718
Neutral_403,95.7796875,22.8894034091,338.488981951
Neutral_404,94.4015625,23.2026136364,252.063097217
Neutral_405,28.2515625,19.0807670455,31.4731987636
Neutral_406,151.59375,34.7162215909,732.696305796
Neutral_407,195.0046875,44.5886079545,1577.32089734
Neutral_408,119.896875,42.0954545455,718.724576285
Neutral_409,155.0390625,36.7959375,1264.13685943
Neutral_410,116.4515625,35.6558522727,1191.06176635
Neutral_411,127.4765625,30.5693181818,1013.19289439
Neutral_412,109.5609375,29.8677272727,630.219585691
Neutral_413,159.8625,26.6103409091,826.949837313
Neutral_414,131.6109375,33.350625,870.858430984
Neutral_415,122.653125,27.2743465909,721.787827831
Neutral_416,113.00625,35.4428693182,1014.96090348
Neutral_417,111.628125,29.2413068182,380.44592212
Neutral_418,110.9390625,32.4611079545,470.985755564
Neutral_419,119.2078125,37.4223579545,674.189394165
Neutral_420,88.8890625,33.8768181818,568.07243375
Neutral_421,100.603125,23.5283522727,332.631196149
Neutral_422,113.00625,24.5807386364,245.070483137
Neutral_423,124.03125,23.5408806818,622.580292149
Neutral_424,145.3921875,71.6499715909,1193.13836084
Neutral_425,183.290625,86.1460637019,1762.94956313
Neutral_426,967.44375,40.3289488636,15923.0948322
Neutral_427,84.7546875,23.3905397727,75.1476065712
Neutral_428,57.88125,23.3529545455,49.4433536641
Neutral_429,57.1921875,20.6217613636,94.6826629842
Neutral_430,50.990625,23.9042045455,70.1829290548
Neutral_431,64.771875,25.3449715909,98.2538404378
Neutral_432,39.965625,25.1362235915,39.0660492758
Neutral_433,117.8296875,33.4425,197.258094141
Neutral_434,124.03125,33.4884375,837.639197674
Neutral_435,121.275,36.4827272727,1415.45043576
Neutral_436,141.946875,30.4690909091,771.961992071
Neutral_437,79.93125,22.6638920455,179.937618401
Neutral_438,75.796875,28.0260511364,339.479406077
Neutral_439,125.409375,28.7652272727,662.869050446
Neutral_440,109.5609375,23.3780113636,357.553155261
Neutral_441,27.5625,18.8552556818,22.5898320635
Neutral_442,125.409375,40.2287215909,1037.5742797
Neutral_443,112.3171875,21.7117329545,371.590494484
Neutral_444,130.921875,34.6159943182,1216.59336212
Neutral_445,124.7203125,39.5647159091,1238.6542355
Neutral_446,121.275,25.9964488636,501.887616163
Neutral_447,76.4859375,19.3062784091,125.858263627
Neutral_448,113.6953125,28.82578125,839.150858876
Neutral_449,141.2578125,88.2291153169,897.618685783
Neutral_450,31.696875,22.9155297256,12.9102487464
Neutral_451,152.971875,27.3369886364,730.824074579
Neutral_452,1653.75,63.3436363636,47184.7760451
Neutral_453,74.41875,31.1957386364,374.829228467
Neutral_454,109.5609375,31.9098579545,305.013902155
Neutral_455,53.0578125,21.223125,88.9080665305
Neutral_456,65.4609375,24.9440625,202.879043182
Neutral_457,146.7703125,28.11375,660.921164009
Neutral_458,70.9734375,27.9132954545,173.690883156
Neutral_459,1145.221875,55.7263636364,22291.9711896
Neutral_460,76.4859375,32.7349431818,207.393575671
Neutral_461,38.5875,31.203046875,14.0873956238
Neutral_462,35.1421875,19.1183522727,55.7892882829
Neutral_463,120.5859375,18.8552556818,225.531031815
Neutral_464,121.9640625,26.0590909091,514.951483051
Neutral_465,88.8890625,38.6877272727,639.943635691
Neutral_466,113.6953125,51.4165909091,725.099391734
Neutral_467,153.6609375,39.3392045455,864.568060571
Neutral_468,29.6296875,18.5044602273,42.1182961131
Neutral_469,31.696875,16.8256534091,39.9820564356
Neutral_470,90.2671875,19.8074147727,122.037832051
Neutral_471,28.2515625,17.8147865854,28.5245819952
Neutral_472,283.89375,33.4383238636,1708.14634986
Neutral_473,56.503125,22.8427923387,151.090227079
Neutral_474,33.7640625,19.5192613636,47.9478289288
Neutral_475,171.5765625,31.6467613636,1264.15852005
Neutral_476,107.49375,22.1126420455,335.339401835
Neutral_477,115.7625,31.4713636364,699.452272643
Neutral_478,121.275,25.9588636364,650.728428361
Neutral_479,89.578125,24.5556818182,189.583815728
Neutral_480,108.871875,24.5556818182,376.519698807
Neutral_481,178.4671875,28.5898295455,719.874472823
Neutral_482,84.065625,33.2503977273,385.737078588
Neutral_483,115.7625,25.7959943182,526.962769244
Neutral_484,95.090625,18.3541193182,241.139237071
Neutral_485,24.1171875,16.3119886364,27.4879581014
Neutral_486,88.2,17.7652840909,135.288796492
Neutral_487,99.225,19.9828125,350.183206854
Neutral_488,117.8296875,21.1604829545,531.657473781
Neutral_489,141.946875,18.8176704545,602.122304854
Neutral_490,28.940625,16.6377272727,44.6908874661
Neutral_491,29.6296875,20.3837215909,46.9574048021
Neutral_492,106.8046875,23.2777840909,236.345019237
Neutral_493,125.409375,17.915625,236.695670188
Neutral_494,21.3609375,14.6958238636,19.0104926362
Neutral_495,25.4953125,14.6707670455,24.6670543921
Neutral_496,28.940625,15.8359090909,38.3728919115
Neutral_497,37.8984375,15.7074928977,28.0261284379
Neutral_498,135.7453125,29.0909659091,303.508645835
Neutral_499,109.5609375,33.8141761364,331.948101727
Neutral_500,62.7046875,22.5779829545,89.2871242252
Neutral_501,33.075,17.4646022727,27.9914890996
Neutral_502,37.8984375,16.9211825284,28.1415806362
Neutral_503,47.5453125,24.5055681818,69.0242426992
Neutral_504,1750.21875,79.5052840909,98280.0771025
Neutral_505,1479.4171875,55.3755681818,37767.771023
Neutral_506,162.61875,35.6307954545,876.954483636
Neutral_507,150.215625,32.3483522727,662.976097871
Neutral_508,1416.7125,56.0896875,34482.5241491
Neutral_509,66.15,32.77640625,184.405065161
Neutral_510,109.5609375,25.4416193182,329.50093185
Neutral_511,135.7453125,23.6035227273,447.410208205
Neutral_512,92.334375,18.4167613636,124.959818666
Neutral_513,26.8734375,16.9133522727,10.3735547601
Neutral_514,24.1171875,16.1741761364,10.6849654523
Neutral_515,22.05,16.8381818182,2.56851036609
Neutral_516,20.671875,15.9486647727,3.77114581127
Neutral_517,27.5625,19.7698295455,11.0651250775
Neutral_518,108.1828125,19.2686931818,158.101513225
Neutral_519,26.8734375,18.3290625,5.77710783026
Neutral_520,48.234375,19.5192613636,36.7596464004
Neutral_521,159.1734375,22.3481520433,386.207793803
Neutral_522,55.125,24.6684375,166.759169957
Neutral_523,845.4796875,27.4532583841,8327.39289659
Sad_524,676.659375,79.5929829545,8407.70978408
Sad_525,2645.3109375,136.785170455,140179.309292
Sad_526,2801.0390625,184.844147727,241744.116867
Sad_527,990.1828125,117.666818182,40016.8132592
Sad_528,999.140625,131.410482955,52241.0717173
Sad_529,785.53125,153.9365625,39762.172234
Sad_530,700.0875,99.6509659091,12771.9749292
Sad_531,2331.7875,228.004517045,140271.159436
Sad_532,2001.0375,182.175596591,104966.949923
Sad_533,2667.3609375,177.552613636,204377.051982
Sad_534,1570.3734375,163.0321875,70119.9760649
Sad_535,1847.3765625,155.0390625,82819.5024894
Sad_536,2309.7375,205.127642045,196321.60922
Sad_537,1717.14375,157.181420455,107117.794825
Sad_538,855.815625,119.62125,38085.4124404
Sad_539,2051.3390625,148.649573864,93657.3715333
Sad_540,2024.465625,130.959460227,77427.4790938
Sad_541,924.721875,137.135965909,48719.967973
Sad_542,2444.1046875,179.694971591,133072.911019
Sad_543,2344.8796875,214.5740625,171243.845876
Sad_544,1845.309375,134.617755682,72895.2110195
Sad_545,829.63125,151.343181818,39375.4506958
Sad_546,210.853125,96.5439204545,1570.60453468
Sad_547,2458.575,155.640426136,128518.860834
Sad_548,1037.728125,174.270170455,61529.9324952
Sad_549,2708.7046875,151.831789773,139559.579726
Sad_550,835.14375,126.261306818,25155.557313
Sad_551,988.115625,133.60921875,18997.107614
Sad_552,146.7703125,55.0623579545,1108.03404877
