session,meanZeroCrossing
Ses01F_impro04_F004,0.0664333767361111
Ses01F_impro04_F005,0.11288291529605263
Ses01F_impro04_F006,0.113006591796875
Ses01F_impro04_F007,0.12330951112689394
Ses01F_impro04_F008,0.09895436356707317
Ses01F_impro04_F009,0.06683904474431818
Ses01F_impro04_F010,0.08676197489754098
Ses01F_impro04_F011,0.06502278645833333
Ses01F_impro04_F012,0.058313881478658534
Ses01F_impro04_F013,0.1141586877349624
Ses01F_impro04_F014,0.07791722074468085
Ses01F_impro04_F015,0.0952992064790576
Ses01F_impro04_F016,0.08582613760964912
Ses01F_impro04_F017,0.09673263365963855
Ses01F_impro04_F018,0.11705582865168539
Ses01F_impro04_F019,0.10514111539502165
Ses01F_impro04_F020,0.10153560315148305
Ses01F_impro04_F021,0.055769295528017244
Ses01F_impro04_F022,0.07892717633928571
Ses01F_impro04_F023,0.07248625578703703
Ses01F_impro04_F024,0.08325559701492537
Ses01F_impro04_F025,0.09591064453125
Ses01F_impro04_F026,0.07697610294117647
Ses01F_impro04_F027,0.0935107421875
Ses01F_impro04_F028,0.1163116939484127
Ses01F_impro04_F029,0.11580157039141414
Ses01F_impro04_F030,0.1448876953125
Ses01F_impro04_F031,0.08966683650362318
Ses01F_impro04_F032,0.07835572630494506
Ses01F_impro04_F033,0.11255283043032786
Ses01F_impro04_M000,0.10432545731707317
Ses01F_impro04_M001,0.08486880896226415
Ses01F_impro04_M002,0.06556851256127451
Ses01F_impro04_M003,0.07114343475877193
Ses01F_impro04_M004,0.0948636825770548
Ses01F_impro04_M005,0.07328404017857143
Ses01F_impro04_M006,0.0842516447368421
Ses01F_impro04_M007,0.08954821134868421
Ses01F_impro04_M008,0.06608537946428572
Ses01F_impro04_M009,0.06184314546130952
Ses01F_impro04_M010,0.08492542613636364
Ses01F_impro04_M011,0.06942620798319328
Ses01F_impro04_M012,0.07636982685810811
Ses01F_impro04_M013,0.06411087178738317
Ses01F_impro04_M014,0.08974202473958333
Ses01F_impro04_M015,0.08290382667824074
Ses01F_impro04_M016,0.08201047207446809
Ses01F_impro04_M017,0.08858975497159091
Ses01F_impro04_M018,0.1412571957236842
Ses01F_impro04_M019,0.08852181783536585
Ses01F_impro04_M020,0.0759397412909836
Ses01F_impro04_M021,0.07216796875
Ses01F_impro04_M022,0.07140435112847222
Ses01F_impro04_M023,0.08524237738715278
Ses01F_impro04_M024,0.07050356657608696
Ses01F_impro04_M025,0.09358079362623763
Ses01F_impro04_M026,0.08537212171052631
Ses01F_impro04_M027,0.09654017857142858
Ses01F_impro04_M028,0.08784054487179487
Ses01F_impro04_M029,0.0953787921989051
Ses01F_impro04_M030,0.08851207386363637
Ses01F_impro04_M031,0.059065755208333334
Ses01F_impro04_M032,0.07277093931686046
Ses01F_impro04_M033,0.06654575892857142
Ses01F_impro04_M034,0.07522403492647059
Ses01F_impro04_M035,0.07553831998966942
Ses01F_impro04_M036,0.07887811175847458
Ses01F_impro05_F000,0.09239541330645161
Ses01F_impro05_F001,0.09256184895833333
Ses01F_impro05_F002,0.09622257313829788
Ses01F_impro05_F003,0.10471598307291667
Ses01F_impro05_F004,0.11482640316611842
Ses01F_impro05_F005,0.14674479166666668
Ses01F_impro05_F006,0.07893573113207547
Ses01F_impro05_F007,0.09533393673780488
Ses01F_impro05_F008,0.08775944496268656
Ses01F_impro05_F009,0.1126053322871179
Ses01F_impro05_F010,0.12528113162878787
Ses01F_impro05_F011,0.10446454893867925
Ses01F_impro05_F012,0.10843505859375
Ses01F_impro05_F013,0.09525240384615384
Ses01F_impro05_F014,0.08328880454009434
Ses01F_impro05_F015,0.13758356153350515
Ses01F_impro05_F016,0.15467003302845528
Ses01F_impro05_F017,0.15477015784982937
Ses01F_impro05_F018,0.12577473958333332
Ses01F_impro05_F019,0.12526739211309523
Ses01F_impro05_F020,0.11758093525179857
Ses01F_impro05_F021,0.11236039744127517
Ses01F_impro05_F022,0.11398603331367925
Ses01F_impro05_F023,0.0841124487704918
Ses01F_impro05_F024,0.07860218394886363
Ses01F_impro05_F025,0.12216497927295919
Ses01F_impro05_F026,0.1471700465425532
Ses01F_impro05_F027,0.1040813577586207
Ses01F_impro05_F028,0.06627506996268656
Ses01F_impro05_F029,0.07298623361895161
Ses01F_impro05_F030,0.08498441256009616
Ses01F_impro05_M000,0.123818359375
Ses01F_impro05_M001,0.08918018830128205
Ses01F_impro05_M002,0.07059151785714286
Ses01F_impro05_M003,0.09468500664893617
Ses01F_impro05_M004,0.09596761067708333
Ses01F_impro05_M005,0.09003214197834646
Ses01F_impro05_M006,0.1193359375
Ses01F_impro05_M007,0.08917669911202186
Ses01F_impro05_M008,0.07621470668859649
Ses01F_impro05_M009,0.0927947831284153
Ses01F_impro05_M010,0.12238986829188482
Ses01F_impro05_M011,0.09830139640748031
Ses01F_impro05_M012,0.11121026400862069
Ses01F_impro05_M013,0.14920789930555556
Ses01F_impro05_M014,0.09961998980978261
Ses01F_impro05_M015,0.10764802631578947
Ses01F_impro05_M016,0.09221134629360465
Ses01F_impro05_M017,0.0993212890625
Ses01F_impro05_M018,0.08731764190051021
Ses01F_impro05_M019,0.11066691080729167
Ses01F_impro05_M020,0.08006649925595238
Ses01F_impro05_M021,0.0956818111359127
Ses01F_impro05_M022,0.1287876674107143
Ses01F_impro05_M023,0.11491880458515284
Ses01F_impro05_M024,0.09358477351641414
Ses01F_impro05_M025,0.10216433502906977
Ses01F_impro05_M026,0.08846571180555556
Ses01F_impro05_M027,0.070556640625
Ses01F_impro05_M028,0.07897636217948718
Ses01F_impro05_M029,0.08724599753694581
Ses01F_impro05_M030,0.11996932768485916
Ses01F_impro05_M031,0.10101318359375
Ses01F_impro05_M032,0.08554637675382654
Ses01F_impro05_M033,0.07795445200358851
Ses01F_impro05_M034,0.0800158930759804
Ses01F_impro05_M035,0.06573301373106061
Ses01F_impro06_F000,0.05673735996462264
Ses01F_impro06_F001,0.04706846992924528
Ses01F_impro06_F002,0.05095703125
Ses01F_impro06_F003,0.05912853422619048
Ses01F_impro06_F004,0.053372290826612906
Ses01F_impro06_F005,0.07238711124401914
Ses01F_impro06_F006,0.07021665699602123
Ses01F_impro06_F007,0.07780596364541832
Ses01F_impro06_F008,0.07160408266129033
Ses01F_impro06_F009,0.0734976595464135
Ses01F_impro06_F010,0.07136644040300547
Ses01F_impro06_F011,0.07886673232256355
Ses01F_impro06_F012,0.09444506227758007
Ses01F_impro06_F013,0.054158528645833336
Ses01F_impro06_F014,0.06794859871031746
Ses01F_impro06_F015,0.06407392785904255
Ses01F_impro06_F016,0.07118443080357142
Ses01F_impro06_F017,0.07761600378787879
Ses01F_impro06_F018,0.07001434596238938
Ses01F_impro06_F019,0.05259352463942308
Ses01F_impro06_F020,0.07087376644736842
Ses01F_impro06_F021,0.07707505419075145
Ses01F_impro06_F022,0.07881303267045454
Ses01F_impro06_F023,0.051901196676587304
Ses01F_impro06_F024,0.05459029586226852
Ses01F_impro06_F025,0.08968153852234402
Ses01F_impro06_F026,0.09272175809762774
Ses01F_impro06_F027,0.05464493189102564
Ses01F_impro06_F028,0.09069971614297476
Ses01F_impro06_M000,0.07912052487864078
Ses01F_impro06_M001,0.07420903296019901
Ses01F_impro06_M002,0.06448567708333333
Ses01F_impro06_M003,0.06942331414473685
Ses01F_impro06_M004,0.056338355654761904
Ses01F_impro06_M005,0.08545843160377359
Ses01F_impro06_M006,0.0573470744680851
Ses01F_impro06_M007,0.06117983217592592
Ses01F_impro06_M008,0.072021484375
Ses01F_impro06_M009,0.052223382994186045
Ses01F_impro06_M010,0.0605859375
Ses01F_impro06_M011,0.06404935396634616
Ses01F_impro06_M012,0.069091796875
Ses01F_impro06_M013,0.06733230064655173
Ses01F_impro06_M014,0.048042111280487805
Ses01F_impro06_M015,0.06941469254032258
Ses01F_impro06_M016,0.0753515625
Ses01F_impro06_M017,0.06428745814732142
Ses01F_impro07_F000,0.14188561072716346
Ses01F_impro07_F001,0.10470787001533742
Ses01F_impro07_F002,0.11476163585875332
Ses01F_impro07_F003,0.12143229166666666
Ses01F_impro07_F004,0.09105714352544911
Ses01F_impro07_F005,0.12763247282608695
Ses01F_impro07_F006,0.11133153955419581
Ses01F_impro07_F007,0.08867027407786886
Ses01F_impro07_F008,0.10692288582785088
Ses01F_impro07_F009,0.1638861762152778
Ses01F_impro07_F010,0.13076089810924368
Ses01F_impro07_F011,0.10744850852272728
Ses01F_impro07_F012,0.10045590608016304
Ses01F_impro07_F013,0.12116720824115045
Ses01F_impro07_F014,0.08308628627232142
Ses01F_impro07_F015,0.1302208533653846
Ses01F_impro07_F016,0.09435905753091872
Ses01F_impro07_M000,0.10632538377192982
Ses01F_impro07_M001,0.1398451551258993
Ses01F_impro07_M002,0.10862750771604938
Ses01F_impro07_M003,0.08846557088744589
Ses01F_impro07_M004,0.0859375
Ses01F_impro07_M005,0.12970404286202186
Ses01F_impro07_M006,0.10321829172486034
Ses01F_impro07_M007,0.09120408442982456
Ses01F_impro07_M008,0.11038729039634146
Ses01F_impro07_M009,0.06601907749368686
Ses01F_impro07_M010,0.08660514987244898
Ses01F_impro07_M011,0.09731012658227849
Ses01F_impro07_M012,0.1081420020233813
Ses01F_impro07_M013,0.12525431315104166
Ses01F_impro07_M014,0.10844757272012578
Ses01F_impro07_M015,0.12588334517045455
Ses01F_impro07_M016,0.12202419704861112
Ses01F_impro07_M017,0.06067766462053571
Ses01F_impro07_M018,0.102978515625
Ses01F_impro07_M019,0.0962163549270073
Ses01F_script01_1_F000,0.07735770089285714
Ses01F_script01_1_F001,0.08934227195945946
Ses01F_script01_1_F002,0.08738447980182927
Ses01F_script01_1_F003,0.08340371621621621
Ses01F_script01_1_F004,0.07188678609913793
Ses01F_script01_1_F005,0.07135521673387096
Ses01F_script01_1_F006,0.08818998790922619
Ses01F_script01_1_F007,0.0676149462090164
Ses01F_script01_1_F008,0.07002766927083333
Ses01F_script01_1_F009,0.0562255859375
Ses01F_script01_1_F010,0.07878766741071429
Ses01F_script01_1_F011,0.0720458984375
Ses01F_script01_1_F012,0.09172750170765027
Ses01F_script01_1_F013,0.11595601154618473
Ses01F_script01_1_F014,0.06645122327302631
Ses01F_script01_1_F015,0.08883602061170212
Ses01F_script01_1_F016,0.13950435450819673
Ses01F_script01_1_F017,0.07151504390495868
Ses01F_script01_1_F018,0.09471546519886363
Ses01F_script01_1_F019,0.1192157451923077
Ses01F_script01_1_F020,0.09228515625
Ses01F_script01_1_F021,0.11413925219648563
Ses01F_script01_1_F022,0.08665364583333333
Ses01F_script01_1_F023,0.0878952314268868
Ses01F_script01_1_F024,0.11590576171875
Ses01F_script01_1_F025,0.11057563677226027
Ses01F_script01_1_F026,0.09709992955942623
Ses01F_script01_1_F027,0.0817639802631579
Ses01F_script01_1_F028,0.07693766861510791
Ses01F_script01_1_F029,0.1089426288167939
Ses01F_script01_1_F030,0.08299708104395605
Ses01F_script01_1_F031,0.09573589555369127
Ses01F_script01_1_F032,0.06995159646739131
Ses01F_script01_1_F033,0.07143865155346821
Ses01F_script01_1_F034,0.08082190225290697
Ses01F_script01_1_F035,0.08933900983146068
Ses01F_script01_1_F036,0.12044270833333333
Ses01F_script01_1_F037,0.12540764764908258
Ses01F_script01_1_F038,0.11136141690340909
Ses01F_script01_1_F039,0.08066231863839286
Ses01F_script01_1_F040,0.06577516951650944
Ses01F_script01_1_F041,0.10730060253267974
Ses01F_script01_1_F042,0.12687174479166666
Ses01F_script01_1_F043,0.07295101060779817
Ses01F_script01_1_F044,0.06934136284722223
Ses01F_script01_1_M000,0.09474150988520408
Ses01F_script01_1_M001,0.07689732142857143
Ses01F_script01_1_M002,0.087138671875
Ses01F_script01_1_M003,0.0767677436440678
Ses01F_script01_1_M004,0.09748767671130952
Ses01F_script01_1_M005,0.08924204908956693
Ses01F_script01_1_M006,0.09487994928010471
Ses01F_script01_1_M007,0.07272549715909091
Ses01F_script01_1_M008,0.10041474726095617
Ses01F_script01_1_M009,0.08105736301369863
Ses01F_script01_1_M010,0.10648104039634146
Ses01F_script01_1_M011,0.10135626940993789
Ses01F_script01_1_M012,0.0862060546875
Ses01F_script01_1_M013,0.09670122931985294
Ses01F_script01_1_M014,0.06297253024193548
Ses01F_script01_1_M015,0.07435360863095238
Ses01F_script01_1_M016,0.12213456003289473
Ses01F_script01_1_M017,0.09117060122282608
Ses01F_script01_1_M018,0.11060732886904762
Ses01F_script01_1_M019,0.09499580169392523
Ses01F_script01_1_M020,0.09548770680147059
Ses01F_script01_1_M021,0.08415905589788733
Ses01F_script01_1_M022,0.08070171310240964
Ses01F_script01_1_M023,0.10729302300347222
Ses01F_script01_1_M024,0.1053070568647541
Ses01F_script01_1_M025,0.07956252731643357
Ses01F_script01_1_M026,0.12950793850806452
Ses01F_script01_1_M027,0.10869723647388059
Ses01F_script01_1_M028,0.08682710830479452
Ses01F_script01_1_M029,0.09235181051587302
Ses01F_script01_1_M030,0.07284037272135417
Ses01F_script01_1_M031,0.09361951104525862
Ses01F_script01_1_M032,0.07778118065828403
Ses01F_script01_1_M033,0.08579799107142858
Ses01F_script01_1_M034,0.08734441207627118
Ses01F_script01_1_M035,0.11101236979166666
Ses01F_script01_1_M036,0.10539078912815127
Ses01F_script01_1_M037,0.08900210731907894
Ses01F_script01_1_M038,0.09555288461538461
Ses01F_script01_1_M039,0.08528844321646341
Ses01F_script01_1_M040,0.09683169958726415
Ses01F_script01_1_M041,0.11008797704646017
Ses01F_script01_1_M042,0.07614385886270492
Ses01F_script01_1_M043,0.07115930944055944
Ses01F_script01_2_F000,0.07185465494791667
Ses01F_script01_2_F001,0.07796682438380281
Ses01F_script01_2_F002,0.1005588107638889
Ses01F_script01_2_F003,0.07283614309210526
Ses01F_script01_2_F004,0.08091060450819672
Ses01F_script01_2_F005,0.0901954780190678
Ses01F_script01_2_F006,0.148826709692029
Ses01F_script01_2_F007,0.1352468806205036
Ses01F_script01_2_F008,0.11512280925445104
Ses01F_script01_2_F009,0.08425148355836237
Ses01F_script01_2_F010,0.10020421925895766
Ses01F_script01_2_F011,0.09738103693181818
Ses01F_script01_2_F012,0.13075884650735295
Ses01F_script01_2_F013,0.135870361328125
Ses01F_script01_2_F014,0.10340073529411764
Ses01F_script01_2_M000,0.07606235397196262
Ses01F_script01_2_M001,0.08804205399525317
Ses01F_script01_2_M002,0.08315641983695653
Ses01F_script01_2_M003,0.09368444372106481
Ses01F_script01_2_M004,0.07146661931818182
Ses01F_script01_2_M005,0.14482770647321427
Ses01F_script01_2_M006,0.09831262807377049
Ses01F_script01_2_M007,0.08027878852739725
Ses01F_script01_2_M008,0.10553152901785715
Ses01F_script01_2_M009,0.07616823111007463
Ses01F_script01_2_M010,0.08067654487781954
Ses01F_script01_2_M011,0.096865234375
Ses01F_script01_2_M012,0.12034413512323944
Ses01F_script01_2_M013,0.1555696080942623
Ses01F_script01_2_M014,0.11154042119565218
Ses01F_script01_2_M015,0.11093315972222222
Ses01F_script01_2_M016,0.09705494068287036
Ses01F_script01_2_M017,0.10292068037014564
Ses01F_script01_3_F000,0.09949874877929688
Ses01F_script01_3_F001,0.08208771789965986
Ses01F_script01_3_F002,0.09155707851423488
Ses01F_script01_3_F003,0.0783023756377551
Ses01F_script01_3_F004,0.08280396692961164
Ses01F_script01_3_F005,0.05912012411347518
Ses01F_script01_3_F006,0.07088056576797386
Ses01F_script01_3_F007,0.060611263736263736
Ses01F_script01_3_F008,0.10210807955994898
Ses01F_script01_3_F009,0.07356476244343892
Ses01F_script01_3_F010,0.12079412286931818
Ses01F_script01_3_F011,0.1332502693965517
Ses01F_script01_3_F012,0.11503117721273291
Ses01F_script01_3_F013,0.10364412006578948
Ses01F_script01_3_F014,0.06043590198863636
Ses01F_script01_3_F015,0.06320865597345132
Ses01F_script01_3_F016,0.0784678357712766
Ses01F_script01_3_F017,0.08004940257352941
Ses01F_script01_3_F018,0.13273301235465115
Ses01F_script01_3_F019,0.18621475395114942
Ses01F_script01_3_F020,0.09421324118589744
Ses01F_script01_3_F021,0.10756779813218391
Ses01F_script01_3_F022,0.06829833984375
Ses01F_script01_3_F023,0.07126389336340207
Ses01F_script01_3_F024,0.07122231901978417
Ses01F_script01_3_F025,0.07675036081827309
Ses01F_script01_3_F026,0.0700452302631579
Ses01F_script01_3_F027,0.06592783301767677
Ses01F_script01_3_F028,0.103289794921875
Ses01F_script01_3_F029,0.06400669642857143
Ses01F_script01_3_F030,0.07841082317073171
Ses01F_script01_3_F031,0.05286391900510204
Ses01F_script01_3_F032,0.07529912032480315
Ses01F_script01_3_F033,0.06743758764022435
Ses01F_script01_3_F034,0.07134573800223214
Ses01F_script01_3_F035,0.06873224431818181
Ses01F_script01_3_M000,0.09849039713541667
Ses01F_script01_3_M001,0.082275390625
Ses01F_script01_3_M002,0.07316960515202703
Ses01F_script01_3_M003,0.10320794092465753
Ses01F_script01_3_M004,0.080322265625
Ses01F_script01_3_M005,0.09808915914948453
Ses01F_script01_3_M006,0.0724708446557971
Ses01F_script01_3_M007,0.09287381587543554
Ses01F_script01_3_M008,0.09736120345744681
Ses01F_script01_3_M009,0.10420106132075471
Ses01F_script01_3_M010,0.11176924272017046
Ses01F_script01_3_M011,0.08572591145833333
Ses01F_script01_3_M012,0.08721051897321429
Ses01F_script01_3_M013,0.079229736328125
Ses01F_script01_3_M014,0.09138997395833333
Ses01F_script01_3_M015,0.09710496471774194
Ses01F_script01_3_M016,0.10583289194915255
Ses01F_script01_3_M017,0.08988131009615384
Ses01F_script01_3_M018,0.11917897169502618
Ses01F_script01_3_M019,0.08959823004943503
Ses01F_script01_3_M020,0.1059909396701389
Ses01F_script01_3_M021,0.120025634765625
Ses01F_script01_3_M022,0.08813202247191011
Ses01F_script01_3_M023,0.09065961234177215
Ses01F_script01_3_M024,0.09615773168103449
Ses01F_script01_3_M025,0.10086792938468993
Ses01F_script01_3_M026,0.08163965810643564
Ses01F_script01_3_M027,0.07750418526785714
Ses01F_script01_3_M028,0.08434141302384393
Ses01F_script01_3_M029,0.09095810966257668
Ses01F_script01_3_M030,0.08579491366859243
Ses01F_script01_3_M031,0.07978727633141112
Ses01F_script01_3_M032,0.09086363721522782
Ses01F_script01_3_M033,0.08478063576634276
Ses01F_script01_3_M034,0.08572350019290123
Ses01F_script01_3_M035,0.08465963696676587
Ses01F_script01_3_M036,0.07651542617889222
Ses01F_script01_3_M037,0.08143107096354167
Ses01F_script01_3_M038,0.10059100616349481
Ses01F_script02_1_F000,0.11231219951923077
Ses01F_script02_1_F001,0.17027509973404256
Ses01F_script02_1_F002,0.07987706801470588
Ses01F_script02_1_F003,0.11252520161290322
Ses01F_script02_1_F004,0.09350232110507246
Ses01F_script02_1_F005,0.10709855363175676
Ses01F_script02_1_F006,0.11116011424731183
Ses01F_script02_1_F007,0.09742495888157894
Ses01F_script02_1_F008,0.07412790697674419
Ses01F_script02_1_F009,0.10322788783482142
Ses01F_script02_1_F010,0.09731205174180328
Ses01F_script02_1_F011,0.08194633152173914
Ses01F_script02_1_F012,0.080556640625
Ses01F_script02_1_F013,0.09674169146825397
Ses01F_script02_1_F014,0.07782082479508197
Ses01F_script02_1_F015,0.06418557363013698
Ses01F_script02_1_F016,0.11290750385802469
Ses01F_script02_1_F017,0.13987630208333332
Ses01F_script02_1_F018,0.12412819602272727
Ses01F_script02_1_F019,0.07268817608173077
Ses01F_script02_1_F020,0.12137643914473684
Ses01F_script02_1_F021,0.08397246570121951
Ses01F_script02_1_F022,0.10865199228791773
Ses01F_script02_1_F023,0.06841965663580248
Ses01F_script02_1_F024,0.07868473704268293
Ses01F_script02_1_F025,0.06333258213141026
Ses01F_script02_1_M000,0.11152689435840708
Ses01F_script02_1_M001,0.1236883425245098
Ses01F_script02_1_M002,0.12452713815789473
Ses01F_script02_1_M003,0.10631085824275362
Ses01F_script02_1_M004,0.09849407576107011
Ses01F_script02_1_M005,0.08309500558035714
Ses01F_script02_1_M006,0.1387506300403226
Ses01F_script02_1_M007,0.0869360571509009
Ses01F_script02_1_M008,0.08532963966836735
Ses01F_script02_1_M009,0.09484411168981481
Ses01F_script02_1_M010,0.07398817274305555
Ses01F_script02_1_M011,0.10470508738151658
Ses01F_script02_1_M012,0.12231231154057018
Ses01F_script02_1_M013,0.07640234375
Ses01F_script02_1_M014,0.09452112709603659
Ses01F_script02_1_M015,0.14495675223214285
Ses01F_script02_1_M016,0.10785047743055555
Ses01F_script02_1_M017,0.0858839897260274
Ses01F_script02_1_M018,0.08371151194852941
Ses01F_script02_1_M019,0.08490151703042328
Ses01F_script02_1_M020,0.11859537760416666
Ses01F_script02_1_M021,0.07797154017857143
Ses01F_script02_1_M022,0.07635498046875
Ses01F_script02_1_M023,0.07402663934426229
Ses01F_script02_1_M024,0.10802433146766169
Ses01F_script02_1_M025,0.08911728277439024
Ses01F_script02_1_M026,0.11608434606481481
Ses01F_script02_1_M027,0.092314453125
Ses01F_script02_1_M028,0.10281129009955753
Ses01F_script02_1_M029,0.10227272727272728
Ses01F_script02_1_M030,0.07693026928191489
Ses01F_script02_1_M031,0.07994051846590909
Ses01F_script02_1_M032,0.10211152437200957
Ses01F_script02_1_M033,0.0867765184859155
Ses01F_script02_1_M034,0.1299445492097701
Ses01F_script02_1_M035,0.125985091430131
Ses01F_script02_1_M036,0.11794725808397684
Ses01F_script02_1_M037,0.09583478470010616
Ses01F_script02_1_M038,0.11480485845185996
Ses01F_script02_1_M039,0.0867738860645933
Ses01F_script02_1_M040,0.12575346848060345
Ses01F_script02_1_M041,0.12772417672072786
Ses01F_script02_1_M042,0.1325
Ses01F_script02_1_M043,0.08592157778532608
Ses01F_script02_1_M044,0.10814587823275862
Ses01F_script02_2_F000,0.10671449318910256
Ses01F_script02_2_F001,0.07660222457627118
Ses01F_script02_2_F002,0.08969064486228813
Ses01F_script02_2_F003,0.10823831287955465
Ses01F_script02_2_F004,0.09946568806966145
Ses01F_script02_2_F005,0.12154806385869565
Ses01F_script02_2_F006,0.1344805877220812
Ses01F_script02_2_F007,0.0989465127444134
Ses01F_script02_2_F008,0.09755495761303191
Ses01F_script02_2_F009,0.12422688802083333
Ses01F_script02_2_F010,0.12425677544247787
Ses01F_script02_2_F011,0.10907984491604478
Ses01F_script02_2_F012,0.13361615492518703
Ses01F_script02_2_F013,0.08865234375
Ses01F_script02_2_F014,0.09278006575226244
