session,Silence ratio
Ses01F_impro02_M001,0.4479635081362622
Ses01F_impro02_M002,0.6182053105499854
Ses01F_impro02_M003,0.3960174593321707
Ses01F_impro02_M004,0.469875189107413
Ses01F_impro02_M005,0.33063548782181595
Ses01F_impro02_M006,0.40687326574412486
Ses01F_impro02_M007,0.276326310807944
Ses01F_impro02_M008,0.2509607629169237
Ses01F_impro02_M009,0.37656569094622194
Ses01F_impro02_M010,0.24910014664276936
Ses01F_impro02_M011,0.18917292649313844
Ses01F_impro02_M012,0.41823693593835554
Ses01F_impro02_M013,0.5644556025369979
Ses01F_impro02_M014,0.34423076923076923
Ses01F_impro02_M015,0.3187
Ses01F_impro02_M016,0.24817042961285296
Ses01F_impro03_F000,0.4583479020979021
Ses01F_impro03_F001,0.5734660876832791
Ses01F_impro03_F002,0.42768549818818546
Ses01F_impro03_F003,0.47781824089241476
Ses01F_impro03_F004,0.34242941693330464
Ses01F_impro03_F005,0.5110153488597298
Ses01F_impro03_F006,0.37007097791798105
Ses01F_impro03_F007,0.5936367072129449
Ses01F_impro03_F008,0.4836610486891386
Ses01F_impro03_F009,0.42964814882900104
Ses01F_impro03_F010,0.4246377659470738
Ses01F_impro03_F011,0.49303906914036166
Ses01F_impro03_F012,0.6909105828934052
Ses01F_impro03_F013,0.5329012293034759
Ses01F_impro03_F014,0.5390461672473867
Ses01F_impro03_F015,0.48359950272544705
Ses01F_impro03_F016,0.4667925332683699
Ses01F_impro03_F017,0.5740989103101425
Ses01F_impro03_F018,0.6461719418306244
Ses01F_impro03_F019,0.34266472996170605
Ses01F_impro03_F020,0.5793287739480955
Ses01F_impro03_F021,0.47517170329670333
Ses01F_impro03_F022,0.4664668830988651
Ses01F_impro03_F023,0.1647006454484754
Ses01F_impro03_F024,0.518114707552527
Ses01F_impro03_F025,0.3153307888040713
Ses01F_impro03_F026,0.5599891845797065
Ses01F_impro03_M000,0.7964469720431319
Ses01F_impro03_M001,0.542856275979247
Ses01F_impro03_M002,0.6317409365558913
Ses01F_impro03_M003,0.5259270898805782
Ses01F_impro03_M004,0.394140047054258
Ses01F_impro03_M005,0.4856803797468354
Ses01F_impro03_M006,0.4985047846889952
Ses01F_impro03_M007,0.4265991507527419
Ses01F_impro03_M008,0.4660258534968512
Ses01F_impro03_M009,0.40999236252545823
Ses01F_impro03_M010,0.4158780114807509
Ses01F_impro03_M011,0.38379452926208646
Ses01F_impro03_M012,0.48833014048531287
Ses01F_impro03_M013,0.3950402144772118
Ses01F_impro03_M014,0.5033014512447952
Ses01F_impro03_M015,0.4176032110091743
Ses01F_impro03_M016,0.5725415512465374
Ses01F_impro03_M017,0.5641518275538895
Ses01F_impro03_M018,0.274
Ses01F_impro03_M019,0.40443632567849686
Ses01F_impro03_M020,0.46548971861471866
Ses01F_impro03_M021,0.4962919776119403
Ses01F_impro03_M022,0.6614834337349398
Ses01F_impro03_M023,0.7313470756618506
Ses01F_impro03_M024,0.5826459078239815
Ses01F_impro04_F000,0.669757651609967
Ses01F_impro04_F001,0.7165517437076132
Ses01F_impro04_F002,0.6198331986521719
Ses01F_impro04_F003,0.682618237190971
Ses01F_impro04_F004,0.3928415697674419
Ses01F_impro04_F005,0.5617980442507717
Ses01F_impro04_F006,0.5099290032335161
Ses01F_impro04_F007,0.5459077380952381
Ses01F_impro04_F008,0.6838461538461538
Ses01F_impro04_F009,0.5424364244094133
Ses01F_impro04_F010,0.6784821485802193
Ses01F_impro04_F011,0.6276749865474565
Ses01F_impro04_F012,0.7764182692307693
Ses01F_impro04_F013,0.6981663691749399
Ses01F_impro04_F014,0.3385486577181208
Ses01F_impro04_F015,0.5593575776175131
Ses01F_impro04_F016,0.564373958315435
Ses01F_impro04_F017,0.6177565881543681
Ses01F_impro04_F018,0.6164720614242247
Ses01F_impro04_F019,0.6376237958710747
Ses01F_impro04_F020,0.7089119265598154
Ses01F_impro04_F021,0.3007314312741769
Ses01F_impro04_F022,0.29669744318181823
Ses01F_impro04_F023,0.5043604651162791
Ses01F_impro04_F024,0.43746856415870294
Ses01F_impro04_F025,0.6575777728515481
Ses01F_impro04_F026,0.5145071726052753
Ses01F_impro04_F027,0.5382887763746331
Ses01F_impro04_F028,0.6707920022388756
Ses01F_impro04_F029,0.7793864593840859
Ses01F_impro04_F030,0.638964657862203
Ses01F_impro04_F031,0.5500710227272727
Ses01F_impro04_F032,0.505053988232505
Ses01F_impro04_F033,0.6923118049615056
Ses01F_impro04_M000,0.5500311248024772
Ses01F_impro04_M001,0.35523952095808387
Ses01F_impro04_M002,0.33323108188423856
Ses01F_impro04_M003,0.2028819444444444
Ses01F_impro04_M004,0.4947562568155198
Ses01F_impro04_M005,0.40228293413173655
Ses01F_impro04_M006,0.5407514153371076
Ses01F_impro04_M007,0.4869478438993644
Ses01F_impro04_M008,0.43205536023215585
Ses01F_impro04_M009,0.33600523474562405
Ses01F_impro04_M010,0.3113571428571429
Ses01F_impro04_M011,0.321266447368421
Ses01F_impro04_M012,0.6996430664322626
Ses01F_impro04_M013,0.5181933398233014
Ses01F_impro04_M014,0.4524591767688708
Ses01F_impro04_M015,0.38549262221578096
Ses01F_impro04_M016,0.5531616415410385
Ses01F_impro04_M017,0.3526690391459075
Ses01F_impro04_M018,0.5169777099928894
Ses01F_impro04_M019,0.3113072519083969
Ses01F_impro04_M020,0.2818684895833333
Ses01F_impro04_M021,0.4011176772867421
Ses01F_impro04_M022,0.4040969354488154
Ses01F_impro04_M023,0.41902418466808955
Ses01F_impro04_M024,0.23816318958874394
Ses01F_impro04_M025,0.39587890625
Ses01F_impro04_M026,0.4513020833333333
Ses01F_impro04_M027,0.4287089201877934
Ses01F_impro04_M028,0.2170976359695549
Ses01F_impro04_M029,0.40604175287889377
Ses01F_impro04_M030,0.48058191919371784
Ses01F_impro04_M031,0.27630113350951147
Ses01F_impro04_M032,0.5232306985294117
Ses01F_impro04_M033,0.15950463243167745
Ses01F_impro04_M034,0.2933864209819672
Ses01F_impro04_M035,0.3115097402597402
Ses01F_impro04_M036,0.4046854082998661
Ses01F_impro05_F000,0.47765151515151516
Ses01F_impro05_F001,0.34214941280963185
Ses01F_impro05_F002,0.5886666666666667
Ses01F_impro05_F003,0.4528706294278375
Ses01F_impro05_F004,0.5013627665126708
Ses01F_impro05_F005,0.7577906822110909
Ses01F_impro05_F006,0.6044161676646707
Ses01F_impro05_F007,0.6608301526717557
Ses01F_impro05_F008,0.7021728234912585
Ses01F_impro05_F009,0.5807085101477985
Ses01F_impro05_F010,0.7950979082231031
Ses01F_impro05_F011,0.6669415292353823
Ses01F_impro05_F012,0.5878733871263078
Ses01F_impro05_F013,0.5702039274924471
Ses01F_impro05_F014,0.5194437766970543
Ses01F_impro05_F015,0.4596845756695709
Ses01F_impro05_F016,0.46432225063938615
Ses01F_impro05_F017,0.4231046449546183
Ses01F_impro05_F018,0.450313152400835
Ses01F_impro05_F019,0.5101570948499401
Ses01F_impro05_F020,0.4132809086937528
Ses01F_impro05_F021,0.5801940676742079
Ses01F_impro05_F022,0.5513201350578424
Ses01F_impro05_F023,0.6230143229166667
Ses01F_impro05_F024,0.8006703202137778
Ses01F_impro05_F025,0.5533672300488354
Ses01F_impro05_F026,0.6583613445378151
Ses01F_impro05_F027,0.43637837837837834
Ses01F_impro05_F028,0.5526564344746163
Ses01F_impro05_F029,0.5975094542635169
Ses01F_impro05_F030,0.588047583081571
Ses01F_impro05_M000,0.40056964278650264
Ses01F_impro05_M001,0.2913617886178862
Ses01F_impro05_M002,0.4862886423785123
Ses01F_impro05_M003,0.48735166181004264
Ses01F_impro05_M004,0.14762120152966818
Ses01F_impro05_M005,0.4921411967548761
Ses01F_impro05_M006,0.480355472404116
Ses01F_impro05_M007,0.5293037163605296
Ses01F_impro05_M008,0.46179470448847826
Ses01F_impro05_M009,0.3639209401709401
Ses01F_impro05_M010,0.4332491126136724
Ses01F_impro05_M011,0.4467454618822754
Ses01F_impro05_M012,0.479336035689214
Ses01F_impro05_M013,0.40327271148921395
Ses01F_impro05_M014,0.42618216302426826
Ses01F_impro05_M015,0.4972084367245657
Ses01F_impro05_M016,0.4542219591954415
Ses01F_impro05_M017,0.6069683346364347
Ses01F_impro05_M018,0.3285608738193654
Ses01F_impro05_M019,0.4024265697128151
Ses01F_impro05_M020,0.40653195488721805
Ses01F_impro05_M021,0.5299947916261787
Ses01F_impro05_M022,0.27760650224215244
Ses01F_impro05_M023,0.298546511627907
Ses01F_impro05_M024,0.6096275752773376
Ses01F_impro05_M025,0.2508295831628711
Ses01F_impro05_M026,0.42312962157459766
Ses01F_impro05_M027,0.40030702876567126
Ses01F_impro05_M028,0.4550635026737968
Ses01F_impro05_M029,0.5973919501538403
Ses01F_impro05_M030,0.5581754715158873
Ses01F_impro05_M031,0.6087993421052631
Ses01F_impro05_M032,0.6665766306522609
Ses01F_impro05_M033,0.33284607239573083
Ses01F_impro05_M034,0.4315709636229227
Ses01F_impro05_M035,0.4716917591125198
Ses01F_impro06_F000,0.48089454976303314
Ses01F_impro06_F001,0.3357784431137725
Ses01F_impro06_F002,0.23592705407650616
Ses01F_impro06_F003,0.29661654135338344
Ses01F_impro06_F004,0.2617703045685279
Ses01F_impro06_F005,0.44871028037383176
Ses01F_impro06_F006,0.583646094508381
Ses01F_impro06_F007,0.5628124999999999
Ses01F_impro06_F008,0.5182391523713421
Ses01F_impro06_F009,0.42447579547984404
Ses01F_impro06_F010,0.39069339355087274
Ses01F_impro06_F011,0.5133020279427551
Ses01F_impro06_F012,0.7141095317725752
Ses01F_impro06_F013,0.23646003262642745
Ses01F_impro06_F014,0.3414886934673367
Ses01F_impro06_F015,0.3600821751252542
Ses01F_impro06_F016,0.7047959855215531
Ses01F_impro06_F017,0.5320445920303605
Ses01F_impro06_F018,0.682265625
Ses01F_impro06_F019,0.17974397590361446
Ses01F_impro06_F020,0.5528386618325642
Ses01F_impro06_F021,0.6308698781650519
Ses01F_impro06_F022,0.429989816700611
Ses01F_impro06_F023,0.25766528637230723
Ses01F_impro06_F024,0.25329939582786076
Ses01F_impro06_F025,0.6069841919003691
Ses01F_impro06_F026,0.38805927553706865
Ses01F_impro06_F027,0.19617359499191112
Ses01F_impro06_F028,0.7013317484804078
Ses01F_impro06_M000,0.546951219512195
Ses01F_impro06_M001,0.3565455271176705
Ses01F_impro06_M002,0.2365988107122705
Ses01F_impro06_M003,0.40939049586776854
Ses01F_impro06_M004,0.2352384109096075
Ses01F_impro06_M005,0.29008233532934136
Ses01F_impro06_M006,0.18292785234899334
Ses01F_impro06_M007,0.38139534883720927
Ses01F_impro06_M008,0.4997308612440191
Ses01F_impro06_M009,0.18153618223065882
Ses01F_impro06_M010,0.362985966429498
Ses01F_impro06_M011,0.28113670694864046
Ses01F_impro06_M012,0.328363453815261
Ses01F_impro06_M013,0.40071106682669444
Ses01F_impro06_M014,0.14947115384615384
Ses01F_impro06_M015,0.42660799132625404
Ses01F_impro06_M016,0.4311309091622677
Ses01F_impro06_M017,0.3736713867015078
Ses01F_impro07_F000,0.45811801692410503
Ses01F_impro07_F001,0.41813371813371814
Ses01F_impro07_F002,0.6547480001453496
Ses01F_impro07_F003,0.526379369206124
Ses01F_impro07_F004,0.35787608958340666
Ses01F_impro07_F005,0.3314846416382252
Ses01F_impro07_F006,0.601955106483478
Ses01F_impro07_F007,0.627113309352518
Ses01F_impro07_F008,0.6347680412371134
Ses01F_impro07_F009,0.8274423710208563
Ses01F_impro07_F010,0.7669078947368421
Ses01F_impro07_F011,0.7298017340834215
Ses01F_impro07_F012,0.6398346070855345
Ses01F_impro07_F013,0.7109027777777778
Ses01F_impro07_F014,0.46325139794967385
Ses01F_impro07_F015,0.6228273339249768
Ses01F_impro07_F016,0.6092541436464088
Ses01F_impro07_M000,0.5410566298342541
Ses01F_impro07_M001,0.42987012987012985
Ses01F_impro07_M002,0.47550773694390713
Ses01F_impro07_M003,0.5290441145334903
Ses01F_impro07_M004,0.5708800734647994
Ses01F_impro07_M005,0.3964757236778601
Ses01F_impro07_M006,0.6096515744363704
Ses01F_impro07_M007,0.4616945017441183
Ses01F_impro07_M008,0.6746411483253589
Ses01F_impro07_M009,0.38522592152199764
Ses01F_impro07_M010,0.43528225806451615
Ses01F_impro07_M011,0.3047446613259257
Ses01F_impro07_M012,0.5054626752344662
Ses01F_impro07_M013,0.36167346938775513
Ses01F_impro07_M014,0.4932270328129037
Ses01F_impro07_M015,0.6230514096185737
Ses01F_impro07_M016,0.6030923344947735
Ses01F_impro07_M017,0.13583056187642217
Ses01F_impro07_M018,0.5430808034605784
Ses01F_impro07_M019,0.7493961582350703
Ses01F_script01_1_F000,0.6777869330171427
Ses01F_script01_1_F001,0.7063126906058843
Ses01F_script01_1_F002,0.7136202809115927
Ses01F_script01_1_F003,0.9322715529869231
Ses01F_script01_1_F004,0.3735449200653628
Ses01F_script01_1_F005,0.4741162652656572
Ses01F_script01_1_F006,0.6067853817504656
Ses01F_script01_1_F007,0.8211139896373056
Ses01F_script01_1_F008,0.4253460912052117
Ses01F_script01_1_F009,0.6735691519524452
Ses01F_script01_1_F010,0.33469191361693695
Ses01F_script01_1_F011,0.7023858003454426
Ses01F_script01_1_F012,0.6705419931014198
Ses01F_script01_1_F013,0.5619534158801628
Ses01F_script01_1_F014,0.7441884653388111
Ses01F_script01_1_F015,0.6726549128202274
Ses01F_script01_1_F016,0.6817082352187355
Ses01F_script01_1_F017,0.6880019430051814
Ses01F_script01_1_F018,0.4458333333333333
Ses01F_script01_1_F019,0.7544685990338165
Ses01F_script01_1_F020,0.4148711340206186
Ses01F_script01_1_F021,0.6499665956955276
Ses01F_script01_1_F022,0.5724185724185724
Ses01F_script01_1_F023,0.30905877976190477
Ses01F_script01_1_F024,0.715336960797168
Ses01F_script01_1_F025,0.5242030855238402
Ses01F_script01_1_F026,0.6066603631468452
Ses01F_script01_1_F027,0.4326675525288597
Ses01F_script01_1_F028,0.6233336617914104
Ses01F_script01_1_F029,0.45897164337176866
Ses01F_script01_1_F030,0.38052426343154244
Ses01F_script01_1_F031,0.5929210526315789
Ses01F_script01_1_F032,0.5953062197697391
Ses01F_script01_1_F033,0.6575184397484048
Ses01F_script01_1_F034,0.6205095454234427
Ses01F_script01_1_F035,0.7393911337433592
Ses01F_script01_1_F036,0.740534827185287
Ses01F_script01_1_F037,0.49930654370575844
Ses01F_script01_1_F038,0.47450892857142857
Ses01F_script01_1_F039,0.50143156424581
Ses01F_script01_1_F040,0.7528192171215189
Ses01F_script01_1_F041,0.5958179691843635
Ses01F_script01_1_F042,0.7810667752442997
Ses01F_script01_1_F043,0.7045672078449786
Ses01F_script01_1_F044,0.43936715766503
Ses01F_script01_1_M000,0.8617573121583337
Ses01F_script01_1_M001,0.7651327202521965
Ses01F_script01_1_M002,0.6185606716047178
Ses01F_script01_1_M003,0.3679478609625668
Ses01F_script01_1_M004,0.378964552238806
Ses01F_script01_1_M005,0.5158444877192712
Ses01F_script01_1_M006,0.5527696493659839
Ses01F_script01_1_M007,0.621640634992823
Ses01F_script01_1_M008,0.651911108341577
Ses01F_script01_1_M009,0.6050245439540417
Ses01F_script01_1_M010,0.4944179389312977
Ses01F_script01_1_M011,0.6956117312322171
Ses01F_script01_1_M012,0.461936389301392
Ses01F_script01_1_M013,0.6734028261697282
Ses01F_script01_1_M014,0.3191985382143532
Ses01F_script01_1_M015,0.5058852058423027
Ses01F_script01_1_M016,0.48850648848068934
Ses01F_script01_1_M017,0.5242939536467534
Ses01F_script01_1_M018,0.8009325429368073
Ses01F_script01_1_M019,0.5012865853658537
Ses01F_script01_1_M020,0.3992258214732676
Ses01F_script01_1_M021,0.6423823919735241
Ses01F_script01_1_M022,0.7568409290825666
Ses01F_script01_1_M023,0.5062735257214555
Ses01F_script01_1_M024,0.7104821346183421
Ses01F_script01_1_M025,0.5680778188792985
Ses01F_script01_1_M026,0.7514888117381718
Ses01F_script01_1_M027,0.4114361311186241
Ses01F_script01_1_M028,0.4161480643336297
Ses01F_script01_1_M029,0.6066844587884807
Ses01F_script01_1_M030,0.5718648208469055
Ses01F_script01_1_M031,0.6724995769165679
Ses01F_script01_1_M032,0.5353471105919904
Ses01F_script01_1_M033,0.7497758651604806
Ses01F_script01_1_M034,0.56019634289252
Ses01F_script01_1_M035,0.6817563502236639
Ses01F_script01_1_M036,0.4515996042216359
Ses01F_script01_1_M037,0.6424248673940924
Ses01F_script01_1_M038,0.6738942685160952
Ses01F_script01_1_M039,0.4822318007662836
Ses01F_script01_1_M040,0.5750845984578117
Ses01F_script01_1_M041,0.5313538781163435
Ses01F_script01_1_M042,0.8120324890044625
Ses01F_script01_1_M043,0.676076797631936
Ses01F_script01_2_F000,0.8192913385826772
Ses01F_script01_2_F001,0.6151080628880377
Ses01F_script01_2_F002,0.6936130524836783
Ses01F_script01_2_F003,0.7660430289403659
Ses01F_script01_2_F004,0.5500176287701528
Ses01F_script01_2_F005,0.6818166666666667
Ses01F_script01_2_F006,0.5434160509118866
Ses01F_script01_2_F007,0.5169960418731853
Ses01F_script01_2_F008,0.5179645058238974
Ses01F_script01_2_F009,0.6886441637838686
Ses01F_script01_2_F010,0.6257963812436289
Ses01F_script01_2_F011,0.8592321428571429
Ses01F_script01_2_F012,0.37983115275813295
Ses01F_script01_2_F013,0.2704901474666226
Ses01F_script01_2_F014,0.8057612029797735
Ses01F_script01_2_M000,0.8308856007067138
Ses01F_script01_2_M001,0.6883162067123101
Ses01F_script01_2_M002,0.6468252281056812
Ses01F_script01_2_M003,0.6215001947481409
Ses01F_script01_2_M004,0.5189285714285714
Ses01F_script01_2_M005,0.2664106145251397
Ses01F_script01_2_M006,0.7819160870540722
Ses01F_script01_2_M007,0.6331008583690987
Ses01F_script01_2_M008,0.4937922452558048
Ses01F_script01_2_M009,0.6149297423887587
Ses01F_script01_2_M010,0.5180795707483896
Ses01F_script01_2_M011,0.3702054930641122
Ses01F_script01_2_M012,0.39856828193832594
Ses01F_script01_2_M013,0.4558780888559554
Ses01F_script01_2_M014,0.3938282138794085
Ses01F_script01_2_M015,0.34674744731413054
Ses01F_script01_2_M016,0.7423287172011661
Ses01F_script01_2_M017,0.690124147611415
Ses01F_script01_3_F000,0.7032029664443868
Ses01F_script01_3_F001,0.788340294219361
Ses01F_script01_3_F002,0.3169168317384148
Ses01F_script01_3_F003,0.3428521219576487
Ses01F_script01_3_F004,0.4915967987804878
Ses01F_script01_3_F005,0.4624509763161906
Ses01F_script01_3_F006,0.3867449986560688
Ses01F_script01_3_F007,0.35294372575787125
Ses01F_script01_3_F008,0.6241726475279107
Ses01F_script01_3_F009,0.6102656716153649
Ses01F_script01_3_F010,0.5640762855360485
Ses01F_script01_3_F011,0.7422619986924863
Ses01F_script01_3_F012,0.8062385410216248
Ses01F_script01_3_F013,0.4205902777777778
Ses01F_script01_3_F014,0.6436533255379453
Ses01F_script01_3_F015,0.5293648454162404
Ses01F_script01_3_F016,0.39953573967961853
Ses01F_script01_3_F017,0.6915610599078341
Ses01F_script01_3_F018,0.4523232507288629
Ses01F_script01_3_F019,0.6869965477560414
Ses01F_script01_3_F020,0.6463743140141882
Ses01F_script01_3_F021,0.49647224301821724
Ses01F_script01_3_F022,0.5870693668528864
Ses01F_script01_3_F023,0.6181428195633258
Ses01F_script01_3_F024,0.7154573687182383
Ses01F_script01_3_F025,0.47263767750873764
Ses01F_script01_3_F026,0.3070607892076982
Ses01F_script01_3_F027,0.4306130573248408
Ses01F_script01_3_F028,0.293584327676079
Ses01F_script01_3_F029,0.4017077267637178
Ses01F_script01_3_F030,0.27100961538461543
Ses01F_script01_3_F031,0.3206330128205128
Ses01F_script01_3_F032,0.4341649663018611
Ses01F_script01_3_F033,0.6067944141774688
Ses01F_script01_3_F034,0.717306276538954
Ses01F_script01_3_F035,0.4087750716332378
Ses01F_script01_3_M000,0.5995578542283602
Ses01F_script01_3_M001,0.5518317140565112
Ses01F_script01_3_M002,0.5296446861306161
Ses01F_script01_3_M003,0.43387483499016677
Ses01F_script01_3_M004,0.6522554347826087
Ses01F_script01_3_M005,0.4915948275862069
Ses01F_script01_3_M006,0.4543296728437428
Ses01F_script01_3_M007,0.5608574154852781
Ses01F_script01_3_M008,0.686831614777087
Ses01F_script01_3_M009,0.5804752463527949
Ses01F_script01_3_M010,0.567335132194055
Ses01F_script01_3_M011,0.5821721566743189
Ses01F_script01_3_M012,0.5428367643768182
Ses01F_script01_3_M013,0.5089272539471743
Ses01F_script01_3_M014,0.6352875294481134
Ses01F_script01_3_M015,0.42522012711417045
Ses01F_script01_3_M016,0.53768409854051
Ses01F_script01_3_M017,0.41281818181818186
Ses01F_script01_3_M018,0.692604567616115
Ses01F_script01_3_M019,0.6058758314855877
Ses01F_script01_3_M020,0.41247282608695657
Ses01F_script01_3_M021,0.5835147471910113
Ses01F_script01_3_M022,0.4063919856379795
Ses01F_script01_3_M023,0.5994901116309002
Ses01F_script01_3_M024,0.5249072646894426
Ses01F_script01_3_M025,0.5384796476306197
Ses01F_script01_3_M026,0.6047756198186276
Ses01F_script01_3_M027,0.4329124579124579
Ses01F_script01_3_M028,0.5631589057503474
Ses01F_script01_3_M029,0.6400329736211031
Ses01F_script01_3_M030,0.6914984513510627
Ses01F_script01_3_M031,0.6455461342931889
Ses01F_script01_3_M032,0.7032925267104294
Ses01F_script01_3_M033,0.7090888998629016
Ses01F_script01_3_M034,0.5991433397683398
Ses01F_script01_3_M035,0.6639255639476529
Ses01F_script01_3_M036,0.695499765917603
Ses01F_script01_3_M037,0.4683184900727183
Ses01F_script01_3_M038,0.5859076427735577
Ses01F_script02_1_F000,0.6099335748792271
Ses01F_script02_1_F001,0.21494238529056953
Ses01F_script02_1_F002,0.3288519370245887
Ses01F_script02_1_F003,0.7776649746192894
Ses01F_script02_1_F004,0.5122133027522936
Ses01F_script02_1_F005,0.4910487288135593
Ses01F_script02_1_F006,0.45446127946127945
Ses01F_script02_1_F007,0.401009650056664
Ses01F_script02_1_F008,0.4976733576642336
Ses01F_script02_1_F009,0.48120617110799435
Ses01F_script02_1_F010,0.3418294270833333
Ses01F_script02_1_F011,0.6280430377579269
Ses01F_script02_1_F012,0.5857035483998576
Ses01F_script02_1_F013,0.7582914572864321
Ses01F_script02_1_F014,0.6939324978364692
Ses01F_script02_1_F015,0.5669498816949882
Ses01F_script02_1_F016,0.7007466134876821
Ses01F_script02_1_F017,0.5191762926292629
Ses01F_script02_1_F018,0.6191181813648312
Ses01F_script02_1_F019,0.3435993975903614
Ses01F_script02_1_F020,0.2819121535767025
Ses01F_script02_1_F021,0.624072265625
Ses01F_script02_1_F022,0.5607142857142857
Ses01F_script02_1_F023,0.4443157412099713
Ses01F_script02_1_F024,0.5425047892720307
Ses01F_script02_1_F025,0.7198309673827779
Ses01F_script02_1_M000,0.6662857736456655
Ses01F_script02_1_M001,0.60749336933521
Ses01F_script02_1_M002,0.8100289890828347
Ses01F_script02_1_M003,0.7885227272727273
Ses01F_script02_1_M004,0.599136252865939
Ses01F_script02_1_M005,0.4394100706867964
Ses01F_script02_1_M006,0.5630311242765156
Ses01F_script02_1_M007,0.6137856548451637
Ses01F_script02_1_M008,0.4941935483870967
Ses01F_script02_1_M009,0.46816860465116283
Ses01F_script02_1_M010,0.3210907682947066
Ses01F_script02_1_M011,0.5709237993398113
Ses01F_script02_1_M012,0.6291503256755945
Ses01F_script02_1_M013,0.4368142203272932
Ses01F_script02_1_M014,0.757939274753434
Ses01F_script02_1_M015,0.5689957472207714
Ses01F_script02_1_M016,0.6070052843455332
Ses01F_script02_1_M017,0.4696275071633238
Ses01F_script02_1_M018,0.5284585780838567
Ses01F_script02_1_M019,0.6050255932992089
Ses01F_script02_1_M020,0.7664274612255696
Ses01F_script02_1_M021,0.7188551712435307
Ses01F_script02_1_M022,0.5162578038157426
Ses01F_script02_1_M023,0.6662564766839378
Ses01F_script02_1_M024,0.5882776049766718
Ses01F_script02_1_M025,0.6457875842578624
Ses01F_script02_1_M026,0.7326750688387778
Ses01F_script02_1_M027,0.6088289634026495
Ses01F_script02_1_M028,0.5811783970156654
Ses01F_script02_1_M029,0.5933497119620468
Ses01F_script02_1_M030,0.6937289562289563
Ses01F_script02_1_M031,0.6197808468335131
Ses01F_script02_1_M032,0.4452872699962448
Ses01F_script02_1_M033,0.6471640969162995
Ses01F_script02_1_M034,0.5792080324909747
Ses01F_script02_1_M035,0.8799580147460404
Ses01F_script02_1_M036,0.6440314294348746
Ses01F_script02_1_M037,0.6136397589761466
Ses01F_script02_1_M038,0.6502735510343649
Ses01F_script02_1_M039,0.6355099018716552
Ses01F_script02_1_M040,0.633605030471101
Ses01F_script02_1_M041,0.686968085106383
Ses01F_script02_1_M042,0.5804870406016385
Ses01F_script02_1_M043,0.7519351820347057
Ses01F_script02_1_M044,0.5533526511107723
Ses01F_script02_2_F000,0.39195460277427485
Ses01F_script02_2_F001,0.6799065420560748
Ses01F_script02_2_F002,0.7165520099461251
Ses01F_script02_2_F003,0.5333481388653146
Ses01F_script02_2_F004,0.7177125908409863
Ses01F_script02_2_F005,0.7572474876511668
Ses01F_script02_2_F006,0.5147904887767167
Ses01F_script02_2_F007,0.6154401865169277
Ses01F_script02_2_F008,0.6549336892151139
Ses01F_script02_2_F009,0.45843750000000005
Ses01F_script02_2_F010,0.6529739648248165
Ses01F_script02_2_F011,0.6103971962616823
Ses01F_script02_2_F012,0.5456559937524404
Ses01F_script02_2_F013,0.3103637647428018
Ses01F_script02_2_F014,0.7150603741872705
Ses01F_script02_2_F015,0.6081331308981572
