session,averageAmplitude
Ses01F_impro04_F003,203.49825331422429
Ses01F_impro04_F004,193.03833575581396
Ses01F_impro04_F005,119.97821181231032
Ses01F_impro04_F006,882.9120624209195
Ses01F_impro04_F007,1143.2587202380953
Ses01F_impro04_F008,695.7075
Ses01F_impro04_F009,226.64953249920953
Ses01F_impro04_F010,792.2254983654894
Ses01F_impro04_F011,474.77875739889896
Ses01F_impro04_F012,222.75384615384615
Ses01F_impro04_F013,735.0038796854947
Ses01F_impro04_F014,440.5509647651007
Ses01F_impro04_F015,839.5832131348781
Ses01F_impro04_F016,1021.3151256894448
Ses01F_impro04_F017,711.5493963329301
Ses01F_impro04_F018,846.5276310152792
Ses01F_impro04_F019,742.8014699041771
Ses01F_impro04_F020,454.4343744552993
Ses01F_impro04_F021,289.638456730688
Ses01F_impro04_F022,132.1922940340909
Ses01F_impro04_F023,392.51129360465114
Ses01F_impro04_F024,324.8992573744785
Ses01F_impro04_F025,267.3233084558733
Ses01F_impro04_F026,351.2928736695974
Ses01F_impro04_F027,165.71987233791052
Ses01F_impro04_F028,390.73802046083523
Ses01F_impro04_F029,478.9775312011709
Ses01F_impro04_F030,1454.489393433937
Ses01F_impro04_F031,1064.2549431818181
Ses01F_impro04_F032,409.3102006508761
Ses01F_impro04_F033,507.19025876817796
Ses01F_impro04_M000,233.83004261703724
Ses01F_impro04_M001,246.59902694610778
Ses01F_impro04_M002,262.8012806993999
Ses01F_impro04_M003,191.19038194444445
Ses01F_impro04_M004,282.4419149423121
Ses01F_impro04_M005,294.8012163173653
Ses01F_impro04_M006,215.51549150797734
Ses01F_impro04_M007,407.034455591155
Ses01F_impro04_M008,237.37412802053686
Ses01F_impro04_M009,526.1557570517165
Ses01F_impro04_M010,96.1295
Ses01F_impro04_M011,370.7444243421053
Ses01F_impro04_M012,279.3038996324117
Ses01F_impro04_M013,228.8461510203332
Ses01F_impro04_M014,683.6480356749794
Ses01F_impro04_M015,737.0885152945226
Ses01F_impro04_M016,353.56467755443884
Ses01F_impro04_M017,646.5014234875445
Ses01F_impro04_M018,415.33106276857757
Ses01F_impro04_M019,362.52958015267177
Ses01F_impro04_M020,413.9622395833333
Ses01F_impro04_M021,500.96069501541626
Ses01F_impro04_M022,192.5566996305151
Ses01F_impro04_M023,242.3349148302723
Ses01F_impro04_M024,209.18870401552556
Ses01F_impro04_M025,200.9241015625
Ses01F_impro04_M026,265.1605729166667
Ses01F_impro04_M027,262.3730985915493
Ses01F_impro04_M028,163.1661878118857
Ses01F_impro04_M029,434.22638736283335
Ses01F_impro04_M030,390.7020424152852
Ses01F_impro04_M031,185.32020005678467
Ses01F_impro04_M032,303.38471966911766
Ses01F_impro04_M033,588.7476605056102
Ses01F_impro04_M034,347.35116553623925
Ses01F_impro04_M035,370.6526623376623
Ses01F_impro04_M036,162.93319946452476
Ses01F_impro05_F000,582.0951388888889
Ses01F_impro05_F001,1050.0244744892925
Ses01F_impro05_F002,941.0154166666666
Ses01F_impro05_F003,1224.7160457468217
Ses01F_impro05_F004,1369.6852041572433
Ses01F_impro05_F005,462.9659559377632
Ses01F_impro05_F006,292.0849176646707
Ses01F_impro05_F007,380.4718034351145
Ses01F_impro05_F008,566.7805654647838
Ses01F_impro05_F009,824.225514220579
Ses01F_impro05_F010,1078.4220668359092
Ses01F_impro05_F011,1141.9817091454272
Ses01F_impro05_F012,1120.1461565692941
Ses01F_impro05_F013,864.8255664652568
Ses01F_impro05_F014,1316.944433144104
Ses01F_impro05_F015,2696.89528880284
Ses01F_impro05_F016,3800.934367007673
Ses01F_impro05_F017,3876.9044514148427
Ses01F_impro05_F018,2453.2250260960336
Ses01F_impro05_F019,3000.9210572215957
Ses01F_impro05_F020,3371.3516960498314
Ses01F_impro05_F021,1765.0301080633938
Ses01F_impro05_F022,1431.204007454012
Ses01F_impro05_F023,1639.1938802083334
Ses01F_impro05_F024,717.9134018750849
Ses01F_impro05_F025,3071.0422838079544
Ses01F_impro05_F026,532.1863445378151
Ses01F_impro05_F027,418.12163513513514
Ses01F_impro05_F028,278.05029515938605
Ses01F_impro05_F029,605.5864333296413
Ses01F_impro05_F030,561.5015483383686
Ses01F_impro05_M000,653.4714189643578
Ses01F_impro05_M001,585.5233231707317
Ses01F_impro05_M002,357.8274677628245
Ses01F_impro05_M003,385.76717766797583
Ses01F_impro05_M004,530.8397549241334
Ses01F_impro05_M005,569.4384150002309
Ses01F_impro05_M006,120.49471108872419
Ses01F_impro05_M007,395.6950021358394
Ses01F_impro05_M008,210.30938562450635
Ses01F_impro05_M009,702.8847756410256
Ses01F_impro05_M010,745.5621784183553
Ses01F_impro05_M011,552.7715215978363
Ses01F_impro05_M012,648.166625150026
Ses01F_impro05_M013,629.1053865185121
Ses01F_impro05_M014,1355.8266735635157
Ses01F_impro05_M015,370.0306658395368
Ses01F_impro05_M016,667.8431551073984
Ses01F_impro05_M017,682.9998240813135
Ses01F_impro05_M018,1861.0254597735577
Ses01F_impro05_M019,1115.5798439478738
Ses01F_impro05_M020,973.2498590225564
Ses01F_impro05_M021,1448.4954251820986
Ses01F_impro05_M022,1543.9839125560538
Ses01F_impro05_M023,1732.8378761969905
Ses01F_impro05_M024,1239.5938193343898
Ses01F_impro05_M025,1000.3972453293331
Ses01F_impro05_M026,1299.3054588951718
Ses01F_impro05_M027,1023.9762783727475
Ses01F_impro05_M028,603.1036263368984
Ses01F_impro05_M029,1087.1536183798069
Ses01F_impro05_M030,687.6294374922392
Ses01F_impro05_M031,380.4952028508772
Ses01F_impro05_M032,349.08366346538617
Ses01F_impro05_M033,587.2303526082516
Ses01F_impro05_M034,513.9404852197122
Ses01F_impro05_M035,235.00011885895404
Ses01F_impro06_F000,117.8151288507109
Ses01F_impro06_F001,192.48349550898203
Ses01F_impro06_F002,110.72103326872107
Ses01F_impro06_F003,105.9312030075188
Ses01F_impro06_F004,91.95418781725888
Ses01F_impro06_F005,196.96779439252336
Ses01F_impro06_F006,225.22648581024612
Ses01F_impro06_F007,188.2102890625
Ses01F_impro06_F008,157.80273713420786
Ses01F_impro06_F009,172.67376874809324
Ses01F_impro06_F010,105.27715407913183
Ses01F_impro06_F011,178.68546786085818
Ses01F_impro06_F012,425.0966764214047
Ses01F_impro06_F013,103.35587275693311
Ses01F_impro06_F014,159.66099246231155
Ses01F_impro06_F015,86.17212753914848
Ses01F_impro06_F016,207.75824284304048
Ses01F_impro06_F017,136.0832186907021
Ses01F_impro06_F018,210.80072916666666
Ses01F_impro06_F019,92.5941641566265
Ses01F_impro06_F020,250.22812294001318
Ses01F_impro06_F021,190.102905874683
Ses01F_impro06_F022,233.44548116089612
Ses01F_impro06_F023,105.90798554568154
Ses01F_impro06_F024,171.24489352258627
Ses01F_impro06_F025,288.3263104429764
Ses01F_impro06_F026,254.64075799627565
Ses01F_impro06_F027,108.57447321616978
Ses01F_impro06_F028,442.1621892425962
Ses01F_impro06_M000,121.85377286585366
Ses01F_impro06_M001,229.75828230415016
Ses01F_impro06_M002,119.49424888232996
Ses01F_impro06_M003,229.61734504132232
Ses01F_impro06_M004,129.3052701358966
Ses01F_impro06_M005,193.3814371257485
Ses01F_impro06_M006,135.48670302013423
Ses01F_impro06_M007,114.65232558139535
Ses01F_impro06_M008,260.5428528708134
Ses01F_impro06_M009,150.051437566554
Ses01F_impro06_M010,199.66932662447422
Ses01F_impro06_M011,158.01907099697885
Ses01F_impro06_M012,144.7593875502008
Ses01F_impro06_M013,200.61724676736338
Ses01F_impro06_M014,258.5112980769231
Ses01F_impro06_M015,146.1412991485698
Ses01F_impro06_M016,159.2822857591397
Ses01F_impro06_M017,416.22995162258553
Ses01F_impro07_F000,3854.4190174982823
Ses01F_impro07_F001,1758.0111351611351
Ses01F_impro07_F002,1345.0985106857904
Ses01F_impro07_F003,2644.7948212925758
Ses01F_impro07_F004,788.5285960651814
Ses01F_impro07_F005,4420.473869453925
Ses01F_impro07_F006,1962.7053032947927
Ses01F_impro07_F007,846.6288283658787
Ses01F_impro07_F008,746.3985996563574
Ses01F_impro07_F009,421.3456092206367
Ses01F_impro07_F010,1120.6122203947368
Ses01F_impro07_F011,1190.5178106304784
Ses01F_impro07_F012,1691.7889114467628
Ses01F_impro07_F013,1026.4517881944444
Ses01F_impro07_F014,699.303087138863
Ses01F_impro07_F015,1601.7692590748718
Ses01F_impro07_F016,727.542182320442
Ses01F_impro07_M000,1509.8512776243094
Ses01F_impro07_M001,3337.8915302089217
Ses01F_impro07_M002,2330.294330270793
Ses01F_impro07_M003,1304.6077202550834
Ses01F_impro07_M004,1555.0990587322572
Ses01F_impro07_M005,2849.3982239191755
Ses01F_impro07_M006,1730.2778088317496
Ses01F_impro07_M007,2714.813389620269
Ses01F_impro07_M008,1012.9484449760765
Ses01F_impro07_M009,1007.30677764566
Ses01F_impro07_M010,532.052379032258
Ses01F_impro07_M011,233.26005109253703
Ses01F_impro07_M012,674.9649460762946
Ses01F_impro07_M013,1069.075857142857
Ses01F_impro07_M014,1217.2710171138917
Ses01F_impro07_M015,1481.9222814498935
Ses01F_impro07_M016,565.2477569686412
Ses01F_impro07_M017,720.7323472781376
Ses01F_impro07_M018,857.4206928998027
Ses01F_impro07_M019,629.9906856219095
Ses01F_script01_1_F000,173.4618460981933
Ses01F_script01_1_F001,238.30816013538526
Ses01F_script01_1_F002,338.6702564896773
Ses01F_script01_1_F003,156.25525341571895
Ses01F_script01_1_F004,209.81098701167434
Ses01F_script01_1_F005,139.15270077417563
Ses01F_script01_1_F006,223.04773044692737
Ses01F_script01_1_F007,168.22062823834196
Ses01F_script01_1_F008,254.85873371335504
Ses01F_script01_1_F009,240.1694139731331
Ses01F_script01_1_F010,255.2279018425745
Ses01F_script01_1_F011,441.91978992599667
Ses01F_script01_1_F012,488.20126206583063
Ses01F_script01_1_F013,1510.6430387518794
Ses01F_script01_1_F014,138.31676114202506
Ses01F_script01_1_F015,230.67930645812172
Ses01F_script01_1_F016,841.3502170535185
Ses01F_script01_1_F017,950.8513601036269
Ses01F_script01_1_F018,373.8268593189964
Ses01F_script01_1_F019,341.39387077294685
Ses01F_script01_1_F020,2278.209600515464
Ses01F_script01_1_F021,974.4624092308269
Ses01F_script01_1_F022,1109.6082192497288
Ses01F_script01_1_F023,840.0582961309524
Ses01F_script01_1_F024,413.20842074210043
Ses01F_script01_1_F025,1536.356353813901
Ses01F_script01_1_F026,385.50561707719675
Ses01F_script01_1_F027,454.43632173407525
Ses01F_script01_1_F028,531.3094075085517
Ses01F_script01_1_F029,1196.0350542221693
Ses01F_script01_1_F030,191.62088388214906
Ses01F_script01_1_F031,233.80321052631578
Ses01F_script01_1_F032,532.5209653246134
Ses01F_script01_1_F033,788.3012353500159
Ses01F_script01_1_F034,200.1850238350478
Ses01F_script01_1_F035,639.0034168815995
Ses01F_script01_1_F036,1264.3878236972837
Ses01F_script01_1_F037,2716.7296781282084
Ses01F_script01_1_F038,2458.66359375
Ses01F_script01_1_F039,521.2900837988827
Ses01F_script01_1_F040,347.9620636483549
Ses01F_script01_1_F041,1845.8102556892618
Ses01F_script01_1_F042,822.7964372964169
Ses01F_script01_1_F043,241.4936702002781
Ses01F_script01_1_F044,119.66738679759956
Ses01F_script01_1_M000,179.17455408802522
Ses01F_script01_1_M001,231.54117778731182
Ses01F_script01_1_M002,309.3905935150402
Ses01F_script01_1_M003,159.54695855614975
Ses01F_script01_1_M004,124.2652052238806
Ses01F_script01_1_M005,295.25074084621957
Ses01F_script01_1_M006,577.1709225319574
Ses01F_script01_1_M007,559.193795034322
Ses01F_script01_1_M008,420.3784594293548
Ses01F_script01_1_M009,972.3474952305417
Ses01F_script01_1_M010,259.57838740458016
Ses01F_script01_1_M011,265.3598830281365
Ses01F_script01_1_M012,155.47058535550514
Ses01F_script01_1_M013,380.2001954037026
Ses01F_script01_1_M014,155.5298342889547
Ses01F_script01_1_M015,171.77904829412972
Ses01F_script01_1_M016,318.27372874796833
Ses01F_script01_1_M017,433.5276778683466
Ses01F_script01_1_M018,497.2920640127463
Ses01F_script01_1_M019,1170.741524390244
Ses01F_script01_1_M020,1981.985680607701
Ses01F_script01_1_M021,727.6650477150205
Ses01F_script01_1_M022,483.89403989254214
Ses01F_script01_1_M023,445.7700343680105
Ses01F_script01_1_M024,358.72757856154203
Ses01F_script01_1_M025,580.5331826277572
Ses01F_script01_1_M026,326.3139048680976
Ses01F_script01_1_M027,478.7123915919447
Ses01F_script01_1_M028,714.3159837280099
Ses01F_script01_1_M029,772.0493917576961
Ses01F_script01_1_M030,1443.6609324104234
Ses01F_script01_1_M031,193.75899475376545
Ses01F_script01_1_M032,1244.4989591886297
Ses01F_script01_1_M033,337.79821140398064
Ses01F_script01_1_M034,505.6532270546355
Ses01F_script01_1_M035,356.9716823187799
Ses01F_script01_1_M036,1219.609135883905
Ses01F_script01_1_M037,1422.1828060247874
Ses01F_script01_1_M038,1139.417750588851
Ses01F_script01_1_M039,213.41005747126437
Ses01F_script01_1_M040,158.9655688899573
Ses01F_script01_1_M041,1253.9460353185596
Ses01F_script01_1_M042,333.47898808950526
Ses01F_script01_1_M043,296.4709131024654
Ses01F_script01_2_F000,322.79831036745406
Ses01F_script01_2_F001,315.8899735892366
Ses01F_script01_2_F002,343.90926488935185
Ses01F_script01_2_F003,482.0207718806081
Ses01F_script01_2_F004,183.93868393217733
Ses01F_script01_2_F005,1524.7229166666666
Ses01F_script01_2_F006,3057.9387946867123
Ses01F_script01_2_F007,2399.0242760424358
Ses01F_script01_2_F008,2795.2706590367525
Ses01F_script01_2_F009,473.06913256777136
Ses01F_script01_2_F010,1697.1635193679917
Ses01F_script01_2_F011,715.4389107142857
Ses01F_script01_2_F012,4029.726829915134
Ses01F_script01_2_F013,5409.202719164539
Ses01F_script01_2_F014,286.3189187942526
Ses01F_script01_2_M000,213.2607847467609
Ses01F_script01_2_M001,299.48920836491504
Ses01F_script01_2_M002,363.8017074975127
Ses01F_script01_2_M003,588.3991612242864
Ses01F_script01_2_M004,387.5658482142857
Ses01F_script01_2_M005,133.4816689944134
Ses01F_script01_2_M006,368.70518285842496
Ses01F_script01_2_M007,1310.889028969957
Ses01F_script01_2_M008,1540.3935348850364
Ses01F_script01_2_M009,463.92706381733024
Ses01F_script01_2_M010,1531.1358068367754
Ses01F_script01_2_M011,100.43900790969434
Ses01F_script01_2_M012,508.6691905286344
Ses01F_script01_2_M013,1906.6501498115274
Ses01F_script01_2_M014,3243.427303754266
Ses01F_script01_2_M015,4688.661226159698
Ses01F_script01_2_M016,537.0776421282799
Ses01F_script01_2_M017,2457.943493394285
Ses01F_script01_3_F000,498.24328201059006
Ses01F_script01_3_F001,166.08613763932857
Ses01F_script01_3_F002,123.64165945930866
Ses01F_script01_3_F003,122.22223642274605
Ses01F_script01_3_F004,398.11501524390246
Ses01F_script01_3_F005,203.48097950359622
Ses01F_script01_3_F006,161.8618822716277
Ses01F_script01_3_F007,176.53925328826193
Ses01F_script01_3_F008,351.9894736842105
Ses01F_script01_3_F009,165.74689931745147
Ses01F_script01_3_F010,123.278183762588
Ses01F_script01_3_F011,455.6741811131901
Ses01F_script01_3_F012,891.4250294442623
Ses01F_script01_3_F013,883.38375
Ses01F_script01_3_F014,259.9998220617954
Ses01F_script01_3_F015,249.52026148324114
Ses01F_script01_3_F016,162.63787695010248
Ses01F_script01_3_F017,399.84225230414745
Ses01F_script01_3_F018,2336.3954901603497
Ses01F_script01_3_F019,984.3428777725129
Ses01F_script01_3_F020,1388.4012766028643
Ses01F_script01_3_F021,237.6588624968806
Ses01F_script01_3_F022,173.19420391061453
Ses01F_script01_3_F023,132.1399057042838
Ses01F_script01_3_F024,249.066332580463
Ses01F_script01_3_F025,217.22769136307818
Ses01F_script01_3_F026,131.08141669588895
Ses01F_script01_3_F027,130.70280652866242
Ses01F_script01_3_F028,125.0805849946886
Ses01F_script01_3_F029,141.22150055991042
Ses01F_script01_3_F030,114.1471875
Ses01F_script01_3_F031,137.20745192307692
Ses01F_script01_3_F032,130.43280467445743
Ses01F_script01_3_F033,292.47059928611685
Ses01F_script01_3_F034,430.82240489590276
Ses01F_script01_3_F035,167.92797277936964
Ses01F_script01_3_M000,290.5845194394028
Ses01F_script01_3_M001,245.11295570015153
Ses01F_script01_3_M002,139.04257958925083
Ses01F_script01_3_M003,125.06578841024812
Ses01F_script01_3_M004,161.29225543478262
Ses01F_script01_3_M005,303.2837823275862
Ses01F_script01_3_M006,140.30913978494624
Ses01F_script01_3_M007,180.00510496183207
Ses01F_script01_3_M008,234.0599289275044
Ses01F_script01_3_M009,498.0348888823129
Ses01F_script01_3_M010,836.26727517017
Ses01F_script01_3_M011,364.38513100682763
Ses01F_script01_3_M012,168.36645502349518
Ses01F_script01_3_M013,178.8043136097585
Ses01F_script01_3_M014,478.38014135094426
Ses01F_script01_3_M015,1352.8473996494859
Ses01F_script01_3_M016,284.2610459124306
Ses01F_script01_3_M017,200.5940909090909
Ses01F_script01_3_M018,1165.2450705671029
Ses01F_script01_3_M019,679.9895898004435
Ses01F_script01_3_M020,119.46266304347826
Ses01F_script01_3_M021,315.0519838483146
Ses01F_script01_3_M022,189.2006693410758
Ses01F_script01_3_M023,155.16511967525557
Ses01F_script01_3_M024,168.99552837954573
Ses01F_script01_3_M025,278.7659021871203
Ses01F_script01_3_M026,150.55005254349433
Ses01F_script01_3_M027,141.71433782267115
Ses01F_script01_3_M028,234.82362512570762
Ses01F_script01_3_M029,302.0378147482014
Ses01F_script01_3_M030,305.4985663700819
Ses01F_script01_3_M031,401.23308214875465
Ses01F_script01_3_M032,392.1027454145337
Ses01F_script01_3_M033,360.1343460888964
Ses01F_script01_3_M034,660.6118484555984
Ses01F_script01_3_M035,656.8242064430124
Ses01F_script01_3_M036,208.7712663857678
Ses01F_script01_3_M037,226.43808726203122
Ses01F_script01_3_M038,192.94245767355028
Ses01F_script02_1_F000,175.84842995169083
Ses01F_script02_1_F001,112.73110362327884
Ses01F_script02_1_F002,626.4134088094817
Ses01F_script02_1_F003,368.0422271573604
Ses01F_script02_1_F004,425.0288990825688
Ses01F_script02_1_F005,905.1167902542373
Ses01F_script02_1_F006,999.2801346801347
Ses01F_script02_1_F007,873.8080634637179
Ses01F_script02_1_F008,200.39288321167882
Ses01F_script02_1_F009,691.8976858345021
Ses01F_script02_1_F010,194.46178385416667
Ses01F_script02_1_F011,428.27001341362484
Ses01F_script02_1_F012,554.3038490446615
Ses01F_script02_1_F013,526.7095163316583
Ses01F_script02_1_F014,698.1110291996538
Ses01F_script02_1_F015,295.08827167132716
Ses01F_script02_1_F016,243.9707434519322
Ses01F_script02_1_F017,1205.0284653465346
Ses01F_script02_1_F018,550.0649929827811
Ses01F_script02_1_F019,192.28972138554218
Ses01F_script02_1_F020,123.62543356571311
Ses01F_script02_1_F021,273.72744140625
Ses01F_script02_1_F022,595.6056589537224
Ses01F_script02_1_F023,588.9793189990106
Ses01F_script02_1_F024,141.8141522988506
Ses01F_script02_1_F025,160.50449151041272
Ses01F_script02_1_M000,849.0116345504597
Ses01F_script02_1_M001,714.1464778483133
Ses01F_script02_1_M002,1288.1959538641831
Ses01F_script02_1_M003,380.0491477272727
Ses01F_script02_1_M004,988.9822492033051
Ses01F_script02_1_M005,2576.460860459028
Ses01F_script02_1_M006,1110.7989159549995
Ses01F_script02_1_M007,917.0485490182192
Ses01F_script02_1_M008,294.2646774193548
Ses01F_script02_1_M009,516.6961845930233
Ses01F_script02_1_M010,1375.0867304607555
Ses01F_script02_1_M011,754.7118601515645
Ses01F_script02_1_M012,434.0684562376102
Ses01F_script02_1_M013,863.535597843125
Ses01F_script02_1_M014,380.3155090730312
Ses01F_script02_1_M015,459.28323882712823
Ses01F_script02_1_M016,1360.4400546880934
Ses01F_script02_1_M017,438.43261998567334
Ses01F_script02_1_M018,958.7126652970283
Ses01F_script02_1_M019,1037.4906157902901
Ses01F_script02_1_M020,417.13389993055324
Ses01F_script02_1_M021,579.4083543086625
Ses01F_script02_1_M022,1236.747194820993
Ses01F_script02_1_M023,148.1258419689119
Ses01F_script02_1_M024,1081.726166407465
Ses01F_script02_1_M025,1100.143916248162
Ses01F_script02_1_M026,633.5284756001407
Ses01F_script02_1_M027,530.5988049844726
Ses01F_script02_1_M028,1028.2354199459176
Ses01F_script02_1_M029,625.5300914944087
Ses01F_script02_1_M030,509.49031986531986
Ses01F_script02_1_M031,959.620119651566
Ses01F_script02_1_M032,1290.2871667292527
Ses01F_script02_1_M033,615.920622246696
Ses01F_script02_1_M034,634.4125112815884
Ses01F_script02_1_M035,744.1765343391589
Ses01F_script02_1_M036,592.8590661831369
Ses01F_script02_1_M037,299.71035638995403
Ses01F_script02_1_M038,401.6143101384852
Ses01F_script02_1_M039,584.1366861298818
Ses01F_script02_1_M040,631.5792965095206
Ses01F_script02_1_M041,312.07146214745177
Ses01F_script02_1_M042,643.7742625005595
Ses01F_script02_1_M043,376.5148434841783
Ses01F_script02_1_M044,348.6144747767441
Ses01F_script02_2_F000,151.06620428751577
Ses01F_script02_2_F001,275.04289052069424
Ses01F_script02_2_F002,265.7053294653958
Ses01F_script02_2_F003,1137.24511615733
Ses01F_script02_2_F004,828.4815871818654
Ses01F_script02_2_F005,684.4284789644013
Ses01F_script02_2_F006,2353.7613450054155
Ses01F_script02_2_F007,839.7678499107915
Ses01F_script02_2_F008,1156.5352302110268
Ses01F_script02_2_F009,3083.753794642857
Ses01F_script02_2_F010,1791.168259243872
Ses01F_script02_2_F011,1747.8752628504674
Ses01F_script02_2_F012,1943.9854988285826
Ses01F_script02_2_F013,409.01608305656526
Ses01F_script02_2_F014,683.5491972223451
Ses01F_script02_2_F015,746.8726027805067
Ses01F_script02_2_F016,2801.8978509463723
Ses01F_script02_2_F017,248.046250415921
Ses01F_script02_2_F018,215.00830902259415
Ses01F_script02_2_F019,222.19767839377423
Ses01F_script02_2_F020,276.6123374193974
Ses01F_script02_2_F021,197.08928571428572
Ses01F_script02_2_F022,215.0167844782792
Ses01F_script02_2_F023,80.42131160764701
Ses01F_script02_2_F024,70.28893534418397
Ses01F_script02_2_F025,190.95135492399206
Ses01F_script02_2_F026,117.73863173612054
Ses01F_script02_2_F027,148.16578049605064
Ses01F_script02_2_F028,607.1084180622009
Ses01F_script02_2_F029,278.631
Ses01F_script02_2_F030,554.7351597670912
Ses01F_script02_2_F031,394.3998883598004
Ses01F_script02_2_F032,297.0338035388821
Ses01F_script02_2_F033,185.86850862155893
Ses01F_script02_2_F034,258.6899005858583
Ses01F_script02_2_F035,499.4227531590072
Ses01F_script02_2_F036,136.25578917050692
