session,max(energy(energy)),mean(energy(energy)),var(energy(energy))
Ses01F_impro03_F018,8998377.0,4584440.10345,9.40302047394e+12
Ses01F_impro03_F019,8942322.0,6360376.28571,5.6175352099e+12
Ses01F_impro03_F020,9310313.0,4724149.76923,8.63266127173e+12
Ses01F_impro03_F021,9084660.0,2728622.66667,5.33697362026e+12
Ses01F_impro03_F022,9060875.0,4847015.36364,5.95853084864e+12
Ses01F_impro03_F023,10188569.0,6409252.5,6.68130488933e+12
Ses01F_impro03_F024,9519386.0,4344477.59091,1.03821155929e+13
Ses01F_impro03_F025,7158348.0,2127174.12821,3.41887865431e+12
Ses01F_impro03_F026,8578256.0,3925487.51667,9.47105307416e+12
Ses01F_impro03_M000,9460591.0,5922098.31818,7.61376509261e+12
Ses01F_impro03_M001,10238588.0,4118997.2,1.10648379719e+13
Ses01F_impro03_M002,9828404.0,3211049.06061,1.2808023945e+13
Ses01F_impro03_M003,8162193.0,2255990.4359,8.17446873321e+12
Ses01F_impro03_M004,3415018.0,1166484.88,9.23315995893e+11
Ses01F_impro03_M005,5179142.0,2198428.30435,3.03341115959e+12
Ses01F_impro03_M006,9426933.0,3414449.2,1.01936406945e+13
Ses01F_impro03_M007,8981222.0,3104734.14815,5.87244272773e+12
Ses01F_impro03_M008,7708427.0,3787986.61538,5.27611217192e+12
Ses01F_impro03_M009,10572680.0,3256048.40816,1.03980313299e+13
Ses01F_impro03_M010,8533344.0,2743475.28571,6.31433800412e+12
Ses01F_impro03_M011,9365502.0,2782979.64103,9.19635809598e+12
Ses01F_impro03_M012,9043749.0,3280584.17949,1.03073283523e+13
Ses01F_impro03_M013,7618688.0,1203960.07407,4.10684284797e+12
Ses01F_impro03_M014,8416227.0,2548416.45714,3.85120477422e+12
Ses01F_impro03_M015,9442115.0,2601153.04762,5.11305730165e+12
Ses01F_impro03_M016,8790748.0,4581004.22222,1.11784734245e+13
Ses01F_impro03_M017,9019797.0,4025100.5,9.1511490838e+12
Ses01F_impro03_M018,9456488.0,6256157.92857,7.58361964304e+12
Ses01F_impro03_M019,8465118.0,4048872.48936,6.15167093471e+12
Ses01F_impro03_M020,9036922.0,3510246.69565,6.0787958957e+12
Ses01F_impro03_M021,8325877.0,4512374.34615,6.3960354486e+12
Ses01F_impro03_M022,8951660.0,5199138.1875,7.16614338218e+12
Ses01F_impro03_M023,9368714.0,4024902.66667,9.22293984693e+12
Ses01F_impro03_M024,10120957.0,4945966.04545,8.91354594872e+12
Ses01F_impro04_F000,9418143.0,4458743.02326,1.01923523542e+13
Ses01F_impro04_F001,9577185.0,5382751.81818,6.49793523353e+12
Ses01F_impro04_F002,9861386.0,4750843.96721,8.5350741106e+12
Ses01F_impro04_F003,9700757.0,6191486.22222,6.75914160944e+12
Ses01F_impro04_F004,9424876.0,6322770.47059,4.92520920024e+12
Ses01F_impro04_F005,9767832.0,7638913.58333,3.86674556583e+12
Ses01F_impro04_F006,8826392.0,3829936.82857,1.01320460918e+13
Ses01F_impro04_F007,8108590.0,2790215.34146,6.14315522789e+12
Ses01F_impro04_F008,9741511.0,5152344.5,1.49570290835e+13
Ses01F_impro04_F009,9332647.0,6229304.76923,5.91566841783e+12
Ses01F_impro04_F010,9923793.0,3881546.34483,1.15150844847e+13
Ses01F_impro04_F011,8976511.0,4531809.8,8.61691434762e+12
Ses01F_impro04_F012,9880369.0,6758514.44,8.09310422014e+12
Ses01F_impro04_F013,9903340.0,4323971.47619,9.24485845922e+12
Ses01F_impro04_F014,7970441.0,3099434.42857,3.30949415453e+12
Ses01F_impro04_F015,9194609.0,3023425.88525,7.90213109959e+12
Ses01F_impro04_F016,9565770.0,3700628.69444,1.16204742246e+13
Ses01F_impro04_F017,9513354.0,4644438.76923,1.12369370205e+13
Ses01F_impro04_F018,10083951.0,3033244.41071,7.79538381961e+12
Ses01F_impro04_F019,9064916.0,3489985.41096,8.32488442751e+12
Ses01F_impro04_F020,10358352.0,3995470.4,7.18766853378e+12
Ses01F_impro04_F021,8659110.0,4535352.63889,3.24714765092e+12
Ses01F_impro04_F022,9422185.0,7127917.58824,2.72720621822e+12
Ses01F_impro04_F023,9209907.0,4622161.66667,6.65786787745e+12
Ses01F_impro04_F024,10072011.0,5265576.61905,9.30445453851e+12
Ses01F_impro04_F025,9084551.0,5905889.12,6.74516244271e+12
Ses01F_impro04_F026,10415508.0,4781436.51852,6.74485987202e+12
Ses01F_impro04_F027,8974366.0,6485345.3871,3.48559390758e+12
Ses01F_impro04_F028,8583375.0,5352226.2,5.6610381509e+12
Ses01F_impro04_F029,10091621.0,5760289.93548,8.68985373945e+12
Ses01F_impro04_F030,9922936.0,3541682.16129,1.39033397032e+13
Ses01F_impro04_F031,8091437.0,2621903.44186,5.07528638563e+12
Ses01F_impro04_F032,8452483.0,4375410.25,4.94632110269e+12
Ses01F_impro04_F033,9040656.0,4715747.39655,8.15836387671e+12
Ses01F_impro04_M000,9374796.0,6627836.25641,6.64008354862e+12
Ses01F_impro04_M001,8778257.0,5483743.25,5.6462541341e+12
Ses01F_impro04_M002,10488291.0,5770085.21875,8.44663565312e+12
Ses01F_impro04_M003,9360317.0,5981546.0,3.53542257796e+12
Ses01F_impro04_M004,10317554.0,5283553.02174,7.25182738723e+12
Ses01F_impro04_M005,9453146.0,5275314.69697,8.85202596545e+12
Ses01F_impro04_M006,9959746.0,6368386.96667,6.08191784969e+12
Ses01F_impro04_M007,9373606.0,5548379.54545,9.58355333693e+12
Ses01F_impro04_M008,9211798.0,6441989.36364,5.94923859814e+12
Ses01F_impro04_M009,9985525.0,3197890.73077,5.47501351863e+12
Ses01F_impro04_M010,11753217.0,8055485.58824,3.73623993677e+12
Ses01F_impro04_M011,9761666.0,4496075.37838,9.15749043216e+12
Ses01F_impro04_M012,9312192.0,6002475.56522,7.57710411962e+12
Ses01F_impro04_M013,9584965.0,6233245.26471,6.57990622926e+12
Ses01F_impro04_M014,12030185.0,3912900.53947,1.02529064987e+13
Ses01F_impro04_M015,10052482.0,2995081.25,6.51678699206e+12
Ses01F_impro04_M016,10170174.0,5571247.37931,7.29233773159e+12
Ses01F_impro04_M017,9470738.0,2854639.71429,7.56913910616e+12
Ses01F_impro04_M018,9174469.0,4976227.81667,9.20462938496e+12
Ses01F_impro04_M019,8539845.0,4229243.76923,5.0049896944e+12
Ses01F_impro04_M020,10498048.0,3937280.94737,7.259685942e+12
Ses01F_impro04_M021,8524944.0,3709527.69072,5.80869116555e+12
Ses01F_impro04_M022,9097460.0,6486090.73913,4.70953951105e+12
Ses01F_impro04_M023,9383989.0,5654230.04444,6.37621549605e+12
Ses01F_impro04_M024,9703869.0,6129942.95238,6.34721403558e+12
Ses01F_impro04_M025,10205199.0,6677146.51613,6.31669802985e+12
Ses01F_impro04_M026,8690024.0,5926940.95652,6.0232038516e+12
Ses01F_impro04_M027,9055185.0,5784807.26923,6.28546574226e+12
Ses01F_impro04_M028,8476132.0,6488713.66667,3.14519243133e+12
Ses01F_impro04_M029,10232130.0,4552740.62791,8.96981283093e+12
Ses01F_impro04_M030,10493056.0,4802012.45714,9.37502216759e+12
Ses01F_impro04_M031,9016466.0,5929926.85714,4.23694679794e+12
Ses01F_impro04_M032,9714074.0,5652158.37037,8.4353365737e+12
Ses01F_impro04_M033,6227228.0,2385140.84615,3.79059639606e+12
Ses01F_impro04_M034,8619393.0,4381892.5,4.61927992548e+12
Ses01F_impro04_M035,9847441.0,4115675.34211,6.17080628187e+12
Ses01F_impro04_M036,9669694.0,7040934.61111,4.28577041977e+12
Ses01F_impro05_F000,7053526.0,3419456.44444,5.28056140154e+12
Ses01F_impro05_F001,5760036.0,1814620.22222,2.39586544057e+12
Ses01F_impro05_F002,8477357.0,3717482.85714,1.12287839803e+13
Ses01F_impro05_F003,8222244.0,1940517.63158,4.92046035149e+12
Ses01F_impro05_F004,8772071.0,2166173.92708,4.91418639508e+12
Ses01F_impro05_F005,9271974.0,5793900.0,8.98776686969e+12
Ses01F_impro05_F006,9940066.0,5942203.5,8.71435478072e+12
Ses01F_impro05_F007,8883477.0,5040991.15385,5.60571211518e+12
Ses01F_impro05_F008,8692796.0,4988332.42857,8.45777197566e+12
Ses01F_impro05_F009,9892315.0,3655807.09589,9.67811493091e+12
Ses01F_impro05_F010,9604710.0,4925462.35714,1.02302698097e+13
Ses01F_impro05_F011,8882215.0,3699463.75,1.13358272724e+13
Ses01F_impro05_F012,8128231.0,2327986.72549,5.09782106086e+12
Ses01F_impro05_F013,8769652.0,3986579.93939,1.1107613747e+13
Ses01F_impro05_F014,8913212.0,2957131.0,9.79525428483e+12
Ses01F_impro05_F015,10290169.0,1506489.83117,5.84027300154e+12
Ses01F_impro05_F016,8597135.0,1303920.64103,4.17907187486e+12
Ses01F_impro05_F017,8046256.0,1326712.45161,3.99528000999e+12
Ses01F_impro05_F018,7002691.0,1377924.26087,3.89393822334e+12
Ses01F_impro05_F019,8994366.0,2335844.0,7.69421958512e+12
Ses01F_impro05_F020,7800056.0,1429450.31818,5.1797324872e+12
Ses01F_impro05_F021,9414203.0,2127625.46809,5.73603931975e+12
Ses01F_impro05_F022,9107471.0,2444088.90909,8.6784141163e+12
Ses01F_impro05_F023,7660759.0,3234332.68421,7.59336712729e+12
Ses01F_impro05_F024,9922687.0,5068705.84615,8.84618368677e+12
Ses01F_impro05_F025,9178206.0,3068726.45161,1.28276546213e+13
Ses01F_impro05_F026,8529552.0,4666575.71429,8.25210393436e+12
Ses01F_impro05_F027,9766272.0,4061804.34783,7.0242663755e+12
Ses01F_impro05_F028,9807538.0,5857744.61905,6.56927086811e+12
Ses01F_impro05_F029,9097088.0,3201746.61538,5.7535548706e+12
Ses01F_impro05_F030,9878991.0,4212241.18182,9.85226095312e+12
Ses01F_impro05_M000,9263902.0,3798320.66667,7.60225546784e+12
Ses01F_impro05_M001,8278059.0,2816627.75,4.63622196352e+12
Ses01F_impro05_M002,8866420.0,4952643.90909,8.25304770194e+12
Ses01F_impro05_M003,9482161.0,5115014.5,9.73309115659e+12
Ses01F_impro05_M004,5450132.0,2679417.66667,1.34671497471e+12
Ses01F_impro05_M005,8548869.0,3311750.325,5.67063817984e+12
Ses01F_impro05_M006,9599075.0,7468592.94118,2.37821718097e+12
Ses01F_impro05_M007,9910032.0,5115030.44828,8.78782798044e+12
Ses01F_impro05_M008,9245513.0,6326033.66667,6.05272568397e+12
Ses01F_impro05_M009,9350361.0,2809310.91379,6.65972922615e+12
Ses01F_impro05_M010,9346160.0,3542625.59016,9.17121257222e+12
Ses01F_impro05_M011,10433598.0,3761545.19307,7.39974719608e+12
Ses01F_impro05_M012,9746927.0,3387914.07407,7.34097118513e+12
Ses01F_impro05_M013,8290714.0,4007314.28571,8.54761527018e+12
Ses01F_impro05_M014,8634973.0,2917443.92857,1.11017431584e+13
Ses01F_impro05_M015,10879582.0,5127452.83333,8.02752305505e+12
Ses01F_impro05_M016,9181961.0,3075844.97561,7.76875450181e+12
Ses01F_impro05_M017,9806991.0,4211702.15873,9.8279552279e+12
Ses01F_impro05_M018,7309242.0,1288239.87097,2.87075116951e+12
Ses01F_impro05_M019,7079825.0,2440846.6,3.47100223323e+12
Ses01F_impro05_M020,10204691.0,2883862.15385,1.07400189181e+13
Ses01F_impro05_M021,10247803.0,2177117.4375,6.68162701068e+12
Ses01F_impro05_M022,5449266.0,905762.681818,1.76704127739e+12
Ses01F_impro05_M023,6206869.0,1243445.67123,2.34562203473e+12
Ses01F_impro05_M024,9186697.0,2875777.47619,8.006385828e+12
Ses01F_impro05_M025,3782902.0,1267679.30769,1.4402834343e+12
Ses01F_impro05_M026,7171197.0,1787973.52632,3.61425847165e+12
Ses01F_impro05_M027,7881142.0,2464368.58824,5.08537776657e+12
Ses01F_impro05_M028,8141708.0,3744170.16216,7.37652000816e+12
Ses01F_impro05_M029,9455396.0,3035811.4375,9.50350840091e+12
Ses01F_impro05_M030,9772655.0,3701600.8,8.77167821818e+12
Ses01F_impro05_M031,9959449.0,5213504.95455,9.09219833834e+12
Ses01F_impro05_M032,9935819.0,5486079.82258,9.39602862153e+12
Ses01F_impro05_M033,9122229.0,3178756.57576,5.96031932014e+12
Ses01F_impro05_M034,9358831.0,3761169.6,7.2022470562e+12
Ses01F_impro05_M035,10801630.0,5736682.69841,6.43950494716e+12
Ses01F_impro06_F000,9987416.0,7237975.36364,3.23648805286e+12
Ses01F_impro06_F001,10014561.0,6448329.75,6.16308826218e+12
Ses01F_impro06_F002,9971388.0,7452731.66667,3.61413905626e+12
Ses01F_impro06_F003,9364655.0,7680900.38462,2.23021983794e+12
Ses01F_impro06_F004,10046643.0,8348940.94737,1.29910819286e+12
Ses01F_impro06_F005,10153327.0,6002288.45455,7.2882845237e+12
Ses01F_impro06_F006,9764471.0,5758999.84167,5.41972422544e+12
Ses01F_impro06_F007,9820387.0,6098144.62025,4.93179500185e+12
Ses01F_impro06_F008,10100983.0,6446617.80808,3.95658155128e+12
Ses01F_impro06_F009,10271649.0,6358827.17333,4.58672805015e+12
Ses01F_impro06_F010,10144586.0,7381414.87931,2.61440474258e+12
Ses01F_impro06_F011,10262710.0,6199804.64,4.02250880112e+12
Ses01F_impro06_F012,9809161.0,4982792.39326,8.07691443433e+12
Ses01F_impro06_F013,10716950.0,7488794.93333,2.27711943454e+12
Ses01F_impro06_F014,9411164.0,6637207.26316,4.3328532315e+12
Ses01F_impro06_F015,9439484.0,7266409.44828,1.85786356127e+12
Ses01F_impro06_F016,12013736.0,6061596.49333,6.14241453583e+12
Ses01F_impro06_F017,9600274.0,7607564.25,3.31770195947e+12
Ses01F_impro06_F018,10575029.0,6576001.61972,7.01110683987e+12
Ses01F_impro06_F019,9465284.0,7711200.0625,1.97195819109e+12
Ses01F_impro06_F020,9628339.0,5746636.5298,7.00767563034e+12
Ses01F_impro06_F021,10930239.0,6541023.88485,4.99451856108e+12
Ses01F_impro06_F022,10125994.0,5779392.16327,6.70860656139e+12
Ses01F_impro06_F023,10789097.0,7354704.5,3.45016539791e+12
Ses01F_impro06_F024,10552480.0,6328891.32353,6.07053424326e+12
Ses01F_impro06_F025,10250717.0,5255342.73545,6.53970137202e+12
Ses01F_impro06_F026,9552802.0,5514101.8046,7.67972590839e+12
Ses01F_impro06_F027,10805248.0,7281692.64516,4.10248030641e+12
Ses01F_impro06_F028,10298019.0,4791472.17869,8.18013434623e+12
Ses01F_impro06_M000,10089144.0,7552092.75,4.07967483495e+12
Ses01F_impro06_M001,9952341.0,5955568.28125,7.4768029067e+12
Ses01F_impro06_M002,9377066.0,7068975.28571,2.61369171705e+12
Ses01F_impro06_M003,10559610.0,5871981.36667,6.78880688296e+12
Ses01F_impro06_M004,9700872.0,7900612.76923,2.33243853892e+12
Ses01F_impro06_M005,9641394.0,6260340.6875,4.1572748649e+12
Ses01F_impro06_M006,10911488.0,6728107.71429,6.89442713357e+12
Ses01F_impro06_M007,10781572.0,7945521.64706,4.56945629131e+12
Ses01F_impro06_M008,9405414.0,6078012.85,8.6866267658e+12
Ses01F_impro06_M009,9047658.0,6849473.61538,5.07709894504e+12
Ses01F_impro06_M010,8957285.0,6262295.06667,5.24530032048e+12
Ses01F_impro06_M011,10279721.0,6984239.81818,3.85554624533e+12
Ses01F_impro06_M012,9891818.0,6945383.54167,5.10466545969e+12
Ses01F_impro06_M013,9186584.0,6007103.7037,4.23601487003e+12
Ses01F_impro06_M014,8922991.0,4878120.66667,4.77616247404e+12
Ses01F_impro06_M015,9770407.0,6895686.57895,5.08717703016e+12
Ses01F_impro06_M016,9826750.0,6780796.77419,5.05521513253e+12
Ses01F_impro06_M017,9275858.0,4175565.82353,6.95566962521e+12
Ses01F_impro07_F000,8106919.0,1431099.66667,4.02826295574e+12
Ses01F_impro07_F001,8931354.0,1581636.03922,4.90947223061e+12
Ses01F_impro07_F002,9321474.0,2593797.99167,6.19496400488e+12
Ses01F_impro07_F003,5835650.0,1243860.21739,2.27183818969e+12
Ses01F_impro07_F004,7396252.0,2250502.24528,3.90502231941e+12
Ses01F_impro07_F005,2609222.0,571321.0,9.57230746814e+11
Ses01F_impro07_F006,9252091.0,2344227.07692,5.9385856632e+12
Ses01F_impro07_F007,9236963.0,2794094.54639,5.05273543885e+12
Ses01F_impro07_F008,8934297.0,3805134.76389,7.96083799131e+12
Ses01F_impro07_F009,8877963.0,5135037.22727,4.85716870857e+12
Ses01F_impro07_F010,9433761.0,3942450.37838,8.72358812575e+12
Ses01F_impro07_F011,8795612.0,3487506.5,9.10184935228e+12
Ses01F_impro07_F012,8792531.0,2232030.18966,5.03950416998e+12
Ses01F_impro07_F013,9105548.0,2911493.29577,5.96796793675e+12
Ses01F_impro07_F014,9186572.0,3097507.54206,6.6764979502e+12
Ses01F_impro07_F015,8490412.0,2329687.03571,5.99152943479e+12
Ses01F_impro07_F016,10033682.0,3346233.42222,6.67342842978e+12
Ses01F_impro07_M000,9357742.0,3467628.5,1.33349660009e+13
Ses01F_impro07_M001,9084150.0,1579538.45455,5.07641225762e+12
Ses01F_impro07_M002,8596201.0,1229814.43137,4.98708037255e+12
Ses01F_impro07_M003,9066750.0,2288503.80822,5.88528615912e+12
Ses01F_impro07_M004,9697782.0,1933686.70513,5.25911989768e+12
Ses01F_impro07_M005,6106328.0,850010.396552,2.60674257934e+12
Ses01F_impro07_M006,8460685.0,2725547.59649,7.41170921408e+12
Ses01F_impro07_M007,9739243.0,1599368.75824,6.35627241867e+12
Ses01F_impro07_M008,8007359.0,2516011.26923,4.30577821849e+12
Ses01F_impro07_M009,8226624.0,2501660.95238,6.94067500582e+12
Ses01F_impro07_M010,8608960.0,3726544.33333,6.09689269886e+12
Ses01F_impro07_M011,9935955.0,5768240.36,7.02363135652e+12
Ses01F_impro07_M012,9349531.0,3582705.90909,8.28430481679e+12
Ses01F_impro07_M013,7338741.0,2060033.46667,3.55845466971e+12
Ses01F_impro07_M014,8798996.0,2567753.62,6.47156338117e+12
Ses01F_impro07_M015,8814834.0,2527058.46667,7.04549082874e+12
Ses01F_impro07_M016,8975856.0,4099812.03509,7.27453188083e+12
Ses01F_impro07_M017,6876019.0,1869668.34286,3.09349953628e+12
Ses01F_impro07_M018,9499998.0,3536693.3617,7.5562929335e+12
Ses01F_impro07_M019,9940563.0,4046981.60305,7.19705939243e+12
Ses01F_script01_1_F000,9234979.0,6758547.06452,5.06819519938e+12
Ses01F_script01_1_F001,9941399.0,6085742.08571,7.67536591662e+12
Ses01F_script01_1_F002,9970707.0,5539913.98077,9.43180780007e+12
Ses01F_script01_1_F003,9105219.0,6881261.13043,4.96042729723e+12
Ses01F_script01_1_F004,10364382.0,6263816.97297,7.29976866068e+12
Ses01F_script01_1_F005,10087158.0,6950256.20408,4.00742799929e+12
Ses01F_script01_1_F006,10685452.0,6311502.83019,6.26361842762e+12
Ses01F_script01_1_F007,10804161.0,7797281.0,4.99651790993e+12
Ses01F_script01_1_F008,10558437.0,6069518.3,8.52197993499e+12
Ses01F_script01_1_F009,11230844.0,6557515.6129,9.01086076342e+12
Ses01F_script01_1_F010,9347423.0,4972659.72727,5.23221672443e+12
Ses01F_script01_1_F011,9937774.0,5524403.40909,1.05905719531e+13
Ses01F_script01_1_F012,10544810.0,4907188.4569,1.06016907621e+13
Ses01F_script01_1_F013,9648801.0,2345073.60759,7.73891315574e+12
Ses01F_script01_1_F014,9724975.0,7431292.04167,4.17070156226e+12
Ses01F_script01_1_F015,10091915.0,6175554.79545,5.92837437699e+12
Ses01F_script01_1_F016,9034054.0,5040893.23077,1.14345423378e+13
Ses01F_script01_1_F017,9902604.0,3711212.86842,1.23105764522e+13
Ses01F_script01_1_F018,9007452.0,4433974.33333,5.60352212236e+12
Ses01F_script01_1_F019,9892470.0,6102818.65,6.45233856176e+12
Ses01F_script01_1_F020,5572213.0,827783.541667,1.61965583917e+12
Ses01F_script01_1_F021,9993642.0,4011921.0,1.16813461513e+13
Ses01F_script01_1_F022,9398753.0,3076827.85106,1.08693985828e+13
Ses01F_script01_1_F023,8040315.0,2403388.42424,4.9272882521e+12
Ses01F_script01_1_F024,9127033.0,5429330.89474,9.10377316604e+12
Ses01F_script01_1_F025,10103755.0,2994085.52174,1.21556819552e+13
Ses01F_script01_1_F026,9839955.0,5092977.21053,8.77639190064e+12
Ses01F_script01_1_F027,9885134.0,4625529.7,9.40962478014e+12
Ses01F_script01_1_F028,10178035.0,4760777.31818,1.18888752041e+13
Ses01F_script01_1_F029,9190743.0,2263386.4878,7.01778765332e+12
Ses01F_script01_1_F030,10140330.0,6106394.10714,6.71828388494e+12
Ses01F_script01_1_F031,9908206.0,6465295.85106,6.33824096543e+12
Ses01F_script01_1_F032,9364741.0,4786746.63889,1.03320905723e+13
Ses01F_script01_1_F033,9058144.0,4185937.50909,1.21480297732e+13
Ses01F_script01_1_F034,9151202.0,6443648.92593,5.90793556354e+12
Ses01F_script01_1_F035,9843774.0,5504498.28571,1.17697003521e+13
Ses01F_script01_1_F036,9920836.0,5152052.03448,1.37855765941e+13
Ses01F_script01_1_F037,9442019.0,1985161.79412,8.52473784661e+12
Ses01F_script01_1_F038,5897087.0,923316.962963,2.207460219e+12
Ses01F_script01_1_F039,9031984.0,4125348.9434,1.01522041873e+13
Ses01F_script01_1_F040,10551714.0,6286841.90909,1.00363879859e+13
Ses01F_script01_1_F041,9443289.0,2700113.13402,8.38038378512e+12
Ses01F_script01_1_F042,9207554.0,5021962.8,9.95656095852e+12
Ses01F_script01_1_F043,10397330.0,6253535.94118,1.08581167607e+13
Ses01F_script01_1_F044,10181402.0,7407560.78571,3.14027413385e+12
