session,max(silence_ratio(silence_ratio)),mean(silence_ratio(silence_ratio)),var(silence_ratio(silence_ratio))
Ses01F_impro02_F014,0.008125,0.00320205479452,4.33374577782e-06
Ses01F_impro02_F015,0.008125,0.00364285714286,5.56887755102e-06
Ses01F_impro02_F016,0.010625,0.00363095238095,5.78939909297e-06
Ses01F_impro02_F017,0.009375,0.00216856060606,5.18725967057e-06
Ses01F_impro02_F018,0.009375,0.00327083333333,5.53862847222e-06
Ses01F_impro02_F019,0.010625,0.00408333333333,6.47743055556e-06
Ses01F_impro02_F020,0.009375,0.00340277777778,4.61033950617e-06
Ses01F_impro02_M000,0.006875,0.0031875,3.13411458333e-06
Ses01F_impro02_M001,0.00875,0.00263157894737,4.43718259464e-06
Ses01F_impro02_M002,0.01,0.00322580645161,4.71514047867e-06
Ses01F_impro02_M003,0.006875,0.0024503968254,3.69917642983e-06
Ses01F_impro02_M004,0.006875,0.00299242424242,4.2792986685e-06
Ses01F_impro02_M005,0.008125,0.00225765306122,5.4977092878e-06
Ses01F_impro02_M006,0.009375,0.00304347826087,3.71278355388e-06
Ses01F_impro02_M007,0.008125,0.00355263157895,4.03176939058e-06
Ses01F_impro02_M008,0.009375,0.00439903846154,3.89064811391e-06
Ses01F_impro02_M009,0.0075,0.00375,4.05815972222e-06
Ses01F_impro02_M010,0.00875,0.00349702380952,5.20944054705e-06
Ses01F_impro02_M011,0.01125,0.0045703125,5.08880615234e-06
Ses01F_impro02_M012,0.00875,0.00273097826087,4.57470610822e-06
Ses01F_impro02_M013,0.00875,0.003125,5.36901595745e-06
Ses01F_impro02_M014,0.008125,0.00259510869565,4.53409292297e-06
Ses01F_impro02_M015,0.005,0.00192708333333,1.98296440972e-06
Ses01F_impro02_M016,0.0075,0.00238636363636,2.97004132231e-06
Ses01F_impro03_F000,0.005,0.00127232142857,2.1897919324e-06
Ses01F_impro03_F001,0.005,0.00161764705882,2.55325475779e-06
Ses01F_impro03_F002,0.0025,0.000375,4.0625e-07
Ses01F_impro03_F003,0.05625,0.00351902173913,0.000125277831108
Ses01F_impro03_F004,0.001875,0.00027027027027,2.43676953981e-07
Ses01F_impro03_F005,0.00125,0.000175,1.4125e-07
Ses01F_impro03_F006,0.00625,0.000813492063492,1.58277431343e-06
Ses01F_impro03_F007,0.00625,0.00125,2.5390625e-06
Ses01F_impro03_F008,0.00375,0.000841346153846,1.26028568787e-06
Ses01F_impro03_F009,0.00375,0.000703125,1.21459960937e-06
Ses01F_impro03_F010,0.008125,0.00123046875,3.55186462402e-06
Ses01F_impro03_F011,0.005625,0.000892857142857,1.76977040816e-06
Ses01F_impro03_F012,0.006875,0.00133522727273,3.06446926653e-06
Ses01F_impro03_F013,0.00375,0.000735294117647,1.0065239331e-06
Ses01F_impro03_F014,0.005625,0.000910087719298,1.97464604494e-06
Ses01F_impro03_F015,0.003125,0.000583333333333,7.88194444444e-07
Ses01F_impro03_F016,0.005,0.00125,2.578125e-06
Ses01F_impro03_F017,0.005625,0.00196120689655,3.06368906064e-06
Ses01F_impro03_F018,0.006875,0.00217672413793,4.24624702735e-06
Ses01F_impro03_F019,0.00625,0.00254464285714,3.37412308673e-06
Ses01F_impro03_F020,0.004375,0.00182692307692,2.67196745562e-06
Ses01F_impro03_F021,0.004375,0.00109953703704,1.24327524863e-06
Ses01F_impro03_F022,0.008125,0.00258522727273,6.11844653926e-06
Ses01F_impro03_F023,0.00375,0.001640625,1.55639648438e-06
Ses01F_impro03_F024,0.009375,0.00181818181818,3.92077737603e-06
Ses01F_impro03_F025,0.0025,0.000528846153846,5.91715976331e-07
Ses01F_impro03_F026,0.006875,0.00154166666667,3.52170138889e-06
Ses01F_impro03_M000,0.00625,0.0025,4.11931818182e-06
Ses01F_impro03_M001,0.005,0.0018125,3.66796875e-06
Ses01F_impro03_M002,0.005625,0.00107954545455,2.49225206612e-06
Ses01F_impro03_M003,0.021875,0.00182692307692,1.45109097633e-05
Ses01F_impro03_M004,0.00125,0.000325,1.9125e-07
Ses01F_impro03_M005,0.00375,0.000788043478261,1.09434073724e-06
Ses01F_impro03_M006,0.00875,0.00190625,5.4091796875e-06
Ses01F_impro03_M007,0.00625,0.00134259259259,3.46364883402e-06
Ses01F_impro03_M008,0.003125,0.00105769230769,1.46542159763e-06
Ses01F_impro03_M009,0.00625,0.00144132653061,2.87315181175e-06
Ses01F_impro03_M010,0.005625,0.00129464285714,3.26251594388e-06
Ses01F_impro03_M011,0.005625,0.00105769230769,2.2867357002e-06
Ses01F_impro03_M012,0.005625,0.00144230769231,2.34683185404e-06
Ses01F_impro03_M013,0.009375,0.000787037037037,3.60510973937e-06
Ses01F_impro03_M014,0.003125,0.000767857142857,7.16198979592e-07
Ses01F_impro03_M015,0.004375,0.000863095238095,1.31979875283e-06
Ses01F_impro03_M016,0.008125,0.00229166666667,5.72916666667e-06
Ses01F_impro03_M017,0.009375,0.00225961538462,6.22226331361e-06
Ses01F_impro03_M018,0.006875,0.00223214285714,4.11352040816e-06
Ses01F_impro03_M019,0.005,0.00156914893617,2.34162799909e-06
Ses01F_impro03_M020,0.004375,0.0011277173913,1.62397359405e-06
Ses01F_impro03_M021,0.005625,0.00209134615385,2.76268953402e-06
Ses01F_impro03_M022,0.005625,0.0023828125,4.84466552734e-06
Ses01F_impro03_M023,0.005625,0.00171875,3.21994357639e-06
Ses01F_impro03_M024,0.00625,0.00213068181818,3.92965521694e-06
Ses01F_impro04_F000,0.0075,0.00178779069767,3.51710383991e-06
Ses01F_impro04_F001,0.006875,0.00227272727273,2.52292097107e-06
Ses01F_impro04_F002,0.008125,0.00215163934426,4.60456698468e-06
Ses01F_impro04_F003,0.01125,0.00398148148148,8.48229595336e-06
Ses01F_impro04_F004,0.0075,0.00264705882353,4.84969723183e-06
Ses01F_impro04_F005,0.00625,0.00341145833333,2.3430718316e-06
Ses01F_impro04_F006,0.00625,0.00155357142857,3.75829081633e-06
Ses01F_impro04_F007,0.006875,0.00114329268293,2.22756171921e-06
Ses01F_impro04_F008,0.00625,0.00208333333333,4.25347222222e-06
Ses01F_impro04_F009,0.009375,0.00346153846154,6.16678994083e-06
Ses01F_impro04_F010,0.006875,0.00161637931034,3.69119723543e-06
Ses01F_impro04_F011,0.005,0.002,2.04166666667e-06
Ses01F_impro04_F012,0.009375,0.00375,5.75e-06
Ses01F_impro04_F013,0.006875,0.00191964285714,4.11817070578e-06
Ses01F_impro04_F014,0.005,0.0009375,1.93917410714e-06
Ses01F_impro04_F015,0.00875,0.00122950819672,2.94527680731e-06
Ses01F_impro04_F016,0.009375,0.00197916666667,6.39105902778e-06
Ses01F_impro04_F017,0.005625,0.00182692307692,3.27292899408e-06
Ses01F_impro04_F018,0.01,0.00151785714286,4.12747130102e-06
Ses01F_impro04_F019,0.008125,0.00146404109589,3.25577031338e-06
Ses01F_impro04_F020,0.01,0.00175,4.08333333333e-06
Ses01F_impro04_F021,0.00375,0.00142361111111,9.46421682099e-07
Ses01F_impro04_F022,0.006875,0.00323529411765,3.45750432526e-06
Ses01F_impro04_F023,0.0075,0.00157738095238,2.14356575964e-06
Ses01F_impro04_F024,0.0075,0.00232142857143,3.98596938776e-06
Ses01F_impro04_F025,0.00625,0.00275,3.71875e-06
Ses01F_impro04_F026,0.0075,0.00199074074074,4.3413494513e-06
Ses01F_impro04_F027,0.006875,0.00334677419355,4.75172346514e-06
Ses01F_impro04_F028,0.0075,0.00246875,4.0810546875e-06
Ses01F_impro04_F029,0.01,0.00344758064516,7.33041753382e-06
Ses01F_impro04_F030,0.00875,0.0016935483871,5.34761966701e-06
Ses01F_impro04_F031,0.0075,0.00110465116279,2.28628650622e-06
Ses01F_impro04_F032,0.006875,0.00154017857143,2.69202407526e-06
Ses01F_impro04_F033,0.0075,0.00216594827586,3.93609263526e-06
Ses01F_impro04_M000,0.008125,0.0025,3.3453525641e-06
Ses01F_impro04_M001,0.005,0.00203125,2.6611328125e-06
Ses01F_impro04_M002,0.010625,0.00240234375,5.98411560059e-06
Ses01F_impro04_M003,0.003125,0.00213235294118,6.46085640138e-07
Ses01F_impro04_M004,0.008125,0.00233695652174,4.37219399811e-06
Ses01F_impro04_M005,0.008125,0.00231060606061,4.6279556933e-06
Ses01F_impro04_M006,0.009375,0.00297916666667,4.70529513889e-06
Ses01F_impro04_M007,0.005625,0.00244318181818,2.94421487603e-06
Ses01F_impro04_M008,0.004375,0.00198863636364,2.61492768595e-06
Ses01F_impro04_M009,0.005,0.00105769230769,2.09643121302e-06
Ses01F_impro04_M010,0.008125,0.00386029411765,4.00897491349e-06
Ses01F_impro04_M011,0.006875,0.00168918918919,2.76319393718e-06
Ses01F_impro04_M012,0.008125,0.00266304347826,5.03455812854e-06
Ses01F_impro04_M013,0.00625,0.00255514705882,3.50109483131e-06
Ses01F_impro04_M014,0.008125,0.00166940789474,4.46533879415e-06
Ses01F_impro04_M015,0.008125,0.00114889705882,2.13247120999e-06
Ses01F_impro04_M016,0.005,0.00221982758621,2.03626634958e-06
Ses01F_impro04_M017,0.0075,0.00127232142857,3.30586336097e-06
Ses01F_impro04_M018,0.01125,0.00236458333333,5.86056857639e-06
Ses01F_impro04_M019,0.00375,0.00134615384615,1.37296597633e-06
Ses01F_impro04_M020,0.008125,0.00151315789474,4.12482686981e-06
Ses01F_impro04_M021,0.008125,0.00135309278351,2.47809610479e-06
Ses01F_impro04_M022,0.006875,0.00282608695652,4.17355860113e-06
Ses01F_impro04_M023,0.0075,0.00245833333333,3.70486111111e-06
Ses01F_impro04_M024,0.005625,0.00220238095238,3.25963718821e-06
Ses01F_impro04_M025,0.00625,0.00282258064516,3.39896592092e-06
Ses01F_impro04_M026,0.006875,0.00236413043478,3.1574905482e-06
Ses01F_impro04_M027,0.00625,0.00185096153846,2.86901349852e-06
Ses01F_impro04_M028,0.0075,0.00317708333333,2.82931857639e-06
Ses01F_impro04_M029,0.006875,0.00172965116279,2.99486208761e-06
Ses01F_impro04_M030,0.006875,0.00183928571429,3.16836734694e-06
Ses01F_impro04_M031,0.006875,0.00241071428571,3.08912627551e-06
Ses01F_impro04_M032,0.005625,0.00236111111111,2.75848765432e-06
Ses01F_impro04_M033,0.001875,0.000480769230769,3.69822485207e-07
Ses01F_impro04_M034,0.005,0.00158653846154,1.71967455621e-06
Ses01F_impro04_M035,0.006875,0.00138157894737,2.05916724377e-06
Ses01F_impro04_M036,0.004375,0.00253472222222,2.3208429784e-06
Ses01F_impro05_F000,0.0025,0.00118055555556,1.08024691358e-06
Ses01F_impro05_F001,0.0025,0.000520833333333,4.44878472222e-07
Ses01F_impro05_F002,0.005,0.00165178571429,3.21468431122e-06
Ses01F_impro05_F003,0.00375,0.000690789473684,6.53566481994e-07
Ses01F_impro05_F004,0.005625,0.000729166666667,1.15288628472e-06
Ses01F_impro05_F005,0.006875,0.00191964285714,5.55046237245e-06
Ses01F_impro05_F006,0.008125,0.002890625,5.85327148438e-06
Ses01F_impro05_F007,0.004375,0.00153846153846,1.71967455621e-06
Ses01F_impro05_F008,0.005625,0.001875,3.0505952381e-06
Ses01F_impro05_F009,0.00875,0.00154109589041,4.21748920998e-06
Ses01F_impro05_F010,0.005625,0.00175595238095,2.21797052154e-06
Ses01F_impro05_F011,0.009375,0.0019140625,6.17523193359e-06
Ses01F_impro05_F012,0.0075,0.000919117647059,2.57893598616e-06
Ses01F_impro05_F013,0.01125,0.00248106060606,8.81829660239e-06
Ses01F_impro05_F014,0.008125,0.00181818181818,6.06921487603e-06
Ses01F_impro05_F015,0.024375,0.00100649350649,6.8857127045e-06
Ses01F_impro05_F016,0.06125,0.00240384615385,9.41614275148e-05
Ses01F_impro05_F017,0.0875,0.0047311827957,0.000175154551827
Ses01F_impro05_F018,0.003125,0.000434782608696,5.58246691871e-07
Ses01F_impro05_F019,0.00875,0.00155660377358,4.44608846565e-06
Ses01F_impro05_F020,0.07875,0.00298295454545,0.000142930817407
Ses01F_impro05_F021,0.0075,0.000851063829787,2.1845999321e-06
Ses01F_impro05_F022,0.004375,0.00117424242424,1.65145775941e-06
Ses01F_impro05_F023,0.004375,0.00128289473684,1.49974030471e-06
Ses01F_impro05_F024,0.006875,0.00269230769231,5.19138313609e-06
Ses01F_impro05_F025,0.023125,0.00276209677419,1.77362447971e-05
Ses01F_impro05_F026,0.009375,0.00232142857143,6.6087372449e-06
Ses01F_impro05_F027,0.00625,0.0017527173913,2.55807685491e-06
Ses01F_impro05_F028,0.008125,0.00294642857143,5.4368622449e-06
Ses01F_impro05_F029,0.00625,0.00102564102564,1.6523874096e-06
Ses01F_impro05_F030,0.008125,0.0019696969697,5.49529384757e-06
Ses01F_impro05_M000,0.004375,0.00108333333333,2.10763888889e-06
Ses01F_impro05_M001,0.005,0.00119791666667,2.11317274306e-06
Ses01F_impro05_M002,0.004375,0.00164772727273,2.00800619835e-06
Ses01F_impro05_M003,0.00375,0.00174107142857,1.34925063776e-06
Ses01F_impro05_M004,0.003125,0.000916666666667,8.78472222222e-07
Ses01F_impro05_M005,0.003125,0.001,9.7265625e-07
Ses01F_impro05_M006,0.006875,0.00363970588235,4.1008866782e-06
Ses01F_impro05_M007,0.00875,0.00214439655172,4.7294190324e-06
Ses01F_impro05_M008,0.006875,0.00243055555556,3.12017746914e-06
Ses01F_impro05_M009,0.00625,0.00105603448276,1.98285151605e-06
Ses01F_impro05_M010,0.004375,0.00122950819672,1.83103500403e-06
Ses01F_impro05_M011,0.011875,0.00147586633663,3.14553452174e-06
Ses01F_impro05_M012,0.0075,0.00143518518519,2.62774348422e-06
Ses01F_impro05_M013,0.005,0.00129464285714,3.09510522959e-06
Ses01F_impro05_M014,0.0075,0.00183035714286,4.76921237245e-06
Ses01F_impro05_M015,0.005625,0.00185416666667,2.12196180556e-06
Ses01F_impro05_M016,0.00625,0.0013262195122,2.60470887864e-06
Ses01F_impro05_M017,0.006875,0.00201388888889,4.35819003527e-06
Ses01F_impro05_M018,0.00375,0.000483870967742,7.99135015609e-07
Ses01F_impro05_M019,0.001875,0.000541666666667,3.05555555556e-07
Ses01F_impro05_M020,0.00375,0.00105769230769,2.12647928994e-06
Ses01F_impro05_M021,0.005,0.00075,1.1953125e-06
Ses01F_impro05_M022,0.00125,0.0003125,1.33167613636e-07
Ses01F_impro05_M023,0.001875,0.000419520547945,3.00243948208e-07
Ses01F_impro05_M024,0.0075,0.00144841269841,4.95815224238e-06
Ses01F_impro05_M025,0.001875,0.000576923076923,3.88313609467e-07
Ses01F_impro05_M026,0.00375,0.000635964912281,7.33158279471e-07
Ses01F_impro05_M027,0.00375,0.000845588235294,1.28406141869e-06
Ses01F_impro05_M028,0.006875,0.00177364864865,4.08601168736e-06
Ses01F_impro05_M029,0.0075,0.00134765625,3.11546325684e-06
Ses01F_impro05_M030,0.0075,0.00147222222222,2.78047839506e-06
Ses01F_impro05_M031,0.0075,0.00244318181818,5.00387396694e-06
Ses01F_impro05_M032,0.00875,0.00234879032258,3.91488764958e-06
Ses01F_impro05_M033,0.005625,0.00131628787879,2.23874038682e-06
Ses01F_impro05_M034,0.006875,0.00150961538462,2.21024408284e-06
Ses01F_impro05_M035,0.0075,0.00237103174603,2.99055964979e-06
Ses01F_impro06_F000,0.0075,0.00460227272727,3.87827134986e-06
Ses01F_impro06_F001,0.00625,0.00296875,3.0029296875e-06
Ses01F_impro06_F002,0.006875,0.004125,4.15625e-06
Ses01F_impro06_F003,0.00875,0.00423076923077,3.67511094675e-06
Ses01F_impro06_F004,0.00625,0.003125,3.08388157895e-06
Ses01F_impro06_F005,0.00875,0.00298295454545,4.17608255854e-06
Ses01F_impro06_F006,0.008125,0.00272395833333,4.48434787326e-06
Ses01F_impro06_F007,0.01,0.0028164556962,5.35871655183e-06
Ses01F_impro06_F008,0.009375,0.00296085858586,4.17918133354e-06
Ses01F_impro06_F009,0.009375,0.00321666666667,4.27805555556e-06
Ses01F_impro06_F010,0.01125,0.00381465517241,4.06370763971e-06
Ses01F_impro06_F011,0.011875,0.00295833333333,4.18576388889e-06
Ses01F_impro06_F012,0.0075,0.00219101123596,3.96878156167e-06
Ses01F_impro06_F013,0.006875,0.00370833333333,4.55555555556e-06
Ses01F_impro06_F014,0.006875,0.00305921052632,3.49073753463e-06
Ses01F_impro06_F015,0.01,0.00467672413793,5.35077288942e-06
Ses01F_impro06_F016,0.009375,0.00276666666667,3.91847222222e-06
Ses01F_impro06_F017,0.01,0.00338942307692,3.76121024408e-06
Ses01F_impro06_F018,0.00875,0.00305457746479,5.25472376513e-06
Ses01F_impro06_F019,0.006875,0.00359375,3.6376953125e-06
Ses01F_impro06_F020,0.010625,0.00300910596026,6.21069936626e-06
Ses01F_impro06_F021,0.008125,0.00337121212121,4.35462580349e-06
Ses01F_impro06_F022,0.0075,0.00255102040816,4.52545814244e-06
Ses01F_impro06_F023,0.010625,0.004203125,5.21459960938e-06
Ses01F_impro06_F024,0.00875,0.00257352941176,4.37189121972e-06
Ses01F_impro06_F025,0.00875,0.00207341269841,3.59406494079e-06
Ses01F_impro06_F026,0.00875,0.0023275862069,5.03492865636e-06
Ses01F_impro06_F027,0.0075,0.00357862903226,4.45021868496e-06
Ses01F_impro06_F028,0.008125,0.00196305841924,3.37095061171e-06
Ses01F_impro06_M000,0.008125,0.00333984375,3.38401794434e-06
Ses01F_impro06_M001,0.0075,0.002431640625,3.72457504272e-06
Ses01F_impro06_M002,0.005,0.00325892857143,1.73987563776e-06
Ses01F_impro06_M003,0.008125,0.00252083333333,4.40060763889e-06
Ses01F_impro06_M004,0.00375,0.00197115384615,7.11908284024e-07
Ses01F_impro06_M005,0.00875,0.002734375,3.70483398438e-06
Ses01F_impro06_M006,0.00375,0.00227678571429,1.37316645408e-06
Ses01F_impro06_M007,0.00875,0.00452205882353,4.16035899654e-06
Ses01F_impro06_M008,0.00625,0.003125,4.140625e-06
Ses01F_impro06_M009,0.004375,0.00274038461538,2.13572485207e-06
Ses01F_impro06_M010,0.005625,0.00254166666667,2.99305555556e-06
Ses01F_impro06_M011,0.0075,0.00251893939394,2.82871326905e-06
Ses01F_impro06_M012,0.010625,0.00356770833333,5.9075249566e-06
Ses01F_impro06_M013,0.00625,0.00261574074074,3.09713648834e-06
Ses01F_impro06_M014,0.004375,0.00203125,1.8310546875e-06
Ses01F_impro06_M015,0.00625,0.00335526315789,2.84582756233e-06
Ses01F_impro06_M016,0.00875,0.00326612903226,4.42816727367e-06
Ses01F_impro06_M017,0.0075,0.00205882352941,5.22815743945e-06
Ses01F_impro07_F000,0.094375,0.00625,0.000303929924242
Ses01F_impro07_F001,0.00375,0.000625,9.65073529412e-07
Ses01F_impro07_F002,0.0075,0.000802083333333,1.62228732639e-06
Ses01F_impro07_F003,0.069375,0.0051902173913,0.000242474007561
Ses01F_impro07_F004,0.00375,0.00064858490566,5.89066393734e-07
Ses01F_impro07_F005,0.0825,0.00771551724138,0.000395104414388
Ses01F_impro07_F006,0.0675,0.0024793956044,8.03438405688e-05
Ses01F_impro07_F007,0.004375,0.000863402061856,1.01033584866e-06
Ses01F_impro07_F008,0.006875,0.00110243055556,1.66550624518e-06
Ses01F_impro07_F009,0.004375,0.00178977272727,1.85708290289e-06
Ses01F_impro07_F010,0.005625,0.00158783783784,2.1873858656e-06
Ses01F_impro07_F011,0.0075,0.00137019230769,2.79504900148e-06
Ses01F_impro07_F012,0.005,0.000872844827586,1.33270009661e-06
Ses01F_impro07_F013,0.005625,0.00116197183099,1.52174047808e-06
Ses01F_impro07_F014,0.005,0.0011273364486,1.72633799895e-06
Ses01F_impro07_F015,0.00375,0.000758928571429,1.0423309949e-06
Ses01F_impro07_F016,0.00625,0.00146527777778,2.83125964506e-06
Ses01F_impro07_M000,0.0075,0.00194444444444,6.46219135802e-06
Ses01F_impro07_M001,0.1025,0.00455965909091,0.00029459480727
Ses01F_impro07_M002,0.010625,0.000759803921569,3.20639898116e-06
Ses01F_impro07_M003,0.005625,0.000753424657534,1.15538210734e-06
Ses01F_impro07_M004,0.005625,0.000713141025641,1.09900199293e-06
Ses01F_impro07_M005,0.004375,0.000366379310345,6.20076545779e-07
Ses01F_impro07_M006,0.00625,0.00109649122807,2.25165435519e-06
Ses01F_impro07_M007,0.01625,0.00095467032967,5.41157846275e-06
Ses01F_impro07_M008,0.00375,0.000697115384615,7.6102533284e-07
Ses01F_impro07_M009,0.005,0.00103174603175,1.7008771101e-06
Ses01F_impro07_M010,0.005,0.000875,1.91666666667e-06
Ses01F_impro07_M011,0.005,0.001825,1.7475e-06
Ses01F_impro07_M012,0.005,0.00137784090909,1.91014817924e-06
Ses01F_impro07_M013,0.00375,0.000854166666667,9.50086805556e-07
Ses01F_impro07_M014,0.0075,0.001225,2.48375e-06
Ses01F_impro07_M015,0.005,0.000845238095238,1.23497732426e-06
Ses01F_impro07_M016,0.005625,0.00142543859649,2.29926515851e-06
Ses01F_impro07_M017,0.003125,0.000625,8.25892857143e-07
Ses01F_impro07_M018,0.005,0.00140957446809,2.40139769126e-06
Ses01F_impro07_M019,0.008125,0.00143606870229,2.47909504108e-06
Ses01F_script01_1_F000,0.00875,0.00346774193548,4.85984651405e-06
Ses01F_script01_1_F001,0.01,0.00405357142857,7.0618622449e-06
Ses01F_script01_1_F002,0.010625,0.00307692307692,5.43639053254e-06
Ses01F_script01_1_F003,0.009375,0.00358695652174,5.00059073724e-06
Ses01F_script01_1_F004,0.00625,0.00251689189189,2.79743425858e-06
Ses01F_script01_1_F005,0.008125,0.00360969387755,3.62349021241e-06
Ses01F_script01_1_F006,0.009375,0.00305424528302,4.35820131719e-06
Ses01F_script01_1_F007,0.008125,0.00421052631579,5.29778393352e-06
Ses01F_script01_1_F008,0.006875,0.0030625,5.37369791667e-06
Ses01F_script01_1_F009,0.005625,0.00274193548387,2.56243496358e-06
Ses01F_script01_1_F010,0.005625,0.00210227272727,2.82476756198e-06
Ses01F_script01_1_F011,0.0075,0.00267045454545,4.65844524793e-06
Ses01F_script01_1_F012,0.0075,0.00203663793103,3.85991843787e-06
Ses01F_script01_1_F013,0.00625,0.00102056962025,2.17738543503e-06
Ses01F_script01_1_F014,0.0075,0.003125,3.22265625e-06
Ses01F_script01_1_F015,0.0075,0.00259943181818,4.43791160899e-06
Ses01F_script01_1_F016,0.00625,0.00245192307692,4.49488412229e-06
Ses01F_script01_1_F017,0.0075,0.00169407894737,4.27442217798e-06
Ses01F_script01_1_F018,0.00625,0.00175925925926,2.72097908093e-06
Ses01F_script01_1_F019,0.0075,0.00240625,4.2294921875e-06
Ses01F_script01_1_F020,0.004375,0.000390625,5.31005859375e-07
Ses01F_script01_1_F021,0.008125,0.00180625,4.3351171875e-06
Ses01F_script01_1_F022,0.0075,0.00156914893617,4.66875565867e-06
Ses01F_script01_1_F023,0.00375,0.000738636363636,1.12345041322e-06
Ses01F_script01_1_F024,0.006875,0.00314144736842,4.57415382618e-06
Ses01F_script01_1_F025,0.008125,0.00153532608696,4.66553195888e-06
Ses01F_script01_1_F026,0.01,0.00210526315789,4.75783414127e-06
Ses01F_script01_1_F027,0.00875,0.002125,5.53645833333e-06
Ses01F_script01_1_F028,0.0075,0.00232954545455,3.6463713843e-06
Ses01F_script01_1_F029,0.00625,0.000640243902439,1.47652067222e-06
Ses01F_script01_1_F030,0.005625,0.00254464285714,2.36965880102e-06
Ses01F_script01_1_F031,0.008125,0.00329787234043,5.18121887732e-06
Ses01F_script01_1_F032,0.0075,0.00251736111111,5.69631317515e-06
Ses01F_script01_1_F033,0.011875,0.00265909090909,7.71616735537e-06
Ses01F_script01_1_F034,0.008125,0.00358796296296,4.53103566529e-06
Ses01F_script01_1_F035,0.0075,0.00270089285714,6.13988759566e-06
Ses01F_script01_1_F036,0.00875,0.00243534482759,5.90907401902e-06
Ses01F_script01_1_F037,0.005,0.00101102941176,2.32110996972e-06
Ses01F_script01_1_F038,0.003125,0.000393518518519,4.09379286694e-07
Ses01F_script01_1_F039,0.010625,0.0021108490566,6.56288937344e-06
Ses01F_script01_1_F040,0.008125,0.00293560606061,4.58060720845e-06
Ses01F_script01_1_F041,0.0075,0.00126932989691,3.08838279838e-06
Ses01F_script01_1_F042,0.006875,0.002875,5.22395833333e-06
Ses01F_script01_1_F043,0.008125,0.00314338235294,4.65269517734e-06
Ses01F_script01_1_F044,0.009375,0.00450892857143,4.22313456633e-06
Ses01F_script01_1_M000,0.0075,0.00338709677419,3.59813995838e-06
Ses01F_script01_1_M001,0.006875,0.00285984848485,3.78859618916e-06
Ses01F_script01_1_M002,0.006875,0.00231981981982,3.00807564321e-06
Ses01F_script01_1_M003,0.005625,0.00267361111111,2.85614390432e-06
