session,varZeroCrossing
Ses01F_impro02_M014,0.0006776271053500182
Ses01F_impro02_M015,0.0014932142198085785
Ses01F_impro02_M016,0.0012614780603099134
Ses01F_impro03_F000,0.000835965003496335
Ses01F_impro03_F001,0.0026965194441817587
Ses01F_impro03_F002,0.0023227604292020837
Ses01F_impro03_F003,0.0013955299976181048
Ses01F_impro03_F004,0.001277110522521429
Ses01F_impro03_F005,0.003183712193995347
Ses01F_impro03_F006,0.0007313428534747633
Ses01F_impro03_F007,0.0015849986854864625
Ses01F_impro03_F008,0.0018943576247784015
Ses01F_impro03_F009,0.000942028762545278
Ses01F_impro03_F010,0.0015729740663739161
Ses01F_impro03_F011,0.0016138577519665583
Ses01F_impro03_F012,0.0007565547194745806
Ses01F_impro03_F013,0.003035298808802655
Ses01F_impro03_F014,0.0019905908240212336
Ses01F_impro03_F015,0.001331738279794934
Ses01F_impro03_F016,0.0009684667643710706
Ses01F_impro03_F017,0.0010364878334142118
Ses01F_impro03_F018,0.0008223461293543219
Ses01F_impro03_F019,0.0003527424659258054
Ses01F_impro03_F020,0.0013037756208545907
Ses01F_impro03_F021,0.002030169024952932
Ses01F_impro03_F022,0.00042110680351416246
Ses01F_impro03_F023,0.0006229612562391493
Ses01F_impro03_F024,0.0020367931954075975
Ses01F_impro03_F025,0.0023563436573358115
Ses01F_impro03_F026,0.006402580918311641
Ses01F_impro03_M000,0.002385426735391422
Ses01F_impro03_M001,0.000922153405183871
Ses01F_impro03_M002,0.004466147024250595
Ses01F_impro03_M003,0.002010896850585937
Ses01F_impro03_M004,0.0017361789919075998
Ses01F_impro03_M005,0.000999106682671441
Ses01F_impro03_M006,0.0005885435967843833
Ses01F_impro03_M007,0.0042304592634038
Ses01F_impro03_M008,0.00058260688435734
Ses01F_impro03_M009,0.002124836602084732
Ses01F_impro03_M010,0.000539295060242416
Ses01F_impro03_M011,0.0014541317918767252
Ses01F_impro03_M012,0.0038906964222574373
Ses01F_impro03_M013,0.0016944698743091144
Ses01F_impro03_M014,0.001301074926122557
Ses01F_impro03_M015,0.0013380367148450834
Ses01F_impro03_M016,0.002429790150462462
Ses01F_impro03_M017,0.0012028520069425068
Ses01F_impro03_M018,0.0003169335259331597
Ses01F_impro03_M019,0.004261943615807427
Ses01F_impro03_M020,0.0017913759846182697
Ses01F_impro03_M021,0.0025981068273250208
Ses01F_impro03_M022,0.0002993119538888424
Ses01F_impro03_M023,0.0014672769094052126
Ses01F_impro03_M024,0.0014153687321409886
Ses01F_impro04_F000,0.00114839250013323
Ses01F_impro04_F001,0.001336026269331421
Ses01F_impro04_F002,0.00216609750877325
Ses01F_impro04_F003,0.0001979255663954522
Ses01F_impro04_F004,0.0002748031675079723
Ses01F_impro04_F005,0.00457011216895402
Ses01F_impro04_F006,0.001050164790025779
Ses01F_impro04_F007,0.001927384482380225
Ses01F_impro04_F008,0.0019234518860153753
Ses01F_impro04_F009,0.0005294433063712002
Ses01F_impro04_F010,0.0022800701510080736
Ses01F_impro04_F011,0.0005729231569502088
Ses01F_impro04_F012,0.0001853793451716544
Ses01F_impro04_F013,0.0021320743108996635
Ses01F_impro04_F014,0.0004388194863426032
Ses01F_impro04_F015,0.001781185632512606
Ses01F_impro04_F016,0.0012599252194175356
Ses01F_impro04_F017,0.001800577393774198
Ses01F_impro04_F018,0.0034665593353279183
Ses01F_impro04_F019,0.002392542822196882
Ses01F_impro04_F020,0.004146103418376795
Ses01F_impro04_F021,0.00024461255416575285
Ses01F_impro04_F022,0.001622689013578454
Ses01F_impro04_F023,0.0025735421305003643
Ses01F_impro04_F024,0.003283887643489044
Ses01F_impro04_F025,0.0045990096032619485
Ses01F_impro04_F026,0.0022001642669360944
Ses01F_impro04_F027,0.00260460135936737
Ses01F_impro04_F028,0.008288899366667605
Ses01F_impro04_F029,0.0022856139513974584
Ses01F_impro04_F030,0.014462212824821474
Ses01F_impro04_F031,0.0021190606754032965
Ses01F_impro04_F032,0.0019293740066032652
Ses01F_impro04_F033,0.006139358845831811
Ses01F_impro04_M000,0.0016852504035061657
Ses01F_impro04_M001,0.00048566365335368734
Ses01F_impro04_M002,0.0003934531934166908
Ses01F_impro04_M003,0.0004711315499044778
Ses01F_impro04_M004,0.0034761159163654177
Ses01F_impro04_M005,0.0007769044889073792
Ses01F_impro04_M006,0.00047686109252253404
Ses01F_impro04_M007,0.001130650413333544
Ses01F_impro04_M008,0.00025764115002690536
Ses01F_impro04_M009,0.0004229346573217655
Ses01F_impro04_M010,0.0005432376388675909
Ses01F_impro04_M011,0.001750112446963505
Ses01F_impro04_M012,0.0006383877761874258
Ses01F_impro04_M013,0.0002937905808621301
Ses01F_impro04_M014,0.0034617499344878734
Ses01F_impro04_M015,0.002521493041629817
Ses01F_impro04_M016,0.004205079357135128
Ses01F_impro04_M017,0.0009941881106904716
Ses01F_impro04_M018,0.014571219362380433
Ses01F_impro04_M019,0.00040474454254567946
Ses01F_impro04_M020,0.0003146078278383432
Ses01F_impro04_M021,0.0014036481888567817
Ses01F_impro04_M022,0.0006107124557465683
Ses01F_impro04_M023,0.00318148593061868
Ses01F_impro04_M024,0.0011790746702063212
Ses01F_impro04_M025,0.003924211349315287
Ses01F_impro04_M026,0.0031285477477097446
Ses01F_impro04_M027,0.005279924593815187
Ses01F_impro04_M028,0.0030039370961286453
Ses01F_impro04_M029,0.005793770829681978
Ses01F_impro04_M030,0.002098915399598681
Ses01F_impro04_M031,0.0003497889306810166
Ses01F_impro04_M032,0.00040391682289045146
Ses01F_impro04_M033,0.0002070300433100486
Ses01F_impro04_M034,0.000792589484614072
Ses01F_impro04_M035,0.0007446290821205453
Ses01F_impro04_M036,0.00048556022348160096
Ses01F_impro05_F000,0.001847370358089006
Ses01F_impro05_F001,0.001003633870018853
Ses01F_impro05_F002,0.0012946271313537348
Ses01F_impro05_F003,0.001480741881661945
Ses01F_impro05_F004,0.0037355029083520094
Ses01F_impro05_F005,0.015202878316243488
Ses01F_impro05_F006,0.0009586221172784986
Ses01F_impro05_F007,0.0006798974535849603
Ses01F_impro05_F008,0.002736515657862993
Ses01F_impro05_F009,0.0024928548798354047
Ses01F_impro05_F010,0.004591797775254544
Ses01F_impro05_F011,0.0014975783068669481
Ses01F_impro05_F012,0.0043166564404964435
Ses01F_impro05_F013,0.0027323442803332083
Ses01F_impro05_F014,0.0016936848663528352
Ses01F_impro05_F015,0.0034724095904341873
Ses01F_impro05_F016,0.005762786715208273
Ses01F_impro05_F017,0.004252256975686175
Ses01F_impro05_F018,0.0036068159315321177
Ses01F_impro05_F019,0.003791737583489105
Ses01F_impro05_F020,0.0022015841837335548
Ses01F_impro05_F021,0.00909217901742328
Ses01F_impro05_F022,0.0036783626852785836
Ses01F_impro05_F023,0.0008837895443349139
Ses01F_impro05_F024,0.0007366645188371014
Ses01F_impro05_F025,0.003300309950786052
Ses01F_impro05_F026,0.004077928214118513
Ses01F_impro05_F027,0.005741503077086313
Ses01F_impro05_F028,0.00029768575191179135
Ses01F_impro05_F029,0.0005686108670299186
Ses01F_impro05_F030,0.0010385714118649975
Ses01F_impro05_M000,0.006544791126251219
Ses01F_impro05_M001,0.0006258975197655993
Ses01F_impro05_M002,0.0003251114670111209
Ses01F_impro05_M003,0.0007343173512726037
Ses01F_impro05_M004,0.0008701280587249333
Ses01F_impro05_M005,0.0023721223637591924
Ses01F_impro05_M006,0.0037204794450239704
Ses01F_impro05_M007,0.0026638839674065743
Ses01F_impro05_M008,0.0004525208113633071
Ses01F_impro05_M009,0.0026920032635063735
Ses01F_impro05_M010,0.012024166938169187
Ses01F_impro05_M011,0.004871958057896218
Ses01F_impro05_M012,0.004183023636462998
Ses01F_impro05_M013,0.013070959397304207
Ses01F_impro05_M014,0.0009020358493062184
Ses01F_impro05_M015,0.005448480960074553
Ses01F_impro05_M016,0.004157281757926906
Ses01F_impro05_M017,0.007286382174491884
Ses01F_impro05_M018,0.0033791553025839484
Ses01F_impro05_M019,0.001679067706896199
Ses01F_impro05_M020,0.00034738141122588767
Ses01F_impro05_M021,0.0035074821728006906
Ses01F_impro05_M022,0.0015270126595789075
Ses01F_impro05_M023,0.00445583329902984
Ses01F_impro05_M024,0.002714899246479319
Ses01F_impro05_M025,0.0006985313638343624
Ses01F_impro05_M026,0.00222507623978603
Ses01F_impro05_M027,0.00030320441281353987
Ses01F_impro05_M028,0.0004736547952886477
Ses01F_impro05_M029,0.0021212960548496226
Ses01F_impro05_M030,0.004917883501713107
Ses01F_impro05_M031,0.002965920087363985
Ses01F_impro05_M032,0.0025455674830698457
Ses01F_impro05_M033,0.002629493985327059
Ses01F_impro05_M034,0.0034789486098225327
Ses01F_impro05_M035,0.0007771441321289791
Ses01F_impro06_F000,0.0001354326383632118
Ses01F_impro06_F001,0.0001462840999984877
Ses01F_impro06_F002,0.00018195877075195314
Ses01F_impro06_F003,0.0001697745723248609
Ses01F_impro06_F004,0.00010107093249349763
Ses01F_impro06_F005,0.0022125164997075244
Ses01F_impro06_F006,0.001225816460314139
Ses01F_impro06_F007,0.001212170251927541
Ses01F_impro06_F008,0.0008452299854385741
Ses01F_impro06_F009,0.0015563110986971846
Ses01F_impro06_F010,0.002081493737751779
Ses01F_impro06_F011,0.002848199781921874
Ses01F_impro06_F012,0.00650731066790527
Ses01F_impro06_F013,0.00015634132756127254
Ses01F_impro06_F014,0.0005957225492962305
Ses01F_impro06_F015,0.00020285948416181907
Ses01F_impro06_F016,0.0012085358349501298
Ses01F_impro06_F017,0.0013254435900923744
Ses01F_impro06_F018,0.001629972599790449
Ses01F_impro06_F019,0.00026581229190149243
Ses01F_impro06_F020,0.0016881352411412796
Ses01F_impro06_F021,0.0017610553038862845
Ses01F_impro06_F022,0.003123399851032244
Ses01F_impro06_F023,0.0001540413639292545
Ses01F_impro06_F024,0.001415630667093523
Ses01F_impro06_F025,0.003802438431528355
Ses01F_impro06_F026,0.005865629511729588
Ses01F_impro06_F027,0.00019253891914162015
Ses01F_impro06_F028,0.003556967417363849
Ses01F_impro06_M000,0.0018661319507214493
Ses01F_impro06_M001,0.001479490385005735
Ses01F_impro06_M002,0.00018767674763997397
Ses01F_impro06_M003,0.0015595158975870655
Ses01F_impro06_M004,0.00019676290672111945
Ses01F_impro06_M005,0.0013803940050200493
Ses01F_impro06_M006,0.00029909670110092053
Ses01F_impro06_M007,0.00020932824196311838
Ses01F_impro06_M008,0.0006059751366124009
Ses01F_impro06_M009,0.00034529612217805655
Ses01F_impro06_M010,0.00021207656860351562
Ses01F_impro06_M011,0.0006701095393423496
Ses01F_impro06_M012,0.0006012106553102151
Ses01F_impro06_M013,0.0009674150888002256
Ses01F_impro06_M014,0.00024453463262209645
Ses01F_impro06_M015,0.0003560450273051346
Ses01F_impro06_M016,0.0016841835021972654
Ses01F_impro06_M017,0.0006702565873155789
Ses01F_impro07_F000,0.0030545163734336574
Ses01F_impro07_F001,0.0020141662941666736
Ses01F_impro07_F002,0.0024617177535982506
Ses01F_impro07_F003,0.0016319336785210502
Ses01F_impro07_F004,0.005872209218554653
Ses01F_impro07_F005,0.001295343463948183
Ses01F_impro07_F006,0.0022054502063814456
Ses01F_impro07_F007,0.002506491705410841
Ses01F_impro07_F008,0.0028924595790483214
Ses01F_impro07_F009,0.009409880012641718
Ses01F_impro07_F010,0.004821831758611074
Ses01F_impro07_F011,0.00407776472653896
Ses01F_impro07_F012,0.002124591950601801
Ses01F_impro07_F013,0.00383043171553037
Ses01F_impro07_F014,0.002105110686044304
Ses01F_impro07_F015,0.0028234717207043644
Ses01F_impro07_F016,0.0023051560856111207
Ses01F_impro07_M000,0.0020354361341857444
Ses01F_impro07_M001,0.003800562712526872
Ses01F_impro07_M002,0.0013087242410197851
Ses01F_impro07_M003,0.0007734316488816344
Ses01F_impro07_M004,0.0021763620106314842
Ses01F_impro07_M005,0.01083488994601692
Ses01F_impro07_M006,0.001459631341393865
Ses01F_impro07_M007,0.001517294117324937
Ses01F_impro07_M008,0.0024667587541243206
Ses01F_impro07_M009,0.0014388109820069814
Ses01F_impro07_M010,0.0008443880458515619
Ses01F_impro07_M011,0.0025875305942265844
Ses01F_impro07_M012,0.006505397861587921
Ses01F_impro07_M013,0.00467289477172825
Ses01F_impro07_M014,0.002911559275766749
Ses01F_impro07_M015,0.005473592767373918
Ses01F_impro07_M016,0.006667327078772179
Ses01F_impro07_M017,0.0017540368954746092
Ses01F_impro07_M018,0.004136873086293539
Ses01F_impro07_M019,0.0021852379164308813
Ses01F_script01_1_F000,0.000380258170925841
Ses01F_script01_1_F001,0.003941610952581197
Ses01F_script01_1_F002,0.002316817685580551
Ses01F_script01_1_F003,0.0013713171396750093
Ses01F_script01_1_F004,0.0017764037486063882
Ses01F_script01_1_F005,0.0008929347297279446
Ses01F_script01_1_F006,0.0014313627583504805
Ses01F_script01_1_F007,0.0010221872685962196
Ses01F_script01_1_F008,0.0012073798312081231
Ses01F_script01_1_F009,0.00017895400524139404
Ses01F_script01_1_F010,0.0012725423793403467
Ses01F_script01_1_F011,0.0005926245450973511
Ses01F_script01_1_F012,0.0025939945393063713
Ses01F_script01_1_F013,0.0031639410583025537
Ses01F_script01_1_F014,0.00021024238204691878
Ses01F_script01_1_F015,0.004166184461762574
Ses01F_script01_1_F016,0.005750740897556173
Ses01F_script01_1_F017,0.0005197369020726623
Ses01F_script01_1_F018,0.0038797529029452106
Ses01F_script01_1_F019,0.005917961639765451
Ses01F_script01_1_F020,0.0011567065590306332
Ses01F_script01_1_F021,0.0036300360176326207
Ses01F_script01_1_F022,0.0010201348198784722
Ses01F_script01_1_F023,0.0014892726362112285
Ses01F_script01_1_F024,0.006108371665080389
Ses01F_script01_1_F025,0.002910441329094902
Ses01F_script01_1_F026,0.003626203207007277
Ses01F_script01_1_F027,0.0014105032289457454
Ses01F_script01_1_F028,0.00199855849163039
Ses01F_script01_1_F029,0.0050717224282030805
Ses01F_script01_1_F030,0.0005628773302663972
Ses01F_script01_1_F031,0.00193420085148373
Ses01F_script01_1_F032,0.0004479992367144117
Ses01F_script01_1_F033,0.00044452629062589243
Ses01F_script01_1_F034,0.0014070451356321492
Ses01F_script01_1_F035,0.0018422386589382596
Ses01F_script01_1_F036,0.004354437619554527
Ses01F_script01_1_F037,0.0027235167344183786
Ses01F_script01_1_F038,0.0027100161826315006
Ses01F_script01_1_F039,0.003922664718765791
Ses01F_script01_1_F040,0.0005313448950080695
Ses01F_script01_1_F041,0.004497416755095811
Ses01F_script01_1_F042,0.003039860063129001
Ses01F_script01_1_F043,0.0026706429545641165
Ses01F_script01_1_F044,0.0004537767539789648
Ses01F_script01_1_M000,0.0021336295365393535
Ses01F_script01_1_M001,0.00031944054324610705
Ses01F_script01_1_M002,0.0014087056704929896
Ses01F_script01_1_M003,0.00029288362888247417
Ses01F_script01_1_M004,0.0025641321798030477
Ses01F_script01_1_M005,0.0022220567411095986
Ses01F_script01_1_M006,0.002098509343921777
Ses01F_script01_1_M007,0.0007148994698012171
Ses01F_script01_1_M008,0.004508118370529531
Ses01F_script01_1_M009,0.003872465100380555
Ses01F_script01_1_M010,0.007641308368635206
Ses01F_script01_1_M011,0.005414193134875187
Ses01F_script01_1_M012,0.0021498078107833867
Ses01F_script01_1_M013,0.0044527417338843175
Ses01F_script01_1_M014,0.00016920772477069585
Ses01F_script01_1_M015,0.00038592699703986417
Ses01F_script01_1_M016,0.0049062361347378125
Ses01F_script01_1_M017,0.003327594249595542
Ses01F_script01_1_M018,0.0049963081234436725
Ses01F_script01_1_M019,0.0034094416849109305
Ses01F_script01_1_M020,0.002231334113744716
Ses01F_script01_1_M021,0.002043108581621669
Ses01F_script01_1_M022,0.0006797360411782555
Ses01F_script01_1_M023,0.005139913777878256
Ses01F_script01_1_M024,0.0039962968311140655
Ses01F_script01_1_M025,0.0014411612031302293
Ses01F_script01_1_M026,0.0054500635804048325
Ses01F_script01_1_M027,0.009446286124783704
Ses01F_script01_1_M028,0.0016291065899689127
Ses01F_script01_1_M029,0.00386069247091288
Ses01F_script01_1_M030,0.0006575683493995004
Ses01F_script01_1_M031,0.0018356518817713371
Ses01F_script01_1_M032,0.0015932641891341119
Ses01F_script01_1_M033,0.0026354431619449534
Ses01F_script01_1_M034,0.0033441404952498834
Ses01F_script01_1_M035,0.00912588162951999
Ses01F_script01_1_M036,0.004119348057952357
Ses01F_script01_1_M037,0.002576423937924351
Ses01F_script01_1_M038,0.003592769989845898
Ses01F_script01_1_M039,0.0018362013588768612
Ses01F_script01_1_M040,0.004217923196790567
Ses01F_script01_1_M041,0.007773424821187882
Ses01F_script01_1_M042,0.00013642349860835417
Ses01F_script01_1_M043,0.00023445699948181157
Ses01F_script01_2_F000,0.00031655627820226874
Ses01F_script01_2_F001,0.0018335481740917106
Ses01F_script01_2_F002,0.004957826785099359
Ses01F_script01_2_F003,0.0005791897654863605
Ses01F_script01_2_F004,0.0004403109961829817
Ses01F_script01_2_F005,0.0013152618957504192
Ses01F_script01_2_F006,0.010032872045974075
Ses01F_script01_2_F007,0.00714167411588597
Ses01F_script01_2_F008,0.0028919787410658184
Ses01F_script01_2_F009,0.0015509611347266426
Ses01F_script01_2_F010,0.002687880098120912
Ses01F_script01_2_F011,0.00490174522084638
Ses01F_script01_2_F012,0.003788021497977741
Ses01F_script01_2_F013,0.0029451205953955643
Ses01F_script01_2_F014,0.0023966769446138693
Ses01F_script01_2_M000,0.00032380499978473234
Ses01F_script01_2_M001,0.003215708014025671
Ses01F_script01_2_M002,0.0023423803325862197
Ses01F_script01_2_M003,0.0031375168721780532
Ses01F_script01_2_M004,0.00030856881259886683
Ses01F_script01_2_M005,0.01563197952144
Ses01F_script01_2_M006,0.004999753961765583
Ses01F_script01_2_M007,0.0005446318771181913
Ses01F_script01_2_M008,0.0034901273007295567
Ses01F_script01_2_M009,0.0014538889367852875
Ses01F_script01_2_M010,0.0013094866779203823
Ses01F_script01_2_M011,0.0014855278968811036
Ses01F_script01_2_M012,0.000932752790490778
Ses01F_script01_2_M013,0.0077247954094099205
Ses01F_script01_2_M014,0.0009453018731716375
Ses01F_script01_2_M015,0.001905512049168716
Ses01F_script01_2_M016,0.005188048356027434
Ses01F_script01_2_M017,0.0019388119802925341
Ses01F_script01_3_F000,0.0010616712825139984
Ses01F_script01_3_F001,0.0010298434309628634
Ses01F_script01_3_F002,0.003670711303315559
Ses01F_script01_3_F003,0.0010608815848951487
Ses01F_script01_3_F004,0.0017829521154748337
Ses01F_script01_3_F005,0.000384916044877728
Ses01F_script01_3_F006,0.0014249622666487967
Ses01F_script01_3_F007,0.0011620584885692006
Ses01F_script01_3_F008,0.00544749267371383
Ses01F_script01_3_F009,0.0005868781718855122
Ses01F_script01_3_F010,0.0036745853414220254
Ses01F_script01_3_F011,0.0041006353229366965
Ses01F_script01_3_F012,0.002808077909950029
Ses01F_script01_3_F013,0.00213669497770836
Ses01F_script01_3_F014,0.0004076850034270123
Ses01F_script01_3_F015,0.0013282783945068532
Ses01F_script01_3_F016,0.0034919841735273427
Ses01F_script01_3_F017,0.00048258642836838034
Ses01F_script01_3_F018,0.0026364917559131154
Ses01F_script01_3_F019,0.009633300578142195
Ses01F_script01_3_F020,0.002113667700652775
Ses01F_script01_3_F021,0.0016317702706793466
Ses01F_script01_3_F022,0.0003169553265685127
Ses01F_script01_3_F023,0.0006991483311506676
Ses01F_script01_3_F024,0.0007189270453104833
Ses01F_script01_3_F025,0.0030006342642834214
Ses01F_script01_3_F026,0.0011682047011779618
Ses01F_script01_3_F027,0.0005915958703069003
Ses01F_script01_3_F028,0.00491176214069128
Ses01F_script01_3_F029,0.0004465426230917172
Ses01F_script01_3_F030,0.00373982773303702
Ses01F_script01_3_F031,0.00020898872988763228
Ses01F_script01_3_F032,0.0012027321084137409
Ses01F_script01_3_F033,0.0019643238520912244
Ses01F_script01_3_F034,0.002147652189798501
Ses01F_script01_3_F035,0.0003689372638040338
Ses01F_script01_3_M000,0.0028020040028625065
Ses01F_script01_3_M001,0.001631021499633789
Ses01F_script01_3_M002,0.00017590575883473853
Ses01F_script01_3_M003,0.0011496968912706968
Ses01F_script01_3_M004,0.0002205106947157118
Ses01F_script01_3_M005,0.005838460740135264
Ses01F_script01_3_M006,0.00039867322201038755
Ses01F_script01_3_M007,0.002412422917096988
Ses01F_script01_3_M008,0.001957802260931178
Ses01F_script01_3_M009,0.0020030217766549585
Ses01F_script01_3_M010,0.005739247741962759
Ses01F_script01_3_M011,0.0016540101321056635
Ses01F_script01_3_M012,0.0012703408392108213
Ses01F_script01_3_M013,0.0005615993961691856
Ses01F_script01_3_M014,0.0015895697805616595
Ses01F_script01_3_M015,0.002409848991550177
Ses01F_script01_3_M016,0.0023070965235139473
Ses01F_script01_3_M017,0.003468398370686367
Ses01F_script01_3_M018,0.005581858048251198
Ses01F_script01_3_M019,0.005908726633723269
Ses01F_script01_3_M020,0.003695622592428584
Ses01F_script01_3_M021,0.0038235337872590336
Ses01F_script01_3_M022,0.001905275857022669
Ses01F_script01_3_M023,0.0016436600273811606
Ses01F_script01_3_M024,0.002299159658933225
Ses01F_script01_3_M025,0.0039815560326210316
Ses01F_script01_3_M026,0.0013441379462231751
Ses01F_script01_3_M027,0.00030678968040310606
Ses01F_script01_3_M028,0.002938517258270747
Ses01F_script01_3_M029,0.003920524425162725
Ses01F_script01_3_M030,0.002374690325151905
Ses01F_script01_3_M031,0.0018034283814326183
Ses01F_script01_3_M032,0.0026679666305482403
Ses01F_script01_3_M033,0.0025295806121018835
Ses01F_script01_3_M034,0.002395453103848518
Ses01F_script01_3_M035,0.0025000501687819847
Ses01F_script01_3_M036,0.0008632705994627596
Ses01F_script01_3_M037,0.0037411723492874033
Ses01F_script01_3_M038,0.004648786901898147
Ses01F_script02_1_F000,0.001556084649802665
Ses01F_script02_1_F001,0.006575216152593526
Ses01F_script02_1_F002,0.00031471417436962725
Ses01F_script02_1_F003,0.0024690910879208573
Ses01F_script02_1_F004,0.0027850373806359518
Ses01F_script02_1_F005,0.0032582880808020094
Ses01F_script02_1_F006,0.0022062050123299623
Ses01F_script02_1_F007,0.0017484623529464144
Ses01F_script02_1_F008,0.00039521212704185537
Ses01F_script02_1_F009,0.0018855399471156451
Ses01F_script02_1_F010,0.0014814263036000538
Ses01F_script02_1_F011,0.0011650787334285897
Ses01F_script02_1_F012,0.0008796547889709473
Ses01F_script02_1_F013,0.002355851764251256
Ses01F_script02_1_F014,0.0007209321626633991
Ses01F_script02_1_F015,0.0009518456204028351
Ses01F_script02_1_F016,0.007948653324768504
Ses01F_script02_1_F017,0.010284876349376654
Ses01F_script02_1_F018,0.010350916031766527
Ses01F_script02_1_F019,0.0005804119554497083
Ses01F_script02_1_F020,0.005188021303213864
Ses01F_script02_1_F021,0.0003250109021823935
Ses01F_script02_1_F022,0.005942358826854516
Ses01F_script02_1_F023,0.0007858534372356168
Ses01F_script02_1_F024,0.0008914535915050246
Ses01F_script02_1_F025,0.00016944902966792142
Ses01F_script02_1_M000,0.005825842955125714
Ses01F_script02_1_M001,0.006314025114060182
Ses01F_script02_1_M002,0.002689469250285394
Ses01F_script02_1_M003,0.00469578556893278
Ses01F_script02_1_M004,0.00387920851353017
Ses01F_script02_1_M005,0.0009712202816593402
Ses01F_script02_1_M006,0.009688491669124586
Ses01F_script02_1_M007,0.0026590088998407384
Ses01F_script02_1_M008,0.0005585079836577288
Ses01F_script02_1_M009,0.003036754530316681
Ses01F_script02_1_M010,0.000365859748404703
Ses01F_script02_1_M011,0.0041527769421581115
Ses01F_script02_1_M012,0.00623856615143286
Ses01F_script02_1_M013,0.0013259680786132813
Ses01F_script02_1_M014,0.0025403222943401844
Ses01F_script02_1_M015,0.008837143044893433
Ses01F_script02_1_M016,0.0025917971281357753
Ses01F_script02_1_M017,0.0030581214872811087
Ses01F_script02_1_M018,0.0010920930073747997
Ses01F_script02_1_M019,0.0016238906409478074
Ses01F_script02_1_M020,0.0026190844509336683
Ses01F_script02_1_M021,0.001510201473625339
Ses01F_script02_1_M022,0.0016279864524091994
Ses01F_script02_1_M023,0.000184334916666098
Ses01F_script02_1_M024,0.0060650744959492575
Ses01F_script02_1_M025,0.0032992865626546757
Ses01F_script02_1_M026,0.006938323726052283
Ses01F_script02_1_M027,0.003334859943389893
Ses01F_script02_1_M028,0.005713372545832085
Ses01F_script02_1_M029,0.004352366534897024
Ses01F_script02_1_M030,0.0005794870955958092
Ses01F_script02_1_M031,0.0030406957618461165
Ses01F_script02_1_M032,0.00620254576554166
Ses01F_script02_1_M033,0.001810847424108153
Ses01F_script02_1_M034,0.01228867346992548
Ses01F_script02_1_M035,0.011100398328242868
Ses01F_script02_1_M036,0.008111430814573608
Ses01F_script02_1_M037,0.004750963864983845
Ses01F_script02_1_M038,0.008603869371781455
Ses01F_script02_1_M039,0.0034266143040447344
Ses01F_script02_1_M040,0.009365570513303442
