session,max(f0(f0)),mean(f0(f0)),var(f0(f0))
Ses01F_impro02_M008,344.53125,36.6522606383,3031.25953933
Ses01F_impro02_M009,3359.1796875,55.5453431373,53841.1414628
Ses01F_impro02_M010,258.3984375,35.4664522059,2416.3676229
Ses01F_impro02_M011,172.265625,28.9251982276,2023.83916451
Ses01F_impro02_M012,1636.5234375,69.0534855769,10614.6569246
Ses01F_impro02_M013,430.6640625,55.0900222081,6354.7820404
Ses01F_impro02_M014,430.6640625,61.9079589844,6136.49960607
Ses01F_impro02_M015,516.796875,51.9005408654,5676.33132257
Ses01F_impro02_M016,516.796875,19.227469941,2148.13939018
Ses01F_impro03_F000,947.4609375,174.678308824,27300.5763387
Ses01F_impro03_F001,1550.390625,187.926136364,64432.0015201
Ses01F_impro03_F002,1291.9921875,217.612806659,28659.1059698
Ses01F_impro03_F003,1550.390625,354.383530113,81780.4184105
Ses01F_impro03_F004,1636.5234375,254.558121019,34527.8486284
Ses01F_impro03_F005,2756.25,254.653532609,86109.2796398
Ses01F_impro03_F006,1378.125,153.125,20972.2302177
Ses01F_impro03_F007,1378.125,167.017389113,32732.4460969
Ses01F_impro03_F008,1378.125,182.611908784,36964.9824946
Ses01F_impro03_F009,1378.125,139.762676887,19100.4647798
Ses01F_impro03_F010,1119.7265625,180.87890625,20550.246048
Ses01F_impro03_F011,689.0625,152.837171053,15743.2189476
Ses01F_impro03_F012,1033.59375,166.825657895,26678.3077589
Ses01F_impro03_F013,1378.125,261.892124122,86606.7623854
Ses01F_impro03_F014,3273.046875,167.700706067,37373.5339843
Ses01F_impro03_F015,1378.125,193.082311734,31892.6325171
Ses01F_impro03_F016,430.6640625,111.703491211,8387.8777083
Ses01F_impro03_F017,775.1953125,151.195501512,25980.7578011
Ses01F_impro03_F018,947.4609375,109.494863014,16019.6174236
Ses01F_impro03_F019,172.265625,47.2027277542,3178.86926771
Ses01F_impro03_F020,602.9296875,125.193041424,20558.3510236
Ses01F_impro03_F021,2411.71875,139.302774468,30688.368546
Ses01F_impro03_F022,430.6640625,90.1176045374,8775.8682032
Ses01F_impro03_F023,258.3984375,56.6015625,3649.87792969
Ses01F_impro03_F024,3100.78125,156.291903409,59203.6420429
Ses01F_impro03_F025,1291.9921875,172.441048243,30415.7899525
Ses01F_impro03_F026,3531.4453125,221.467990596,205890.086092
Ses01F_impro03_M000,430.6640625,71.2072709838,8401.31978918
Ses01F_impro03_M001,516.796875,118.977231274,18089.0416745
Ses01F_impro03_M002,2411.71875,212.307997881,138510.697564
Ses01F_impro03_M003,1205.859375,250.772997359,51978.3733923
Ses01F_impro03_M004,1291.9921875,214.797044837,21576.619662
Ses01F_impro03_M005,516.796875,163.535948057,13809.0941242
Ses01F_impro03_M006,430.6640625,100.653286638,9510.42247867
Ses01F_impro03_M007,1550.390625,216.834347747,80483.7625345
Ses01F_impro03_M008,516.796875,164.387623857,19435.0667244
Ses01F_impro03_M009,430.6640625,106.647315967,8196.1687023
Ses01F_impro03_M010,689.0625,184.255704013,22766.1878065
Ses01F_impro03_M011,430.6640625,145.601292006,13431.6900471
Ses01F_impro03_M012,1205.859375,157.293663727,49553.5177127
Ses01F_impro03_M013,689.0625,188.801150609,12247.2335797
Ses01F_impro03_M014,602.9296875,181.494140625,23198.1360912
Ses01F_impro03_M015,516.796875,118.115952436,8550.68297896
Ses01F_impro03_M016,430.6640625,95.703125,12141.2872314
Ses01F_impro03_M017,516.796875,116.913006757,14358.1585435
Ses01F_impro03_M018,172.265625,46.1941340782,2673.85572616
Ses01F_impro03_M019,3014.6484375,120.269060932,63110.8383778
Ses01F_impro03_M020,1894.921875,104.344603011,13683.1641598
Ses01F_impro03_M021,2670.1171875,82.0066897455,24727.3211814
Ses01F_impro03_M022,430.6640625,109.850543478,13450.8740834
Ses01F_impro03_M023,2325.5859375,155.823786605,32269.6610237
Ses01F_impro03_M024,1378.125,113.185356498,28381.1646647
Ses01F_impro04_F000,1033.59375,137.279072746,21897.3834872
Ses01F_impro04_F001,602.9296875,103.046164773,15576.8130488
Ses01F_impro04_F002,3875.9765625,120.429026716,61476.2230615
Ses01F_impro04_F003,602.9296875,54.4517780172,6841.54478747
Ses01F_impro04_F004,344.53125,65.6058338201,6200.15027398
Ses01F_impro04_F005,344.53125,37.4863735465,3696.77946463
Ses01F_impro04_F006,2583.984375,177.115445524,50555.0680359
Ses01F_impro04_F007,2842.3828125,230.29021052,65031.0852062
Ses01F_impro04_F008,947.4609375,134.516059028,35165.5273673
Ses01F_impro04_F009,516.796875,66.6026980378,7253.10059352
Ses01F_impro04_F010,1033.59375,112.055136371,14896.478229
Ses01F_impro04_F011,430.6640625,84.7583527261,7693.20645015
Ses01F_impro04_F012,516.796875,65.6629774306,8625.58538531
Ses01F_impro04_F013,1033.59375,144.260249291,28582.6096099
Ses01F_impro04_F014,516.796875,128.736139113,10629.4982466
Ses01F_impro04_F015,2497.8515625,166.734159977,48926.1094405
Ses01F_impro04_F016,1033.59375,154.431958976,27102.3335081
Ses01F_impro04_F017,1464.2578125,156.557513298,40929.0634231
Ses01F_impro04_F018,3186.9140625,167.298753956,51865.6222993
Ses01F_impro04_F019,3445.3125,138.017800311,28446.2676732
Ses01F_impro04_F020,3014.6484375,119.359391605,35391.1159824
Ses01F_impro04_F021,430.6640625,104.776278409,5850.8638114
Ses01F_impro04_F022,947.4609375,56.6352739726,9055.58648577
Ses01F_impro04_F023,516.796875,98.3229312151,10765.5546322
Ses01F_impro04_F024,2756.25,98.2044566761,61312.7975966
Ses01F_impro04_F025,2325.5859375,104.609251774,57792.538197
Ses01F_impro04_F026,516.796875,93.8004219214,8306.68945087
Ses01F_impro04_F027,2842.3828125,57.8568892045,24529.5140763
Ses01F_impro04_F028,3617.578125,146.528728835,126758.773326
Ses01F_impro04_F029,1119.7265625,122.859493972,31226.3544296
Ses01F_impro04_F030,3703.7109375,276.144393844,304268.485804
Ses01F_impro04_F031,2928.515625,167.245133197,66839.1410256
Ses01F_impro04_F032,2842.3828125,122.537012258,33945.0669768
Ses01F_impro04_F033,3875.9765625,145.481860017,100189.30765
Ses01F_impro04_M000,3014.6484375,68.3425996933,24853.019667
Ses01F_impro04_M001,430.6640625,67.0842097356,8197.37541252
Ses01F_impro04_M002,430.6640625,59.6792460074,5297.2736774
Ses01F_impro04_M003,430.6640625,79.98046875,7910.9287262
Ses01F_impro04_M004,2239.453125,80.3411233836,26891.8067237
Ses01F_impro04_M005,430.6640625,74.1527090827,5229.36954304
Ses01F_impro04_M006,430.6640625,53.1796256596,4258.01665712
Ses01F_impro04_M007,516.796875,97.7723817568,12396.3808822
Ses01F_impro04_M008,602.9296875,68.1626573741,12326.4990588
Ses01F_impro04_M009,430.6640625,105.21613024,8920.50980043
Ses01F_impro04_M010,258.3984375,25.6818018922,1960.86856976
Ses01F_impro04_M011,344.53125,73.7762064873,4073.24799053
Ses01F_impro04_M012,344.53125,67.9067566126,5491.49047555
Ses01F_impro04_M013,430.6640625,59.9889705882,5722.90454144
Ses01F_impro04_M014,3359.1796875,123.445043385,66686.3052261
Ses01F_impro04_M015,516.796875,110.114106003,10527.3699424
Ses01F_impro04_M016,2670.1171875,96.9860087131,42227.3982057
Ses01F_impro04_M017,430.6640625,153.125,15105.44997
Ses01F_impro04_M018,2842.3828125,104.995671174,39459.4011789
Ses01F_impro04_M019,430.6640625,98.2865222393,10184.0758999
Ses01F_impro04_M020,430.6640625,105.233394351,9537.3300455
Ses01F_impro04_M021,2497.8515625,102.282714844,15650.6860021
Ses01F_impro04_M022,258.3984375,38.1145198171,2709.08367059
Ses01F_impro04_M023,1550.390625,72.9277820122,19678.1900509
Ses01F_impro04_M024,344.53125,53.0048076923,3386.46251069
Ses01F_impro04_M025,1808.7890625,68.2154605263,19183.6943058
Ses01F_impro04_M026,430.6640625,64.5275919732,5959.5860172
Ses01F_impro04_M027,430.6640625,75.4959290286,9115.74151039
Ses01F_impro04_M028,861.328125,62.6420454545,8697.67338776
Ses01F_impro04_M029,3186.9140625,100.462037249,51808.0799496
Ses01F_impro04_M030,775.1953125,89.6725171233,9777.65743852
Ses01F_impro04_M031,258.3984375,58.1456801471,2957.32280375
Ses01F_impro04_M032,516.796875,94.0092643805,12871.7287063
Ses01F_impro04_M033,344.53125,123.26791729,9016.27480097
Ses01F_impro04_M034,430.6640625,106.324183976,10577.506836
Ses01F_impro04_M035,689.0625,96.1607490904,8290.00305677
Ses01F_impro04_M036,430.6640625,53.2322961373,4298.61857572
Ses01F_impro05_F000,947.4609375,139.35308689,28169.998768
Ses01F_impro05_F001,775.1953125,173.719343354,19531.0913731
Ses01F_impro05_F002,947.4609375,141.865808824,31211.0261776
Ses01F_impro05_F003,1205.859375,193.934257075,34182.9298705
Ses01F_impro05_F004,3359.1796875,209.646697092,80308.0694943
Ses01F_impro05_F005,2497.8515625,297.060324929,401863.693874
Ses01F_impro05_F006,344.53125,53.0048076923,4609.35175066
Ses01F_impro05_F007,1119.7265625,112.025498466,17307.7911982
Ses01F_impro05_F008,3617.578125,113.86496804,66928.0377252
Ses01F_impro05_F009,3100.78125,164.632410763,87271.6352286
Ses01F_impro05_F010,1722.65625,148.685539449,38315.4282128
Ses01F_impro05_F011,1464.2578125,154.045222356,45322.5485531
Ses01F_impro05_F012,3186.9140625,200.437389965,111975.366796
Ses01F_impro05_F013,947.4609375,117.624470339,19899.6454517
Ses01F_impro05_F014,2497.8515625,117.973378258,23071.1075266
Ses01F_impro05_F015,3962.109375,264.048678816,105767.322755
Ses01F_impro05_F016,2670.1171875,356.709864882,189230.280366
Ses01F_impro05_F017,4048.2421875,294.765625,93917.8533701
Ses01F_impro05_F018,2756.25,247.451792433,90841.8627767
Ses01F_impro05_F019,3962.109375,250.696546665,131998.62489
Ses01F_impro05_F020,947.4609375,234.455381318,30146.7084483
Ses01F_impro05_F021,3703.7109375,217.942116477,128593.0297
Ses01F_impro05_F022,2411.71875,211.972240691,80627.1750509
Ses01F_impro05_F023,1291.9921875,154.606596496,23807.2185423
Ses01F_impro05_F024,775.1953125,150.231649709,39973.1782528
Ses01F_impro05_F025,1119.7265625,219.993858731,49864.3739736
Ses01F_impro05_F026,2842.3828125,127.104096284,98175.2180079
Ses01F_impro05_F027,2756.25,174.351886894,144342.559592
Ses01F_impro05_F028,602.9296875,80.2601207386,12667.5014456
Ses01F_impro05_F029,1119.7265625,117.406186613,14205.8120588
Ses01F_impro05_F030,516.796875,122.838320975,16256.7835202
Ses01F_impro05_M000,3186.9140625,161.772287437,130642.614451
Ses01F_impro05_M001,689.0625,157.065716912,20570.8682578
Ses01F_impro05_M002,516.796875,77.394701087,9922.98032476
Ses01F_impro05_M003,775.1953125,124.518087636,20702.5150225
Ses01F_impro05_M004,1033.59375,169.986979167,24842.1054416
Ses01F_impro05_M005,2497.8515625,127.415403107,33078.0623519
Ses01F_impro05_M006,775.1953125,47.6310483871,10107.4483119
Ses01F_impro05_M007,2411.71875,103.100151761,39861.2416221
Ses01F_impro05_M008,430.6640625,63.7458700441,8551.79663478
Ses01F_impro05_M009,3186.9140625,132.203851744,25979.8221153
Ses01F_impro05_M010,2583.984375,102.84009461,29279.6329408
Ses01F_impro05_M011,3359.1796875,142.954656077,84443.1459835
Ses01F_impro05_M012,2756.25,146.475858467,62287.3774624
Ses01F_impro05_M013,516.796875,137.138835545,18038.5698132
Ses01F_impro05_M014,430.6640625,172.741496892,21272.6412861
Ses01F_impro05_M015,689.0625,71.9677345822,6214.59940808
Ses01F_impro05_M016,2497.8515625,112.583705357,17036.4037339
Ses01F_impro05_M017,3617.578125,124.94108847,109006.168347
Ses01F_impro05_M018,1722.65625,171.384470908,33583.3275542
Ses01F_impro05_M019,1033.59375,262.006094568,30594.6433165
Ses01F_impro05_M020,861.328125,203.397966867,26739.777659
Ses01F_impro05_M021,3100.78125,205.895169323,69141.3364288
Ses01F_impro05_M022,1981.0546875,244.456075764,31856.1592125
Ses01F_impro05_M023,2756.25,226.417031763,89214.2715345
Ses01F_impro05_M024,1808.7890625,163.958399429,34991.7004262
Ses01F_impro05_M025,602.9296875,183.347039474,18966.6701552
Ses01F_impro05_M026,2583.984375,170.106306581,21838.6144703
Ses01F_impro05_M027,516.796875,145.172205106,13023.9289868
Ses01F_impro05_M028,775.1953125,119.51619379,17583.6223484
Ses01F_impro05_M029,2497.8515625,141.496301375,30938.7630007
Ses01F_impro05_M030,2583.984375,141.982180322,81044.291541
Ses01F_impro05_M031,1808.7890625,109.485722931,48330.3093882
Ses01F_impro05_M032,430.6640625,76.8569711538,10909.0918005
Ses01F_impro05_M033,2153.3203125,130.698529412,19130.487937
Ses01F_impro05_M034,2497.8515625,118.657749077,25925.6132826
Ses01F_impro05_M035,1722.65625,62.5228029822,9403.42449338
Ses01F_impro06_F000,258.3984375,38.6676996734,3315.61460587
Ses01F_impro06_F001,172.265625,60.458608774,3620.94760294
Ses01F_impro06_F002,172.265625,34.9777918782,2467.15517247
Ses01F_impro06_F003,172.265625,23.8681287651,2290.59633833
Ses01F_impro06_F004,258.3984375,29.4112042683,2934.88567745
Ses01F_impro06_F005,4134.375,61.7886882485,42516.723447
Ses01F_impro06_F006,3617.578125,73.9917511636,24092.1457376
Ses01F_impro06_F007,516.796875,63.5434262387,6366.46201709
Ses01F_impro06_F008,516.796875,55.381032916,4687.38920412
Ses01F_impro06_F009,430.6640625,64.2130576822,6076.63837484
Ses01F_impro06_F010,2670.1171875,47.7334104938,22288.231253
Ses01F_impro06_F011,3531.4453125,74.7947352707,35272.4904084
Ses01F_impro06_F012,3445.3125,116.406075769,89645.259459
Ses01F_impro06_F013,258.3984375,44.6447562173,3172.85917035
Ses01F_impro06_F014,258.3984375,53.4856980847,3720.52810691
Ses01F_impro06_F015,516.796875,37.7409904234,4219.53638684
Ses01F_impro06_F016,2497.8515625,64.7130614463,20570.422017
Ses01F_impro06_F017,430.6640625,42.4119015957,4267.10815222
Ses01F_impro06_F018,3014.6484375,58.3480342742,20188.9715366
Ses01F_impro06_F019,172.265625,34.1202445652,2133.08063933
Ses01F_impro06_F020,3359.1796875,65.5536120451,18010.1758358
Ses01F_impro06_F021,3531.4453125,74.249559063,34014.8968734
Ses01F_impro06_F022,2842.3828125,67.5854532015,18172.8925681
Ses01F_impro06_F023,344.53125,31.5078280318,2458.57598756
Ses01F_impro06_F024,2411.71875,35.6721740864,9012.34444148
Ses01F_impro06_F025,3359.1796875,101.482494457,62549.0081417
Ses01F_impro06_F026,3875.9765625,127.152186643,163193.806699
Ses01F_impro06_F027,344.53125,37.9117398649,2458.31831604
Ses01F_impro06_F028,3445.3125,112.438686573,67037.45789
Ses01F_impro06_M000,689.0625,33.6949877751,3725.90660641
Ses01F_impro06_M001,1722.65625,61.1091899158,19549.051093
Ses01F_impro06_M002,172.265625,38.9763006285,2418.23252546
Ses01F_impro06_M003,430.6640625,51.26953125,3848.21891785
Ses01F_impro06_M004,344.53125,46.7428067835,3288.78213649
Ses01F_impro06_M005,1722.65625,73.295710637,42743.3350233
Ses01F_impro06_M006,172.265625,43.9925655242,2172.94838873
Ses01F_impro06_M007,258.3984375,30.5892231308,2531.05708674
Ses01F_impro06_M008,344.53125,45.2114762931,2702.85671021
Ses01F_impro06_M009,172.265625,43.06640625,3002.87246704
Ses01F_impro06_M010,344.53125,55.6818181818,3643.95456866
Ses01F_impro06_M011,344.53125,35.6627383475,2985.48180356
Ses01F_impro06_M012,344.53125,35.1732063907,2842.02657325
Ses01F_impro06_M013,2497.8515625,62.5965207122,21141.8992407
Ses01F_impro06_M014,258.3984375,79.7526041667,5088.38229709
Ses01F_impro06_M015,258.3984375,40.2423796107,2698.08497041
Ses01F_impro06_M016,1722.65625,48.9095869975,28662.6841448
Ses01F_impro06_M017,258.3984375,67.8149745475,3659.22832999
Ses01F_impro07_F000,1636.5234375,280.84076259,67313.1473606
Ses01F_impro07_F001,1205.859375,226.015685189,21265.0976172
Ses01F_impro07_F002,3617.578125,210.464152884,73957.7420013
Ses01F_impro07_F003,1378.125,290.589488636,36357.7951479
Ses01F_impro07_F004,3445.3125,184.5703125,119766.400789
Ses01F_impro07_F005,1808.7890625,328.999103484,61379.8962034
Ses01F_impro07_F006,3014.6484375,235.374328988,41089.6377997
Ses01F_impro07_F007,3789.84375,153.211573551,35407.3249693
Ses01F_impro07_F008,3359.1796875,171.697091584,47663.2086869
Ses01F_impro07_F009,3273.046875,129.805787852,126094.152938
Ses01F_impro07_F010,1291.9921875,198.614270174,59454.8719324
Ses01F_impro07_F011,3531.4453125,191.304127763,125136.170833
Ses01F_impro07_F012,1894.921875,192.684030143,29824.5509608
Ses01F_impro07_F013,1291.9921875,203.978596009,50629.2326444
Ses01F_impro07_F014,689.0625,153.446151426,19069.856003
Ses01F_impro07_F015,1378.125,211.264648438,40787.1940374
Ses01F_impro07_F016,3445.3125,148.657161804,32909.511206
Ses01F_impro07_M000,1291.9921875,216.475387168,67047.4732123
Ses01F_impro07_M001,1378.125,253.258504747,52254.4180417
Ses01F_impro07_M002,1205.859375,249.865155766,27328.7361594
Ses01F_impro07_M003,775.1953125,193.378440211,22374.0873198
Ses01F_impro07_M004,1464.2578125,164.927738337,17944.0422782
Ses01F_impro07_M005,3703.7109375,296.377328726,227513.041775
Ses01F_impro07_M006,1205.859375,200.93623815,37512.2530353
Ses01F_impro07_M007,1291.9921875,197.523183714,21989.9086391
Ses01F_impro07_M008,516.796875,150.071894172,16985.0013391
Ses01F_impro07_M009,430.6640625,128.543385152,7766.77882399
Ses01F_impro07_M010,516.796875,128.529792746,18690.8542029
Ses01F_impro07_M011,430.6640625,57.0561305732,5439.31449653
Ses01F_impro07_M012,2411.71875,111.895059122,62029.0272169
Ses01F_impro07_M013,3273.046875,221.419952552,149379.194014
Ses01F_impro07_M014,1981.0546875,184.356824231,59333.4124297
Ses01F_impro07_M015,2497.8515625,188.395120593,67499.523341
Ses01F_impro07_M016,1205.859375,96.5840742678,13766.2148135
Ses01F_impro07_M017,689.0625,130.937324832,10335.1456988
Ses01F_impro07_M018,2497.8515625,132.589706344,40540.5974384
Ses01F_impro07_M019,1550.390625,124.192716258,17877.5099131
Ses01F_script01_1_F000,344.53125,42.8444144652,3154.87888772
Ses01F_script01_1_F001,3186.9140625,77.7722911964,77350.8606047
Ses01F_script01_1_F002,2928.515625,95.8638478053,53592.9450963
Ses01F_script01_1_F003,172.265625,47.6229202218,3758.29982661
Ses01F_script01_1_F004,344.53125,51.1587979212,4160.70043547
Ses01F_script01_1_F005,344.53125,50.5925743325,3958.9055556
Ses01F_script01_1_F006,344.53125,50.9608443554,4158.46821259
Ses01F_script01_1_F007,516.796875,56.1114172718,7656.57253472
Ses01F_script01_1_F008,258.3984375,49.925546671,3860.9294388
Ses01F_script01_1_F009,430.6640625,48.3552631579,3797.66892198
Ses01F_script01_1_F010,344.53125,70.8411175272,4523.91212965
Ses01F_script01_1_F011,861.328125,88.9212848471,11867.739955
Ses01F_script01_1_F012,3445.3125,110.320794092,58704.8557168
Ses01F_script01_1_F013,2497.8515625,186.678978705,37754.0903271
Ses01F_script01_1_F014,516.796875,51.392578125,7324.8067131
Ses01F_script01_1_F015,2583.984375,98.1084976604,64206.2790784
Ses01F_script01_1_F016,3445.3125,104.17294982,41354.234679
Ses01F_script01_1_F017,861.328125,109.899750389,14165.1126414
Ses01F_script01_1_F018,2411.71875,152.217470366,111797.690723
Ses01F_script01_1_F019,2670.1171875,83.1281795058,34411.0383931
Ses01F_script01_1_F020,1205.859375,234.520034035,27097.5227382
Ses01F_script01_1_F021,3703.7109375,160.147819245,63212.9630057
Ses01F_script01_1_F022,2756.25,156.539533606,32348.4579285
Ses01F_script01_1_F023,1205.859375,174.115733144,27671.2318761
Ses01F_script01_1_F024,2928.515625,104.951746324,67537.7809465
Ses01F_script01_1_F025,2842.3828125,196.282003012,54126.1433482
Ses01F_script01_1_F026,1378.125,89.3163661448,12024.5682663
Ses01F_script01_1_F027,3014.6484375,95.2958776596,29394.1736502
Ses01F_script01_1_F028,3531.4453125,94.2174808213,32422.2874704
Ses01F_script01_1_F029,3617.578125,180.664809393,61961.3482614
Ses01F_script01_1_F030,689.0625,67.2314453125,10626.7747641
Ses01F_script01_1_F031,1205.859375,57.8092063659,8768.4798494
Ses01F_script01_1_F032,430.6640625,72.7803459334,6252.47139968
Ses01F_script01_1_F033,1033.59375,107.603600543,16806.6739434
Ses01F_script01_1_F034,2583.984375,59.1848273026,23113.9483941
Ses01F_script01_1_F035,1464.2578125,104.624602754,25686.9402619
Ses01F_script01_1_F036,1291.9921875,140.053353659,40580.3724898
Ses01F_script01_1_F037,1550.390625,236.517122546,44616.9197794
Ses01F_script01_1_F038,3014.6484375,252.475264148,76364.308088
Ses01F_script01_1_F039,1205.859375,71.3708550671,7245.17170319
Ses01F_script01_1_F040,516.796875,54.345703125,5224.95603561
Ses01F_script01_1_F041,2756.25,209.270311221,76941.5313145
Ses01F_script01_1_F042,4048.2421875,151.350868962,139474.938029
Ses01F_script01_1_F043,2842.3828125,57.6212565104,23246.8708191
Ses01F_script01_1_F044,344.53125,41.1416506634,3923.31831383
Ses01F_script01_1_M000,3100.78125,66.7474224744,56887.9500614
Ses01F_script01_1_M001,430.6640625,50.4845432117,5065.40548032
Ses01F_script01_1_M002,2928.515625,70.5562567012,14759.4858987
Ses01F_script01_1_M003,430.6640625,41.0332282725,3569.97430291
Ses01F_script01_1_M004,3359.1796875,42.2927582335,35705.4484241
Ses01F_script01_1_M005,2325.5859375,65.4915171967,10921.7219525
Ses01F_script01_1_M006,1636.5234375,74.7995476974,10472.7195676
Ses01F_script01_1_M007,516.796875,64.4232683121,6718.03816564
Ses01F_script01_1_M008,3445.3125,70.6598521707,25630.349668
Ses01F_script01_1_M009,3186.9140625,90.1527378603,23274.0749249
Ses01F_script01_1_M010,3703.7109375,105.624641628,187156.179431
Ses01F_script01_1_M011,3703.7109375,73.2631626946,79507.7473438
Ses01F_script01_1_M012,430.6640625,35.8586395136,2951.29010454
Ses01F_script01_1_M013,602.9296875,79.7936910649,11821.8036667
Ses01F_script01_1_M014,172.265625,40.7997532895,2810.72566587
Ses01F_script01_1_M015,344.53125,42.86034689,3345.54455355
Ses01F_script01_1_M016,2325.5859375,71.3019971026,34270.3826444
Ses01F_script01_1_M017,2325.5859375,111.479798195,68573.2834401
Ses01F_script01_1_M018,430.6640625,77.855785473,12095.7500383
Ses01F_script01_1_M019,2670.1171875,142.613345287,49431.1629851
Ses01F_script01_1_M020,2153.3203125,228.187674907,81082.3375649
Ses01F_script01_1_M021,3100.78125,124.70427649,61572.5639735
Ses01F_script01_1_M022,430.6640625,71.1646103277,9750.70253538
Ses01F_script01_1_M023,2842.3828125,70.1711374563,32092.4981895
Ses01F_script01_1_M024,3014.6484375,85.7088610029,46691.7846438
Ses01F_script01_1_M025,2325.5859375,96.5594161184,35332.6185031
Ses01F_script01_1_M026,2670.1171875,94.5223721591,40877.8762029
Ses01F_script01_1_M027,430.6640625,62.7306898585,4155.61881957
Ses01F_script01_1_M028,861.328125,136.799172794,18431.63487
Ses01F_script01_1_M029,2756.25,100.784976153,45890.7658813
Ses01F_script01_1_M030,516.796875,117.842281332,16447.2357265
Ses01F_script01_1_M031,258.3984375,48.2044807484,3534.170868
Ses01F_script01_1_M032,3445.3125,121.77177785,42853.1441354
Ses01F_script01_1_M033,3273.046875,63.1475856349,29998.6441438
Ses01F_script01_1_M034,2756.25,78.5687411473,36595.7430758
Ses01F_script01_1_M035,3531.4453125,112.535332915,139987.881433
Ses01F_script01_1_M036,775.1953125,159.154499207,25958.8025545
Ses01F_script01_1_M037,1119.7265625,139.006420173,24174.2688069
Ses01F_script01_1_M038,3359.1796875,116.647200848,60538.5502637
Ses01F_script01_1_M039,258.3984375,44.1232505752,2627.34470721
Ses01F_script01_1_M040,2583.984375,46.1279991114,19073.9774499
Ses01F_script01_1_M041,3531.4453125,172.265625,161537.070602
