session,max(silence_ratio(silence_ratio)),mean(silence_ratio(silence_ratio)),var(silence_ratio(silence_ratio))
Ses01F_impro02_M000,0.490234375,0.32436670207216767,0.012768799356958288
Ses01F_impro02_M001,0.78076171875,0.44616853622025676,0.05445734937643483
Ses01F_impro02_M002,0.90283203125,0.616916332477375,0.06174853407113505
Ses01F_impro02_M003,0.79052734375,0.39582579896937164,0.06278243091965369
Ses01F_impro02_M004,0.75927734375,0.4706206050128385,0.05061712796134888
Ses01F_impro02_M005,0.80908203125,0.32759591757674145,0.05860784470276483
Ses01F_impro02_M006,0.669921875,0.4065503075595312,0.03201641876150142
Ses01F_impro02_M007,0.3994140625,0.2761342591033207,0.00876288865798581
Ses01F_impro02_M008,0.349609375,0.25016321923387264,0.005814150714127024
Ses01F_impro02_M009,0.56591796875,0.3758891568168302,0.020630804490558225
Ses01F_impro02_M010,0.35498046875,0.24876633626460565,0.008139308603632973
Ses01F_impro02_M011,0.26171875,0.18853627606105733,0.0022161360468186037
Ses01F_impro02_M012,0.79345703125,0.4172470806502394,0.04952560757753208
Ses01F_impro02_M013,0.86376953125,0.5616906571061644,0.06446845054089587
Ses01F_impro02_M014,0.658203125,0.3447882662729851,0.02722264577038204
Ses01F_impro02_M015,0.58544921875,0.31799749093716434,0.019336301694219463
Ses01F_impro02_M016,0.45947265625,0.24654354080146876,0.010567630150004444
Ses01F_impro03_F000,0.998046875,0.4531430844907407,0.10348883904874408
Ses01F_impro03_F001,1.0,0.5677024537733873,0.12193328436020308
Ses01F_impro03_F002,1.0,0.43653564453125,0.10292490109801292
Ses01F_impro03_F003,0.99951171875,0.4765678938587495,0.10297403885402909
Ses01F_impro03_F004,0.9990234375,0.33332604666981125,0.05537755602213244
Ses01F_impro03_F005,0.98486328125,0.506333346401688,0.0599057796905844
Ses01F_impro03_F006,1.0,0.37293372604723707,0.0707056598420367
Ses01F_impro03_F007,1.0,0.5918322576992754,0.08630763840910718
Ses01F_impro03_F008,0.97607421875,0.4770369231568736,0.07434450672432157
Ses01F_impro03_F009,1.0,0.4225886418269231,0.10747585353061291
Ses01F_impro03_F010,1.0,0.42791015625,0.09244150886535643
Ses01F_impro03_F011,1.0,0.4943181818181818,0.09825898399037762
Ses01F_impro03_F012,1.0,0.6848772321428571,0.10468075732795558
Ses01F_impro03_F013,1.0,0.532037353515625,0.07575237449258565
Ses01F_impro03_F014,1.0,0.5376744645365169,0.0946874452380727
Ses01F_impro03_F015,1.0,0.48144638097884546,0.08391576618496902
Ses01F_impro03_F016,0.99853515625,0.47976345950610016,0.12118783537887573
Ses01F_impro03_F017,1.0,0.5740489130434783,0.1033741932059506
Ses01F_impro03_F018,1.0,0.6409505208333334,0.09138869179619685
Ses01F_impro03_F019,0.59912109375,0.3450161518249626,0.030047318516073066
Ses01F_impro03_F020,1.0,0.5691294224068615,0.11741333933614417
Ses01F_impro03_F021,0.9931640625,0.4727473411239496,0.06385794544832812
Ses01F_impro03_F022,0.9228515625,0.458983085996817,0.06409934665227665
Ses01F_impro03_F023,0.24658203125,0.16485933539002454,0.0032521033995654685
Ses01F_impro03_F024,1.0,0.5136911591618771,0.12078472454182212
Ses01F_impro03_F025,0.89599609375,0.3176780936930783,0.055670204205503365
Ses01F_impro03_F026,1.0,0.5582518780433111,0.11477151401997147
Ses01F_impro03_M000,1.0,0.7923341872780706,0.07191745929175955
Ses01F_impro03_M001,0.99951171875,0.5505362428264853,0.12910658136314365
Ses01F_impro03_M002,1.0,0.6265510110294118,0.10961904437759208
Ses01F_impro03_M003,1.0,0.5248078377016129,0.139511453249452
Ses01F_impro03_M004,0.87109375,0.3962314071714279,0.03922326114051573
Ses01F_impro03_M005,0.93017578125,0.4844637784090909,0.064804417122574
Ses01F_impro03_M006,0.99853515625,0.49960615050117924,0.1267187885592611
Ses01F_impro03_M007,0.9990234375,0.42416804840285455,0.0696206961724607
Ses01F_impro03_M008,0.876953125,0.4643031612907772,0.06384090207449529
Ses01F_impro03_M009,0.99658203125,0.4063482403184809,0.10792809310989317
Ses01F_impro03_M010,1.0,0.4133821139519476,0.07438382242875931
Ses01F_impro03_M011,1.0,0.3792995432035519,0.09498044614305763
Ses01F_impro03_M012,1.0,0.48690445696721313,0.13293540288734998
Ses01F_impro03_M013,0.99951171875,0.3896033789456568,0.1013094599346097
Ses01F_impro03_M014,0.99951171875,0.497414212029264,0.07960602034573958
Ses01F_impro03_M015,0.99951171875,0.4152426538170415,0.0775395553595684
Ses01F_impro03_M016,0.997564935064935,0.5705219898683905,0.12902382078721267
Ses01F_impro03_M017,1.0,0.5563125376666194,0.11130137094539057
Ses01F_impro03_M018,0.462890625,0.2708197238089451,0.02006262472914788
Ses01F_impro03_M019,0.90283203125,0.40009459191050156,0.06258410001165812
Ses01F_impro03_M020,0.99951171875,0.4693889060215643,0.0716123840027634
Ses01F_impro03_M021,0.9560546875,0.48641625381097564,0.07252660974869055
Ses01F_impro03_M022,0.99755859375,0.6631401209677419,0.10203138506410026
Ses01F_impro03_M023,1.0,0.728258634868421,0.08337726179142298
Ses01F_impro03_M024,0.986328125,0.5759619701103155,0.09954643756397841
Ses01F_impro04_F000,1.0,0.6667475074867095,0.09392825344629102
Ses01F_impro04_F001,1.0,0.71385094109015,0.07019216020931995
Ses01F_impro04_F002,1.0,0.6197026570638021,0.10767241644336739
Ses01F_impro04_F003,0.9462890625,0.6799162612539512,0.09924602002750006
Ses01F_impro04_F004,0.63232421875,0.3869453625801282,0.03603395808299539
Ses01F_impro04_F005,0.70947265625,0.5606253525394844,0.024405722250492735
Ses01F_impro04_F006,1.0,0.50582412864654,0.14718528815225582
Ses01F_impro04_F007,1.0,0.5426832932692308,0.0852257867395525
Ses01F_impro04_F008,1.0,0.67890625,0.14776979446411134
Ses01F_impro04_F009,0.8427734375,0.5438039255127156,0.0679809783180179
Ses01F_impro04_F010,1.0,0.6770260989010989,0.08617045467364273
Ses01F_impro04_F011,1.0,0.61909881657692,0.0990681347792812
Ses01F_impro04_F012,0.97509765625,0.7737905649038461,0.09552947429510264
Ses01F_impro04_F013,1.0,0.6972508285984849,0.08310714613088675
Ses01F_impro04_F014,0.65283203125,0.3321762327677624,0.016981711710296686
Ses01F_impro04_F015,1.0,0.5564537508284032,0.0782753241184701
Ses01F_impro04_F016,1.0,0.5584891183035714,0.14175156792815852
Ses01F_impro04_F017,1.0,0.6175209603658537,0.11514016406157411
Ses01F_impro04_F018,1.0,0.6130038174715909,0.08654391654759398
Ses01F_impro04_F019,1.0,0.6361394878946816,0.08647877174609818
Ses01F_impro04_F020,1.0,0.7075863047542735,0.054107241777203684
Ses01F_impro04_F021,0.6640625,0.30029518999444366,0.01740488672667936
Ses01F_impro04_F022,0.4697265625,0.2994972511574074,0.010582873523644131
Ses01F_impro04_F023,0.9873046875,0.5056211796690887,0.06583761662380758
Ses01F_impro04_F024,0.8203125,0.4354818339799547,0.06348704386214486
Ses01F_impro04_F025,0.96533203125,0.6526606173909079,0.09921112898279018
Ses01F_impro04_F026,0.99267578125,0.5074739989670018,0.07955481436982076
Ses01F_impro04_F027,0.8271484375,0.5357964854812491,0.04930252360073431
Ses01F_impro04_F028,1.0,0.6649112702698726,0.08419639950505882
Ses01F_impro04_F029,1.0,0.7784199617346939,0.1052769639500972
Ses01F_impro04_F030,1.0,0.6333306760204082,0.116629176316585
Ses01F_impro04_F031,1.0,0.5452070476628151,0.08444735794011488
Ses01F_impro04_F032,0.98681640625,0.49969668956058166,0.058173744024785035
Ses01F_impro04_F033,1.0,0.6914545415521978,0.09009518494944026
Ses01F_impro04_M000,0.85302734375,0.5506422500351118,0.05309344394682492
Ses01F_impro04_M001,0.62890625,0.3624940976991758,0.03350500571182162
Ses01F_impro04_M002,0.61474609375,0.3297946707167171,0.041661257734374256
Ses01F_impro04_M003,0.412109375,0.20367916046626983,0.009114034457001286
Ses01F_impro04_M004,0.9453968253968253,0.4927786776964837,0.06968085638453556
Ses01F_impro04_M005,0.822265625,0.4018233449835526,0.0665786179676001
Ses01F_impro04_M006,0.86279296875,0.5387527733092446,0.06807047093173557
Ses01F_impro04_M007,0.85400390625,0.4936629216802064,0.0844298761072942
Ses01F_impro04_M008,0.69775390625,0.4413440336690458,0.03435890105559818
Ses01F_impro04_M009,0.9366466411796832,0.32410266197999227,0.05492969005620353
Ses01F_impro04_M010,0.4248046875,0.31289743822674415,0.004110918455183311
Ses01F_impro04_M011,0.78955078125,0.3181780563848228,0.05297591197576759
Ses01F_impro04_M012,0.99169921875,0.6981725855866057,0.09042614202091846
Ses01F_impro04_M013,0.85498046875,0.5160134817587038,0.06904614508195321
Ses01F_impro04_M014,0.99658203125,0.44897711813340163,0.11573095182254514
Ses01F_impro04_M015,0.99560546875,0.3852533945614593,0.0711353871476293
Ses01F_impro04_M016,0.9716796875,0.5500270930383023,0.0816393650425987
Ses01F_impro04_M017,0.96826171875,0.344481398029451,0.07800285524276382
Ses01F_impro04_M018,0.9716796875,0.5148202894568552,0.10746927958787086
Ses01F_impro04_M019,0.77490234375,0.3125618143284575,0.04043502661344314
Ses01F_impro04_M020,0.71533203125,0.28542564655172414,0.035682375450905385
Ses01F_impro04_M021,0.96875,0.4019348047186503,0.06503139631642922
Ses01F_impro04_M022,0.6748046875,0.400496125125502,0.03374713964636994
Ses01F_impro04_M023,0.7275390625,0.41694067254528366,0.048063327434368405
Ses01F_impro04_M024,0.5068359375,0.23518951227431129,0.017430494490727186
Ses01F_impro04_M025,0.66259765625,0.3954978475765306,0.03077249614361275
Ses01F_impro04_M026,0.79931640625,0.45016012105855857,0.058870003581598544
Ses01F_impro04_M027,0.83251953125,0.4275767655971148,0.04877797105001389
Ses01F_impro04_M028,0.345703125,0.21605785028686456,0.005956679902472877
Ses01F_impro04_M029,0.89990234375,0.40337056210198646,0.08520179851245345
Ses01F_impro04_M030,0.96044921875,0.4751270399535565,0.0831494027646358
Ses01F_impro04_M031,0.55419921875,0.27283545718604313,0.020763334877241968
Ses01F_impro04_M032,0.92822265625,0.5217750186011905,0.07272954281765857
Ses01F_impro04_M033,0.35009765625,0.14997122930054374,0.007874902439946475
Ses01F_impro04_M034,0.73046875,0.2941327022707231,0.027347303521844547
Ses01F_impro04_M035,0.76806640625,0.30724701752533784,0.03478284589458272
Ses01F_impro04_M036,0.619140625,0.40161996977763187,0.025150862337105402
Ses01F_impro05_F000,0.9847074468085106,0.48114195478723404,0.07425828340817346
Ses01F_impro05_F001,0.9675738274464389,0.32877477098953234,0.054469673822450486
Ses01F_impro05_F002,1.0,0.5811396059782609,0.15318291399113848
Ses01F_impro05_F003,0.99169921875,0.44715345636016457,0.07112650576103313
Ses01F_impro05_F004,1.0,0.4995125620472647,0.07398418482421891
Ses01F_impro05_F005,1.0,0.7575461647727273,0.08753294787131062
Ses01F_impro05_F006,0.9169921875,0.6028964199862638,0.10690467163871817
Ses01F_impro05_F007,0.97412109375,0.6640718500664893,0.05359964638287364
Ses01F_impro05_F008,1.0,0.7010535037878788,0.08929729505456621
Ses01F_impro05_F009,1.0,0.579332853618421,0.10196854026914194
Ses01F_impro05_F010,1.0,0.7926382211538462,0.10555680427325549
Ses01F_impro05_F011,1.0,0.6662409855769231,0.12306288995686367
Ses01F_impro05_F012,1.0,0.5859560423259493,0.0575217080601437
Ses01F_impro05_F013,1.0,0.5641563265931373,0.15223373224624345
Ses01F_impro05_F014,1.0,0.5119931259962031,0.1337469851624085
Ses01F_impro05_F015,1.0,0.45949686854338845,0.08880387594380525
Ses01F_impro05_F016,1.0,0.463313268442623,0.11247808322634818
Ses01F_impro05_F017,1.0,0.4222689693921233,0.09424286965335996
Ses01F_impro05_F018,1.0,0.44706926835833083,0.11308778680070301
Ses01F_impro05_F019,1.0,0.5051887236445783,0.12940873703809172
Ses01F_impro05_F020,1.0,0.4093245299257751,0.08636834337176363
Ses01F_impro05_F021,1.0,0.5780722128378378,0.1016614602550788
Ses01F_impro05_F022,1.0,0.5435509314903846,0.09881638598865307
Ses01F_impro05_F023,1.0,0.6103683997844828,0.13698749678313518
Ses01F_impro05_F024,1.0,0.7996186755952381,0.09140186028685969
Ses01F_impro05_F025,1.0,0.5478515625,0.155316432317098
Ses01F_impro05_F026,1.0,0.6573751698369565,0.11960252336383093
Ses01F_impro05_F027,0.97216796875,0.4396309558256173,0.0849147705729461
Ses01F_impro05_F028,0.92724609375,0.5572128944571615,0.09118659832880148
Ses01F_impro05_F029,1.0,0.5932141325000699,0.06701398376486427
Ses01F_impro05_F030,1.0,0.5850566789215687,0.1023556767221324
Ses01F_impro05_M000,0.80908203125,0.38746382421196435,0.07515361765363483
Ses01F_impro05_M001,0.7998046875,0.2769885764591768,0.031196494234487723
Ses01F_impro05_M002,0.91748046875,0.4980321900066845,0.083998820119053
Ses01F_impro05_M003,0.9169921875,0.49041542621255624,0.06972122973630537
Ses01F_impro05_M004,0.39013671875,0.14583824068257958,0.006329916789143102
Ses01F_impro05_M005,0.94775390625,0.4937279677265763,0.05175811038540121
Ses01F_impro05_M006,0.7255859375,0.4879241972340931,0.020034907211984063
Ses01F_impro05_M007,0.96337890625,0.5272404669865608,0.09304435526049742
Ses01F_impro05_M008,0.73681640625,0.4696302648260719,0.04931146870223223
Ses01F_impro05_M009,0.99658203125,0.36030458257020753,0.06431050293496354
Ses01F_impro05_M010,0.994140625,0.43063108295470465,0.10429560036746088
Ses01F_impro05_M011,0.9990234375,0.4455060517178226,0.08901123855692636
Ses01F_impro05_M012,0.98828125,0.471681285737377,0.07505136179615605
Ses01F_impro05_M013,0.94873046875,0.3966713157249408,0.09471004846197606
Ses01F_impro05_M014,1.0,0.42497361526632477,0.1363447708681434
Ses01F_impro05_M015,0.953125,0.5015584767583684,0.08929180887900906
Ses01F_impro05_M016,1.0,0.45128264718570416,0.09178094468488215
Ses01F_impro05_M017,1.0,0.6033183396464646,0.10959315020239435
Ses01F_impro05_M018,0.9775390625,0.32289995577688524,0.055250664798116356
Ses01F_impro05_M019,0.958984375,0.39499697409912415,0.0723365213058586
Ses01F_impro05_M020,0.99755859375,0.4154793722587719,0.11221607673935023
Ses01F_impro05_M021,1.0,0.5306646732185809,0.07406422346132802
Ses01F_impro05_M022,0.81298828125,0.2807580675940927,0.030805613167549276
Ses01F_impro05_M023,0.9638671875,0.2985196270172627,0.051352171081096694
Ses01F_impro05_M024,1.0,0.6086405265231092,0.0808882378949325
Ses01F_impro05_M025,0.6708984375,0.24674186801016487,0.019833822279910245
Ses01F_impro05_M026,0.99169921875,0.4241223905132789,0.06681858845157458
Ses01F_impro05_M027,0.982421875,0.3979604718316789,0.0684049118291885
Ses01F_impro05_M028,0.99658203125,0.4510423011150675,0.10430387660333047
Ses01F_impro05_M029,1.0,0.5947035165654344,0.09208992378725618
Ses01F_impro05_M030,1.0,0.5540636586205039,0.09547719325896822
Ses01F_impro05_M031,1.0,0.6078092805631868,0.08565365627442216
Ses01F_impro05_M032,1.0,0.6649491831484386,0.08953413345173081
Ses01F_impro05_M033,0.970703125,0.3309014840243989,0.05806196248744206
Ses01F_impro05_M034,0.984375,0.42943325481505296,0.07702458511628342
Ses01F_impro05_M035,0.84814453125,0.470117343812525,0.042121427648288044
Ses01F_impro06_F000,0.67626953125,0.4800032730940934,0.023024453233728204
Ses01F_impro06_F001,0.53857421875,0.3409426510989011,0.02267685097177425
Ses01F_impro06_F002,0.3213665315576144,0.23527341016906725,0.007120800589280632
Ses01F_impro06_F003,0.390625,0.2920607182017544,0.007501604821946886
Ses01F_impro06_F004,0.3798828125,0.25954432794225146,0.003786845240399392
Ses01F_impro06_F005,0.79931640625,0.44790104940155556,0.05594282347643541
Ses01F_impro06_F006,0.970703125,0.5835446154412155,0.07631687752728233
Ses01F_impro06_F007,0.92822265625,0.5601058467741935,0.06478867384447143
Ses01F_impro06_F008,0.89306640625,0.516681312596302,0.04630566860840277
Ses01F_impro06_F009,0.7734375,0.423253244421276,0.034396484666764045
Ses01F_impro06_F010,0.56494140625,0.3916498372711876,0.013909813458980083
Ses01F_impro06_F011,0.880859375,0.5123815008544063,0.05492604924663286
Ses01F_impro06_F012,1.0,0.7137904575892857,0.08627781960428978
Ses01F_impro06_F013,0.33349609375,0.23556667225969094,0.008408500107832735
Ses01F_impro06_F014,0.57861328125,0.3405151929723502,0.02121612183106814
Ses01F_impro06_F015,0.48876953125,0.3602678605064092,0.009754207674204277
Ses01F_impro06_F016,0.99462890625,0.7031844054736476,0.07463771764264096
Ses01F_impro06_F017,0.71240234375,0.5315361001311685,0.023141271038570898
Ses01F_impro06_F018,0.98681640625,0.68194580078125,0.08381222028817449
Ses01F_impro06_F019,0.24853515625,0.1799130544354839,0.002691223682796546
Ses01F_impro06_F020,0.97412109375,0.5528519970272344,0.08532313984219074
Ses01F_impro06_F021,0.9541015625,0.6305772570521425,0.06430821793664941
Ses01F_impro06_F022,0.81298828125,0.42777607748953345,0.05787145662332574
Ses01F_impro06_F023,0.3935546875,0.2589929970158289,0.007505042548847597
Ses01F_impro06_F024,0.501953125,0.2527543431532924,0.016795800264695106
Ses01F_impro06_F025,0.99658203125,0.6068630030088211,0.07545468348324828
Ses01F_impro06_F026,0.81298828125,0.3864581770488085,0.05609397443949611
Ses01F_impro06_F027,0.2880859375,0.1959469238219104,0.005843815399020586
Ses01F_impro06_F028,1.0,0.7012298248626374,0.08641727027851609
Ses01F_impro06_M000,0.7861328125,0.5479415594362745,0.031172671165891633
Ses01F_impro06_M001,0.65869140625,0.3557310112039278,0.03646301820953543
Ses01F_impro06_M002,0.36962890625,0.23640135995798783,0.0065236114430163175
Ses01F_impro06_M003,0.7939453125,0.4071163122828919,0.044943962345900014
Ses01F_impro06_M004,0.36181640625,0.23481357228089297,0.004034613211446863
Ses01F_impro06_M005,0.5283203125,0.29546810611263735,0.01760379886615681
Ses01F_impro06_M006,0.2421875,0.18047662049310711,0.0031935274234674263
Ses01F_impro06_M007,0.474609375,0.38063025841346154,0.011958723025914478
Ses01F_impro06_M008,0.7705078125,0.4974048542526533,0.06630350848518632
Ses01F_impro06_M009,0.29150390625,0.1849599982977999,0.00669547628242193
Ses01F_impro06_M010,0.60302734375,0.36320363260204136,0.029466180694160553
Ses01F_impro06_M011,0.43115234375,0.278302034592246,0.00962023442008824
Ses01F_impro06_M012,0.49560546875,0.3280596992288611,0.015882528882656406
Ses01F_impro06_M013,0.73974609375,0.3981989581386509,0.03673329440523445
Ses01F_impro06_M014,0.35498046875,0.1499848865327381,0.007646113375957861
Ses01F_impro06_M015,0.626953125,0.42552755711001705,0.024844777501459744
Ses01F_impro06_M016,0.72314453125,0.4310962600357312,0.03356407792176867
Ses01F_impro06_M017,0.80419921875,0.37361940116969844,0.06704314097806471
Ses01F_impro07_F000,1.0,0.45680916730107524,0.10455410026288135
Ses01F_impro07_F001,1.0,0.41487918004530067,0.08505901859702374
Ses01F_impro07_F002,1.0,0.6545294081479218,0.08749674422837098
Ses01F_impro07_F003,0.99951171875,0.5208411970998776,0.09220987045522586
Ses01F_impro07_F004,0.9755859375,0.35659899475705736,0.043171685054377754
Ses01F_impro07_F005,0.76220703125,0.3278329830653021,0.04338925921464755
Ses01F_impro07_F006,1.0,0.6015023883970304,0.09147093012255313
Ses01F_impro07_F007,1.0,0.625041566206888,0.08621137938676889
Ses01F_impro07_F008,1.0,0.634604049176557,0.08900390290740601
Ses01F_impro07_F009,1.0,0.8244649179714989,0.05495485724786942
Ses01F_impro07_F010,1.0,0.7655505164194916,0.0794471547850861
Ses01F_impro07_F011,1.0,0.7296172351371951,0.09851029914167225
Ses01F_impro07_F012,1.0,0.6363753434065934,0.09320321708985997
Ses01F_impro07_F013,1.0,0.7117222377232143,0.08768761310042168
Ses01F_impro07_F014,1.0,0.46129426362487286,0.08241572009125846
Ses01F_impro07_F015,1.0,0.62197265625,0.09750434663560655
Ses01F_impro07_F016,1.0,0.6098667442375887,0.08087270309385308
Ses01F_impro07_M000,1.0,0.530917390298345,0.12848873764237065
Ses01F_impro07_M001,1.0,0.4308163721326423,0.09782294901558072
Ses01F_impro07_M002,1.0,0.4715576171875,0.09983806312084198
Ses01F_impro07_M003,1.0,0.5315387228260869,0.09926412373274168
Ses01F_impro07_M004,1.0,0.5696364239770184,0.08132723173340053
Ses01F_impro07_M005,1.0,0.3951606861989378,0.07626274413419752
Ses01F_impro07_M006,1.0,0.6092104108146067,0.11656402707807254
Ses01F_impro07_M007,1.0,0.4598784110915493,0.09996274817772646
Ses01F_impro07_M008,1.0,0.673108800798015,0.07679757835359366
Ses01F_impro07_M009,1.0,0.3822579444976797,0.08873922383786492
Ses01F_impro07_M010,0.92236328125,0.44120071280715817,0.06957188492142977
Ses01F_impro07_M011,0.48779296875,0.307403679576021,0.01731642199521099
Ses01F_impro07_M012,1.0,0.503616111865942,0.1002409031000039
Ses01F_impro07_M013,0.98828125,0.3628001577368929,0.05196024335965684
Ses01F_impro07_M014,1.0,0.48963147045907446,0.10214909607525713
Ses01F_impro07_M015,1.0,0.62109375,0.0976205075659403
Ses01F_impro07_M016,1.0,0.599847318130982,0.09114568808617352
Ses01F_impro07_M017,0.57421875,0.1303869712408298,0.01236417987136752
Ses01F_impro07_M018,1.0,0.5437749155704144,0.09118749783747335
Ses01F_impro07_M019,1.0,0.7506693025914634,0.06357708654681675
Ses01F_script01_1_F000,0.95556640625,0.6758840417852193,0.07735479038327674
Ses01F_script01_1_F001,0.9814453125,0.704828925060352,0.09568589234801457
Ses01F_script01_1_F002,1.0,0.7101839795524691,0.11441681737889606
Ses01F_script01_1_F003,1.0,0.9309760676396822,0.020757245837191754
Ses01F_script01_1_F004,0.67822265625,0.370735276160041,0.031386531716544146
Ses01F_script01_1_F005,0.689453125,0.4743271748027903,0.03524150038769334
Ses01F_script01_1_F006,0.95263671875,0.604075272658256,0.08453676880439427
Ses01F_script01_1_F007,0.98583984375,0.8202513548704954,0.05575176290195974
Ses01F_script01_1_F008,0.744140625,0.42503472881838905,0.055715660279674756
Ses01F_script01_1_F009,0.954248366013072,0.6689782032604707,0.09338067517698216
Ses01F_script01_1_F010,0.75390625,0.3340598483545465,0.04580662168411959
Ses01F_script01_1_F011,1.0,0.7000944774020524,0.10958865092548316
Ses01F_script01_1_F012,1.0,0.669436276614011,0.10006728145382622
Ses01F_script01_1_F013,1.0,0.5612869876270978,0.09851877432057814
Ses01F_script01_1_F014,0.904296875,0.7425698426478942,0.043251937090202544
Ses01F_script01_1_F015,0.97412109375,0.6718800452069031,0.07880270829158373
Ses01F_script01_1_F016,1.0,0.6765950520833334,0.14835941526624896
Ses01F_script01_1_F017,1.0,0.68798828125,0.09193009535471598
Ses01F_script01_1_F018,0.95361328125,0.44302494798791614,0.06830365448447648
Ses01F_script01_1_F019,1.0,0.7498506058094113,0.07439799764039466
Ses01F_script01_1_F020,0.982421875,0.4111555418494152,0.06733216422292888
Ses01F_script01_1_F021,1.0,0.6491198417467948,0.11545405228775944
Ses01F_script01_1_F022,1.0,0.5684517525337838,0.12204432922875993
Ses01F_script01_1_F023,0.9169921875,0.30921349158653844,0.044295330372082414
Ses01F_script01_1_F024,1.0,0.7125099311440678,0.10477849239249644
Ses01F_script01_1_F025,1.0,0.5205213758680556,0.13790841878932197
Ses01F_script01_1_F026,0.99560546875,0.6010081871033998,0.10450816563238392
Ses01F_script01_1_F027,0.919921875,0.42681614750602165,0.09751509627562516
Ses01F_script01_1_F028,1.0,0.6209368590374988,0.1194196025470577
Ses01F_script01_1_F029,1.0,0.45502909445532014,0.09561600601479606
Ses01F_script01_1_F030,0.66650390625,0.3862355009561192,0.034636339051772554
Ses01F_script01_1_F031,0.8818359375,0.5921459131908351,0.07174368118756717
Ses01F_script01_1_F032,0.99951171875,0.593134222674032,0.14390343873298939
Ses01F_script01_1_F033,1.0,0.656227289244186,0.11850526114938836
Ses01F_script01_1_F034,0.8740234375,0.6160667945335915,0.06733151945090389
Ses01F_script01_1_F035,1.0,0.7376154119318182,0.11630974131182205
Ses01F_script01_1_F036,1.0,0.7394276494565217,0.11828836376139712
