session,max(energy(energy)),mean(energy(energy)),var(energy(energy))
Ses01F_impro02_F001,12622158.0,9356917.08889,8.32402664318e+12
Ses01F_impro02_F002,12643681.0,8184818.21348,9.66400408596e+12
Ses01F_impro02_F003,11952134.0,8042510.31818,9.75681911265e+12
Ses01F_impro02_F004,12140366.0,8405290.45556,9.22654057579e+12
Ses01F_impro02_F005,12107005.0,8411521.28205,8.57601221822e+12
Ses01F_impro02_F006,11960811.0,7088995.4,1.31695446607e+13
Ses01F_impro02_F007,12233305.0,5006922.20833,1.51064522507e+13
Ses01F_impro02_F008,12637579.0,8501683.85,7.49004045657e+12
Ses01F_impro02_F009,13450283.0,8408766.92537,8.93183306834e+12
Ses01F_impro02_F010,12203225.0,8254768.0,5.40522327777e+12
Ses01F_impro02_F011,11676598.0,7924418.67308,9.05511783213e+12
Ses01F_impro02_F012,11643302.0,7687898.31915,9.07133189573e+12
Ses01F_impro02_F013,13284747.0,8105565.83158,1.16369009365e+13
Ses01F_impro02_F014,12728390.0,8154783.35652,1.0728661551e+13
Ses01F_impro02_F015,13628513.0,8541408.30357,8.32908074949e+12
Ses01F_impro02_F016,12901692.0,8844299.70588,9.00688034052e+12
Ses01F_impro02_F017,12168960.0,5570142.30097,1.22933097315e+13
Ses01F_impro02_F018,12353915.0,8341288.70213,8.5049152781e+12
Ses01F_impro02_F019,11754267.0,8361520.51064,7.36148160037e+12
Ses01F_impro02_F020,12541477.0,8620448.6,7.22834849114e+12
Ses01F_impro02_M000,11886016.0,8968040.48936,4.85805482204e+12
Ses01F_impro02_M001,13465491.0,7824246.68889,1.29047955013e+13
Ses01F_impro02_M002,14298176.0,8507437.09278,8.6923550429e+12
Ses01F_impro02_M003,12351060.0,6776257.83838,1.10802868594e+13
Ses01F_impro02_M004,13229922.0,8233896.29412,1.07994292996e+13
Ses01F_impro02_M005,12614500.0,6216829.19481,1.08773814823e+13
Ses01F_impro02_M006,13247382.0,8759936.21296,1.04365606721e+13
Ses01F_impro02_M007,12147949.0,9380592.89831,4.45484877095e+12
Ses01F_impro02_M008,12138773.0,9149291.82927,3.96947066098e+12
Ses01F_impro02_M009,12119830.0,9335721.77193,3.33241044687e+12
Ses01F_impro02_M010,12424082.0,9303896.61538,4.74503424139e+12
Ses01F_impro02_M011,14007604.0,10213103.58,2.5671208189e+12
Ses01F_impro02_M012,12158289.0,7399097.49315,8.36309377178e+12
Ses01F_impro02_M013,12582180.0,8504430.08219,9.77263150828e+12
Ses01F_impro02_M014,12674619.0,7893333.84722,7.12670929747e+12
Ses01F_impro02_M015,11788168.0,6916583.15789,9.57426103074e+12
Ses01F_impro02_M016,12196132.0,7975141.16176,5.86761859093e+12
Ses01F_impro03_F000,12357781.0,4210396.0,1.47220673351e+13
Ses01F_impro03_F001,11858475.0,5547747.15094,1.41714656601e+13
Ses01F_impro03_F002,10950545.0,2504480.775,7.54893384695e+12
Ses01F_impro03_F003,9730318.0,2052320.34722,8.13225171171e+12
Ses01F_impro03_F004,6789743.0,863474.344828,2.26617661731e+12
Ses01F_impro03_F005,5262605.0,1605009.675,2.1383542217e+12
Ses01F_impro03_F006,12062828.0,2880574.30303,1.01551595271e+13
Ses01F_impro03_F007,12154808.0,4271355.63768,1.1657848402e+13
Ses01F_impro03_F008,8579764.0,3209121.65854,5.20988416068e+12
Ses01F_impro03_F009,10811959.0,3313298.65385,1.44899946863e+13
Ses01F_impro03_F010,11580821.0,3062020.82,1.17123642377e+13
Ses01F_impro03_F011,10921401.0,4177804.42424,1.05860456531e+13
Ses01F_impro03_F012,12068138.0,4944779.08571,1.92919788825e+13
Ses01F_impro03_F013,10842310.0,3116663.15,8.55293858202e+12
Ses01F_impro03_F014,11192079.0,3280087.05618,1.31120479611e+13
Ses01F_impro03_F015,11110004.0,2656282.83099,7.37244956495e+12
Ses01F_impro03_F016,12892714.0,4974691.875,1.5501460187e+13
Ses01F_impro03_F017,12620644.0,6008930.84783,1.30097390763e+13
Ses01F_impro03_F018,12111862.0,5789056.62222,1.39299056438e+13
Ses01F_impro03_F019,11785590.0,7863530.31818,9.28447816028e+12
Ses01F_impro03_F020,11909980.0,5982045.38095,1.40335736071e+13
Ses01F_impro03_F021,10804097.0,3469723.47059,7.99852553676e+12
Ses01F_impro03_F022,12067542.0,6020520.71429,8.97690623601e+12
Ses01F_impro03_F023,12149117.0,7873741.38462,7.59396997973e+12
Ses01F_impro03_F024,11633123.0,5470957.88235,1.51629235421e+13
Ses01F_impro03_F025,9751140.0,2758941.4918,4.85930018941e+12
Ses01F_impro03_F026,11021115.0,5001488.69892,1.46559950611e+13
Ses01F_impro03_M000,11729292.0,7509560.76471,1.16450358503e+13
Ses01F_impro03_M001,13114603.0,5398807.75,1.80801931278e+13
Ses01F_impro03_M002,11762689.0,4006658.07843,1.94394678832e+13
Ses01F_impro03_M003,10447993.0,2929785.04839,1.28157836319e+13
Ses01F_impro03_M004,3700093.0,1495278.9,1.16452175771e+12
Ses01F_impro03_M005,7559861.0,2772764.83784,5.05992795675e+12
Ses01F_impro03_M006,11611434.0,4614281.4375,1.66725723214e+13
Ses01F_impro03_M007,11543221.0,3907182.11628,8.94622890171e+12
Ses01F_impro03_M008,8660756.0,4770955.65,6.00370522782e+12
Ses01F_impro03_M009,12402559.0,4123467.96053,1.6626091222e+13
Ses01F_impro03_M010,11077363.0,3473546.18182,9.3239137643e+12
Ses01F_impro03_M011,11931456.0,3486975.52459,1.39626233016e+13
Ses01F_impro03_M012,12112925.0,4144107.04918,1.64128220016e+13
Ses01F_impro03_M013,8490358.0,1494097.55814,5.95986206886e+12
Ses01F_impro03_M014,10293998.0,3147850.55357,6.09718434384e+12
Ses01F_impro03_M015,11376418.0,3281974.05882,7.53154622385e+12
Ses01F_impro03_M016,11070785.0,5688499.78571,1.51137778309e+13
Ses01F_impro03_M017,11498547.0,5089006.0,1.3585540566e+13
Ses01F_impro03_M018,12157781.0,7877631.0,1.10863146219e+13
Ses01F_impro03_M019,11081561.0,5224024.64865,9.41652471032e+12
Ses01F_impro03_M020,10952666.0,4489140.36111,8.86840830143e+12
Ses01F_impro03_M021,11072455.0,5816734.12195,9.21669194116e+12
Ses01F_impro03_M022,11028996.0,6653156.64,1.16762225497e+13
Ses01F_impro03_M023,11830319.0,5196384.57895,1.42214501901e+13
Ses01F_impro03_M024,13005307.0,6255309.32353,1.43545007351e+13
Ses01F_impro04_F000,12623061.0,5639690.20588,1.56239549e+13
Ses01F_impro04_F001,11404278.0,6813058.02941,9.44659860808e+12
Ses01F_impro04_F002,12994711.0,6098228.64062,1.39352269282e+13
Ses01F_impro04_F003,11935731.0,7874579.90698,1.00287461824e+13
Ses01F_impro04_F004,11693956.0,7990203.73077,8.15639963707e+12
Ses01F_impro04_F005,12147107.0,9724345.02703,6.08554149606e+12
Ses01F_impro04_F006,11118833.0,4883786.61818,1.54781305789e+13
Ses01F_impro04_F007,9983555.0,3664088.50769,9.53885311814e+12
Ses01F_impro04_F008,12033907.0,6540905.75,2.04188559065e+13
Ses01F_impro04_F009,11693606.0,8121538.47619,9.60834818702e+12
Ses01F_impro04_F010,12510441.0,4971960.16484,1.84134147598e+13
Ses01F_impro04_F011,12184183.0,5708539.47826,1.40360234661e+13
Ses01F_impro04_F012,12030395.0,8610743.175,1.20699747552e+13
Ses01F_impro04_F013,11384726.0,5527041.09091,1.5065092785e+13
Ses01F_impro04_F014,9097222.0,3843613.78261,4.02909842867e+12
Ses01F_impro04_F015,11770091.0,3824830.08421,1.13380236589e+13
Ses01F_impro04_F016,11734837.0,4726255.85714,1.8592975448e+13
Ses01F_impro04_F017,12465077.0,5943413.31707,1.75404431698e+13
Ses01F_impro04_F018,12673283.0,3925165.375,1.26634757528e+13
Ses01F_impro04_F019,11639904.0,4455340.55652,1.31404836963e+13
Ses01F_impro04_F020,12293421.0,5108949.96581,1.04501056094e+13
Ses01F_impro04_F021,11518324.0,5725193.50877,4.83441838724e+12
Ses01F_impro04_F022,12121081.0,9150949.11111,3.60328066101e+12
Ses01F_impro04_F023,11942587.0,5973906.58209,1.00773006775e+13
Ses01F_impro04_F024,12024240.0,6618184.69697,1.39794723839e+13
Ses01F_impro04_F025,11325646.0,7472540.23077,1.11666052699e+13
Ses01F_impro04_F026,11918869.0,5989429.71429,9.49700015093e+12
Ses01F_impro04_F027,11785761.0,8335706.36735,4.91743719489e+12
Ses01F_impro04_F028,12100754.0,6726481.12903,9.32138596069e+12
Ses01F_impro04_F029,12895113.0,7379589.12245,1.32523695878e+13
Ses01F_impro04_F030,11609740.0,4549097.04082,2.18043535509e+13
Ses01F_impro04_F031,10323973.0,3468416.73529,8.94203758904e+12
Ses01F_impro04_F032,10235171.0,5478524.8,7.31657936718e+12
Ses01F_impro04_F033,11363866.0,6010814.95604,1.20752540441e+13
Ses01F_impro04_M000,11857195.0,8409310.67213,1.07078689577e+13
Ses01F_impro04_M001,11001678.0,7081792.96154,8.247772315e+12
Ses01F_impro04_M002,13089954.0,7396343.0,1.35787074146e+13
Ses01F_impro04_M003,12342395.0,7500859.67857,5.99978069486e+12
Ses01F_impro04_M004,12600975.0,6715368.48611,1.12398136776e+13
Ses01F_impro04_M005,12124131.0,6662952.26923,1.20925173198e+13
Ses01F_impro04_M006,13755340.0,8079223.55319,9.34243908906e+12
Ses01F_impro04_M007,11737931.0,6729016.05556,1.55671756838e+13
Ses01F_impro04_M008,12002652.0,8317262.52941,6.71231114709e+12
Ses01F_impro04_M009,11917974.0,4100924.85366,7.52010955769e+12
Ses01F_impro04_M010,14077610.0,10151446.5185,4.79987077111e+12
Ses01F_impro04_M011,12499996.0,5812343.55932,1.43564560688e+13
Ses01F_impro04_M012,11907361.0,7690208.5,1.10192143674e+13
Ses01F_impro04_M013,11877414.0,7896165.28302,9.81234114378e+12
Ses01F_impro04_M014,13798276.0,5013521.34454,1.57208684282e+13
Ses01F_impro04_M015,11960395.0,3823965.42056,9.42798497962e+12
Ses01F_impro04_M016,13042470.0,6895415.19565,1.26742990015e+13
Ses01F_impro04_M017,11487425.0,3545796.7907,1.20039811178e+13
Ses01F_impro04_M018,12530734.0,6332501.10638,1.44624815158e+13
Ses01F_impro04_M019,11407375.0,5414081.85,7.33647861885e+12
Ses01F_impro04_M020,12558432.0,5088654.0,1.02870806901e+13
Ses01F_impro04_M021,11377248.0,4750945.75658,8.90070728361e+12
Ses01F_impro04_M022,11636976.0,8259946.4,7.43658191197e+12
Ses01F_impro04_M023,12173078.0,7224184.09859,1.00899993713e+13
Ses01F_impro04_M024,12738987.0,7675348.94118,9.9968435217e+12
Ses01F_impro04_M025,13061906.0,8610612.5102,9.33319321694e+12
Ses01F_impro04_M026,11445665.0,7609412.75676,8.92723927166e+12
Ses01F_impro04_M027,11451302.0,7412328.7561,8.7167557967e+12
Ses01F_impro04_M028,10610831.0,8233347.0,4.77032041677e+12
Ses01F_impro04_M029,12700251.0,5835584.30882,1.33122022546e+13
Ses01F_impro04_M030,13448138.0,6079294.81481,1.38077210714e+13
Ses01F_impro04_M031,12067289.0,7554244.15909,6.19425101297e+12
Ses01F_impro04_M032,12334323.0,7145881.97619,1.2309144648e+13
Ses01F_impro04_M033,6974087.0,2997426.65,4.05847498541e+12
Ses01F_impro04_M034,11080944.0,5637303.11905,6.06651757897e+12
Ses01F_impro04_M035,11738915.0,5159265.88333,9.17621490179e+12
Ses01F_impro04_M036,12263178.0,8956092.82759,6.9030659243e+12
Ses01F_impro05_F000,11048850.0,4953368.6,9.3656202203e+12
Ses01F_impro05_F001,9298019.0,2550516.44828,4.80327052394e+12
Ses01F_impro05_F002,11100675.0,4927267.17391,1.82691669889e+13
Ses01F_impro05_F003,10330051.0,2449316.67797,6.87450943174e+12
Ses01F_impro05_F004,11189042.0,2773642.70861,7.21138853215e+12
Ses01F_impro05_F005,11822120.0,7125575.81818,1.41219340786e+13
Ses01F_impro05_F006,12748279.0,7533634.61538,1.4028693147e+13
Ses01F_impro05_F007,12251901.0,6448446.4,7.86005257316e+12
Ses01F_impro05_F008,11393714.0,6301365.87879,1.26259901865e+13
Ses01F_impro05_F009,12518369.0,4645039.50877,1.47486388128e+13
Ses01F_impro05_F010,11871369.0,6260499.72308,1.5564870528e+13
Ses01F_impro05_F011,11327974.0,4615968.23077,1.64221279689e+13
Ses01F_impro05_F012,11007637.0,2978205.49367,7.68167363451e+12
Ses01F_impro05_F013,11640354.0,5044118.03922,1.74164324585e+13
Ses01F_impro05_F014,11426543.0,3809206.44231,1.56380600604e+13
Ses01F_impro05_F015,12336578.0,1978646.70248,9.56497797844e+12
Ses01F_impro05_F016,11210270.0,1584369.45902,6.11714988989e+12
Ses01F_impro05_F017,10524919.0,1722253.36301,6.2085397854e+12
Ses01F_impro05_F018,9196750.0,1839655.94595,6.22740009845e+12
Ses01F_impro05_F019,10985468.0,3038331.79518,1.23157351657e+13
Ses01F_impro05_F020,9829208.0,1781915.17391,7.9983824771e+12
Ses01F_impro05_F021,11688473.0,2735617.75676,8.03359706844e+12
Ses01F_impro05_F022,11655052.0,3218066.36538,1.36873443871e+13
Ses01F_impro05_F023,9704793.0,4064110.06897,1.17790843419e+13
Ses01F_impro05_F024,11925210.0,6570371.61905,1.31776663083e+13
Ses01F_impro05_F025,11648243.0,3843980.75,2.01812347668e+13
Ses01F_impro05_F026,10199503.0,6048535.17391,1.31033901939e+13
Ses01F_impro05_F027,11834864.0,5217408.55556,1.10284985618e+13
Ses01F_impro05_F028,12007204.0,7385272.45455,1.00084472751e+13
Ses01F_impro05_F029,11728592.0,4085251.52459,9.0890181144e+12
Ses01F_impro05_F030,11561750.0,5376672.68627,1.45588431032e+13
Ses01F_impro05_M000,10834704.0,4861857.83333,1.16224253098e+13
Ses01F_impro05_M001,10633077.0,3375079.47368,5.42965256414e+12
Ses01F_impro05_M002,10682138.0,6340430.11765,1.09649465482e+13
Ses01F_impro05_M003,12189543.0,6389127.78261,1.34524183186e+13
Ses01F_impro05_M004,7434216.0,3392555.78261,1.9943451625e+12
Ses01F_impro05_M005,10346085.0,4206354.98413,7.7116604602e+12
Ses01F_impro05_M006,12337966.0,9589550.7037,3.2671012675e+12
Ses01F_impro05_M007,13115624.0,6556000.43956,1.42965199786e+13
Ses01F_impro05_M008,11795495.0,8141067.07143,8.65817764648e+12
Ses01F_impro05_M009,12008963.0,3520308.36264,9.36270970792e+12
Ses01F_impro05_M010,11908566.0,4487677.05263,1.4081855203e+13
Ses01F_impro05_M011,13150631.0,4779892.08517,1.11170572072e+13
Ses01F_impro05_M012,12079977.0,4152520.51163,1.07991973544e+13
Ses01F_impro05_M013,10460088.0,4926301.72727,1.33965479038e+13
Ses01F_impro05_M014,11135880.0,3705426.45455,1.69977547704e+13
Ses01F_impro05_M015,13268196.0,6556680.04255,1.2341045733e+13
Ses01F_impro05_M016,11632242.0,3928422.32812,1.20142328714e+13
Ses01F_impro05_M017,13296283.0,5457854.49495,1.61634785497e+13
Ses01F_impro05_M018,8626131.0,1588901.02083,3.73590678548e+12
Ses01F_impro05_M019,8697625.0,3150805.0,5.78450273559e+12
Ses01F_impro05_M020,12546374.0,3644136.2,1.74313554013e+13
Ses01F_impro05_M021,12826898.0,2788939.776,9.7780222449e+12
Ses01F_impro05_M022,5445339.0,1169697.44118,1.93405657283e+12
Ses01F_impro05_M023,7288255.0,1592044.75439,3.05255616546e+12
Ses01F_impro05_M024,11923383.0,3654130.87755,1.26539292579e+13
Ses01F_impro05_M025,5343799.0,1601931.47619,2.02343342154e+12
Ses01F_impro05_M026,8741370.0,2286517.11236,5.153154054e+12
Ses01F_impro05_M027,9729473.0,3124689.38462,8.06685109274e+12
Ses01F_impro05_M028,10522279.0,4697080.82759,1.12732476847e+13
Ses01F_impro05_M029,12742258.0,3826344.07921,1.47333384148e+13
Ses01F_impro05_M030,12798460.0,4687170.44286,1.39248764719e+13
Ses01F_impro05_M031,13325227.0,6513509.54286,1.36375939584e+13
Ses01F_impro05_M032,12028125.0,6983684.04124,1.42483655416e+13
Ses01F_impro05_M033,12708300.0,4038204.15385,9.00689186642e+12
Ses01F_impro05_M034,12914643.0,4787030.67327,1.09290650981e+13
Ses01F_impro05_M035,13673923.0,7309056.22449,9.03474577595e+12
Ses01F_impro06_F000,12131690.0,9205020.84615,4.48831801389e+12
Ses01F_impro06_F001,14285717.0,8181800.53846,9.97559857915e+12
Ses01F_impro06_F002,12172425.0,9510140.375,6.56535686527e+12
Ses01F_impro06_F003,12320753.0,9797993.4,3.46971065406e+12
Ses01F_impro06_F004,12762863.0,10709709.3667,2.0694598423e+12
Ses01F_impro06_F005,12524591.0,7660811.29808,1.0231065792e+13
Ses01F_impro06_F006,12755393.0,7351957.48936,8.25208364848e+12
Ses01F_impro06_F007,12753602.0,7800399.54032,7.36452017682e+12
Ses01F_impro06_F008,12588030.0,8235130.25325,5.63130125595e+12
Ses01F_impro06_F009,13233087.0,8087669.51695,6.90508540071e+12
Ses01F_impro06_F010,12249602.0,9435137.16484,4.00759736678e+12
Ses01F_impro06_F011,12534403.0,7930626.00851,6.01434194993e+12
Ses01F_impro06_F012,12052203.0,6376414.43571,1.24540789481e+13
Ses01F_impro06_F013,13561654.0,9520933.21739,3.40210172132e+12
Ses01F_impro06_F014,12177278.0,8447590.93548,7.10436398769e+12
Ses01F_impro06_F015,11880406.0,9279346.69565,2.33386015941e+12
Ses01F_impro06_F016,13660711.0,7770104.44915,9.17726773277e+12
Ses01F_impro06_F017,12433458.0,9723009.67073,4.50594543419e+12
Ses01F_impro06_F018,13507293.0,8386754.27679,1.02388700498e+13
Ses01F_impro06_F019,12052043.0,9808099.68,2.74444852364e+12
Ses01F_impro06_F020,11967724.0,7349953.55274,1.07972300456e+13
Ses01F_impro06_F021,13836110.0,8366793.62162,7.51542588272e+12
Ses01F_impro06_F022,13679640.0,7361410.53947,9.49436755411e+12
Ses01F_impro06_F023,13449259.0,9408951.25806,5.56845862462e+12
Ses01F_impro06_F024,13343969.0,8104360.40187,9.15527977172e+12
Ses01F_impro06_F025,13617576.0,6711525.11149,9.78110631123e+12
Ses01F_impro06_F026,13016604.0,7057234.86765,1.15008697952e+13
Ses01F_impro06_F027,12990427.0,9277928.7732,5.89857820166e+12
Ses01F_impro06_F028,13095328.0,6125050.93626,1.29785795847e+13
Ses01F_impro06_M000,13086214.0,9599679.01961,6.79838499007e+12
Ses01F_impro06_M001,12525450.0,7565056.99,1.14231726719e+13
Ses01F_impro06_M002,10839046.0,8980454.27273,2.66852673485e+12
Ses01F_impro06_M003,12788619.0,7514453.15957,9.83502459189e+12
Ses01F_impro06_M004,12034512.0,9981941.65,4.04102282347e+12
Ses01F_impro06_M005,11846684.0,7927073.80769,6.64479029987e+12
Ses01F_impro06_M006,13660915.0,8588360.82609,9.29120370099e+12
Ses01F_impro06_M007,12331206.0,10133431.2692,5.11653177413e+12
Ses01F_impro06_M008,12366032.0,7780457.34375,1.20744895606e+13
Ses01F_impro06_M009,11650188.0,8565262.61905,7.12486555879e+12
Ses01F_impro06_M010,11607968.0,8067287.125,8.22739852444e+12
Ses01F_impro06_M011,13536780.0,8913949.62745,5.76317873558e+12
Ses01F_impro06_M012,12771576.0,8931751.10526,6.25893207514e+12
Ses01F_impro06_M013,12496638.0,7693318.53488,6.5932837291e+12
Ses01F_impro06_M014,11770158.0,5996520.2,8.2138971981e+12
Ses01F_impro06_M015,12658320.0,8796114.93333,7.46064488544e+12
Ses01F_impro06_M016,12858317.0,8672670.67347,6.72550333705e+12
Ses01F_impro06_M017,11273587.0,5470415.07407,1.13084743474e+13
Ses01F_impro07_F000,10383939.0,1836170.30097,6.29537912842e+12
Ses01F_impro07_F001,11225762.0,1969721.16049,7.44273382103e+12
Ses01F_impro07_F002,12552983.0,3313379.60638,9.43148946837e+12
Ses01F_impro07_F003,6523506.0,1518937.51351,2.76701280937e+12
Ses01F_impro07_F004,10552546.0,2850739.3494,5.69589134553e+12
Ses01F_impro07_F005,3754358.0,719981.644444,1.28950568603e+12
Ses01F_impro07_F006,11028012.0,2997928.69718,9.07967582426e+12
Ses01F_impro07_F007,11348994.0,3535684.45395,8.10439411761e+12
Ses01F_impro07_F008,11762604.0,4920670.82301,1.17954496747e+13
Ses01F_impro07_F009,12159119.0,6379288.74286,9.3657191149e+12
Ses01F_impro07_F010,11525089.0,5073050.57627,1.25618893357e+13
Ses01F_impro07_F011,11418361.0,4511502.5122,1.44007649394e+13
Ses01F_impro07_F012,11900147.0,2891295.24176,8.39064036526e+12
Ses01F_impro07_F013,11377506.0,3789202.98214,9.42137336012e+12
Ses01F_impro07_F014,11482271.0,3940691.8503,1.04751253871e+13
Ses01F_impro07_F015,10672196.0,3080951.33333,9.70038714383e+12
Ses01F_impro07_F016,13201768.0,4288598.15603,1.03252445253e+13
Ses01F_impro07_M000,11571097.0,4236263.25,1.89346188976e+13
Ses01F_impro07_M001,11986669.0,2012428.21739,8.35190026969e+12
Ses01F_impro07_M002,11310397.0,1670351.2,8.43401230896e+12
Ses01F_impro07_M003,11270671.0,3017165.81739,9.47533689988e+12
Ses01F_impro07_M004,11948165.0,2472302.31707,7.53250576737e+12
Ses01F_impro07_M005,7823553.0,1055162.57143,3.57750513585e+12
Ses01F_impro07_M006,10736783.0,3463477.76404,1.13800768231e+13
Ses01F_impro07_M007,12247000.0,2025360.22535,9.88536651684e+12
Ses01F_impro07_M008,11456114.0,3203479.25,6.61871568081e+12
Ses01F_impro07_M009,10071117.0,3161059.70408,1.00582661022e+13
Ses01F_impro07_M010,10953049.0,4854779.25,9.80570587782e+12
Ses01F_impro07_M011,12289717.0,7357606.61538,1.14363347862e+13
Ses01F_impro07_M012,11312924.0,4618231.15942,1.222184847e+13
Ses01F_impro07_M013,10699695.0,2624476.68085,5.61396127674e+12
Ses01F_impro07_M014,11021519.0,3189338.48101,8.9627789303e+12
Ses01F_impro07_M015,11392903.0,3241070.20732,1.05003233309e+13
Ses01F_impro07_M016,11341791.0,5213395.93258,1.14498196679e+13
Ses01F_impro07_M017,9764609.0,2325122.87273,4.17875280451e+12
Ses01F_impro07_M018,11687381.0,4580150.86486,1.09854966774e+13
Ses01F_impro07_M019,13001657.0,5200928.82439,1.11667711676e+13
Ses01F_script01_1_F000,12280094.0,8597349.04167,7.90211159118e+12
Ses01F_script01_1_F001,12415946.0,7710642.96364,1.1284098256e+13
Ses01F_script01_1_F002,12084768.0,7086213.01235,1.49818440095e+13
Ses01F_script01_1_F003,11925151.0,8771199.36111,7.86232119746e+12
Ses01F_script01_1_F004,13061556.0,7984710.4386,1.16549437292e+13
Ses01F_script01_1_F005,12706509.0,8863342.90909,6.12025093671e+12
Ses01F_script01_1_F006,12637423.0,8081943.6747,9.22193089332e+12
Ses01F_script01_1_F007,13442562.0,9850048.73333,7.28406556088e+12
Ses01F_script01_1_F008,12809088.0,7833851.87234,1.23973055993e+13
Ses01F_script01_1_F009,13526534.0,8365719.38776,1.31056665051e+13
Ses01F_script01_1_F010,11736595.0,6287128.26471,7.09291743259e+12
Ses01F_script01_1_F011,12556751.0,7041655.57971,1.66562354191e+13
Ses01F_script01_1_F012,13105286.0,6291402.71978,1.69522428963e+13
Ses01F_script01_1_F013,12719362.0,2968773.73387,1.16496703337e+13
Ses01F_script01_1_F014,13081259.0,9433050.43243,6.58261806392e+12
Ses01F_script01_1_F015,13311935.0,7895866.6,9.21929273319e+12
Ses01F_script01_1_F016,11900459.0,6389675.3,1.86531927586e+13
Ses01F_script01_1_F017,12378285.0,4796347.95,1.89804705e+13
Ses01F_script01_1_F018,10929615.0,5768989.02326,8.19721082057e+12
Ses01F_script01_1_F019,12547688.0,7613016.8125,1.08018892038e+13
Ses01F_script01_1_F020,5146987.0,1037330.12,2.07197999655e+12
Ses01F_script01_1_F021,13066905.0,5117120.80769,1.84936897492e+13
Ses01F_script01_1_F022,11644650.0,4002377.89189,1.75018293386e+13
Ses01F_script01_1_F023,10028774.0,3036252.26923,6.20771145303e+12
Ses01F_script01_1_F024,11439546.0,6886603.50847,1.41337529471e+13
Ses01F_script01_1_F025,12474006.0,3857440.20833,1.98290431749e+13
Ses01F_script01_1_F026,12246503.0,6540974.85,1.37399719491e+13
Ses01F_script01_1_F027,12801330.0,5799449.34043,1.44359661116e+13
Ses01F_script01_1_F028,13371823.0,6057366.52174,1.77725916489e+13
Ses01F_script01_1_F029,11572560.0,2918900.04615,1.08997161742e+13
Ses01F_script01_1_F030,12844613.0,7917746.57778,1.02631149422e+13
Ses01F_script01_1_F031,12563094.0,8227710.82432,1.00882658269e+13
Ses01F_script01_1_F032,13335169.0,6097337.40351,1.61270484139e+13
Ses01F_script01_1_F033,11647106.0,5317574.03488,1.90066935448e+13
Ses01F_script01_1_F034,12154590.0,8213586.2381,9.34712747568e+12
Ses01F_script01_1_F035,11818430.0,6978527.93182,1.86745564147e+13
Ses01F_script01_1_F036,13332929.0,6512785.23913,2.16156566795e+13
Ses01F_script01_1_F037,11515525.0,2482134.31481,1.21891541049e+13
Ses01F_script01_1_F038,5661252.0,1210681.90698,2.41091601145e+12
Ses01F_script01_1_F039,11676254.0,5274803.12048,1.49870341252e+13
Ses01F_script01_1_F040,12553149.0,8023704.03846,1.46331929517e+13
Ses01F_script01_1_F041,12043701.0,3422859.35526,1.33996648421e+13
Ses01F_script01_1_F042,11688795.0,6451409.3617,1.62453104371e+13
Ses01F_script01_1_F043,12664919.0,7912971.53704,1.69182362212e+13
Ses01F_script01_1_F044,12989094.0,9477464.47727,5.39282149463e+12
