session,max(f0(f0)),mean(f0(f0)),var(f0(f0))
Ses01F_impro02_F016,129.19921875,50.0214764631,2270.39892404
Ses01F_impro02_F017,317.614746094,112.951785849,6557.52305272
Ses01F_impro02_F018,484.497070312,59.4259353203,6719.64067312
Ses01F_impro02_F019,145.349121094,51.9109233562,2879.22029399
Ses01F_impro02_F020,145.349121094,49.3146378041,3001.40887121
Ses01F_impro02_M000,145.349121094,24.2821226729,728.656913615
Ses01F_impro02_M001,177.648925781,43.6124893599,1412.06723803
Ses01F_impro02_M002,145.349121094,45.2493736738,1670.82204149
Ses01F_impro02_M003,145.349121094,57.5627017939,1216.15271128
Ses01F_impro02_M004,366.064453125,55.9903492647,3764.54477657
Ses01F_impro02_M005,446.813964844,86.5927129068,5410.40035797
Ses01F_impro02_M006,392.980957031,34.5073064523,2200.76409753
Ses01F_impro02_M007,123.815917969,30.1255571335,614.492151658
Ses01F_impro02_M008,80.7495117188,26.3165265997,431.839152922
Ses01F_impro02_M009,145.349121094,34.5563196051,801.595222355
Ses01F_impro02_M010,96.8994140625,33.79974849,736.670091241
Ses01F_impro02_M011,102.282714844,27.1937258586,605.70840113
Ses01F_impro02_M012,188.415527344,65.5252769273,2345.46950057
Ses01F_impro02_M013,333.764648438,48.1619851391,3379.3072796
Ses01F_impro02_M014,322.998046875,65.317804041,2805.89447331
Ses01F_impro02_M015,134.582519531,54.6309621711,2506.16287261
Ses01F_impro02_M016,80.7495117188,15.3590954745,87.1576013577
Ses01F_impro03_F000,570.629882812,177.943466649,23241.4851723
Ses01F_impro03_F001,619.079589844,162.268325662,31086.3853058
Ses01F_impro03_F002,462.963867188,189.688998792,10610.5532355
Ses01F_impro03_F003,802.111816406,310.498986281,26352.1254707
Ses01F_impro03_F004,527.563476562,232.17317381,13497.5592621
Ses01F_impro03_F005,549.096679688,227.222642439,13873.4762697
Ses01F_impro03_F006,441.430664062,145.534641857,7174.20887457
Ses01F_impro03_F007,279.931640625,145.234313916,5279.36085625
Ses01F_impro03_F008,473.73046875,160.004590493,8723.93787381
Ses01F_impro03_F009,344.53125,155.105981484,8778.89689637
Ses01F_impro03_F010,489.880371094,157.930622229,9633.54961872
Ses01F_impro03_F011,366.064453125,147.064585603,10425.8253098
Ses01F_impro03_F012,382.214355469,167.243770002,16927.313284
Ses01F_impro03_F013,1103.57666016,212.121618147,22522.3112321
Ses01F_impro03_F014,640.612792969,185.458408313,15044.7940635
Ses01F_impro03_F015,489.880371094,185.759142018,7630.40324249
Ses01F_impro03_F016,285.314941406,112.69104422,3847.81250572
Ses01F_impro03_F017,522.180175781,162.492907495,19165.8190857
Ses01F_impro03_F018,495.263671875,119.175664338,9916.83405649
Ses01F_impro03_F019,129.19921875,58.419185343,1918.79379227
Ses01F_impro03_F020,500.646972656,151.115099708,19531.4385067
Ses01F_impro03_F021,317.614746094,141.404383042,4275.24952154
Ses01F_impro03_F022,296.081542969,125.490582919,6110.83044288
Ses01F_impro03_F023,123.815917969,79.7043523731,1089.50399212
Ses01F_impro03_F024,500.646972656,137.004175194,8026.16396924
Ses01F_impro03_F025,511.413574219,175.379898822,9113.0425868
Ses01F_impro03_F026,1173.55957031,152.538367187,20711.3081751
Ses01F_impro03_M000,376.831054688,74.8211698403,8780.65790977
Ses01F_impro03_M001,446.813964844,91.9774599429,8266.5094164
Ses01F_impro03_M002,2287.90283203,252.433625084,188192.491863
Ses01F_impro03_M003,699.829101562,234.302348475,34812.6403143
Ses01F_impro03_M004,565.246582031,209.882844363,10976.1654763
Ses01F_impro03_M005,392.980957031,180.479457396,8017.59607491
Ses01F_impro03_M006,398.364257812,110.998837453,7792.41927902
Ses01F_impro03_M007,968.994140625,223.078699796,66226.7825403
Ses01F_impro03_M008,403.747558594,180.138904711,11419.2274512
Ses01F_impro03_M009,317.614746094,113.804008812,4964.97849823
Ses01F_impro03_M010,446.813964844,195.463860501,18012.4140435
Ses01F_impro03_M011,409.130859375,134.104003906,7935.08767886
Ses01F_impro03_M012,1173.55957031,173.059882492,64032.1813102
Ses01F_impro03_M013,398.364257812,196.166634415,9133.27418784
Ses01F_impro03_M014,538.330078125,197.918892084,19194.5914421
Ses01F_impro03_M015,328.381347656,133.604584268,4356.38776783
Ses01F_impro03_M016,392.980957031,81.196455522,5647.07024308
Ses01F_impro03_M017,306.848144531,117.464050535,6328.26983586
Ses01F_impro03_M018,123.815917969,50.4334415924,1733.46665883
Ses01F_impro03_M019,376.831054688,100.64898293,4182.73571947
Ses01F_impro03_M020,349.914550781,99.5438425164,3177.61245805
Ses01F_impro03_M021,123.815917969,75.7863709985,1166.54120213
Ses01F_impro03_M022,430.6640625,117.786621094,14757.320868
Ses01F_impro03_M023,468.347167969,168.094326067,18458.0888211
Ses01F_impro03_M024,285.314941406,110.000386763,9592.66958382
Ses01F_impro04_F000,500.646972656,144.700553028,16408.4005406
Ses01F_impro04_F001,430.6640625,107.28488577,9503.71506433
Ses01F_impro04_F002,592.163085938,103.234888075,8567.0330172
Ses01F_impro04_F003,150.732421875,53.8937811336,2314.66263329
Ses01F_impro04_F004,139.965820312,63.4263258714,1830.42727212
Ses01F_impro04_F005,123.815917969,27.6221829423,1010.6840818
Ses01F_impro04_F006,479.113769531,177.33776077,23517.5990093
Ses01F_impro04_F007,1001.29394531,229.819162583,37469.552775
Ses01F_impro04_F008,608.312988281,125.712890625,23842.6759601
Ses01F_impro04_F009,145.349121094,57.8585467761,2351.38157128
Ses01F_impro04_F010,855.944824219,119.167131362,11983.3571711
Ses01F_impro04_F011,166.882324219,81.3426176321,2312.67574888
Ses01F_impro04_F012,177.648925781,42.4556086614,2598.89062181
Ses01F_impro04_F013,565.246582031,139.231667475,19902.0997344
Ses01F_impro04_F014,296.081542969,115.29854282,3792.64041264
Ses01F_impro04_F015,877.478027344,152.841890996,15263.0268262
Ses01F_impro04_F016,672.912597656,147.227474779,19995.0155606
Ses01F_impro04_F017,457.580566406,144.353365403,17343.2804799
Ses01F_impro04_F018,441.430664062,137.723677168,6988.32194685
Ses01F_impro04_F019,715.979003906,139.646363481,12103.1018752
Ses01F_impro04_F020,543.713378906,122.270704477,9285.72352133
Ses01F_impro04_F021,263.781738281,106.009149334,2338.85450209
Ses01F_impro04_F022,279.931640625,63.4033203125,6015.66046476
Ses01F_impro04_F023,441.430664062,106.875224387,5499.69823326
Ses01F_impro04_F024,468.347167969,102.09300266,10546.3717037
Ses01F_impro04_F025,263.781738281,69.6869607555,3119.58333146
Ses01F_impro04_F026,365.716019417,102.787114116,4568.68031141
Ses01F_impro04_F027,129.19921875,64.0308771804,1951.30246024
Ses01F_impro04_F028,468.347167969,103.538605163,11254.5376326
Ses01F_impro04_F029,452.197265625,102.652595699,15488.2340469
Ses01F_impro04_F030,3025.41503906,226.691906691,181780.649017
Ses01F_impro04_F031,468.347167969,155.052633847,9002.1470046
Ses01F_impro04_F032,425.280761719,138.661571284,10609.4654838
Ses01F_impro04_F033,522.180175781,113.434185874,10686.1270203
Ses01F_impro04_M000,269.165039062,47.6009395285,2956.92262578
Ses01F_impro04_M001,473.73046875,67.4628155048,8573.71481671
Ses01F_impro04_M002,145.349121094,59.5463649271,1882.32528601
Ses01F_impro04_M003,371.447753906,81.0913085938,5372.26080894
Ses01F_impro04_M004,419.897460938,74.5139024523,4159.48120751
Ses01F_impro04_M005,156.115722656,68.1576006808,2239.69640179
Ses01F_impro04_M006,123.815917969,48.6541006924,1444.4117911
Ses01F_impro04_M007,279.931640625,97.6282995658,8404.13102868
Ses01F_impro04_M008,290.698242188,61.3279570627,5008.07195459
Ses01F_impro04_M009,349.914550781,110.222959797,3937.598249
Ses01F_impro04_M010,107.666015625,22.7248554082,526.709142954
Ses01F_impro04_M011,156.115722656,70.0990368295,1715.10783751
Ses01F_impro04_M012,328.381347656,67.8006666387,4192.67481576
Ses01F_impro04_M013,312.231445312,50.321431457,2701.50027163
Ses01F_impro04_M014,441.430664062,91.0292199158,5949.15822214
Ses01F_impro04_M015,409.130859375,106.705735768,3328.00430524
Ses01F_impro04_M016,334.6875,82.8760827106,5516.87435921
Ses01F_impro04_M017,441.430664062,136.593817574,11655.6551302
Ses01F_impro04_M018,360.681152344,86.0564958809,6925.10366663
Ses01F_impro04_M019,145.349121094,90.897606383,1662.33061089
Ses01F_impro04_M020,441.430664062,97.8275693696,5534.30464229
Ses01F_impro04_M021,398.364257812,90.6993884219,3300.53216177
Ses01F_impro04_M022,96.8994140625,34.0046710279,939.769967415
Ses01F_impro04_M023,360.681152344,59.0783052456,2681.96892576
Ses01F_impro04_M024,145.349121094,65.5033863211,2040.91691289
Ses01F_impro04_M025,253.015136719,57.4584960938,2794.36022043
Ses01F_impro04_M026,145.349121094,54.3664880701,1795.51359661
Ses01F_impro04_M027,349.914550781,85.7056070721,6726.80230898
Ses01F_impro04_M028,123.815917969,67.5368339736,1846.49483453
Ses01F_impro04_M029,279.931640625,82.346828142,2804.30060228
Ses01F_impro04_M030,382.214355469,81.1652860926,3697.23246935
Ses01F_impro04_M031,96.8994140625,55.5867285384,853.656105633
Ses01F_impro04_M032,441.430664062,102.325439453,11527.1859244
Ses01F_impro04_M033,258.3984375,115.358973308,2852.86880658
Ses01F_impro04_M034,355.297851562,117.41450557,8212.75277279
Ses01F_impro04_M035,360.681152344,99.3897969014,3684.19839451
Ses01F_impro04_M036,156.115722656,52.3639408032,1789.74717903
Ses01F_impro05_F000,188.415527344,110.567652926,1937.64799574
Ses01F_impro05_F001,468.347167969,174.190942645,8895.96249056
Ses01F_impro05_F002,592.163085938,118.23926612,13409.8183896
Ses01F_impro05_F003,452.197265625,171.834508688,7194.85481342
Ses01F_impro05_F004,1297.37548828,192.635521996,21626.0427248
Ses01F_impro05_F005,2347.11914062,274.749894707,430445.272072
Ses01F_impro05_F006,204.565429688,62.0795147236,3256.6306166
Ses01F_impro05_F007,290.698242188,122.487273521,5989.10066402
Ses01F_impro05_F008,285.314941406,97.1536762746,4377.2679615
Ses01F_impro05_F009,570.629882812,131.079705681,11453.8122909
Ses01F_impro05_F010,452.197265625,136.03134729,13380.6122731
Ses01F_impro05_F011,322.998046875,119.352839543,7609.20504053
Ses01F_impro05_F012,495.263671875,174.650764832,12997.454297
Ses01F_impro05_F013,414.514160156,98.5172830673,8336.00676482
Ses01F_impro05_F014,269.165039062,102.640559801,4513.80529522
Ses01F_impro05_F015,861.328125,225.422508782,25512.6717915
Ses01F_impro05_F016,995.910644531,285.193911693,34997.9349673
Ses01F_impro05_F017,764.428710938,268.725612496,28721.1439943
Ses01F_impro05_F018,489.880371094,210.340446742,14335.3448329
Ses01F_impro05_F019,3886.74316406,248.216110235,184177.308294
Ses01F_impro05_F020,683.679199219,209.25826069,18857.5698961
Ses01F_impro05_F021,398.364257812,159.383715791,7207.10610658
Ses01F_impro05_F022,419.897460938,180.145005625,14593.7227221
Ses01F_impro05_F023,409.130859375,172.636887123,14216.0154675
Ses01F_impro05_F024,629.846191406,129.855879163,30681.8666613
Ses01F_impro05_F025,812.878417969,193.997002467,31924.34849
Ses01F_impro05_F026,322.998046875,88.4336326042,7821.51009568
Ses01F_impro05_F027,2287.90283203,182.78853805,118480.390359
Ses01F_impro05_F028,419.897460938,79.0407508865,6127.45199549
Ses01F_impro05_F029,479.113769531,134.643728181,8333.92429943
Ses01F_impro05_F030,468.347167969,127.861550071,11562.171672
Ses01F_impro05_M000,145.349121094,79.3461493143,2078.78462475
Ses01F_impro05_M001,387.59765625,178.549775035,16826.328756
Ses01F_impro05_M002,118.432617188,72.5095494235,1964.97098294
Ses01F_impro05_M003,436.047363281,145.355628313,14560.8747085
Ses01F_impro05_M004,473.994974874,156.595336034,10389.4522761
Ses01F_impro05_M005,376.831054688,121.855755877,6306.07494513
Ses01F_impro05_M006,107.666015625,32.2002843438,635.665581612
Ses01F_impro05_M007,403.747558594,84.1895800172,6281.80781542
Ses01F_impro05_M008,118.432617188,54.5606186567,1836.65662931
Ses01F_impro05_M009,446.813964844,131.373572716,8530.51318713
Ses01F_impro05_M010,296.081542969,85.457793295,3397.79161305
Ses01F_impro05_M011,398.364257812,94.7477034203,6004.73149387
Ses01F_impro05_M012,355.297851562,131.485541713,8344.77507733
Ses01F_impro05_M013,395.03257329,116.078917571,9517.02473912
Ses01F_impro05_M014,360.681152344,140.444672785,11331.2651102
Ses01F_impro05_M015,349.914550781,65.6180519676,3105.68968852
Ses01F_impro05_M016,409.130859375,107.855644586,7104.79123083
Ses01F_impro05_M017,409.130859375,80.6995558192,4397.01145409
Ses01F_impro05_M018,430.6640625,157.706891348,6612.3862145
Ses01F_impro05_M019,651.379394531,237.167792362,22693.8814544
Ses01F_impro05_M020,452.197265625,201.812390779,24267.7610407
Ses01F_impro05_M021,500.646972656,190.888725137,19177.6598595
Ses01F_impro05_M022,645.99609375,288.342041746,22783.4170179
Ses01F_impro05_M023,619.079589844,191.299697938,13451.2558179
Ses01F_impro05_M024,511.413574219,143.94567153,15842.9092119
Ses01F_impro05_M025,285.314941406,140.112473448,1311.81205392
Ses01F_impro05_M026,436.047363281,172.571723478,11521.7523245
Ses01F_impro05_M027,425.280761719,151.341801071,10520.4604824
Ses01F_impro05_M028,434.408967391,116.548058368,10380.3459124
Ses01F_impro05_M029,500.646972656,136.854833465,14981.3729877
Ses01F_impro05_M030,392.980957031,109.931296444,9698.68799493
Ses01F_impro05_M031,382.214355469,84.819523738,6263.78454915
Ses01F_impro05_M032,436.047363281,77.8780962415,7570.66928219
Ses01F_impro05_M033,403.747558594,114.812645451,7396.69490902
Ses01F_impro05_M034,441.430664062,100.246284872,4994.06662242
Ses01F_impro05_M035,376.831054688,66.7020909926,2598.68120704
Ses01F_impro06_F000,188.415527344,44.3974421575,2154.61699986
Ses01F_impro06_F001,177.648925781,68.5986328125,2277.83138477
Ses01F_impro06_F002,123.815917969,45.7005194314,1856.95967021
Ses01F_impro06_F003,139.965820312,35.6620065789,1953.93516155
Ses01F_impro06_F004,129.19921875,33.8234991776,1400.5738312
Ses01F_impro06_F005,129.19921875,66.4123811695,2354.8621941
Ses01F_impro06_F006,479.113769531,80.62233538,5700.07418478
Ses01F_impro06_F007,446.813964844,77.7973790323,4536.92673528
Ses01F_impro06_F008,409.130859375,69.4004993409,3181.9980285
Ses01F_impro06_F009,296.081542969,72.621868224,4396.35758446
Ses01F_impro06_F010,188.415527344,39.765585208,1420.90915697
Ses01F_impro06_F011,462.963867188,67.7362648791,3371.32238559
Ses01F_impro06_F012,2702.41699219,111.298184781,54246.4612549
Ses01F_impro06_F013,129.19921875,50.8100122978,1699.19846388
Ses01F_impro06_F014,166.882324219,59.7075037802,2766.98196796
Ses01F_impro06_F015,129.19921875,34.818688748,1108.1756699
Ses01F_impro06_F016,473.73046875,72.1502293006,4984.54593204
Ses01F_impro06_F017,150.732421875,41.1915641174,2201.89684722
Ses01F_impro06_F018,269.165039062,66.121673584,3192.74905545
Ses01F_impro06_F019,118.432617188,37.2732799899,1327.38532383
Ses01F_impro06_F020,479.113769531,76.703604291,3458.37054841
Ses01F_impro06_F021,425.280761719,65.9871068713,3277.38988594
Ses01F_impro06_F022,166.882324219,76.5343099348,2783.54592619
Ses01F_impro06_F023,134.582519531,38.8147060596,1613.4967016
Ses01F_impro06_F024,134.582519531,49.5670229946,2455.03880843
Ses01F_impro06_F025,285.314941406,92.6344324856,3879.46179581
Ses01F_impro06_F026,387.59765625,83.4940495784,4321.21432261
Ses01F_impro06_F027,123.815917969,44.3254102756,1600.63791579
Ses01F_impro06_F028,468.347167969,97.4341187023,7226.86240178
Ses01F_impro06_M000,80.7495117188,28.3942727482,562.640664693
Ses01F_impro06_M001,269.165039062,51.9138189956,1748.96613504
Ses01F_impro06_M002,96.8994140625,38.825442851,1091.71613072
Ses01F_impro06_M003,145.349121094,49.8592295545,1255.18820927
Ses01F_impro06_M004,112.702946482,61.083145371,1682.73707088
Ses01F_impro06_M005,102.282714844,39.3040114183,799.608022856
Ses01F_impro06_M006,102.282714844,48.375493977,1175.11431669
Ses01F_impro06_M007,75.3662109375,25.7018103966,387.767050922
Ses01F_impro06_M008,96.8994140625,43.3393802283,1254.3590111
Ses01F_impro06_M009,145.349121094,57.1220009321,2456.26518266
Ses01F_impro06_M010,118.432617188,61.8038304849,1608.76588856
Ses01F_impro06_M011,134.582519531,35.9232171207,1061.67895206
Ses01F_impro06_M012,134.582519531,39.120665082,1182.17637119
Ses01F_impro06_M013,139.965820312,58.9106678931,1000.30295408
Ses01F_impro06_M014,253.015136719,111.793212891,3326.92785412
Ses01F_impro06_M015,96.8994140625,29.6912399173,835.072166992
Ses01F_impro06_M016,145.349121094,34.1162271505,984.472961233
Ses01F_impro06_M017,145.349121094,75.5323033816,1734.51034829
Ses01F_impro07_F000,1205.859375,255.412529882,36068.4270373
Ses01F_impro07_F001,473.73046875,225.944701711,13609.2813758
Ses01F_impro07_F002,570.629882812,195.122735802,16033.9715031
Ses01F_impro07_F003,597.546386719,259.017298549,18159.9215423
Ses01F_impro07_F004,430.6640625,144.49176718,2925.01042107
Ses01F_impro07_F005,812.878417969,310.535653098,34220.0091364
Ses01F_impro07_F006,662.145996094,226.929399875,23077.3970406
Ses01F_impro07_F007,484.497070312,162.472439269,8067.04317823
Ses01F_impro07_F008,592.163085938,159.993248626,17920.1949987
Ses01F_impro07_F009,257.974137931,87.3511584052,4260.18937686
Ses01F_impro07_F010,629.846191406,199.654930362,31990.1941406
Ses01F_impro07_F011,726.745605469,166.659692601,22617.114612
Ses01F_impro07_F012,489.880371094,195.297640373,14126.0330684
Ses01F_impro07_F013,1270.45898438,183.208465576,30833.605341
Ses01F_impro07_F014,683.679199219,169.59070049,16392.5532859
Ses01F_impro07_F015,522.180175781,190.783195863,14039.8611853
Ses01F_impro07_F016,468.347167969,142.234527371,8507.56626811
Ses01F_impro07_M000,1222.00927734,232.265044422,72951.0075662
Ses01F_impro07_M001,737.512207031,226.847303782,29235.356547
Ses01F_impro07_M002,1211.24267578,268.449626722,25839.6229932
Ses01F_impro07_M003,500.646972656,192.702265319,16435.5926879
Ses01F_impro07_M004,624.462890625,163.161024302,10102.0681726
Ses01F_impro07_M005,694.445800781,197.157572714,15801.8413556
Ses01F_impro07_M006,694.445800781,196.0641478,22825.5813901
Ses01F_impro07_M007,645.99609375,204.679260184,14527.2619024
Ses01F_impro07_M008,436.047363281,146.340872965,11165.2707941
Ses01F_impro07_M009,333.764648438,146.848561656,4157.95159311
Ses01F_impro07_M010,425.280761719,151.24429556,16158.4346639
Ses01F_impro07_M011,139.965820312,53.8207447214,1869.02063563
Ses01F_impro07_M012,253.015136719,90.0926233882,2655.27893319
Ses01F_impro07_M013,446.813964844,161.119645476,7496.78324441
Ses01F_impro07_M014,516.796875,159.85225733,9641.62038289
Ses01F_impro07_M015,699.829101562,157.66258398,14419.4138816
Ses01F_impro07_M016,392.980957031,110.23109236,8369.62614934
Ses01F_impro07_M017,661.259541985,143.179683434,5718.78227471
Ses01F_impro07_M018,414.514160156,141.648806842,15550.0270899
Ses01F_impro07_M019,462.963867188,135.674227555,10189.3867265
Ses01F_script01_1_F000,134.582519531,48.5357292732,2022.17820273
Ses01F_script01_1_F001,139.965820312,60.4195742992,2278.99692504
Ses01F_script01_1_F002,215.33203125,78.161103659,4786.73296169
Ses01F_script01_1_F003,166.882324219,44.3224396843,2350.11550619
Ses01F_script01_1_F004,215.33203125,67.4372802014,3064.41587797
Ses01F_script01_1_F005,220.715332031,49.95476848,2090.31213159
Ses01F_script01_1_F006,258.3984375,63.4385261332,2662.72508868
Ses01F_script01_1_F007,166.882324219,38.1729373416,1962.45051443
Ses01F_script01_1_F008,199.182128906,58.5345329122,3556.81531593
Ses01F_script01_1_F009,123.815917969,60.0081637974,1542.63215007
Ses01F_script01_1_F010,312.231445312,93.995830797,3820.55961388
Ses01F_script01_1_F011,312.231445312,96.4773917845,7641.88942183
Ses01F_script01_1_F012,473.73046875,100.943437783,7819.83078745
Ses01F_script01_1_F013,479.113769531,171.168340333,10134.0878452
Ses01F_script01_1_F014,139.965820312,36.7475221494,1178.39478049
Ses01F_script01_1_F015,285.314941406,64.6834586332,4117.52059968
Ses01F_script01_1_F016,419.897460938,96.9940880577,9550.493754
Ses01F_script01_1_F017,355.297851562,100.582275391,6073.94735664
Ses01F_script01_1_F018,522.180175781,117.713370891,9513.90222414
Ses01F_script01_1_F019,269.165039062,81.477196272,4913.98086103
Ses01F_script01_1_F020,479.113769531,220.789627878,12562.3494211
Ses01F_script01_1_F021,1195.09277344,136.104891208,20134.6143996
Ses01F_script01_1_F022,570.629882812,152.432653251,17933.2591262
Ses01F_script01_1_F023,380.419921875,190.969144381,6241.50182787
Ses01F_script01_1_F024,290.698242188,89.9254393675,6087.67067499
Ses01F_script01_1_F025,543.713378906,184.632123103,21085.8429895
Ses01F_script01_1_F026,301.46484375,94.8564020985,5555.14444563
Ses01F_script01_1_F027,290.698242188,101.525465308,4358.49866688
Ses01F_script01_1_F028,462.963867188,100.353924691,8732.4290942
Ses01F_script01_1_F029,753.662109375,172.93545871,15256.8542046
Ses01F_script01_1_F030,425.280761719,78.3222585485,6050.56602186
Ses01F_script01_1_F031,183.032226562,59.3562072627,2657.88189929
Ses01F_script01_1_F032,258.3984375,75.5537219514,3301.80603098
Ses01F_script01_1_F033,592.163085938,98.9037952788,9710.11506564
Ses01F_script01_1_F034,177.648925781,57.345825655,3091.46920762
Ses01F_script01_1_F035,274.548339844,86.5752315059,7778.67122328
Ses01F_script01_1_F036,484.497070312,111.100055197,14669.3334679
Ses01F_script01_1_F037,559.86328125,234.771009015,21383.4999399
Ses01F_script01_1_F038,565.246582031,238.474859193,19108.6739896
Ses01F_script01_1_F039,139.965820312,84.7218624434,2156.01893051
Ses01F_script01_1_F040,322.998046875,54.2010608759,3269.26006591
Ses01F_script01_1_F041,2374.03564453,198.338682749,49836.1566771
Ses01F_script01_1_F042,328.381347656,93.2414602726,6438.80056749
Ses01F_script01_1_F043,134.582519531,51.3985975995,2151.2176272
Ses01F_script01_1_F044,129.19921875,34.2921691378,1430.40870837
Ses01F_script01_1_M000,414.514160156,51.9385709925,10790.0525525
Ses01F_script01_1_M001,172.265625,35.6577525394,1174.92041631
Ses01F_script01_1_M002,403.747558594,63.5189415916,5401.04645956
Ses01F_script01_1_M003,123.815917969,34.0228417192,723.914918796
Ses01F_script01_1_M004,102.282714844,28.3958174543,615.958978313
Ses01F_script01_1_M005,188.415527344,59.2249247604,2239.00152656
Ses01F_script01_1_M006,398.364257812,76.5540147003,3817.01538422
Ses01F_script01_1_M007,344.53125,58.9178664443,2165.94566912
Ses01F_script01_1_M008,150.732421875,52.0402805271,1413.71067494
Ses01F_script01_1_M009,333.764648438,88.9095365084,3326.69144041
Ses01F_script01_1_M010,145.349121094,50.8895578692,1991.29034136
Ses01F_script01_1_M011,183.032226562,46.1098430826,2078.51303336
Ses01F_script01_1_M012,134.582519531,34.1557918359,780.85595347
Ses01F_script01_1_M013,403.747558594,63.92824769,6472.74891437
Ses01F_script01_1_M014,172.265625,36.0684660523,1240.61293889
Ses01F_script01_1_M015,129.19921875,36.5894776747,743.684845815
Ses01F_script01_1_M016,129.19921875,52.1102349827,1303.06978306
Ses01F_script01_1_M017,333.764648438,86.7345502351,7459.14915327
Ses01F_script01_1_M018,436.047363281,74.3660698965,11436.1469917
Ses01F_script01_1_M019,446.959459459,128.325341714,10117.0689817
Ses01F_script01_1_M020,511.413574219,177.626368476,15816.0488152
Ses01F_script01_1_M021,441.430664062,108.143661222,9751.61484046
Ses01F_script01_1_M022,398.364257812,74.4283026418,8994.5310524
Ses01F_script01_1_M023,134.582519531,50.0214542211,1482.11661705
Ses01F_script01_1_M024,403.747558594,56.8536948541,4389.26547149
Ses01F_script01_1_M025,398.364257812,77.8020952153,6473.01014855
Ses01F_script01_1_M026,360.681152344,52.5651502538,3412.82067566
Ses01F_script01_1_M027,145.349121094,71.6606538932,1918.982363
Ses01F_script01_1_M028,371.447753906,143.679554263,8205.84795644
Ses01F_script01_1_M029,371.447753906,82.4288527712,5733.6472739
Ses01F_script01_1_M030,366.064453125,119.730718085,10920.9385976
Ses01F_script01_1_M031,236.865234375,43.5712969223,1927.14842898
Ses01F_script01_1_M032,409.130859375,115.59019355,9695.20520256
Ses01F_script01_1_M033,150.732421875,45.5118200044,1423.48090166
Ses01F_script01_1_M034,145.349121094,60.4090647581,1497.72166898
Ses01F_script01_1_M035,441.430664062,57.3544562259,3301.36010679
Ses01F_script01_1_M036,473.73046875,154.347024094,16066.5974306
Ses01F_script01_1_M037,414.514160156,127.795543578,13024.1790703
Ses01F_script01_1_M038,387.59765625,93.0400615744,7419.45426713
Ses01F_script01_1_M039,96.8994140625,37.850743344,1050.93199381
