session,Average amplitude,Silence ratio
Ses01F_impro04_F009,226.64953249920956,0.5424364244094133
Ses01F_impro04_F010,792.2254983654893,0.6784821485802193
Ses01F_impro04_F011,474.7787573988989,0.6276749865474565
Ses01F_impro04_F012,222.75384615384613,0.7764182692307693
Ses01F_impro04_F013,735.0038796854947,0.6981663691749399
Ses01F_impro04_F014,440.55096476510073,0.3385486577181208
Ses01F_impro04_F015,839.5832131348781,0.5593575776175131
Ses01F_impro04_F016,1021.3151256894447,0.564373958315435
Ses01F_impro04_F017,711.5493963329302,0.6177565881543681
Ses01F_impro04_F018,846.5276310152792,0.6164720614242247
Ses01F_impro04_F019,742.8014699041771,0.6376237958710747
Ses01F_impro04_F020,454.4343744552993,0.7089119265598154
Ses01F_impro04_F021,289.638456730688,0.3007314312741769
Ses01F_impro04_F022,132.1922940340909,0.29669744318181823
Ses01F_impro04_F023,392.5112936046512,0.5043604651162791
Ses01F_impro04_F024,324.8992573744785,0.4374685641587029
Ses01F_impro04_F025,267.3233084558733,0.6575777728515481
Ses01F_impro04_F026,351.2928736695974,0.5145071726052753
Ses01F_impro04_F027,165.71987233791054,0.5382887763746331
Ses01F_impro04_F028,390.7380204608352,0.6707920022388756
Ses01F_impro04_F029,478.9775312011709,0.7793864593840859
Ses01F_impro04_F030,1454.489393433937,0.638964657862203
Ses01F_impro04_F031,1064.254943181818,0.5500710227272727
Ses01F_impro04_F032,409.31020065087614,0.505053988232505
Ses01F_impro04_F033,507.190258768178,0.6923118049615056
Ses01F_impro04_M000,233.83004261703724,0.5500311248024772
Ses01F_impro04_M001,246.59902694610776,0.3552395209580839
Ses01F_impro04_M002,262.8012806993999,0.33323108188423856
Ses01F_impro04_M003,191.19038194444443,0.2028819444444444
Ses01F_impro04_M004,282.4419149423121,0.4947562568155198
Ses01F_impro04_M005,294.8012163173653,0.40228293413173655
Ses01F_impro04_M006,215.5154915079773,0.5407514153371076
Ses01F_impro04_M007,407.034455591155,0.4869478438993644
Ses01F_impro04_M008,237.3741280205369,0.4320553602321559
Ses01F_impro04_M009,526.1557570517166,0.33600523474562405
Ses01F_impro04_M010,96.1295,0.3113571428571429
Ses01F_impro04_M011,370.74442434210533,0.321266447368421
Ses01F_impro04_M012,279.3038996324117,0.6996430664322626
Ses01F_impro04_M013,228.84615102033317,0.5181933398233014
Ses01F_impro04_M014,683.6480356749794,0.4524591767688708
Ses01F_impro04_M015,737.0885152945226,0.38549262221578096
Ses01F_impro04_M016,353.5646775544388,0.5531616415410385
Ses01F_impro04_M017,646.5014234875445,0.3526690391459075
Ses01F_impro04_M018,415.3310627685776,0.5169777099928894
Ses01F_impro04_M019,362.5295801526717,0.3113072519083969
Ses01F_impro04_M020,413.96223958333326,0.2818684895833333
Ses01F_impro04_M021,500.96069501541626,0.4011176772867421
Ses01F_impro04_M022,192.5566996305151,0.4040969354488154
Ses01F_impro04_M023,242.33491483027234,0.4190241846680896
Ses01F_impro04_M024,209.1887040155256,0.23816318958874394
Ses01F_impro04_M025,200.9241015625,0.39587890625
Ses01F_impro04_M026,265.1605729166667,0.4513020833333333
Ses01F_impro04_M027,262.3730985915493,0.4287089201877934
Ses01F_impro04_M028,163.1661878118857,0.2170976359695549
Ses01F_impro04_M029,434.2263873628334,0.40604175287889377
Ses01F_impro04_M030,390.7020424152852,0.4805819191937178
Ses01F_impro04_M031,185.3202000567847,0.2763011335095115
Ses01F_impro04_M032,303.3847196691177,0.5232306985294117
Ses01F_impro04_M033,588.7476605056103,0.15950463243167745
Ses01F_impro04_M034,347.35116553623925,0.2933864209819672
Ses01F_impro04_M035,370.65266233766226,0.3115097402597402
Ses01F_impro04_M036,162.93319946452473,0.4046854082998661
Ses01F_impro05_F000,582.0951388888889,0.4776515151515152
Ses01F_impro05_F001,1050.0244744892925,0.34214941280963185
Ses01F_impro05_F002,941.0154166666665,0.5886666666666667
Ses01F_impro05_F003,1224.7160457468215,0.4528706294278375
Ses01F_impro05_F004,1369.685204157243,0.5013627665126708
Ses01F_impro05_F005,462.9659559377632,0.7577906822110909
Ses01F_impro05_F006,292.0849176646707,0.6044161676646707
Ses01F_impro05_F007,380.4718034351145,0.6608301526717557
Ses01F_impro05_F008,566.7805654647838,0.7021728234912585
Ses01F_impro05_F009,824.225514220579,0.5807085101477985
Ses01F_impro05_F010,1078.4220668359092,0.7950979082231031
Ses01F_impro05_F011,1141.9817091454272,0.6669415292353823
Ses01F_impro05_F012,1120.146156569294,0.5878733871263078
Ses01F_impro05_F013,864.8255664652568,0.5702039274924471
Ses01F_impro05_F014,1316.944433144104,0.5194437766970543
Ses01F_impro05_F015,2696.89528880284,0.4596845756695709
Ses01F_impro05_F016,3800.934367007673,0.4643222506393862
Ses01F_impro05_F017,3876.9044514148427,0.4231046449546183
Ses01F_impro05_F018,2453.2250260960336,0.450313152400835
Ses01F_impro05_F019,3000.921057221596,0.5101570948499401
Ses01F_impro05_F020,3371.3516960498314,0.4132809086937528
Ses01F_impro05_F021,1765.0301080633938,0.5801940676742079
Ses01F_impro05_F022,1431.204007454012,0.5513201350578424
Ses01F_impro05_F023,1639.1938802083334,0.6230143229166667
Ses01F_impro05_F024,717.9134018750848,0.8006703202137778
Ses01F_impro05_F025,3071.042283807955,0.5533672300488354
Ses01F_impro05_F026,532.1863445378151,0.6583613445378151
Ses01F_impro05_F027,418.1216351351352,0.4363783783783784
Ses01F_impro05_F028,278.050295159386,0.5526564344746163
Ses01F_impro05_F029,605.5864333296413,0.5975094542635169
Ses01F_impro05_F030,561.5015483383686,0.588047583081571
Ses01F_impro05_M000,653.4714189643578,0.40056964278650253
Ses01F_impro05_M001,585.5233231707317,0.2913617886178862
Ses01F_impro05_M002,357.8274677628245,0.4862886423785123
Ses01F_impro05_M003,385.76717766797583,0.4873516618100426
Ses01F_impro05_M004,530.8397549241333,0.14762120152966818
Ses01F_impro05_M005,569.4384150002309,0.4921411967548761
Ses01F_impro05_M006,120.49471108872422,0.480355472404116
Ses01F_impro05_M007,395.6950021358394,0.5293037163605296
Ses01F_impro05_M008,210.30938562450638,0.4617947044884783
Ses01F_impro05_M009,702.8847756410257,0.3639209401709401
Ses01F_impro05_M010,745.5621784183553,0.4332491126136724
Ses01F_impro05_M011,552.7715215978363,0.4467454618822754
Ses01F_impro05_M012,648.166625150026,0.479336035689214
Ses01F_impro05_M013,629.1053865185121,0.403272711489214
Ses01F_impro05_M014,1355.8266735635154,0.42618216302426826
Ses01F_impro05_M015,370.0306658395368,0.4972084367245657
Ses01F_impro05_M016,667.8431551073984,0.4542219591954415
Ses01F_impro05_M017,682.9998240813135,0.6069683346364347
Ses01F_impro05_M018,1861.0254597735575,0.3285608738193654
Ses01F_impro05_M019,1115.5798439478738,0.4024265697128151
Ses01F_impro05_M020,973.2498590225563,0.4065319548872181
Ses01F_impro05_M021,1448.4954251820984,0.5299947916261787
Ses01F_impro05_M022,1543.9839125560538,0.27760650224215244
Ses01F_impro05_M023,1732.8378761969905,0.29854651162790696
Ses01F_impro05_M024,1239.5938193343898,0.6096275752773376
Ses01F_impro05_M025,1000.3972453293331,0.2508295831628711
Ses01F_impro05_M026,1299.3054588951718,0.4231296215745977
Ses01F_impro05_M027,1023.9762783727476,0.4003070287656713
Ses01F_impro05_M028,603.1036263368984,0.4550635026737968
Ses01F_impro05_M029,1087.1536183798069,0.5973919501538403
Ses01F_impro05_M030,687.6294374922393,0.5581754715158873
Ses01F_impro05_M031,380.49520285087715,0.6087993421052631
Ses01F_impro05_M032,349.0836634653862,0.6665766306522609
Ses01F_impro05_M033,587.2303526082517,0.33284607239573083
Ses01F_impro05_M034,513.9404852197122,0.4315709636229227
Ses01F_impro05_M035,235.00011885895404,0.4716917591125198
Ses01F_impro06_F000,117.8151288507109,0.4808945497630331
Ses01F_impro06_F001,192.48349550898206,0.3357784431137725
Ses01F_impro06_F002,110.72103326872109,0.23592705407650616
Ses01F_impro06_F003,105.93120300751879,0.29661654135338344
Ses01F_impro06_F004,91.95418781725887,0.2617703045685279
Ses01F_impro06_F005,196.9677943925234,0.44871028037383176
Ses01F_impro06_F006,225.2264858102461,0.583646094508381
Ses01F_impro06_F007,188.2102890625,0.5628124999999999
Ses01F_impro06_F008,157.8027371342079,0.5182391523713421
Ses01F_impro06_F009,172.67376874809327,0.424475795479844
Ses01F_impro06_F010,105.27715407913185,0.3906933935508728
Ses01F_impro06_F011,178.68546786085818,0.5133020279427551
Ses01F_impro06_F012,425.0966764214047,0.7141095317725752
Ses01F_impro06_F013,103.35587275693312,0.23646003262642745
Ses01F_impro06_F014,159.66099246231155,0.3414886934673367
Ses01F_impro06_F015,86.17212753914848,0.3600821751252542
Ses01F_impro06_F016,207.75824284304048,0.7047959855215531
Ses01F_impro06_F017,136.0832186907021,0.5320445920303605
Ses01F_impro06_F018,210.80072916666663,0.682265625
Ses01F_impro06_F019,92.59416415662649,0.17974397590361446
Ses01F_impro06_F020,250.2281229400132,0.5528386618325642
Ses01F_impro06_F021,190.102905874683,0.6308698781650519
Ses01F_impro06_F022,233.44548116089612,0.42998981670061104
Ses01F_impro06_F023,105.90798554568156,0.25766528637230723
Ses01F_impro06_F024,171.2448935225863,0.2532993958278608
Ses01F_impro06_F025,288.32631044297636,0.6069841919003691
Ses01F_impro06_F026,254.64075799627562,0.3880592755370687
Ses01F_impro06_F027,108.57447321616978,0.19617359499191112
Ses01F_impro06_F028,442.1621892425962,0.7013317484804078
Ses01F_impro06_M000,121.85377286585366,0.5469512195121949
Ses01F_impro06_M001,229.75828230415016,0.3565455271176705
Ses01F_impro06_M002,119.49424888232996,0.2365988107122705
Ses01F_impro06_M003,229.61734504132232,0.4093904958677685
Ses01F_impro06_M004,129.3052701358966,0.2352384109096075
Ses01F_impro06_M005,193.38143712574848,0.29008233532934136
Ses01F_impro06_M006,135.48670302013423,0.18292785234899334
Ses01F_impro06_M007,114.65232558139536,0.3813953488372093
Ses01F_impro06_M008,260.5428528708134,0.4997308612440191
Ses01F_impro06_M009,150.051437566554,0.1815361822306588
Ses01F_impro06_M010,199.66932662447425,0.362985966429498
Ses01F_impro06_M011,158.01907099697883,0.2811367069486405
Ses01F_impro06_M012,144.7593875502008,0.328363453815261
Ses01F_impro06_M013,200.61724676736335,0.4007110668266944
Ses01F_impro06_M014,258.5112980769231,0.14947115384615384
Ses01F_impro06_M015,146.1412991485698,0.4266079913262541
Ses01F_impro06_M016,159.28228575913968,0.4311309091622677
Ses01F_impro06_M017,416.22995162258553,0.3736713867015078
Ses01F_impro07_F000,3854.4190174982814,0.458118016924105
Ses01F_impro07_F001,1758.0111351611351,0.4181337181337181
Ses01F_impro07_F002,1345.0985106857906,0.6547480001453496
Ses01F_impro07_F003,2644.7948212925758,0.5263793692061239
Ses01F_impro07_F004,788.5285960651814,0.35787608958340666
Ses01F_impro07_F005,4420.4738694539255,0.3314846416382252
Ses01F_impro07_F006,1962.7053032947929,0.601955106483478
Ses01F_impro07_F007,846.6288283658788,0.627113309352518
Ses01F_impro07_F008,746.3985996563574,0.6347680412371134
Ses01F_impro07_F009,421.3456092206367,0.8274423710208563
Ses01F_impro07_F010,1120.6122203947368,0.7669078947368421
Ses01F_impro07_F011,1190.5178106304786,0.7298017340834215
Ses01F_impro07_F012,1691.7889114467628,0.6398346070855345
Ses01F_impro07_F013,1026.4517881944444,0.7109027777777778
Ses01F_impro07_F014,699.303087138863,0.4632513979496738
Ses01F_impro07_F015,1601.7692590748718,0.6228273339249768
Ses01F_impro07_F016,727.5421823204421,0.6092541436464088
Ses01F_impro07_M000,1509.8512776243094,0.5410566298342541
Ses01F_impro07_M001,3337.8915302089217,0.42987012987012985
Ses01F_impro07_M002,2330.294330270793,0.4755077369439071
Ses01F_impro07_M003,1304.6077202550834,0.5290441145334903
Ses01F_impro07_M004,1555.0990587322574,0.5708800734647994
Ses01F_impro07_M005,2849.3982239191755,0.3964757236778601
Ses01F_impro07_M006,1730.2778088317496,0.6096515744363704
Ses01F_impro07_M007,2714.813389620269,0.4616945017441183
Ses01F_impro07_M008,1012.9484449760763,0.6746411483253589
Ses01F_impro07_M009,1007.30677764566,0.3852259215219976
Ses01F_impro07_M010,532.052379032258,0.43528225806451615
Ses01F_impro07_M011,233.26005109253705,0.3047446613259257
Ses01F_impro07_M012,674.9649460762946,0.5054626752344662
Ses01F_impro07_M013,1069.075857142857,0.3616734693877551
Ses01F_impro07_M014,1217.2710171138915,0.4932270328129037
Ses01F_impro07_M015,1481.9222814498935,0.6230514096185737
Ses01F_impro07_M016,565.2477569686413,0.6030923344947735
Ses01F_impro07_M017,720.7323472781377,0.13583056187642215
Ses01F_impro07_M018,857.4206928998027,0.5430808034605784
Ses01F_impro07_M019,629.9906856219095,0.7493961582350703
Ses01F_script01_1_F000,173.46184609819332,0.6777869330171427
Ses01F_script01_1_F001,238.3081601353853,0.7063126906058843
Ses01F_script01_1_F002,338.67025648967734,0.7136202809115927
Ses01F_script01_1_F003,156.25525341571898,0.9322715529869232
Ses01F_script01_1_F004,209.8109870116744,0.3735449200653628
Ses01F_script01_1_F005,139.15270077417566,0.4741162652656572
Ses01F_script01_1_F006,223.04773044692737,0.6067853817504656
Ses01F_script01_1_F007,168.22062823834196,0.8211139896373056
Ses01F_script01_1_F008,254.85873371335504,0.4253460912052117
Ses01F_script01_1_F009,240.1694139731331,0.6735691519524452
Ses01F_script01_1_F010,255.2279018425745,0.3346919136169369
Ses01F_script01_1_F011,441.9197899259968,0.7023858003454426
Ses01F_script01_1_F012,488.2012620658305,0.6705419931014198
Ses01F_script01_1_F013,1510.6430387518797,0.5619534158801628
Ses01F_script01_1_F014,138.31676114202506,0.7441884653388111
Ses01F_script01_1_F015,230.6793064581217,0.6726549128202274
Ses01F_script01_1_F016,841.3502170535186,0.6817082352187355
Ses01F_script01_1_F017,950.8513601036267,0.6880019430051814
Ses01F_script01_1_F018,373.82685931899636,0.4458333333333333
Ses01F_script01_1_F019,341.3938707729468,0.7544685990338165
Ses01F_script01_1_F020,2278.209600515464,0.4148711340206186
Ses01F_script01_1_F021,974.4624092308267,0.6499665956955276
Ses01F_script01_1_F022,1109.6082192497288,0.5724185724185724
Ses01F_script01_1_F023,840.0582961309523,0.3090587797619048
Ses01F_script01_1_F024,413.2084207421004,0.715336960797168
Ses01F_script01_1_F025,1536.356353813901,0.5242030855238402
Ses01F_script01_1_F026,385.5056170771968,0.6066603631468452
Ses01F_script01_1_F027,454.43632173407525,0.4326675525288597
Ses01F_script01_1_F028,531.3094075085517,0.6233336617914104
Ses01F_script01_1_F029,1196.0350542221693,0.4589716433717687
Ses01F_script01_1_F030,191.62088388214906,0.3805242634315424
Ses01F_script01_1_F031,233.80321052631575,0.5929210526315789
Ses01F_script01_1_F032,532.5209653246134,0.5953062197697391
Ses01F_script01_1_F033,788.3012353500159,0.6575184397484048
Ses01F_script01_1_F034,200.1850238350478,0.6205095454234427
Ses01F_script01_1_F035,639.0034168815995,0.7393911337433592
Ses01F_script01_1_F036,1264.3878236972835,0.7405348271852871
Ses01F_script01_1_F037,2716.7296781282084,0.4993065437057584
Ses01F_script01_1_F038,2458.66359375,0.4745089285714286
Ses01F_script01_1_F039,521.2900837988826,0.50143156424581
Ses01F_script01_1_F040,347.9620636483549,0.7528192171215189
Ses01F_script01_1_F041,1845.8102556892616,0.5958179691843635
Ses01F_script01_1_F042,822.7964372964169,0.7810667752442997
Ses01F_script01_1_F043,241.4936702002781,0.7045672078449786
Ses01F_script01_1_F044,119.66738679759956,0.43936715766503004
Ses01F_script01_1_M000,179.17455408802522,0.8617573121583337
Ses01F_script01_1_M001,231.54117778731185,0.7651327202521965
Ses01F_script01_1_M002,309.39059351504017,0.6185606716047178
Ses01F_script01_1_M003,159.54695855614975,0.3679478609625668
Ses01F_script01_1_M004,124.2652052238806,0.37896455223880604
Ses01F_script01_1_M005,295.2507408462196,0.5158444877192712
Ses01F_script01_1_M006,577.1709225319574,0.5527696493659839
Ses01F_script01_1_M007,559.193795034322,0.621640634992823
Ses01F_script01_1_M008,420.3784594293548,0.6519111083415771
Ses01F_script01_1_M009,972.3474952305417,0.6050245439540417
Ses01F_script01_1_M010,259.57838740458016,0.4944179389312977
Ses01F_script01_1_M011,265.3598830281365,0.6956117312322171
Ses01F_script01_1_M012,155.47058535550514,0.4619363893013921
Ses01F_script01_1_M013,380.2001954037026,0.6734028261697282
Ses01F_script01_1_M014,155.5298342889547,0.3191985382143532
Ses01F_script01_1_M015,171.77904829412972,0.5058852058423027
Ses01F_script01_1_M016,318.2737287479684,0.4885064884806893
Ses01F_script01_1_M017,433.52767786834664,0.5242939536467534
Ses01F_script01_1_M018,497.29206401274627,0.8009325429368073
Ses01F_script01_1_M019,1170.741524390244,0.5012865853658537
Ses01F_script01_1_M020,1981.9856806077012,0.3992258214732676
Ses01F_script01_1_M021,727.6650477150205,0.6423823919735241
Ses01F_script01_1_M022,483.894039892542,0.7568409290825666
Ses01F_script01_1_M023,445.7700343680105,0.5062735257214555
Ses01F_script01_1_M024,358.72757856154203,0.7104821346183421
Ses01F_script01_1_M025,580.5331826277572,0.5680778188792985
Ses01F_script01_1_M026,326.3139048680976,0.7514888117381718
Ses01F_script01_1_M027,478.71239159194465,0.4114361311186241
Ses01F_script01_1_M028,714.31598372801,0.4161480643336297
Ses01F_script01_1_M029,772.0493917576961,0.6066844587884807
Ses01F_script01_1_M030,1443.6609324104236,0.5718648208469055
Ses01F_script01_1_M031,193.75899475376545,0.6724995769165679
Ses01F_script01_1_M032,1244.4989591886294,0.5353471105919904
Ses01F_script01_1_M033,337.79821140398064,0.7497758651604806
Ses01F_script01_1_M034,505.65322705463547,0.5601963428925201
Ses01F_script01_1_M035,356.9716823187799,0.6817563502236639
Ses01F_script01_1_M036,1219.609135883905,0.4515996042216359
Ses01F_script01_1_M037,1422.1828060247876,0.6424248673940924
Ses01F_script01_1_M038,1139.417750588851,0.6738942685160952
Ses01F_script01_1_M039,213.41005747126442,0.4822318007662836
Ses01F_script01_1_M040,158.96556888995732,0.5750845984578117
Ses01F_script01_1_M041,1253.9460353185596,0.5313538781163435
Ses01F_script01_1_M042,333.4789880895052,0.8120324890044625
Ses01F_script01_1_M043,296.4709131024654,0.6760767976319361
Ses01F_script01_2_F000,322.79831036745406,0.8192913385826772
Ses01F_script01_2_F001,315.88997358923666,0.6151080628880377
Ses01F_script01_2_F002,343.9092648893518,0.6936130524836783
Ses01F_script01_2_F003,482.02077188060815,0.7660430289403659
Ses01F_script01_2_F004,183.93868393217733,0.5500176287701528
Ses01F_script01_2_F005,1524.7229166666666,0.6818166666666667
Ses01F_script01_2_F006,3057.9387946867128,0.5434160509118866
Ses01F_script01_2_F007,2399.0242760424358,0.5169960418731853
Ses01F_script01_2_F008,2795.2706590367525,0.5179645058238974
Ses01F_script01_2_F009,473.06913256777136,0.6886441637838686
Ses01F_script01_2_F010,1697.1635193679917,0.6257963812436289
Ses01F_script01_2_F011,715.4389107142857,0.8592321428571429
Ses01F_script01_2_F012,4029.726829915134,0.37983115275813295
Ses01F_script01_2_F013,5409.202719164539,0.2704901474666226
Ses01F_script01_2_F014,286.3189187942526,0.8057612029797735
Ses01F_script01_2_M000,213.2607847467609,0.8308856007067138
Ses01F_script01_2_M001,299.48920836491504,0.6883162067123101
Ses01F_script01_2_M002,363.80170749751267,0.6468252281056812
Ses01F_script01_2_M003,588.3991612242863,0.6215001947481409
Ses01F_script01_2_M004,387.56584821428567,0.5189285714285714
Ses01F_script01_2_M005,133.4816689944134,0.2664106145251397
Ses01F_script01_2_M006,368.7051828584249,0.7819160870540722
Ses01F_script01_2_M007,1310.889028969957,0.6331008583690987
Ses01F_script01_2_M008,1540.3935348850366,0.4937922452558048
Ses01F_script01_2_M009,463.92706381733024,0.6149297423887587
Ses01F_script01_2_M010,1531.1358068367756,0.5180795707483896
Ses01F_script01_2_M011,100.43900790969435,0.3702054930641122
Ses01F_script01_2_M012,508.6691905286343,0.3985682819383259
Ses01F_script01_2_M013,1906.6501498115274,0.4558780888559554
Ses01F_script01_2_M014,3243.4273037542657,0.3938282138794085
