,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Ses04F_impro02_F000,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2512674629688263,0.21220408380031586,0.45667022466659546,0.07985818386077881,0.0001251225039595738,0.0022393125109374523,0.005510307382792234,0.0010162943508476019,0.24523735791444778,0.16988424211740494,0.4098189175128937,0.05664593353867531,0.25944557785987854,0.2511243000626564,0.5181931555271149,0.08219470456242561,0.2664138674736023,0.274859219789505,0.548094630241394,0.15275487303733826,0.2664138674736023,0.274859219789505,0.548094630241394,0.15275487303733826
Ses04F_impro02_M020,1.0,1.0,5.0,10.0,5.0,6.0,4.0,2.0,7.0,8.0,1.0,1.0,4.0,2.0,7.0,4.0,0.26922646164894104,0.25829005241394043,0.2534533441066742,0.2190302014350891,0.0025181302335113287,0.0020002478267997503,0.008662567473948002,0.019259115681052208,0.23807233572006226,0.23407723009586334,0.1988781839609146,0.13235583901405334,0.30404165387153625,0.2890664339065552,0.30120083689689636,0.25418606400489807,0.34843724966049194,0.3171596825122833,0.4277956783771515,0.667748749256134,0.34843724966049194,0.3171596825122833,0.4277956783771515,0.667748749256134
Ses04F_impro02_F002,0.0,2.0,1.0,17.0,6.0,9.0,3.0,2.0,10.0,9.0,0.0,1.0,4.0,0.0,16.0,0.0,0.26112592220306396,0.25204235315322876,0.3513551652431488,0.1354765146970749,0.0011595371179282665,0.001180725870653987,0.006762718316167593,0.003381628543138504,0.23523328453302383,0.2342541106045246,0.3134189620614052,0.10273010656237602,0.2866281792521477,0.26968861371278763,0.41234585642814636,0.15353898704051971,0.32386934757232666,0.3176353871822357,0.48160818219184875,0.27857840061187744,0.32386934757232666,0.3176353871822357,0.48160818219184875,0.27857840061187744
Ses04F_impro02_F024,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.2258661538362503,0.30628642439842224,0.3584822714328766,0.10936510562896729,0.0005602194578386843,0.0011002550600096583,0.007714569102972746,0.0010425640502944589,0.2144494652748108,0.29103614389896393,0.29646918177604675,0.09554188698530197,0.24217293411493301,0.329344242811203,0.3924458771944046,0.13201363384723663,0.24869956076145172,0.33678701519966125,0.48250851035118103,0.1370115578174591,0.24869956076145172,0.33678701519966125,0.48250851035118103,0.1370115578174591
Ses04F_impro02_M004,0.0,1.0,0.0,16.0,5.0,6.0,6.0,0.0,7.0,9.0,0.0,1.0,5.0,1.0,11.0,0.0,0.27798399329185486,0.26885151863098145,0.315999299287796,0.13716518878936768,0.002128744497895241,0.001190196257084608,0.005313294939696789,0.0018109226366505027,0.24796496331691742,0.2429661899805069,0.23360037803649902,0.10707224905490875,0.3114893436431885,0.29433757066726685,0.3742579519748688,0.14313799142837524,0.37632662057876587,0.32388412952423096,0.44664260745048523,0.25565171241760254,0.37632662057876587,0.32388412952423096,0.44664260745048523,0.25565171241760254
Ses04F_impro02_F012,0.0,0.0,6.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,4.0,0.25700873136520386,0.26676368713378906,0.19640515744686127,0.27982237935066223,0.0007333053508773446,0.0006186188547872007,0.004313097335398197,0.005789616145193577,0.2320890575647354,0.2517038881778717,0.14914660155773163,0.20298334956169128,0.2777611017227173,0.2732331454753876,0.20687444508075714,0.32332101464271545,0.2942156195640564,0.31597381830215454,0.3337722718715668,0.4319772720336914,0.2942156195640564,0.31597381830215454,0.3337722718715668,0.4319772720336914
Ses04F_impro02_F007,0.0,2.0,4.0,8.0,5.0,4.0,3.0,2.0,7.0,6.0,1.0,0.0,2.0,2.0,6.0,4.0,0.24913610517978668,0.2518145740032196,0.2550382912158966,0.2440110146999359,0.001686039729975164,0.002590227173641324,0.011517084203660488,0.022670362144708633,0.21197464689612389,0.2223634086549282,0.17317359521985054,0.11731973476707935,0.27451030164957047,0.29176177084445953,0.31723179668188095,0.32770437002182007,0.3178133964538574,0.3172399699687958,0.4349507689476013,0.5558942556381226,0.3178133964538574,0.3172399699687958,0.4349507689476013,0.5558942556381226
Ses04F_impro02_M001,0.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.2958690822124481,0.20120050013065338,0.42005783319473267,0.08287257701158524,0.0023581767454743385,0.001087249256670475,0.004289654083549976,0.0005291959969326854,0.24511701613664627,0.17506245896220207,0.38092049956321716,0.06238799449056387,0.32796660810709,0.228571105748415,0.4455069378018379,0.09951769188046455,0.3574552834033966,0.25302472710609436,0.5448163151741028,0.10970555245876312,0.3574552834033966,0.25302472710609436,0.5448163151741028,0.10970555245876312
Ses04F_impro02_F022,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.2593453526496887,0.2580990791320801,0.30020076036453247,0.18235479295253754,0.0006073861150071025,0.0006382736610248685,0.015756499022245407,0.011745095252990723,0.24060247838497162,0.25656622648239136,0.20661473274230957,0.0835660845041275,0.2780580222606659,0.27315089106559753,0.3772238790988922,0.23367902636528015,0.2896789014339447,0.2816482186317444,0.492831289768219,0.3664441704750061,0.2896789014339447,0.2816482186317444,0.492831289768219,0.3664441704750061
Ses04F_impro02_F005,0.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,0.25673708319664,0.2601993978023529,0.24163900315761566,0.24142447113990784,0.0002159180148737505,0.00042876930092461407,0.0053301015868783,0.008282690308988094,0.2529686167836189,0.2538529708981514,0.18376803398132324,0.17870935797691345,0.2668277323246002,0.2695028930902481,0.2920237183570862,0.286337211728096,0.26772964000701904,0.29089421033859253,0.35392534732818604,0.40164893865585327,0.26772964000701904,0.29089421033859253,0.35392534732818604,0.40164893865585327
Ses04F_impro02_M025,0.0,0.0,0.0,7.0,1.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.32249003648757935,0.2500276267528534,0.3263830542564392,0.10109924525022507,0.0030274130403995514,0.0005173686658963561,0.0014675130369141698,0.0006120577454566956,0.2775315195322037,0.23398905247449875,0.29768793284893036,0.08621885254979134,0.36853064596652985,0.2647452652454376,0.3496728837490082,0.11377466097474098,0.39466530084609985,0.28079816699028015,0.39174067974090576,0.14674848318099976,0.39466530084609985,0.28079816699028015,0.39174067974090576,0.14674848318099976
Ses04F_impro02_F023,0.0,0.0,9.0,9.0,13.0,4.0,1.0,0.0,5.0,11.0,2.0,0.0,0.0,3.0,6.0,9.0,0.21638379991054535,0.26540911197662354,0.242251455783844,0.2759556174278259,0.0015298938378691673,0.0020221013110131025,0.01655631698668003,0.02595730870962143,0.19227434322237968,0.24622869119048119,0.15560519695281982,0.15203452482819557,0.2398570142686367,0.2952381297945976,0.32005397975444794,0.36997565627098083,0.27840372920036316,0.3348057270050049,0.5720897912979126,0.6231200695037842,0.27840372920036316,0.3348057270050049,0.5720897912979126,0.6231200695037842
Ses04F_impro02_M018,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.29865023493766785,0.2173469066619873,0.3692600727081299,0.11474283039569855,0.0005083508440293372,0.002607302973046899,0.003591640619561076,0.0006109909736551344,0.28060024976730347,0.1709725558757782,0.34146949648857117,0.1122918501496315,0.3043161928653717,0.24886973202228546,0.4091787338256836,0.13214683532714844,0.33502477407455444,0.2776041328907013,0.4573504626750946,0.13641618192195892,0.33502477407455444,0.2776041328907013,0.4573504626750946,0.13641618192195892
Ses04F_impro02_F001,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2385644167661667,0.2550573945045471,0.42528676986694336,0.08109141886234283,0.00017046459834091365,0.0008807567646726966,0.002075406489893794,0.00012935619452036917,0.23099611699581146,0.24338296055793762,0.3928389251232147,0.07605546712875366,0.25179019570350647,0.2776980996131897,0.42869359254837036,0.0889035016298294,0.25186800956726074,0.29369238018989563,0.5124577879905701,0.09553444385528564,0.25186800956726074,0.29369238018989563,0.5124577879905701,0.09553444385528564
Ses04M_script02_2_F026,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,0.1770247220993042,0.203073188662529,0.07029901444911957,0.5496030449867249,0.007738018874078989,0.001874624635092914,0.0010553644970059395,0.021620234474539757,0.11098960414528847,0.19378047063946724,0.04558055382221937,0.45289814472198486,0.24992651492357254,0.2287726104259491,0.09410105273127556,0.6357937157154083,0.3102099299430847,0.2632238268852234,0.12368636578321457,0.7341907620429993,0.3102099299430847,0.2632238268852234,0.12368636578321457,0.7341907620429993
Ses04M_script02_2_M001,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.30983373522758484,0.21382911503314972,0.23005539178848267,0.24628174304962158,0.0014855246990919113,0.00219124392606318,0.004147072322666645,0.020768707618117332,0.2914036065340042,0.18737556785345078,0.20076893270015717,0.14438198506832123,0.3364361375570297,0.2442859187722206,0.27489596605300903,0.29800157994031906,0.3466939926147461,0.26673623919487,0.28862830996513367,0.4500812888145447,0.3466939926147461,0.26673623919487,0.28862830996513367,0.4500812888145447
Ses04M_script02_2_F028,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.09081391990184784,0.2011035680770874,0.05735347047448158,0.6507290005683899,0.002366009633988142,0.004827619530260563,0.0022106803953647614,0.024533772841095924,0.057285645976662636,0.15850303694605827,0.027247210033237934,0.585214301943779,0.11127615533769131,0.23890503123402596,0.06515300553292036,0.7344712167978287,0.1701977699995041,0.3285143971443176,0.14913728833198547,0.8544914126396179,0.1701977699995041,0.3285143971443176,0.14913728833198547,0.8544914126396179
Ses04M_script02_2_F018,0.0,0.0,2.0,6.0,6.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,2.0,0.2345672994852066,0.28313302993774414,0.26989585161209106,0.21240384876728058,0.001972503960132599,0.002924938453361392,0.010869726538658142,0.02821008488535881,0.21930652484297752,0.25413641333580017,0.22084100916981697,0.10798405855894089,0.2629614546895027,0.31283149868249893,0.335550494492054,0.2410089708864689,0.2878049910068512,0.39119213819503784,0.4222157299518585,0.5586736798286438,0.2878049910068512,0.39119213819503784,0.4222157299518585,0.5586736798286438
Ses04M_script02_2_F006,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.14722152054309845,0.2422032207250595,0.0722145065665245,0.5383607745170593,0.0029352831188589334,0.0023387144319713116,0.0013465405208989978,0.014666507951915264,0.10448791831731796,0.21252469718456268,0.04259870946407318,0.4622521176934242,0.17824334278702736,0.26913680136203766,0.09330487996339798,0.5989201217889786,0.23859141767024994,0.32979053258895874,0.15211540460586548,0.8050882816314697,0.23859141767024994,0.32979053258895874,0.15211540460586548,0.8050882816314697
Ses04M_script02_2_M029,0.0,2.0,18.0,3.0,14.0,4.0,2.0,3.0,6.0,12.0,2.0,3.0,3.0,5.0,1.0,14.0,0.22706815600395203,0.25538426637649536,0.15201237797737122,0.3655351996421814,0.0036145737394690514,0.0030572498217225075,0.00520686199888587,0.026260757818818092,0.18069761246442795,0.23062358796596527,0.09964403882622719,0.2541586011648178,0.27174779772758484,0.30111417174339294,0.19943001866340637,0.47289326786994934,0.32851943373680115,0.3483881652355194,0.31482505798339844,0.7421466708183289,0.32851943373680115,0.3483881652355194,0.31482505798339844,0.7421466708183289
Ses04M_script02_2_M007,1.0,2.0,13.0,3.0,6.0,8.0,0.0,5.0,7.0,8.0,3.0,1.0,5.0,1.0,3.0,10.0,0.26270216703414917,0.2322692573070526,0.1990787535905838,0.305949866771698,0.003351744497194886,0.0026523901615291834,0.011527027003467083,0.020463287830352783,0.24002797901630402,0.20620518922805786,0.13342617824673653,0.22538050264120102,0.3055673688650131,0.2608330696821213,0.24379082024097443,0.3505648821592331,0.3421202600002289,0.3368699848651886,0.5242660045623779,0.6643555164337158,0.3421202600002289,0.3368699848651886,0.5242660045623779,0.6643555164337158
Ses04M_script02_2_M000,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.2859916687011719,0.22909274697303772,0.3702569901943207,0.11465858668088913,0.0005172091769054532,0.003143635578453541,0.007014491129666567,0.0009145862422883511,0.27377495914697647,0.2003159262239933,0.31607935205101967,0.10163319110870361,0.2888278588652611,0.24842166528105736,0.44641096889972687,0.12480429001152515,0.3246699273586273,0.3164609372615814,0.4494580924510956,0.16009405255317688,0.3246699273586273,0.3164609372615814,0.4494580924510956,0.16009405255317688
Ses04M_script02_2_F013,0.0,0.0,13.0,2.0,12.0,1.0,0.0,2.0,3.0,8.0,0.0,4.0,0.0,6.0,2.0,7.0,0.1966162621974945,0.2884414792060852,0.1637437641620636,0.3511984646320343,0.0028155564796179533,0.003970171790570021,0.013780993409454823,0.028043309226632118,0.15736927092075348,0.23165394365787506,0.09401778876781464,0.22756610810756683,0.22815968841314316,0.3485492914915085,0.1747492179274559,0.4798778146505356,0.2830272912979126,0.40213486552238464,0.466101735830307,0.6469656229019165,0.2830272912979126,0.40213486552238464,0.466101735830307,0.6469656229019165
Ses04M_script02_2_F020,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.25279223918914795,0.22797727584838867,0.43669459223747253,0.08253591507673264,0.0007111627492122352,0.0004536854394245893,4.786399222211912e-05,9.977900845115073e-06,0.238320704549551,0.21644479036331177,0.43155039846897125,0.08096959628164768,0.26616062968969345,0.23813260719180107,0.44230838119983673,0.08389726094901562,0.2910684049129486,0.25906696915626526,0.44501692056655884,0.08717337250709534,0.2910684049129486,0.25906696915626526,0.44501692056655884,0.08717337250709534
Ses04M_script02_2_F019,0.0,1.0,5.0,4.0,4.0,4.0,0.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,0.24975517392158508,0.2532748579978943,0.26062703132629395,0.23634295165538788,0.0036366190761327744,0.005317247472703457,0.026375379413366318,0.01945049688220024,0.21610386669635773,0.1909336932003498,0.1349503993988037,0.11913548409938812,0.299601748585701,0.31470363587141037,0.3691617399454117,0.3369452953338623,0.3404315412044525,0.3630521595478058,0.5522394180297852,0.4776524305343628,0.3404315412044525,0.3630521595478058,0.5522394180297852,0.4776524305343628
Ses04M_script02_2_F027,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.08505868166685104,0.18399858474731445,0.04087120294570923,0.6900715827941895,0.0018174685537815094,0.005032416898757219,0.0008879221859388053,0.01971624419093132,0.05625400226563215,0.14004123583436012,0.018734033685177565,0.6398981511592865,0.10849050432443619,0.20341885089874268,0.05601091217249632,0.7812817543745041,0.16198119521141052,0.32681772112846375,0.09582920372486115,0.8123162984848022,0.16198119521141052,0.32681772112846375,0.09582920372486115,0.8123162984848022
Ses04M_script02_2_F007,0.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,0.2448526918888092,0.27569448947906494,0.18977129459381104,0.2896815240383148,0.004624992609024048,0.0024688751436769962,0.016599219292402267,0.022943725809454918,0.21958433836698532,0.24348852410912514,0.09344347007572651,0.17959047853946686,0.30528369545936584,0.3190445378422737,0.2584754750132561,0.3508422300219536,0.3287808895111084,0.34379178285598755,0.4524615705013275,0.579789400100708,0.3287808895111084,0.34379178285598755,0.4524615705013275,0.579789400100708
Ses04M_script02_2_M040,0.0,1.0,0.0,12.0,3.0,8.0,2.0,0.0,5.0,3.0,5.0,0.0,5.0,1.0,6.0,1.0,0.2955138683319092,0.24185878038406372,0.31678375601768494,0.14584358036518097,0.0028783041052520275,0.0018452554941177368,0.004875194747000933,0.005603651981800795,0.25999289751052856,0.24163369834423065,0.27898970246315,0.1041652262210846,0.33074939250946045,0.26537802815437317,0.3463963568210602,0.1508931815624237,0.411156564950943,0.2916516959667206,0.44579648971557617,0.3845420777797699,0.411156564950943,0.2916516959667206,0.44579648971557617,0.3845420777797699
Ses04M_script02_2_F035,0.0,0.0,7.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,0.0,2.0,5.0,2.0,1.0,3.0,0.27492937445640564,0.2662159502506256,0.21207131445407867,0.24678339064121246,0.002153908833861351,0.001345001277513802,0.0072341617196798325,0.007408507168292999,0.2456119880080223,0.24738262593746185,0.16837233304977417,0.19485332816839218,0.3076232373714447,0.29042477905750275,0.22096890211105347,0.29903796315193176,0.3503032326698303,0.3264944851398468,0.45461544394493103,0.3971911370754242,0.3503032326698303,0.3264944851398468,0.45461544394493103,0.3971911370754242
Ses04M_script02_2_M034,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.2042798548936844,0.2935909926891327,0.10701391100883484,0.3951152563095093,0.002469285624101758,0.0011365932878106833,0.0014456147328019142,0.014694582670927048,0.16934756934642792,0.27048465609550476,0.08060553297400475,0.34016384184360504,0.22502987831830978,0.31022311747074127,0.1245831660926342,0.4795622378587723,0.27414441108703613,0.3398036062717438,0.15983065962791443,0.5050181150436401,0.27414441108703613,0.3398036062717438,0.15983065962791443,0.5050181150436401
Ses04M_script02_2_M039,1.0,0.0,2.0,6.0,4.0,5.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0,2.0,3.0,0.2590349614620209,0.2614615857601166,0.24952536821365356,0.22997811436653137,0.004206219222396612,0.0018401911947876215,0.007759275380522013,0.02859959751367569,0.2022525668144226,0.25932469964027405,0.19009548425674438,0.10046928375959396,0.30309849977493286,0.28483322262763977,0.30607712268829346,0.3263014256954193,0.3486117124557495,0.32126280665397644,0.33828234672546387,0.551154375076294,0.3486117124557495,0.32126280665397644,0.33828234672546387,0.551154375076294
Ses04M_script02_2_M020,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.27694955468177795,0.3275752067565918,0.22546851634979248,0.17000672221183777,0.0007065430982038379,0.0002790411817841232,0.0006543401977978647,0.0009451739024370909,0.26067113876342773,0.3150390312075615,0.21375412493944168,0.1395554579794407,0.28311537206172943,0.33820588141679764,0.23475458845496178,0.19893787428736687,0.3216567039489746,0.3515073359012604,0.2638527452945709,0.2040841281414032,0.3216567039489746,0.3515073359012604,0.2638527452945709,0.2040841281414032
Ses04M_script02_2_F029,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.08357416093349457,0.1604553610086441,0.043612610548734665,0.7123578190803528,0.004853713326156139,0.006691350135952234,0.0013558330247178674,0.034930162131786346,0.03454802557826042,0.10276694968342781,0.017722574062645435,0.6456800699234009,0.10232118517160416,0.19328315556049347,0.05871559679508209,0.8424983620643616,0.23446913063526154,0.32206109166145325,0.11851798743009567,0.8617070317268372,0.23446913063526154,0.32206109166145325,0.11851798743009567,0.8617070317268372
Ses04M_script02_2_F036,1.0,0.0,1.0,18.0,9.0,8.0,1.0,2.0,8.0,7.0,5.0,0.0,2.0,5.0,13.0,0.0,0.25621405243873596,0.263350248336792,0.35402125120162964,0.12641450762748718,0.0008227926446124911,0.0023861066438257694,0.006323432084172964,0.0021048609632998705,0.23491158336400986,0.23850063979625702,0.2949110344052315,0.0929096806794405,0.2830544784665108,0.2940808981657028,0.424066387116909,0.1350906901061535,0.3034158945083618,0.34642189741134644,0.47313162684440613,0.23675943911075592,0.3034158945083618,0.34642189741134644,0.47313162684440613,0.23675943911075592
Ses04M_script02_2_F032,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2735128700733185,0.24344606697559357,0.29082128405570984,0.1922197788953781,0.00018842524150386453,0.0012981747277081013,0.003986705560237169,0.0021017927210778,0.2655439078807831,0.2249695137143135,0.24630997329950333,0.16412163525819778,0.28229643404483795,0.2678757309913635,0.3160889595746994,0.22027038782835007,0.2894507944583893,0.2803991734981537,0.37984389066696167,0.24841606616973877,0.2894507944583893,0.2803991734981537,0.37984389066696167,0.24841606616973877
Ses04M_script02_2_M041,0.0,0.0,6.0,7.0,4.0,9.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,0.18842333555221558,0.17191633582115173,0.24387305974960327,0.3957872688770294,0.01217508316040039,0.008778041228652,0.03131081908941269,0.1286444514989853,0.08463037014007568,0.12121924012899399,0.06291854381561279,0.10854280740022659,0.26642554998397827,0.22568249702453613,0.39501550793647766,0.7312318682670593,0.3337554633617401,0.2792690396308899,0.4800555109977722,0.9765509963035583,0.3337554633617401,0.2792690396308899,0.4800555109977722,0.9765509963035583
