time,session,label
[139.4718 - 143.5239],Ses02F_impro02_F009,sad
[148.5507 - 156.3682],Ses02F_impro02_F010,sad
[158.5369 - 166.7660],Ses02F_impro02_F011,sad
[184.8857 - 191.1740],Ses02F_impro02_F012,sad
[193.9264 - 207.0400],Ses02F_impro02_F013,sad
[11.5255 - 18.7886],Ses02F_impro02_M000,xxx
[24.1978 - 31.0213],Ses02F_impro02_M001,fru
[37.8258 - 47.7648],Ses02F_impro02_M002,fru
[49.5424 - 63.7247],Ses02F_impro02_M003,fru
[75.6898 - 78.5377],Ses02F_impro02_M004,xxx
[79.4743 - 88.2594],Ses02F_impro02_M005,fru
[108.3358 - 114.6815],Ses02F_impro02_M006,fru
[126.3408 - 139.8386],Ses02F_impro02_M007,sad
[144.2502 - 150.5386],Ses02F_impro02_M008,fru
[167.2160 - 177.6416],Ses02F_impro02_M009,fru
[177.9283 - 185.5164],Ses02F_impro02_M010,fru
[190.0061 - 194.4042],Ses02F_impro02_M011,xxx
[208.8905 - 210.8151],Ses02F_impro02_M012,sad
[4.7324 - 8.7800],Ses02F_impro03_F000,exc
[8.8100 - 10.9300],Ses02F_impro03_F001,exc
[14.0800 - 16.1300],Ses02F_impro03_F002,xxx
[22.6600 - 28.0319],Ses02F_impro03_F003,xxx
[30.6500 - 32.6500],Ses02F_impro03_F004,exc
[34.5699 - 38.8951],Ses02F_impro03_F005,xxx
[39.0078 - 52.9200],Ses02F_impro03_F006,xxx
[52.9300 - 61.8184],Ses02F_impro03_F007,xxx
[61.8300 - 69.8600],Ses02F_impro03_F008,xxx
[69.9100 - 81.9971],Ses02F_impro03_F009,exc
[83.9300 - 91.6100],Ses02F_impro03_F010,xxx
[95.4500 - 99.6572],Ses02F_impro03_F011,exc
[101.5291 - 102.9500],Ses02F_impro03_F012,exc
[105.1350 - 111.4700],Ses02F_impro03_F013,exc
[112.7000 - 117.2700],Ses02F_impro03_F014,exc
[121.0516 - 127.2609],Ses02F_impro03_F015,hap
[127.3236 - 133.2123],Ses02F_impro03_F016,hap
[133.6443 - 140.0700],Ses02F_impro03_F017,hap
[141.2100 - 148.2370],Ses02F_impro03_F018,hap
[149.0800 - 156.2108],Ses02F_impro03_F019,hap
[156.2300 - 164.7969],Ses02F_impro03_F020,xxx
[165.4402 - 176.5255],Ses02F_impro03_F021,exc
[178.7900 - 180.8700],Ses02F_impro03_F022,xxx
[187.2900 - 190.0200],Ses02F_impro03_F023,hap
[195.4600 - 201.9000],Ses02F_impro03_F024,exc
[205.4600 - 207.6783],Ses02F_impro03_F025,xxx
[220.3800 - 222.2400],Ses02F_impro03_F026,hap
[225.0487 - 228.4874],Ses02F_impro03_F027,hap
[231.8858 - 240.3492],Ses02F_impro03_F028,exc
[240.4223 - 244.0151],Ses02F_impro03_F029,hap
[246.6500 - 250.5635],Ses02F_impro03_F030,hap
[6.2177 - 8.7208],Ses02F_impro03_M000,xxx
[10.8600 - 14.2922],Ses02F_impro03_M001,neu
[16.7400 - 20.1143],Ses02F_impro03_M002,sur
[20.6584 - 23.2900],Ses02F_impro03_M003,xxx
[25.7200 - 31.4200],Ses02F_impro03_M004,hap
[31.9100 - 34.5281],Ses02F_impro03_M005,exc
[69.6500 - 71.3300],Ses02F_impro03_M006,sur
[81.7153 - 85.5300],Ses02F_impro03_M007,sur
[90.5500 - 97.0405],Ses02F_impro03_M008,xxx
[97.2700 - 102.0738],Ses02F_impro03_M009,hap
[102.8845 - 106.0600],Ses02F_impro03_M010,hap
[110.8400 - 114.1900],Ses02F_impro03_M011,hap
[116.7300 - 121.8195],Ses02F_impro03_M012,exc
[130.9859 - 137.0738],Ses02F_impro03_M013,neu
[139.8700 - 141.3100],Ses02F_impro03_M014,neu
[145.5923 - 149.6643],Ses02F_impro03_M015,neu
[153.6844 - 156.4834],Ses02F_impro03_M016,neu
[164.5900 - 166.0400],Ses02F_impro03_M017,neu
[175.7300 - 179.5900],Ses02F_impro03_M018,neu
[179.8800 - 188.4736],Ses02F_impro03_M019,hap
[189.3800 - 195.6500],Ses02F_impro03_M020,hap
[201.0400 - 207.0585],Ses02F_impro03_M021,xxx
[207.5653 - 211.0588],Ses02F_impro03_M022,hap
[211.0776 - 220.7400],Ses02F_impro03_M023,hap
[221.5200 - 225.7700],Ses02F_impro03_M024,exc
[228.1400 - 233.2000],Ses02F_impro03_M025,exc
[244.0986 - 246.8500],Ses02F_impro03_M026,hap
[9.6322 - 19.0420],Ses02F_impro04_F000,fru
[24.6700 - 28.9797],Ses02F_impro04_F001,fru
[29.0536 - 34.9600],Ses02F_impro04_F002,fru
[39.1700 - 46.3474],Ses02F_impro04_F003,fru
[48.7571 - 54.0980],Ses02F_impro04_F004,fru
[63.8300 - 74.6400],Ses02F_impro04_F005,fru
[80.3700 - 91.5702],Ses02F_impro04_F006,fru
[102.4700 - 111.8000],Ses02F_impro04_F007,fru
[117.2799 - 129.1165],Ses02F_impro04_F008,fru
[132.9672 - 135.2700],Ses02F_impro04_F009,sad
[150.3800 - 156.5983],Ses02F_impro04_F010,fru
[173.3600 - 192.9300],Ses02F_impro04_F011,fru
[204.9700 - 207.2100],Ses02F_impro04_F012,fru
[212.2790 - 229.8000],Ses02F_impro04_F013,fru
[242.0100 - 248.8300],Ses02F_impro04_F014,fru
[248.8600 - 256.9182],Ses02F_impro04_F015,fru
[266.3000 - 274.1700],Ses02F_impro04_F016,sad
[276.0900 - 286.5100],Ses02F_impro04_F017,xxx
[5.1392 - 9.5052],Ses02F_impro04_M000,neu
[19.1897 - 25.4800],Ses02F_impro04_M001,neu
[34.8500 - 39.7200],Ses02F_impro04_M002,xxx
[45.8486 - 49.2500],Ses02F_impro04_M003,neu
[52.9062 - 65.8663],Ses02F_impro04_M004,neu
[74.5400 - 82.1500],Ses02F_impro04_M005,neu
[89.4093 - 97.0700],Ses02F_impro04_M006,neu
[97.1700 - 104.0000],Ses02F_impro04_M007,neu
[111.5500 - 116.4043],Ses02F_impro04_M008,neu
[129.3592 - 135.0900],Ses02F_impro04_M009,neu
[135.8500 - 145.0570],Ses02F_impro04_M010,neu
[145.0670 - 151.0500],Ses02F_impro04_M011,neu
[156.7354 - 174.3532],Ses02F_impro04_M012,neu
[192.8400 - 205.9900],Ses02F_impro04_M013,neu
[207.1941 - 212.1841],Ses02F_impro04_M014,fru
[229.5000 - 242.2700],Ses02F_impro04_M015,neu
[244.7900 - 245.9000],Ses02F_impro04_M016,neu
[245.9700 - 248.0000],Ses02F_impro04_M017,neu
[257.1676 - 266.4900],Ses02F_impro04_M018,neu
[271.6900 - 277.0401],Ses02F_impro04_M019,neu
[287.1900 - 288.5500],Ses02F_impro04_M020,xxx
[4.1392 - 7.7911],Ses02F_impro05_F000,neu
[11.4300 - 18.7200],Ses02F_impro05_F001,neu
[26.7500 - 29.3700],Ses02F_impro05_F002,sur
[35.2000 - 39.8027],Ses02F_impro05_F003,sur
[52.6500 - 54.1100],Ses02F_impro05_F004,neu
[59.0600 - 74.7800],Ses02F_impro05_F005,sur
[82.2900 - 90.6800],Ses02F_impro05_F006,ang
[95.4200 - 101.5979],Ses02F_impro05_F007,fru
[109.5300 - 115.6900],Ses02F_impro05_F008,xxx
[115.7200 - 120.1500],Ses02F_impro05_F009,xxx
[121.6100 - 124.5700],Ses02F_impro05_F010,ang
[130.4200 - 132.3500],Ses02F_impro05_F011,fru
[138.6400 - 148.6000],Ses02F_impro05_F012,xxx
[163.6300 - 176.7571],Ses02F_impro05_F013,fru
[179.5400 - 182.6500],Ses02F_impro05_F014,fru
[189.5600 - 192.5100],Ses02F_impro05_F015,fru
[194.0678 - 206.9469],Ses02F_impro05_F016,fru
[217.0900 - 224.4595],Ses02F_impro05_F017,fru
[225.4900 - 227.9400],Ses02F_impro05_F018,fru
[241.3200 - 247.3800],Ses02F_impro05_F019,ang
[265.7100 - 268.3400],Ses02F_impro05_F020,fru
[270.8100 - 271.9800],Ses02F_impro05_F021,xxx
[274.0100 - 276.5639],Ses02F_impro05_F022,fru
[8.3000 - 12.9300],Ses02F_impro05_M000,neu
[18.7700 - 27.3500],Ses02F_impro05_M001,neu
[29.4200 - 35.9500],Ses02F_impro05_M002,neu
[39.8200 - 47.1700],Ses02F_impro05_M003,neu
[47.1800 - 54.4300],Ses02F_impro05_M004,neu
[54.5200 - 58.9138],Ses02F_impro05_M005,neu
[74.4300 - 84.4500],Ses02F_impro05_M006,neu
[90.7700 - 97.6300],Ses02F_impro05_M007,neu
[101.6919 - 109.6800],Ses02F_impro05_M008,neu
[118.1619 - 122.1723],Ses02F_impro05_M009,neu
[124.0600 - 131.2021],Ses02F_impro05_M010,neu
[132.5430 - 140.2000],Ses02F_impro05_M011,neu
[147.7400 - 164.3900],Ses02F_impro05_M012,neu
[176.4800 - 180.5000],Ses02F_impro05_M013,neu
[182.6000 - 189.6500],Ses02F_impro05_M014,neu
[189.6600 - 191.5400],Ses02F_impro05_M015,neu
[205.2200 - 217.0700],Ses02F_impro05_M016,neu
[217.0800 - 220.4500],Ses02F_impro05_M017,neu
[224.5100 - 226.2800],Ses02F_impro05_M018,neu
[227.8100 - 242.3100],Ses02F_impro05_M019,neu
[248.0522 - 265.9529],Ses02F_impro05_M020,neu
[268.5221 - 274.2100],Ses02F_impro05_M021,neu
[10.3100 - 15.4000],Ses02F_impro06_F000,sad
[21.1500 - 23.8600],Ses02F_impro06_F001,sad
[25.5200 - 32.2600],Ses02F_impro06_F002,sad
[41.7300 - 43.3700],Ses02F_impro06_F003,sad
[52.1888 - 54.6000],Ses02F_impro06_F004,sad
[75.8818 - 78.6800],Ses02F_impro06_F005,sad
[82.1600 - 88.2252],Ses02F_impro06_F006,sad
[107.0300 - 113.8200],Ses02F_impro06_F007,sad
[114.3099 - 122.5338],Ses02F_impro06_F008,sad
[130.6700 - 132.7800],Ses02F_impro06_F009,sad
[153.9200 - 157.2495],Ses02F_impro06_F010,sad
[172.7700 - 174.9300],Ses02F_impro06_F011,sad
[176.0300 - 179.1290],Ses02F_impro06_F012,sad
[185.3400 - 191.3555],Ses02F_impro06_F013,sad
[218.2176 - 219.4604],Ses02F_impro06_F014,sad
[5.7967 - 8.0783],Ses02F_impro06_M000,neu
[15.7633 - 20.6400],Ses02F_impro06_M001,neu
[20.7700 - 23.3300],Ses02F_impro06_M002,neu
[24.5600 - 25.8900],Ses02F_impro06_M003,neu
[33.1100 - 40.3000],Ses02F_impro06_M004,neu
[43.3400 - 50.1000],Ses02F_impro06_M005,neu
[55.5800 - 57.9644],Ses02F_impro06_M006,neu
[59.1200 - 68.5000],Ses02F_impro06_M007,neu
[70.8200 - 76.1700],Ses02F_impro06_M008,neu
[88.4296 - 99.1347],Ses02F_impro06_M009,neu
[100.7536 - 107.0617],Ses02F_impro06_M010,neu
[122.2578 - 130.8600],Ses02F_impro06_M011,neu
[132.5900 - 138.2500],Ses02F_impro06_M012,neu
[138.6800 - 153.2100],Ses02F_impro06_M013,neu
[158.5900 - 160.8200],Ses02F_impro06_M014,neu
[164.2500 - 172.3500],Ses02F_impro06_M015,neu
[175.4300 - 177.5861],Ses02F_impro06_M016,neu
[179.2300 - 187.3700],Ses02F_impro06_M017,neu
[196.5253 - 210.6666],Ses02F_impro06_M018,neu
[212.8076 - 217.7894],Ses02F_impro06_M019,neu
[9.1738 - 13.9432],Ses02F_impro07_F000,xxx
[17.2750 - 19.5500],Ses02F_impro07_F001,exc
[20.4600 - 22.9300],Ses02F_impro07_F002,exc
[22.9400 - 28.7400],Ses02F_impro07_F003,exc
[28.7500 - 29.9500],Ses02F_impro07_F004,exc
[29.9700 - 31.0789],Ses02F_impro07_F005,exc
[31.0983 - 33.0000],Ses02F_impro07_F006,exc
[34.4500 - 40.6076],Ses02F_impro07_F007,exc
[40.6300 - 48.3500],Ses02F_impro07_F008,exc
[48.3700 - 52.6300],Ses02F_impro07_F009,exc
[52.6300 - 57.8000],Ses02F_impro07_F010,exc
[57.8100 - 65.9300],Ses02F_impro07_F011,exc
[65.9400 - 71.1900],Ses02F_impro07_F012,exc
[71.2000 - 74.5000],Ses02F_impro07_F013,exc
[77.3100 - 83.5700],Ses02F_impro07_F014,exc
[83.5800 - 87.5300],Ses02F_impro07_F015,exc
[87.5400 - 89.9800],Ses02F_impro07_F016,exc
[90.0000 - 96.9445],Ses02F_impro07_F017,exc
[100.0166 - 111.3549],Ses02F_impro07_F018,exc
[111.9500 - 121.2900],Ses02F_impro07_F019,exc
[121.3000 - 123.8909],Ses02F_impro07_F020,exc
[125.8858 - 133.4000],Ses02F_impro07_F021,exc
[133.4200 - 144.7518],Ses02F_impro07_F022,exc
[144.7600 - 146.4500],Ses02F_impro07_F023,exc
[146.4700 - 148.6500],Ses02F_impro07_F024,exc
[148.6700 - 156.3102],Ses02F_impro07_F025,exc
[159.7568 - 165.8800],Ses02F_impro07_F026,exc
[166.9600 - 168.2600],Ses02F_impro07_F027,exc
[168.2900 - 172.3000],Ses02F_impro07_F028,exc
[172.5300 - 173.6000],Ses02F_impro07_F029,exc
[173.8219 - 175.6762],Ses02F_impro07_F030,exc
[177.1500 - 179.8400],Ses02F_impro07_F031,exc
[180.3892 - 182.3015],Ses02F_impro07_F032,exc
[182.3100 - 186.7475],Ses02F_impro07_F033,exc
[187.1942 - 193.4503],Ses02F_impro07_F034,exc
[195.3825 - 199.0482],Ses02F_impro07_F035,exc
[200.2705 - 202.5100],Ses02F_impro07_F036,exc
[202.5700 - 204.2100],Ses02F_impro07_F037,exc
[6.7677 - 9.5033],Ses02F_impro07_M000,neu
[13.9746 - 16.8885],Ses02F_impro07_M001,exc
[19.0400 - 20.8700],Ses02F_impro07_M002,exc
[21.8500 - 23.5100],Ses02F_impro07_M003,exc
[28.1700 - 29.5900],Ses02F_impro07_M004,exc
[29.6100 - 35.0773],Ses02F_impro07_M005,exc
[40.6900 - 43.5800],Ses02F_impro07_M006,exc
[44.6000 - 45.8200],Ses02F_impro07_M007,exc
[50.0900 - 51.4100],Ses02F_impro07_M008,exc
[51.4700 - 52.6100],Ses02F_impro07_M009,exc
[57.4500 - 60.5700],Ses02F_impro07_M010,exc
[63.1430 - 64.9973],Ses02F_impro07_M011,exc
[71.3699 - 74.5199],Ses02F_impro07_M012,xxx
[74.5199 - 78.2500],Ses02F_impro07_M013,xxx
[82.8800 - 84.2100],Ses02F_impro07_M014,xxx
[88.3886 - 89.5200],Ses02F_impro07_M015,xxx
[90.0200 - 91.1200],Ses02F_impro07_M016,neu
[95.5900 - 101.1500],Ses02F_impro07_M017,exc
[108.7087 - 110.3028],Ses02F_impro07_M018,hap
[110.3312 - 112.5500],Ses02F_impro07_M019,hap
[123.1375 - 127.2904],Ses02F_impro07_M020,xxx
[130.0139 - 132.6988],Ses02F_impro07_M021,xxx
[143.7874 - 145.6256],Ses02F_impro07_M022,xxx
[148.7694 - 150.1409],Ses02F_impro07_M023,exc
[156.3531 - 159.9725],Ses02F_impro07_M024,xxx
[159.9725 - 160.8800],Ses02F_impro07_M025,xxx
[160.8997 - 162.2100],Ses02F_impro07_M026,xxx
[163.2400 - 164.9300],Ses02F_impro07_M027,exc
[165.5326 - 173.6674],Ses02F_impro07_M028,exc
[173.7000 - 178.7860],Ses02F_impro07_M029,exc
[179.5400 - 183.4990],Ses02F_impro07_M030,xxx
[185.0531 - 187.1315],Ses02F_impro07_M031,xxx
[188.3100 - 189.6200],Ses02F_impro07_M032,xxx
[190.0100 - 192.4500],Ses02F_impro07_M033,xxx
[192.5002 - 195.3199],Ses02F_impro07_M034,exc
[198.3914 - 203.6839],Ses02F_impro07_M035,xxx
[5.0720 - 9.3683],Ses02F_impro08_F000,neu
[17.0726 - 18.7868],Ses02F_impro08_F001,neu
[20.8328 - 25.5744],Ses02F_impro08_F002,neu
[26.0444 - 29.5192],Ses02F_impro08_F003,neu
[34.4217 - 41.7070],Ses02F_impro08_F004,neu
[41.7208 - 49.8355],Ses02F_impro08_F005,neu
[49.8493 - 56.3328],Ses02F_impro08_F006,neu
[56.3466 - 57.4525],Ses02F_impro08_F007,neu
[57.5493 - 62.4568],Ses02F_impro08_F008,neu
[62.4706 - 66.7146],Ses02F_impro08_F009,neu
[66.7422 - 79.4747],Ses02F_impro08_F010,neu
[81.6722 - 84.0361],Ses02F_impro08_F011,neu
[86.4414 - 99.3203],Ses02F_impro08_F012,neu
[99.3367 - 107.9377],Ses02F_impro08_F013,neu
[108.8601 - 110.2602],Ses02F_impro08_F014,neu
[114.0341 - 115.5271],Ses02F_impro08_F015,neu
[118.9969 - 122.0827],Ses02F_impro08_F016,neu
[123.3930 - 126.3472],Ses02F_impro08_F017,neu
[126.9596 - 130.7963],Ses02F_impro08_F018,neu
[133.8439 - 143.7972],Ses02F_impro08_F019,neu
[146.3132 - 148.7047],Ses02F_impro08_F020,neu
[153.6399 - 162.0139],Ses02F_impro08_F021,neu
[162.0146 - 173.1274],Ses02F_impro08_F022,neu
[175.2053 - 185.2554],Ses02F_impro08_F023,neu
[185.2692 - 190.5223],Ses02F_impro08_F024,neu
[193.5359 - 199.2729],Ses02F_impro08_F025,neu
[200.4894 - 205.6457],Ses02F_impro08_F026,neu
[205.6872 - 207.1232],Ses02F_impro08_F027,neu
[6.2070 - 8.1700],Ses02F_impro08_M000,fru
[9.4065 - 17.6256],Ses02F_impro08_M001,fru
[17.6532 - 22.1184],Ses02F_impro08_M002,fru
[25.2703 - 26.3762],Ses02F_impro08_M003,neu
[29.1963 - 35.8594],Ses02F_impro08_M004,fru
[55.8649 - 61.4450],Ses02F_impro08_M005,neu
[62.4430 - 64.3092],Ses02F_impro08_M006,neu
[78.2023 - 87.4005],Ses02F_impro08_M007,neu
[107.6198 - 109.3063],Ses02F_impro08_M008,neu
[109.8178 - 116.1077],Ses02F_impro08_M009,neu
[116.1630 - 120.5591],Ses02F_impro08_M010,neu
[122.0458 - 123.6128],Ses02F_impro08_M011,neu
[125.5349 - 127.8996],Ses02F_impro08_M012,neu
[130.3879 - 134.9498],Ses02F_impro08_M013,neu
[143.5207 - 146.8899],Ses02F_impro08_M014,xxx
[148.3729 - 154.4831],Ses02F_impro08_M015,neu
[171.9981 - 177.3618],Ses02F_impro08_M016,neu
[188.8496 - 196.5496],Ses02F_impro08_M017,xxx
[199.1070 - 202.0927],Ses02F_impro08_M018,neu
[204.6773 - 205.9775],Ses02F_impro08_M019,neu
[7.0500 - 10.5200],Ses02F_script01_1_F000,xxx
[11.5500 - 15.0800],Ses02F_script01_1_F001,xxx
[16.5500 - 18.0000],Ses02F_script01_1_F002,xxx
[24.5900 - 27.7900],Ses02F_script01_1_F003,xxx
[33.2025 - 35.1973],Ses02F_script01_1_F004,sad
[39.1000 - 41.8600],Ses02F_script01_1_F005,sad
[44.8800 - 47.1900],Ses02F_script01_1_F006,sad
[47.2500 - 51.2394],Ses02F_script01_1_F007,xxx
[52.7600 - 58.2500],Ses02F_script01_1_F008,xxx
[64.2500 - 65.6600],Ses02F_script01_1_F009,xxx
[70.0000 - 71.8500],Ses02F_script01_1_F010,xxx
[78.2300 - 80.2700],Ses02F_script01_1_F011,fru
[96.4800 - 98.7100],Ses02F_script01_1_F012,fru
[99.8800 - 102.4300],Ses02F_script01_1_F013,fru
[106.4100 - 116.2200],Ses02F_script01_1_F014,fru
[118.2100 - 126.0200],Ses02F_script01_1_F015,xxx
[131.6300 - 133.0800],Ses02F_script01_1_F016,xxx
[134.5400 - 138.6700],Ses02F_script01_1_F017,sad
[142.5200 - 144.9616],Ses02F_script01_1_F018,neu
[147.2000 - 150.7800],Ses02F_script01_1_F019,ang
[153.4400 - 157.3000],Ses02F_script01_1_F020,xxx
[157.8100 - 159.7500],Ses02F_script01_1_F021,neu
[169.5200 - 173.0200],Ses02F_script01_1_F022,xxx
[173.9000 - 179.6300],Ses02F_script01_1_F023,fru
[179.6600 - 187.6800],Ses02F_script01_1_F024,fru
[199.5300 - 202.2400],Ses02F_script01_1_F025,neu
[203.2237 - 206.3000],Ses02F_script01_1_F026,neu
[208.3300 - 212.7334],Ses02F_script01_1_F027,neu
[225.0100 - 227.9200],Ses02F_script01_1_F028,sad
[227.9500 - 229.4970],Ses02F_script01_1_F029,fru
[231.1923 - 234.0509],Ses02F_script01_1_F030,fru
[236.3101 - 244.8300],Ses02F_script01_1_F031,fru
[252.9100 - 261.3100],Ses02F_script01_1_F032,fru
[261.3300 - 264.8800],Ses02F_script01_1_F033,fru
[265.5800 - 268.2700],Ses02F_script01_1_F034,fru
[281.7400 - 283.6600],Ses02F_script01_1_F035,sur
[289.0800 - 290.7700],Ses02F_script01_1_F036,ang
[293.3600 - 295.8800],Ses02F_script01_1_F037,ang
[298.4100 - 300.5800],Ses02F_script01_1_F038,ang
[316.2500 - 319.8300],Ses02F_script01_1_F039,xxx
[322.4900 - 325.8319],Ses02F_script01_1_F040,ang
[326.7000 - 336.4000],Ses02F_script01_1_F041,xxx
[339.2600 - 343.7600],Ses02F_script01_1_F042,fru
[346.5600 - 349.8700],Ses02F_script01_1_F043,fru
[353.5200 - 356.2000],Ses02F_script01_1_F044,sad
[10.1700 - 11.8100],Ses02F_script01_1_M000,xxx
[14.9600 - 16.8000],Ses02F_script01_1_M001,xxx
[17.7378 - 24.9400],Ses02F_script01_1_M002,xxx
[27.7000 - 33.8200],Ses02F_script01_1_M003,xxx
[34.6933 - 39.4500],Ses02F_script01_1_M004,xxx
[41.0700 - 44.3927],Ses02F_script01_1_M005,xxx
[51.3300 - 53.0700],Ses02F_script01_1_M006,xxx
[58.6000 - 64.5900],Ses02F_script01_1_M007,xxx
[65.8200 - 70.7900],Ses02F_script01_1_M008,xxx
[72.1900 - 78.9600],Ses02F_script01_1_M009,xxx
[79.9900 - 86.2800],Ses02F_script01_1_M010,xxx
[86.3500 - 97.8000],Ses02F_script01_1_M011,ang
[98.2200 - 100.1600],Ses02F_script01_1_M012,fru
[102.0900 - 107.1800],Ses02F_script01_1_M013,ang
[116.1000 - 118.4900],Ses02F_script01_1_M014,xxx
[124.8600 - 131.8100],Ses02F_script01_1_M015,fru
[133.0600 - 134.4100],Ses02F_script01_1_M016,xxx
[139.3100 - 141.7800],Ses02F_script01_1_M017,neu
[144.9300 - 147.7400],Ses02F_script01_1_M018,fru
[150.8400 - 152.1600],Ses02F_script01_1_M019,fru
[152.1700 - 153.8100],Ses02F_script01_1_M020,fru
[155.7900 - 158.5800],Ses02F_script01_1_M021,ang
[158.8300 - 170.4500],Ses02F_script01_1_M022,xxx
[172.7400 - 174.7600],Ses02F_script01_1_M023,ang
[187.6800 - 200.6209],Ses02F_script01_1_M024,fru
[201.9800 - 203.3600],Ses02F_script01_1_M025,ang
[206.1200 - 208.4700],Ses02F_script01_1_M026,xxx
[212.7000 - 225.6616],Ses02F_script01_1_M027,sad
[229.2900 - 231.4600],Ses02F_script01_1_M028,xxx
[234.3900 - 235.9700],Ses02F_script01_1_M029,neu
[244.3500 - 249.4900],Ses02F_script01_1_M030,xxx
[249.5400 - 253.7100],Ses02F_script01_1_M031,fru
[263.8700 - 265.8200],Ses02F_script01_1_M032,fru
[268.0638 - 277.8066],Ses02F_script01_1_M033,fru
[277.8400 - 281.7400],Ses02F_script01_1_M034,xxx
[283.7606 - 289.8709],Ses02F_script01_1_M035,xxx
[290.2700 - 293.5400],Ses02F_script01_1_M036,ang
[295.5400 - 298.9900],Ses02F_script01_1_M037,ang
[299.3700 - 306.8400],Ses02F_script01_1_M038,ang
[306.8900 - 316.3900],Ses02F_script01_1_M039,xxx
[319.9700 - 322.4800],Ses02F_script01_1_M040,neu
[325.5800 - 328.5200],Ses02F_script01_1_M041,xxx
[335.1600 - 338.9700],Ses02F_script01_1_M042,fru
[343.3500 - 345.6700],Ses02F_script01_1_M043,neu
[350.0500 - 353.4300],Ses02F_script01_1_M044,neu
[5.8400 - 8.1200],Ses02F_script01_2_F000,xxx
[9.3000 - 13.5100],Ses02F_script01_2_F001,xxx
[14.9600 - 18.7600],Ses02F_script01_2_F002,xxx
[27.7700 - 28.9000],Ses02F_script01_2_F003,xxx
[28.9200 - 30.7500],Ses02F_script01_2_F004,oth
[32.3100 - 34.4600],Ses02F_script01_2_F005,ang
[37.6000 - 39.7200],Ses02F_script01_2_F006,xxx
[39.7500 - 42.8400],Ses02F_script01_2_F007,xxx
[44.5200 - 53.5100],Ses02F_script01_2_F008,fru
[54.7100 - 63.7600],Ses02F_script01_2_F009,fru
