time,session,label
[40.1200 - 42.7900],Ses01F_impro03_F008,hap
[42.8400 - 44.5400],Ses01F_impro03_F009,hap
[47.8700 - 51.0750],Ses01F_impro03_F010,hap
[51.3600 - 53.4925],Ses01F_impro03_F011,xxx
[55.8650 - 58.1500],Ses01F_impro03_F012,hap
[60.7300 - 65.8600],Ses01F_impro03_F013,hap
[68.0100 - 73.7500],Ses01F_impro03_F014,xxx
[74.2675 - 78.8425],Ses01F_impro03_F015,exc
[79.0350 - 81.0875],Ses01F_impro03_F016,hap
[82.0975 - 85.0800],Ses01F_impro03_F017,neu
[85.1000 - 88.0225],Ses01F_impro03_F018,neu
[88.0800 - 89.5000],Ses01F_impro03_F019,neu
[91.2350 - 92.6150],Ses01F_impro03_F020,xxx
[92.7500 - 98.2100],Ses01F_impro03_F021,hap
[99.7775 - 102.0300],Ses01F_impro03_F022,neu
[102.6200 - 103.4625],Ses01F_impro03_F023,neu
[103.7800 - 108.1825],Ses01F_impro03_F024,hap
[110.2300 - 114.1600],Ses01F_impro03_F025,hap
[114.1900 - 120.2000],Ses01F_impro03_F026,hap
[3.2400 - 5.4600],Ses01F_impro03_M000,neu
[6.6000 - 8.6600],Ses01F_impro03_M001,neu
[10.5300 - 13.8400],Ses01F_impro03_M002,sur
[14.9300 - 18.9075],Ses01F_impro03_M003,exc
[20.2532 - 22.8300],Ses01F_impro03_M004,xxx
[27.2800 - 29.6500],Ses01F_impro03_M005,xxx
[34.2500 - 36.3400],Ses01F_impro03_M006,neu
[37.7175 - 40.4700],Ses01F_impro03_M007,hap
[42.0900 - 43.4100],Ses01F_impro03_M008,neu
[44.1600 - 49.0700],Ses01F_impro03_M009,neu
[49.6100 - 52.4300],Ses01F_impro03_M010,xxx
[52.9200 - 56.8500],Ses01F_impro03_M011,neu
[57.4600 - 61.3750],Ses01F_impro03_M012,xxx
[65.6425 - 68.4400],Ses01F_impro03_M013,hap
[73.4100 - 76.9975],Ses01F_impro03_M014,hap
[78.3200 - 80.5000],Ses01F_impro03_M015,hap
[80.7175 - 82.5225],Ses01F_impro03_M016,neu
[84.6925 - 87.3600],Ses01F_impro03_M017,sur
[87.6425 - 89.0800],Ses01F_impro03_M018,sur
[89.1200 - 93.9100],Ses01F_impro03_M019,neu
[97.0300 - 101.6500],Ses01F_impro03_M020,neu
[101.6700 - 104.3500],Ses01F_impro03_M021,neu
[105.2900 - 106.9500],Ses01F_impro03_M022,exc
[107.7100 - 111.4000],Ses01F_impro03_M023,hap
[117.3600 - 119.5800],Ses01F_impro03_M024,neu
[7.2455 - 11.6400],Ses01F_impro04_F000,neu
[11.7448 - 16.1500],Ses01F_impro04_F001,neu
[18.6000 - 30.8976],Ses01F_impro04_F002,fru
[35.0090 - 37.8000],Ses01F_impro04_F003,xxx
[40.2300 - 41.9500],Ses01F_impro04_F004,xxx
[43.3500 - 45.7596],Ses01F_impro04_F005,neu
[46.2735 - 49.8300],Ses01F_impro04_F006,neu
[50.1100 - 54.3100],Ses01F_impro04_F007,fru
[54.3700 - 55.6700],Ses01F_impro04_F008,xxx
[58.7100 - 60.0937],Ses01F_impro04_F009,neu
[60.6771 - 66.5275],Ses01F_impro04_F010,xxx
[69.4300 - 70.9400],Ses01F_impro04_F011,xxx
[72.1300 - 74.7300],Ses01F_impro04_F012,xxx
[76.4900 - 80.7269],Ses01F_impro04_F013,neu
[85.4900 - 86.9800],Ses01F_impro04_F014,neu
[87.2203 - 93.3300],Ses01F_impro04_F015,xxx
[97.4100 - 101.0475],Ses01F_impro04_F016,fru
[102.7800 - 105.4150],Ses01F_impro04_F017,fru
[106.1700 - 111.8600],Ses01F_impro04_F018,fru
[114.9200 - 122.3100],Ses01F_impro04_F019,fru
[122.4000 - 129.9300],Ses01F_impro04_F020,xxx
[133.7400 - 137.4400],Ses01F_impro04_F021,fru
[138.1300 - 139.8900],Ses01F_impro04_F022,fru
[148.5500 - 152.8500],Ses01F_impro04_F023,fru
[153.1800 - 155.2925],Ses01F_impro04_F024,fru
[157.1625 - 159.7000],Ses01F_impro04_F025,fru
[161.0787 - 163.7800],Ses01F_impro04_F026,fru
[164.3925 - 167.5650],Ses01F_impro04_F027,fru
[170.8300 - 172.8400],Ses01F_impro04_F028,ang
[175.2700 - 178.4300],Ses01F_impro04_F029,ang
[180.3025 - 183.4875],Ses01F_impro04_F030,ang
[184.4700 - 188.8700],Ses01F_impro04_F031,ang
[189.1200 - 192.0200],Ses01F_impro04_F032,ang
[193.5875 - 199.4325],Ses01F_impro04_F033,ang
[2.7418 - 6.6575],Ses01F_impro04_M000,neu
[10.4600 - 12.1300],Ses01F_impro04_M001,neu
[15.6400 - 18.9000],Ses01F_impro04_M002,neu
[26.9100 - 28.7100],Ses01F_impro04_M003,neu
[30.8800 - 35.5225],Ses01F_impro04_M004,neu
[37.1900 - 40.5300],Ses01F_impro04_M005,neu
[40.5400 - 43.5760],Ses01F_impro04_M006,neu
[49.3900 - 50.5800],Ses01F_impro04_M007,neu
[55.2100 - 56.3300],Ses01F_impro04_M008,neu
[56.3500 - 59.0245],Ses01F_impro04_M009,neu
[59.8000 - 61.5500],Ses01F_impro04_M010,neu
[65.9700 - 69.7700],Ses01F_impro04_M011,neu
[70.3800 - 72.7264],Ses01F_impro04_M012,neu
[73.7473 - 77.1500],Ses01F_impro04_M013,neu
[80.1435 - 87.8100],Ses01F_impro04_M014,neu
[92.3700 - 99.2700],Ses01F_impro04_M015,neu
[100.4850 - 103.4700],Ses01F_impro04_M016,neu
[104.9700 - 107.7800],Ses01F_impro04_M017,neu
[111.6600 - 117.7250],Ses01F_impro04_M018,neu
[118.4600 - 119.7700],Ses01F_impro04_M019,neu
[121.5000 - 123.4200],Ses01F_impro04_M020,neu
[129.4300 - 139.1600],Ses01F_impro04_M021,neu
[139.5219 - 141.8225],Ses01F_impro04_M022,neu
[144.9125 - 149.5100],Ses01F_impro04_M023,neu
[151.8400 - 154.0300],Ses01F_impro04_M024,neu
[154.6000 - 157.8000],Ses01F_impro04_M025,neu
[158.9500 - 161.3500],Ses01F_impro04_M026,neu
[162.1200 - 164.7825],Ses01F_impro04_M027,neu
[165.4700 - 166.7100],Ses01F_impro04_M028,neu
[167.0500 - 171.4300],Ses01F_impro04_M029,fru
[171.7500 - 175.2600],Ses01F_impro04_M030,fru
[178.0033 - 180.8650],Ses01F_impro04_M031,neu
[182.8200 - 185.5400],Ses01F_impro04_M032,neu
[186.1200 - 187.4625],Ses01F_impro04_M033,xxx
[188.0100 - 190.7100],Ses01F_impro04_M034,fru
[191.2800 - 195.1300],Ses01F_impro04_M035,fru
[200.2150 - 202.0825],Ses01F_impro04_M036,xxx
[4.2400 - 5.2300],Ses01F_impro05_F000,fru
[5.2600 - 7.1600],Ses01F_impro05_F001,fru
[7.3500 - 8.8500],Ses01F_impro05_F002,fru
[9.2000 - 13.0200],Ses01F_impro05_F003,fru
[13.0400 - 22.7400],Ses01F_impro05_F004,fru
[25.3500 - 26.7600],Ses01F_impro05_F005,fru
[28.2400 - 29.9100],Ses01F_impro05_F006,xxx
[32.1900 - 33.5000],Ses01F_impro05_F007,fru
[33.7800 - 35.9000],Ses01F_impro05_F008,ang
[36.7100 - 44.0300],Ses01F_impro05_F009,ang
[69.5500 - 73.7600],Ses01F_impro05_F010,xxx
[73.8700 - 75.5375],Ses01F_impro05_F011,ang
[75.6100 - 80.7300],Ses01F_impro05_F012,ang
[82.7500 - 86.0600],Ses01F_impro05_F013,xxx
[99.5200 - 102.9000],Ses01F_impro05_F014,ang
[103.0050 - 118.5000],Ses01F_impro05_F015,ang
[118.5300 - 122.4400],Ses01F_impro05_F016,ang
[127.4850 - 136.8500],Ses01F_impro05_F017,ang
[137.7150 - 140.1100],Ses01F_impro05_F018,ang
[140.2250 - 145.6000],Ses01F_impro05_F019,ang
[149.3650 - 153.8000],Ses01F_impro05_F020,ang
[155.6000 - 160.3600],Ses01F_impro05_F021,ang
[160.4100 - 163.7975],Ses01F_impro05_F022,ang
[163.8800 - 165.8000],Ses01F_impro05_F023,ang
[166.3300 - 167.7100],Ses01F_impro05_F024,ang
[171.0900 - 174.2000],Ses01F_impro05_F025,ang
[177.6025 - 179.0900],Ses01F_impro05_F026,ang
[179.2200 - 183.8450],Ses01F_impro05_F027,xxx
[188.7800 - 190.8975],Ses01F_impro05_F028,ang
[195.3800 - 199.3300],Ses01F_impro05_F029,ang
[202.8600 - 206.1700],Ses01F_impro05_F030,ang
[3.6100 - 5.1900],Ses01F_impro05_M000,neu
[5.2100 - 6.4400],Ses01F_impro05_M001,hap
[6.6000 - 7.7100],Ses01F_impro05_M002,hap
[8.3200 - 9.8000],Ses01F_impro05_M003,neu
[12.2600 - 13.7800],Ses01F_impro05_M004,neu
[21.8400 - 25.9000],Ses01F_impro05_M005,neu
[25.9900 - 27.7272],Ses01F_impro05_M006,neu
[28.2900 - 34.1425],Ses01F_impro05_M007,neu
[34.7000 - 36.5200],Ses01F_impro05_M008,neu
[36.9100 - 42.7600],Ses01F_impro05_M009,neu
[43.8600 - 49.9700],Ses01F_impro05_M010,neu
[49.9700 - 70.2600],Ses01F_impro05_M011,neu
[70.3800 - 73.1400],Ses01F_impro05_M012,neu
[73.5500 - 74.9900],Ses01F_impro05_M013,neu
[75.0300 - 76.4800],Ses01F_impro05_M014,neu
[80.2200 - 83.2425],Ses01F_impro05_M015,neu
[85.7200 - 93.9575],Ses01F_impro05_M016,neu
[94.0050 - 100.4000],Ses01F_impro05_M017,neu
[100.5500 - 103.6800],Ses01F_impro05_M018,xxx
[111.2800 - 112.8100],Ses01F_impro05_M019,neu
[118.0400 - 119.3700],Ses01F_impro05_M020,neu
[121.1900 - 129.2300],Ses01F_impro05_M021,xxx
[131.0200 - 133.2500],Ses01F_impro05_M022,neu
[136.1900 - 143.5000],Ses01F_impro05_M023,neu
[144.8500 - 151.1600],Ses01F_impro05_M024,neu
[151.3350 - 152.7100],Ses01F_impro05_M025,neu
[152.8325 - 158.5800],Ses01F_impro05_M026,neu
[159.6600 - 161.3700],Ses01F_impro05_M027,neu
[163.2500 - 166.9900],Ses01F_impro05_M028,neu
[167.1500 - 173.6300],Ses01F_impro05_M029,neu
[173.7325 - 178.2625],Ses01F_impro05_M030,neu
[178.5900 - 180.8700],Ses01F_impro05_M031,neu
[183.1400 - 189.3875],Ses01F_impro05_M032,sur
[190.2300 - 196.9000],Ses01F_impro05_M033,sur
[198.6600 - 205.1700],Ses01F_impro05_M034,neu
[205.6300 - 211.9400],Ses01F_impro05_M035,neu
[14.7939 - 18.1700],Ses01F_impro06_F000,xxx
[24.0200 - 25.6900],Ses01F_impro06_F001,xxx
[26.0700 - 27.6500],Ses01F_impro06_F002,sad
[34.4500 - 35.7800],Ses01F_impro06_F003,neu
[36.0700 - 38.0400],Ses01F_impro06_F004,neu
[39.6025 - 46.2900],Ses01F_impro06_F005,sad
[47.3400 - 59.3800],Ses01F_impro06_F006,sad
[59.4525 - 67.4525],Ses01F_impro06_F007,sad
[70.2200 - 80.1300],Ses01F_impro06_F008,sad
[80.1600 - 87.7400],Ses01F_impro06_F009,neu
[87.8300 - 93.6700],Ses01F_impro06_F010,sad
[101.8300 - 116.9100],Ses01F_impro06_F011,sad
[117.0700 - 126.0400],Ses01F_impro06_F012,sad
[132.9575 - 134.4900],Ses01F_impro06_F013,sad
[135.9600 - 137.9500],Ses01F_impro06_F014,sad
[138.0685 - 141.0500],Ses01F_impro06_F015,sad
[141.8400 - 149.4375],Ses01F_impro06_F016,neu
[158.0800 - 163.3500],Ses01F_impro06_F017,xxx
[167.6400 - 174.8400],Ses01F_impro06_F018,neu
[176.3500 - 178.0100],Ses01F_impro06_F019,neu
[182.5600 - 197.7300],Ses01F_impro06_F020,sad
[197.7550 - 214.3400],Ses01F_impro06_F021,sad
[217.5000 - 222.4100],Ses01F_impro06_F022,sad
[223.5200 - 227.5500],Ses01F_impro06_F023,sad
[229.0800 - 235.9800],Ses01F_impro06_F024,sad
[237.5300 - 256.4800],Ses01F_impro06_F025,sad
[266.5500 - 275.3100],Ses01F_impro06_F026,sad
[275.3800 - 281.6000],Ses01F_impro06_F027,neu
[282.0100 - 311.1400],Ses01F_impro06_F028,sad
[11.4600 - 14.7400],Ses01F_impro06_M000,sad
[18.4900 - 24.9100],Ses01F_impro06_M001,neu
[25.1200 - 26.5600],Ses01F_impro06_M002,neu
[28.9700 - 35.0200],Ses01F_impro06_M003,sad
[56.1700 - 57.4900],Ses01F_impro06_M004,neu
[86.9600 - 88.6300],Ses01F_impro06_M005,neu
[107.7800 - 109.2700],Ses01F_impro06_M006,neu
[125.4700 - 127.1900],Ses01F_impro06_M007,sad
[134.4000 - 136.4900],Ses01F_impro06_M008,neu
[137.0900 - 138.4400],Ses01F_impro06_M009,neu
[144.0900 - 145.6800],Ses01F_impro06_M010,neu
[155.0700 - 158.3800],Ses01F_impro06_M011,neu
[165.6100 - 168.1000],Ses01F_impro06_M012,neu
[174.3900 - 177.1500],Ses01F_impro06_M013,neu
[219.7300 - 221.0300],Ses01F_impro06_M014,neu
[255.3500 - 257.3100],Ses01F_impro06_M015,neu
[262.9900 - 266.1750],Ses01F_impro06_M016,neu
[308.2400 - 310.0100],Ses01F_impro06_M017,xxx
[3.9500 - 10.5900],Ses01F_impro07_F000,exc
[11.3600 - 16.5575],Ses01F_impro07_F001,xxx
[19.6100 - 31.6500],Ses01F_impro07_F002,exc
[32.5200 - 34.9000],Ses01F_impro07_F003,exc
[37.1625 - 42.4900],Ses01F_impro07_F004,exc
[42.9550 - 45.8850],Ses01F_impro07_F005,exc
[46.2800 - 55.4100],Ses01F_impro07_F006,xxx
[63.0200 - 72.7500],Ses01F_impro07_F007,xxx
[73.5050 - 80.7800],Ses01F_impro07_F008,xxx
[81.0275 - 83.3050],Ses01F_impro07_F009,exc
[84.5100 - 88.3100],Ses01F_impro07_F010,exc
[89.5600 - 94.8150],Ses01F_impro07_F011,xxx
[94.8600 - 100.7400],Ses01F_impro07_F012,exc
[103.2600 - 110.4600],Ses01F_impro07_F013,exc
[115.6800 - 126.4100],Ses01F_impro07_F014,xxx
[127.4300 - 130.3175],Ses01F_impro07_F015,xxx
[133.3125 - 142.3625],Ses01F_impro07_F016,exc
[2.9700 - 4.7800],Ses01F_impro07_M000,exc
[7.5325 - 11.9600],Ses01F_impro07_M001,exc
[13.9200 - 19.0900],Ses01F_impro07_M002,exc
[20.6800 - 28.0600],Ses01F_impro07_M003,exc
[30.9150 - 38.8100],Ses01F_impro07_M004,exc
[41.1700 - 46.9975],Ses01F_impro07_M005,exc
[47.1100 - 52.8125],Ses01F_impro07_M006,exc
[54.1600 - 63.2800],Ses01F_impro07_M007,exc
[64.6275 - 67.2400],Ses01F_impro07_M008,exc
[67.7250 - 74.0325],Ses01F_impro07_M009,exc
[76.6200 - 78.1700],Ses01F_impro07_M010,xxx
[78.8400 - 81.3600],Ses01F_impro07_M011,xxx
[82.6575 - 87.1025],Ses01F_impro07_M012,neu
[87.5875 - 90.6500],Ses01F_impro07_M013,neu
[94.2900 - 99.3700],Ses01F_impro07_M014,exc
[99.9875 - 110.5400],Ses01F_impro07_M015,exc
[110.5400 - 116.2800],Ses01F_impro07_M016,xxx
[116.2800 - 119.8507],Ses01F_impro07_M017,exc
[123.2575 - 128.0400],Ses01F_impro07_M018,neu
[128.5400 - 141.6850],Ses01F_impro07_M019,hap
[6.2100 - 9.3200],Ses01F_script01_1_F000,fru
[9.3500 - 12.8955],Ses01F_script01_1_F001,xxx
[14.3063 - 19.5526],Ses01F_script01_1_F002,sur
[22.3200 - 24.6667],Ses01F_script01_1_F003,xxx
[35.3799 - 39.0900],Ses01F_script01_1_F004,xxx
[40.0200 - 44.9688],Ses01F_script01_1_F005,neu
[46.9500 - 52.3200],Ses01F_script01_1_F006,xxx
[58.9500 - 60.8800],Ses01F_script01_1_F007,xxx
[67.6000 - 70.6700],Ses01F_script01_1_F008,xxx
[78.3648 - 81.5611],Ses01F_script01_1_F009,fru
[100.1400 - 102.3482],Ses01F_script01_1_F010,fru
[104.2900 - 108.7408],Ses01F_script01_1_F011,fru
[117.8228 - 129.5100],Ses01F_script01_1_F012,fru
[134.0100 - 141.9500],Ses01F_script01_1_F013,xxx
[150.2700 - 152.6736],Ses01F_script01_1_F014,fru
[156.1786 - 160.6700],Ses01F_script01_1_F015,neu
[165.6573 - 169.5590],Ses01F_script01_1_F016,xxx
[171.6300 - 175.4900],Ses01F_script01_1_F017,xxx
[176.9600 - 179.7500],Ses01F_script01_1_F018,xxx
[183.9800 - 186.0500],Ses01F_script01_1_F019,xxx
[194.0600 - 198.9100],Ses01F_script01_1_F020,xxx
[205.1600 - 215.1700],Ses01F_script01_1_F021,fru
[219.0400 - 223.8200],Ses01F_script01_1_F022,fru
[235.2000 - 238.5600],Ses01F_script01_1_F023,fru
[241.3769 - 245.1904],Ses01F_script01_1_F024,fru
[246.8000 - 251.4508],Ses01F_script01_1_F025,fru
[266.8300 - 270.7300],Ses01F_script01_1_F026,fru
[274.1997 - 277.2100],Ses01F_script01_1_F027,fru
[278.1500 - 282.5900],Ses01F_script01_1_F028,fru
[282.7300 - 286.9200],Ses01F_script01_1_F029,fru
[299.3100 - 302.1950],Ses01F_script01_1_F030,fru
[304.2300 - 308.9800],Ses01F_script01_1_F031,fru
[309.0400 - 312.7098],Ses01F_script01_1_F032,fru
[312.7400 - 318.2648],Ses01F_script01_1_F033,fru
[323.3348 - 326.0750],Ses01F_script01_1_F034,neu
[341.9700 - 344.8052],Ses01F_script01_1_F035,ang
[349.6300 - 352.5866],Ses01F_script01_1_F036,xxx
[356.4000 - 359.8700],Ses01F_script01_1_F037,ang
[361.8100 - 364.6100],Ses01F_script01_1_F038,ang
[382.6000 - 387.9700],Ses01F_script01_1_F039,fru
[389.5400 - 392.9042],Ses01F_script01_1_F040,fru
[394.9100 - 404.6900],Ses01F_script01_1_F041,ang
[406.3900 - 409.4600],Ses01F_script01_1_F042,ang
[412.7875 - 416.2484],Ses01F_script01_1_F043,fru
[420.3500 - 423.2141],Ses01F_script01_1_F044,fru
[11.9892 - 15.1219],Ses01F_script01_1_M000,neu
[19.0456 - 22.3962],Ses01F_script01_1_M001,neu
[24.8000 - 35.9971],Ses01F_script01_1_M002,neu
[38.6600 - 40.5300],Ses01F_script01_1_M003,neu
[44.5500 - 47.2300],Ses01F_script01_1_M004,neu
[51.4300 - 59.5500],Ses01F_script01_1_M005,fru
[62.1628 - 68.2500],Ses01F_script01_1_M006,xxx
[70.0764 - 78.8718],Ses01F_script01_1_M007,neu
[81.4068 - 89.4307],Ses01F_script01_1_M008,fru
[89.7172 - 101.3800],Ses01F_script01_1_M009,fru
[102.1000 - 104.7200],Ses01F_script01_1_M010,neu
[108.1897 - 118.4700],Ses01F_script01_1_M011,fru
[130.7600 - 134.5900],Ses01F_script01_1_M012,neu
[141.0500 - 149.7500],Ses01F_script01_1_M013,fru
[153.8860 - 155.8699],Ses01F_script01_1_M014,neu
[161.9980 - 165.3487],Ses01F_script01_1_M015,neu
[169.7574 - 172.1800],Ses01F_script01_1_M016,neu
[174.7833 - 177.7200],Ses01F_script01_1_M017,neu
[179.2800 - 181.9475],Ses01F_script01_1_M018,fru
[185.0300 - 195.2800],Ses01F_script01_1_M019,ang
[197.6000 - 199.7475],Ses01F_script01_1_M020,fru
[224.7000 - 236.0500],Ses01F_script01_1_M021,fru
[237.8000 - 240.4290],Ses01F_script01_1_M022,fru
[245.2786 - 247.5700],Ses01F_script01_1_M023,neu
[251.2965 - 261.0500],Ses01F_script01_1_M024,neu
[262.6500 - 267.2119],Ses01F_script01_1_M025,neu
[269.7300 - 274.6626],Ses01F_script01_1_M026,fru
[276.2400 - 278.3659],Ses01F_script01_1_M027,fru
[281.5700 - 283.8900],Ses01F_script01_1_M028,fru
[285.9600 - 296.0300],Ses01F_script01_1_M029,fru
[297.0000 - 300.0700],Ses01F_script01_1_M030,fru
[318.2868 - 321.9800],Ses01F_script01_1_M031,fru
[325.7300 - 336.5389],Ses01F_script01_1_M032,fru
[336.7373 - 342.3143],Ses01F_script01_1_M033,fru
[344.4966 - 350.1500],Ses01F_script01_1_M034,neu
[352.1016 - 356.8800],Ses01F_script01_1_M035,fru
[359.0300 - 362.8200],Ses01F_script01_1_M036,fru
[363.8700 - 373.5675],Ses01F_script01_1_M037,fru
[373.5975 - 383.1500],Ses01F_script01_1_M038,fru
[387.5000 - 390.1100],Ses01F_script01_1_M039,neu
[392.3100 - 395.6900],Ses01F_script01_1_M040,neu
[403.4300 - 407.0400],Ses01F_script01_1_M041,fru
[408.9600 - 412.8536],Ses01F_script01_1_M042,fru
[415.9200 - 420.4807],Ses01F_script01_1_M043,fru
[6.7800 - 10.5900],Ses01F_script01_2_F000,xxx
[12.7100 - 17.2300],Ses01F_script01_2_F001,xxx
[21.2500 - 26.4100],Ses01F_script01_2_F002,xxx
[39.9300 - 42.9600],Ses01F_script01_2_F003,ang
[44.3500 - 46.3000],Ses01F_script01_2_F004,ang
[47.1000 - 50.8500],Ses01F_script01_2_F005,ang
[52.0300 - 56.4200],Ses01F_script01_2_F006,ang
[57.7600 - 66.6500],Ses01F_script01_2_F007,ang
[67.4800 - 78.2600],Ses01F_script01_2_F008,ang
[82.1200 - 91.2800],Ses01F_script01_2_F009,ang
[92.3600 - 102.1700],Ses01F_script01_2_F010,ang
[102.2600 - 105.7600],Ses01F_script01_2_F011,ang
[108.2000 - 122.3400],Ses01F_script01_2_F012,ang
[122.4100 - 132.6200],Ses01F_script01_2_F013,ang
[137.9800 - 140.6900],Ses01F_script01_2_F014,fru
[10.0840 - 13.4800],Ses01F_script01_2_M000,xxx
[16.6300 - 21.6600],Ses01F_script01_2_M001,neu
[25.7300 - 33.0800],Ses01F_script01_2_M002,xxx
[33.6200 - 40.5200],Ses01F_script01_2_M003,fru
[42.4400 - 45.2400],Ses01F_script01_2_M004,neu
[45.8000 - 47.5900],Ses01F_script01_2_M005,xxx
[50.6000 - 52.5500],Ses01F_script01_2_M006,fru
[55.8700 - 58.2000],Ses01F_script01_2_M007,fru
[66.1000 - 68.3100],Ses01F_script01_2_M008,neu
[78.3800 - 82.6500],Ses01F_script01_2_M009,fru
[90.6500 - 94.8900],Ses01F_script01_2_M010,fru
[106.6100 - 108.1825],Ses01F_script01_2_M011,fru
[109.3800 - 111.6500],Ses01F_script01_2_M012,fru
[121.2900 - 123.2300],Ses01F_script01_2_M013,fru
[124.1625 - 126.3600],Ses01F_script01_2_M014,fru
[126.5800 - 133.7600],Ses01F_script01_2_M015,fru
[134.6100 - 138.0400],Ses01F_script01_2_M016,xxx
[140.9200 - 147.5100],Ses01F_script01_2_M017,ang
[4.8285 - 8.9243],Ses01F_script01_3_F000,neu
[12.3484 - 17.0473],Ses01F_script01_3_F001,neu
[17.1566 - 26.1173],Ses01F_script01_3_F002,neu
[28.3100 - 36.1344],Ses01F_script01_3_F003,neu
[38.3200 - 41.6000],Ses01F_script01_3_F004,neu
[42.8200 - 47.3300],Ses01F_script01_3_F005,neu
[49.1000 - 53.9831],Ses01F_script01_3_F006,neu
[63.0100 - 65.8944],Ses01F_script01_3_F007,neu
[69.6400 - 75.9100],Ses01F_script01_3_F008,neu
[87.6100 - 94.6700],Ses01F_script01_3_F009,neu
[97.0200 - 98.4227],Ses01F_script01_3_F010,hap
