time,session,label
[25.4324 - 31.1063],Ses03F_impro06_F003,sad
[31.2621 - 34.7999],Ses03F_impro06_F004,sad
[34.8667 - 43.5889],Ses03F_impro06_F005,sad
[43.8114 - 47.4382],Ses03F_impro06_F006,sad
[54.3359 - 57.1617],Ses03F_impro06_F007,sad
[57.3397 - 60.0098],Ses03F_impro06_F008,sad
[60.0766 - 63.3252],Ses03F_impro06_F009,sad
[63.7924 - 73.8052],Ses03F_impro06_F010,sad
[74.5172 - 79.0786],Ses03F_impro06_F011,sad
[79.2343 - 83.0392],Ses03F_impro06_F012,sad
[83.5509 - 88.7576],Ses03F_impro06_F013,sad
[92.0507 - 98.9038],Ses03F_impro06_F014,sad
[103.8880 - 108.8276],Ses03F_impro06_F015,sad
[109.2504 - 113.9007],Ses03F_impro06_F016,sad
[114.1010 - 116.9491],Ses03F_impro06_F017,sad
[117.2161 - 120.2050],Ses03F_impro06_F018,sad
[121.6439 - 124.8925],Ses03F_impro06_F019,sad
[125.1595 - 134.2823],Ses03F_impro06_F020,sad
[136.4628 - 142.2035],Ses03F_impro06_F021,sad
[142.3000 - 146.8761],Ses03F_impro06_F022,sad
[150.4584 - 155.9098],Ses03F_impro06_F023,sad
[156.9111 - 160.2264],Ses03F_impro06_F024,sad
[160.5379 - 169.9277],Ses03F_impro06_F025,sad
[172.2418 - 178.1159],Ses03F_impro06_F026,sad
[179.1172 - 182.7663],Ses03F_impro06_F027,sad
[182.8998 - 187.0829],Ses03F_impro06_F028,sad
[190.2870 - 197.7854],Ses03F_impro06_F029,sad
[198.0302 - 200.8115],Ses03F_impro06_F030,sad
[209.0220 - 213.0716],Ses03F_impro06_F031,sad
[215.2521 - 217.0099],Ses03F_impro06_F032,sad
[218.7010 - 222.7061],Ses03F_impro06_F033,sad
[224.5529 - 229.8930],Ses03F_impro06_F034,sad
[230.1155 - 232.8746],Ses03F_impro06_F035,sad
[5.7363 - 8.1500],Ses03F_impro06_M000,neu
[15.9759 - 19.0242],Ses03F_impro06_M001,neu
[48.6398 - 55.4484],Ses03F_impro06_M002,sad
[88.2236 - 91.1829],Ses03F_impro06_M003,neu
[97.6356 - 100.7729],Ses03F_impro06_M004,sad
[101.1289 - 105.2675],Ses03F_impro06_M005,sad
[119.5746 - 122.4005],Ses03F_impro06_M006,sad
[146.8316 - 150.3027],Ses03F_impro06_M007,sad
[177.3594 - 179.8070],Ses03F_impro06_M008,sad
[187.4166 - 190.7575],Ses03F_impro06_M009,sad
[200.0327 - 202.4358],Ses03F_impro06_M010,sad
[202.6138 - 208.2432],Ses03F_impro06_M011,sad
[212.9381 - 216.1422],Ses03F_impro06_M012,sad
[216.6984 - 219.4797],Ses03F_impro06_M013,sad
[222.2611 - 225.2871],Ses03F_impro06_M014,sad
[232.1626 - 234.5211],Ses03F_impro06_M015,sad
[234.6991 - 238.5485],Ses03F_impro06_M016,sad
[7.2915 - 9.6563],Ses03F_impro07_F000,xxx
[10.4226 - 13.5866],Ses03F_impro07_F001,hap
[14.3749 - 15.5682],Ses03F_impro07_F002,xxx
[16.3565 - 20.2650],Ses03F_impro07_F003,sur
[24.6223 - 27.0419],Ses03F_impro07_F004,hap
[27.1514 - 30.9950],Ses03F_impro07_F005,hap
[32.4612 - 37.2017],Ses03F_impro07_F006,xxx
[40.4095 - 44.5589],Ses03F_impro07_F007,exc
[45.8836 - 49.4527],Ses03F_impro07_F008,exc
[49.4855 - 61.4190],Ses03F_impro07_F009,exc
[61.4409 - 67.6047],Ses03F_impro07_F010,xxx
[67.6266 - 70.5826],Ses03F_impro07_F011,exc
[70.6125 - 72.7503],Ses03F_impro07_F012,hap
[75.4764 - 80.6658],Ses03F_impro07_F013,hap
[81.1366 - 83.7094],Ses03F_impro07_F014,exc
[84.0050 - 86.5888],Ses03F_impro07_F015,neu
[89.9498 - 97.2632],Ses03F_impro07_F016,exc
[97.6125 - 99.7000],Ses03F_impro07_F017,hap
[100.9400 - 101.9425],Ses03F_impro07_F018,xxx
[103.2409 - 105.8246],Ses03F_impro07_F019,hap
[108.9339 - 114.0576],Ses03F_impro07_F020,exc
[116.5538 - 120.1338],Ses03F_impro07_F021,exc
[122.5534 - 126.7125],Ses03F_impro07_F022,exc
[132.2534 - 135.5707],Ses03F_impro07_F023,hap
[135.6035 - 140.1689],Ses03F_impro07_F024,xxx
[140.2075 - 142.6103],Ses03F_impro07_F025,hap
[144.3400 - 152.4965],Ses03F_impro07_F026,exc
[152.5300 - 154.8175],Ses03F_impro07_F027,exc
[155.9342 - 157.6640],Ses03F_impro07_F028,exc
[157.7525 - 161.5600],Ses03F_impro07_F029,exc
[162.6892 - 168.1304],Ses03F_impro07_F030,xxx
[168.3494 - 171.4587],Ses03F_impro07_F031,neu
[171.6557 - 177.8524],Ses03F_impro07_F032,hap
[178.1699 - 180.8225],Ses03F_impro07_F033,xxx
[181.6076 - 184.0490],Ses03F_impro07_F034,hap
[190.1909 - 192.1616],Ses03F_impro07_F035,hap
[5.1689 - 7.6856],Ses03F_impro07_M000,neu
[9.2840 - 11.0248],Ses03F_impro07_M001,neu
[13.3020 - 14.8785],Ses03F_impro07_M002,xxx
[15.0537 - 16.7835],Ses03F_impro07_M003,neu
[19.8052 - 21.9510],Ses03F_impro07_M004,neu
[26.2317 - 27.6002],Ses03F_impro07_M005,xxx
[30.6767 - 32.7240],Ses03F_impro07_M006,xxx
[36.5449 - 39.8074],Ses03F_impro07_M007,xxx
[39.8402 - 41.3511],Ses03F_impro07_M008,exc
[41.7343 - 43.3984],Ses03F_impro07_M009,sur
[43.5407 - 46.3725],Ses03F_impro07_M010,xxx
[48.4564 - 50.2191],Ses03F_impro07_M011,exc
[67.3201 - 68.6995],Ses03F_impro07_M012,neu
[72.0606 - 76.4727],Ses03F_impro07_M013,exc
[79.0345 - 81.3884],Ses03F_impro07_M014,exc
[81.8154 - 84.4101],Ses03F_impro07_M015,exc
[85.4830 - 88.9645],Ses03F_impro07_M016,xxx
[92.1833 - 94.5481],Ses03F_impro07_M017,sur
[96.1027 - 104.0948],Ses03F_impro07_M018,sur
[104.9378 - 109.3828],Ses03F_impro07_M019,exc
[110.0068 - 111.9775],Ses03F_impro07_M020,xxx
[113.5431 - 116.9675],Ses03F_impro07_M021,neu
[119.4441 - 123.1555],Ses03F_impro07_M022,exc
[126.2319 - 127.9070],Ses03F_impro07_M023,neu
[128.4325 - 132.5819],Ses03F_impro07_M024,xxx
[141.4389 - 144.6125],Ses03F_impro07_M025,neu
[154.3796 - 158.0034],Ses03F_impro07_M026,exc
[158.3319 - 159.5033],Ses03F_impro07_M027,exc
[161.0689 - 163.7621],Ses03F_impro07_M028,exc
[165.9846 - 167.3093],Ses03F_impro07_M029,exc
[171.1083 - 175.6950],Ses03F_impro07_M030,xxx
[176.2977 - 179.0238],Ses03F_impro07_M031,xxx
[179.1661 - 180.2391],Ses03F_impro07_M032,exc
[180.5347 - 182.2754],Ses03F_impro07_M033,neu
[183.7534 - 185.6803],Ses03F_impro07_M034,hap
[191.7127 - 194.0118],Ses03F_impro07_M035,hap
[9.4200 - 11.3200],Ses03F_impro08_F000,neu
[14.4900 - 15.6800],Ses03F_impro08_F001,neu
[18.8800 - 24.7100],Ses03F_impro08_F002,neu
[24.9300 - 29.7500],Ses03F_impro08_F003,neu
[37.4400 - 41.0900],Ses03F_impro08_F004,neu
[41.1475 - 47.8600],Ses03F_impro08_F005,neu
[47.8700 - 50.6100],Ses03F_impro08_F006,neu
[51.9400 - 54.6400],Ses03F_impro08_F007,neu
[54.6400 - 58.9025],Ses03F_impro08_F008,neu
[62.6800 - 69.2200],Ses03F_impro08_F009,neu
[70.8100 - 81.6500],Ses03F_impro08_F010,neu
[81.7600 - 83.8450],Ses03F_impro08_F011,neu
[85.1500 - 90.2900],Ses03F_impro08_F012,neu
[90.2900 - 92.2200],Ses03F_impro08_F013,neu
[93.5100 - 98.2500],Ses03F_impro08_F014,neu
[101.0700 - 104.3700],Ses03F_impro08_F015,neu
[104.3700 - 106.6300],Ses03F_impro08_F016,neu
[108.5600 - 113.5100],Ses03F_impro08_F017,fru
[113.5100 - 116.3500],Ses03F_impro08_F018,fru
[119.6800 - 126.0100],Ses03F_impro08_F019,fru
[126.2900 - 127.6100],Ses03F_impro08_F020,neu
[128.8800 - 129.6100],Ses03F_impro08_F021,neu
[131.8200 - 133.9300],Ses03F_impro08_F022,neu
[134.1100 - 137.9625],Ses03F_impro08_F023,neu
[141.9400 - 144.2600],Ses03F_impro08_F024,neu
[144.2800 - 145.8600],Ses03F_impro08_F025,neu
[150.7809 - 152.1100],Ses03F_impro08_F026,neu
[152.1400 - 160.3300],Ses03F_impro08_F027,neu
[160.4600 - 165.0500],Ses03F_impro08_F028,neu
[165.0700 - 167.7550],Ses03F_impro08_F029,neu
[4.9200 - 9.7700],Ses03F_impro08_M000,ang
[10.7500 - 14.7300],Ses03F_impro08_M001,xxx
[14.7300 - 19.2700],Ses03F_impro08_M002,xxx
[23.2800 - 26.1100],Ses03F_impro08_M003,xxx
[29.4800 - 38.0200],Ses03F_impro08_M004,fru
[39.5000 - 40.7500],Ses03F_impro08_M005,xxx
[47.7900 - 52.7700],Ses03F_impro08_M006,ang
[56.8557 - 58.7900],Ses03F_impro08_M007,ang
[58.7900 - 63.8700],Ses03F_impro08_M008,ang
[68.6900 - 71.5800],Ses03F_impro08_M009,ang
[73.7700 - 76.9000],Ses03F_impro08_M010,ang
[76.9900 - 81.6925],Ses03F_impro08_M011,ang
[81.7500 - 83.4100],Ses03F_impro08_M012,ang
[83.4875 - 85.5425],Ses03F_impro08_M013,xxx
[90.3050 - 93.8825],Ses03F_impro08_M014,ang
[97.5000 - 101.7200],Ses03F_impro08_M015,ang
[104.7600 - 109.3900],Ses03F_impro08_M016,fru
[113.7300 - 120.4000],Ses03F_impro08_M017,fru
[123.3800 - 126.2100],Ses03F_impro08_M018,fru
[126.2800 - 129.0950],Ses03F_impro08_M019,fru
[129.3300 - 132.4700],Ses03F_impro08_M020,xxx
[132.5100 - 134.5925],Ses03F_impro08_M021,neu
[137.3000 - 140.9700],Ses03F_impro08_M022,xxx
[141.0300 - 143.2600],Ses03F_impro08_M023,xxx
[145.2500 - 150.3500],Ses03F_impro08_M024,xxx
[150.3800 - 153.0165],Ses03F_impro08_M025,xxx
[157.1100 - 160.2400],Ses03F_impro08_M026,fru
[3.2570 - 10.0721],Ses03F_script01_1_F000,xxx
[11.6048 - 16.5588],Ses03F_script01_1_F001,xxx
[17.5989 - 19.5969],Ses03F_script01_1_F002,xxx
[27.5250 - 29.8059],Ses03F_script01_1_F003,xxx
[34.2398 - 36.7304],Ses03F_script01_1_F004,neu
[42.1223 - 45.5709],Ses03F_script01_1_F005,neu
[47.3773 - 56.3547],Ses03F_script01_1_F006,xxx
[58.8453 - 62.8961],Ses03F_script01_1_F007,neu
[62.9508 - 66.1805],Ses03F_script01_1_F008,xxx
[72.6672 - 75.9242],Ses03F_script01_1_F009,xxx
[80.0844 - 83.0500],Ses03F_script01_1_F010,neu
[88.2406 - 91.1145],Ses03F_script01_1_F011,fru
[96.8622 - 99.6265],Ses03F_script01_1_F012,fru
[100.6119 - 107.0438],Ses03F_script01_1_F013,fru
[121.1393 - 124.3416],Ses03F_script01_1_F014,neu
[124.4237 - 127.7628],Ses03F_script01_1_F015,xxx
[128.1460 - 132.0325],Ses03F_script01_1_F016,xxx
[136.6033 - 145.9638],Ses03F_script01_1_F017,ang
[149.0566 - 152.1494],Ses03F_script01_1_F018,fru
[153.9832 - 156.7749],Ses03F_script01_1_F019,neu
[157.4044 - 162.3858],Ses03F_script01_1_F020,xxx
[165.9165 - 170.9252],Ses03F_script01_1_F021,neu
[171.9653 - 177.5761],Ses03F_script01_1_F022,fru
[180.5868 - 187.1282],Ses03F_script01_1_F023,fru
[196.6803 - 200.1015],Ses03F_script01_1_F024,fru
[200.1836 - 205.8492],Ses03F_script01_1_F025,fru
[207.0261 - 214.8813],Ses03F_script01_1_F026,fru
[214.9360 - 220.5742],Ses03F_script01_1_F027,xxx
[220.6525 - 225.0082],Ses03F_script01_1_F028,fru
[225.0355 - 227.5262],Ses03F_script01_1_F029,fru
[238.5837 - 242.8534],Ses03F_script01_1_F030,neu
[244.2492 - 247.3694],Ses03F_script01_1_F031,neu
[254.1571 - 258.2079],Ses03F_script01_1_F032,fru
[260.3400 - 264.6275],Ses03F_script01_1_F033,xxx
[278.4343 - 283.9904],Ses03F_script01_1_F034,fru
[285.3589 - 290.2581],Ses03F_script01_1_F035,fru
[292.2561 - 298.1406],Ses03F_script01_1_F036,fru
[298.9343 - 304.2988],Ses03F_script01_1_F037,fru
[316.9711 - 320.2008],Ses03F_script01_1_F038,fru
[320.2550 - 331.3951],Ses03F_script01_1_F039,fru
[333.7215 - 339.8798],Ses03F_script01_1_F040,fru
[354.6595 - 357.4786],Ses03F_script01_1_F041,xxx
[361.3378 - 364.7316],Ses03F_script01_1_F042,xxx
[368.2897 - 374.2837],Ses03F_script01_1_F043,fru
[375.8438 - 378.4987],Ses03F_script01_1_F044,fru
[399.1904 - 401.7358],Ses03F_script01_1_F045,neu
[401.8550 - 404.0125],Ses03F_script01_1_F046,neu
[406.5803 - 410.6858],Ses03F_script01_1_F047,fru
[412.9848 - 418.8146],Ses03F_script01_1_F048,fru
[420.4294 - 426.7245],Ses03F_script01_1_F049,fru
[429.2152 - 431.8974],Ses03F_script01_1_F050,neu
[432.1164 - 435.8935],Ses03F_script01_1_F051,xxx
[439.9716 - 444.4055],Ses03F_script01_1_F052,neu
[448.5110 - 453.2734],Ses03F_script01_1_F053,neu
[8.9773 - 12.3712],Ses03F_script01_1_M000,neu
[15.9019 - 18.0915],Ses03F_script01_1_M001,neu
[19.0221 - 28.3005],Ses03F_script01_1_M002,neu
[29.3175 - 35.0335],Ses03F_script01_1_M003,neu
[36.0188 - 41.8486],Ses03F_script01_1_M004,neu
[45.0509 - 48.2806],Ses03F_script01_1_M005,neu
[55.2873 - 58.6264],Ses03F_script01_1_M006,neu
[65.1404 - 67.7406],Ses03F_script01_1_M007,neu
[67.8774 - 73.4061],Ses03F_script01_1_M008,neu
[75.1852 - 80.8234],Ses03F_script01_1_M009,neu
[82.4656 - 89.2533],Ses03F_script01_1_M010,xxx
[89.7734 - 97.5550],Ses03F_script01_1_M011,fru
