time,session,label
[58.7100 - 60.0937],Ses01F_impro04_F009,neu
[76.4900 - 80.7269],Ses01F_impro04_F013,neu
[85.4900 - 86.9800],Ses01F_impro04_F014,neu
[170.8300 - 172.8400],Ses01F_impro04_F028,ang
[175.2700 - 178.4300],Ses01F_impro04_F029,ang
[180.3025 - 183.4875],Ses01F_impro04_F030,ang
[184.4700 - 188.8700],Ses01F_impro04_F031,ang
[189.1200 - 192.0200],Ses01F_impro04_F032,ang
[193.5875 - 199.4325],Ses01F_impro04_F033,ang
[2.7418 - 6.6575],Ses01F_impro04_M000,neu
[10.4600 - 12.1300],Ses01F_impro04_M001,neu
[15.6400 - 18.9000],Ses01F_impro04_M002,neu
[26.9100 - 28.7100],Ses01F_impro04_M003,neu
[30.8800 - 35.5225],Ses01F_impro04_M004,neu
[37.1900 - 40.5300],Ses01F_impro04_M005,neu
[40.5400 - 43.5760],Ses01F_impro04_M006,neu
[49.3900 - 50.5800],Ses01F_impro04_M007,neu
[55.2100 - 56.3300],Ses01F_impro04_M008,neu
[56.3500 - 59.0245],Ses01F_impro04_M009,neu
[59.8000 - 61.5500],Ses01F_impro04_M010,neu
[65.9700 - 69.7700],Ses01F_impro04_M011,neu
[70.3800 - 72.7264],Ses01F_impro04_M012,neu
[73.7473 - 77.1500],Ses01F_impro04_M013,neu
[80.1435 - 87.8100],Ses01F_impro04_M014,neu
[92.3700 - 99.2700],Ses01F_impro04_M015,neu
[100.4850 - 103.4700],Ses01F_impro04_M016,neu
[104.9700 - 107.7800],Ses01F_impro04_M017,neu
[111.6600 - 117.7250],Ses01F_impro04_M018,neu
[118.4600 - 119.7700],Ses01F_impro04_M019,neu
[121.5000 - 123.4200],Ses01F_impro04_M020,neu
[129.4300 - 139.1600],Ses01F_impro04_M021,neu
[139.5219 - 141.8225],Ses01F_impro04_M022,neu
[144.9125 - 149.5100],Ses01F_impro04_M023,neu
[151.8400 - 154.0300],Ses01F_impro04_M024,neu
[154.6000 - 157.8000],Ses01F_impro04_M025,neu
[158.9500 - 161.3500],Ses01F_impro04_M026,neu
[162.1200 - 164.7825],Ses01F_impro04_M027,neu
[165.4700 - 166.7100],Ses01F_impro04_M028,neu
[178.0033 - 180.8650],Ses01F_impro04_M031,neu
[182.8200 - 185.5400],Ses01F_impro04_M032,neu
[33.7800 - 35.9000],Ses01F_impro05_F008,ang
[36.7100 - 44.0300],Ses01F_impro05_F009,ang
[73.8700 - 75.5375],Ses01F_impro05_F011,ang
[75.6100 - 80.7300],Ses01F_impro05_F012,ang
[99.5200 - 102.9000],Ses01F_impro05_F014,ang
[103.0050 - 118.5000],Ses01F_impro05_F015,ang
[118.5300 - 122.4400],Ses01F_impro05_F016,ang
[127.4850 - 136.8500],Ses01F_impro05_F017,ang
[137.7150 - 140.1100],Ses01F_impro05_F018,ang
[140.2250 - 145.6000],Ses01F_impro05_F019,ang
[149.3650 - 153.8000],Ses01F_impro05_F020,ang
[155.6000 - 160.3600],Ses01F_impro05_F021,ang
[160.4100 - 163.7975],Ses01F_impro05_F022,ang
[163.8800 - 165.8000],Ses01F_impro05_F023,ang
[166.3300 - 167.7100],Ses01F_impro05_F024,ang
[171.0900 - 174.2000],Ses01F_impro05_F025,ang
[177.6025 - 179.0900],Ses01F_impro05_F026,ang
[188.7800 - 190.8975],Ses01F_impro05_F028,ang
[195.3800 - 199.3300],Ses01F_impro05_F029,ang
[202.8600 - 206.1700],Ses01F_impro05_F030,ang
[3.6100 - 5.1900],Ses01F_impro05_M000,neu
[5.2100 - 6.4400],Ses01F_impro05_M001,hap
[6.6000 - 7.7100],Ses01F_impro05_M002,hap
[8.3200 - 9.8000],Ses01F_impro05_M003,neu
[12.2600 - 13.7800],Ses01F_impro05_M004,neu
[21.8400 - 25.9000],Ses01F_impro05_M005,neu
[25.9900 - 27.7272],Ses01F_impro05_M006,neu
[28.2900 - 34.1425],Ses01F_impro05_M007,neu
[34.7000 - 36.5200],Ses01F_impro05_M008,neu
[36.9100 - 42.7600],Ses01F_impro05_M009,neu
[43.8600 - 49.9700],Ses01F_impro05_M010,neu
[49.9700 - 70.2600],Ses01F_impro05_M011,neu
[70.3800 - 73.1400],Ses01F_impro05_M012,neu
[73.5500 - 74.9900],Ses01F_impro05_M013,neu
[75.0300 - 76.4800],Ses01F_impro05_M014,neu
[80.2200 - 83.2425],Ses01F_impro05_M015,neu
[85.7200 - 93.9575],Ses01F_impro05_M016,neu
[94.0050 - 100.4000],Ses01F_impro05_M017,neu
[111.2800 - 112.8100],Ses01F_impro05_M019,neu
[118.0400 - 119.3700],Ses01F_impro05_M020,neu
[131.0200 - 133.2500],Ses01F_impro05_M022,neu
[136.1900 - 143.5000],Ses01F_impro05_M023,neu
[144.8500 - 151.1600],Ses01F_impro05_M024,neu
[151.3350 - 152.7100],Ses01F_impro05_M025,neu
[152.8325 - 158.5800],Ses01F_impro05_M026,neu
[159.6600 - 161.3700],Ses01F_impro05_M027,neu
[163.2500 - 166.9900],Ses01F_impro05_M028,neu
[167.1500 - 173.6300],Ses01F_impro05_M029,neu
[173.7325 - 178.2625],Ses01F_impro05_M030,neu
[178.5900 - 180.8700],Ses01F_impro05_M031,neu
[198.6600 - 205.1700],Ses01F_impro05_M034,neu
[205.6300 - 211.9400],Ses01F_impro05_M035,neu
[26.0700 - 27.6500],Ses01F_impro06_F002,sad
[34.4500 - 35.7800],Ses01F_impro06_F003,neu
[36.0700 - 38.0400],Ses01F_impro06_F004,neu
[39.6025 - 46.2900],Ses01F_impro06_F005,sad
[47.3400 - 59.3800],Ses01F_impro06_F006,sad
[59.4525 - 67.4525],Ses01F_impro06_F007,sad
[70.2200 - 80.1300],Ses01F_impro06_F008,sad
[80.1600 - 87.7400],Ses01F_impro06_F009,neu
[87.8300 - 93.6700],Ses01F_impro06_F010,sad
[101.8300 - 116.9100],Ses01F_impro06_F011,sad
[117.0700 - 126.0400],Ses01F_impro06_F012,sad
[132.9575 - 134.4900],Ses01F_impro06_F013,sad
[135.9600 - 137.9500],Ses01F_impro06_F014,sad
[138.0685 - 141.0500],Ses01F_impro06_F015,sad
[141.8400 - 149.4375],Ses01F_impro06_F016,neu
[167.6400 - 174.8400],Ses01F_impro06_F018,neu
[176.3500 - 178.0100],Ses01F_impro06_F019,neu
[182.5600 - 197.7300],Ses01F_impro06_F020,sad
[197.7550 - 214.3400],Ses01F_impro06_F021,sad
[217.5000 - 222.4100],Ses01F_impro06_F022,sad
[223.5200 - 227.5500],Ses01F_impro06_F023,sad
[229.0800 - 235.9800],Ses01F_impro06_F024,sad
[237.5300 - 256.4800],Ses01F_impro06_F025,sad
[266.5500 - 275.3100],Ses01F_impro06_F026,sad
[275.3800 - 281.6000],Ses01F_impro06_F027,neu
[282.0100 - 311.1400],Ses01F_impro06_F028,sad
[11.4600 - 14.7400],Ses01F_impro06_M000,sad
[18.4900 - 24.9100],Ses01F_impro06_M001,neu
[25.1200 - 26.5600],Ses01F_impro06_M002,neu
[28.9700 - 35.0200],Ses01F_impro06_M003,sad
[56.1700 - 57.4900],Ses01F_impro06_M004,neu
[86.9600 - 88.6300],Ses01F_impro06_M005,neu
[107.7800 - 109.2700],Ses01F_impro06_M006,neu
[125.4700 - 127.1900],Ses01F_impro06_M007,sad
[134.4000 - 136.4900],Ses01F_impro06_M008,neu
[137.0900 - 138.4400],Ses01F_impro06_M009,neu
[144.0900 - 145.6800],Ses01F_impro06_M010,neu
[155.0700 - 158.3800],Ses01F_impro06_M011,neu
[165.6100 - 168.1000],Ses01F_impro06_M012,neu
[174.3900 - 177.1500],Ses01F_impro06_M013,neu
[219.7300 - 221.0300],Ses01F_impro06_M014,neu
[255.3500 - 257.3100],Ses01F_impro06_M015,neu
[262.9900 - 266.1750],Ses01F_impro06_M016,neu
[82.6575 - 87.1025],Ses01F_impro07_M012,neu
[87.5875 - 90.6500],Ses01F_impro07_M013,neu
[123.2575 - 128.0400],Ses01F_impro07_M018,neu
[128.5400 - 141.6850],Ses01F_impro07_M019,hap
[40.0200 - 44.9688],Ses01F_script01_1_F005,neu
[156.1786 - 160.6700],Ses01F_script01_1_F015,neu
[323.3348 - 326.0750],Ses01F_script01_1_F034,neu
[341.9700 - 344.8052],Ses01F_script01_1_F035,ang
[356.4000 - 359.8700],Ses01F_script01_1_F037,ang
[361.8100 - 364.6100],Ses01F_script01_1_F038,ang
[394.9100 - 404.6900],Ses01F_script01_1_F041,ang
[406.3900 - 409.4600],Ses01F_script01_1_F042,ang
[11.9892 - 15.1219],Ses01F_script01_1_M000,neu
[19.0456 - 22.3962],Ses01F_script01_1_M001,neu
[24.8000 - 35.9971],Ses01F_script01_1_M002,neu
[38.6600 - 40.5300],Ses01F_script01_1_M003,neu
[44.5500 - 47.2300],Ses01F_script01_1_M004,neu
[70.0764 - 78.8718],Ses01F_script01_1_M007,neu
[102.1000 - 104.7200],Ses01F_script01_1_M010,neu
[130.7600 - 134.5900],Ses01F_script01_1_M012,neu
[153.8860 - 155.8699],Ses01F_script01_1_M014,neu
[161.9980 - 165.3487],Ses01F_script01_1_M015,neu
[169.7574 - 172.1800],Ses01F_script01_1_M016,neu
[174.7833 - 177.7200],Ses01F_script01_1_M017,neu
[185.0300 - 195.2800],Ses01F_script01_1_M019,ang
[245.2786 - 247.5700],Ses01F_script01_1_M023,neu
[251.2965 - 261.0500],Ses01F_script01_1_M024,neu
[262.6500 - 267.2119],Ses01F_script01_1_M025,neu
[344.4966 - 350.1500],Ses01F_script01_1_M034,neu
[387.5000 - 390.1100],Ses01F_script01_1_M039,neu
[392.3100 - 395.6900],Ses01F_script01_1_M040,neu
[39.9300 - 42.9600],Ses01F_script01_2_F003,ang
[44.3500 - 46.3000],Ses01F_script01_2_F004,ang
[47.1000 - 50.8500],Ses01F_script01_2_F005,ang
[52.0300 - 56.4200],Ses01F_script01_2_F006,ang
[57.7600 - 66.6500],Ses01F_script01_2_F007,ang
[67.4800 - 78.2600],Ses01F_script01_2_F008,ang
[82.1200 - 91.2800],Ses01F_script01_2_F009,ang
[92.3600 - 102.1700],Ses01F_script01_2_F010,ang
[102.2600 - 105.7600],Ses01F_script01_2_F011,ang
[108.2000 - 122.3400],Ses01F_script01_2_F012,ang
[122.4100 - 132.6200],Ses01F_script01_2_F013,ang
[16.6300 - 21.6600],Ses01F_script01_2_M001,neu
[42.4400 - 45.2400],Ses01F_script01_2_M004,neu
[66.1000 - 68.3100],Ses01F_script01_2_M008,neu
[140.9200 - 147.5100],Ses01F_script01_2_M017,ang
[4.8285 - 8.9243],Ses01F_script01_3_F000,neu
[12.3484 - 17.0473],Ses01F_script01_3_F001,neu
[17.1566 - 26.1173],Ses01F_script01_3_F002,neu
[28.3100 - 36.1344],Ses01F_script01_3_F003,neu
[38.3200 - 41.6000],Ses01F_script01_3_F004,neu
[42.8200 - 47.3300],Ses01F_script01_3_F005,neu
[49.1000 - 53.9831],Ses01F_script01_3_F006,neu
[63.0100 - 65.8944],Ses01F_script01_3_F007,neu
[69.6400 - 75.9100],Ses01F_script01_3_F008,neu
[87.6100 - 94.6700],Ses01F_script01_3_F009,neu
[97.0200 - 98.4227],Ses01F_script01_3_F010,hap
[98.9525 - 101.7250],Ses01F_script01_3_F011,hap
[108.9225 - 114.0700],Ses01F_script01_3_F012,hap
[117.0000 - 118.8000],Ses01F_script01_3_F013,hap
[137.2890 - 142.2065],Ses01F_script01_3_F014,neu
[146.9800 - 150.5845],Ses01F_script01_3_F015,neu
[153.3875 - 156.3762],Ses01F_script01_3_F016,neu
[159.0600 - 161.2300],Ses01F_script01_3_F017,hap
[169.6900 - 172.4600],Ses01F_script01_3_F019,hap
[186.2090 - 193.6800],Ses01F_script01_3_F020,hap
[196.1400 - 198.8950],Ses01F_script01_3_F021,hap
[200.9200 - 206.2900],Ses01F_script01_3_F022,neu
[259.1300 - 261.6600],Ses01F_script01_3_F028,neu
[266.3100 - 268.5425],Ses01F_script01_3_F029,neu
[270.6600 - 273.2600],Ses01F_script01_3_F030,sad
[344.1800 - 345.7400],Ses01F_script01_3_F031,neu
[459.5700 - 463.0600],Ses01F_script01_3_F035,hap
[8.5900 - 13.1700],Ses01F_script01_3_M000,neu
[26.0445 - 28.8493],Ses01F_script01_3_M001,neu
[41.0000 - 43.3200],Ses01F_script01_3_M003,neu
[47.2100 - 49.5100],Ses01F_script01_3_M004,neu
[54.6200 - 63.9000],Ses01F_script01_3_M005,neu
[98.0700 - 105.5800],Ses01F_script01_3_M008,hap
[106.5092 - 114.9575],Ses01F_script01_3_M009,hap
[115.2878 - 126.5450],Ses01F_script01_3_M010,hap
[160.7000 - 163.6600],Ses01F_script01_3_M015,hap
[171.7200 - 173.6000],Ses01F_script01_3_M016,hap
[173.6700 - 175.7325],Ses01F_script01_3_M017,hap
[191.1025 - 196.7400],Ses01F_script01_3_M019,hap
[199.1000 - 201.4000],Ses01F_script01_3_M020,hap
[216.4800 - 220.0400],Ses01F_script01_3_M021,sad
[222.6800 - 225.5000],Ses01F_script01_3_M022,sad
[232.7248 - 240.3000],Ses01F_script01_3_M023,sad
[243.8300 - 247.5200],Ses01F_script01_3_M024,sad
[251.5000 - 259.7300],Ses01F_script01_3_M025,sad
[261.7500 - 264.9617],Ses01F_script01_3_M026,sad
[268.5600 - 270.7875],Ses01F_script01_3_M027,sad
[272.4400 - 283.5024],Ses01F_script01_3_M028,sad
[283.7300 - 304.5800],Ses01F_script01_3_M029,sad
[304.7751 - 319.9900],Ses01F_script01_3_M030,sad
[345.9000 - 359.2200],Ses01F_script01_3_M032,sad
[360.2517 - 378.3500],Ses01F_script01_3_M033,sad
[401.9100 - 412.5900],Ses01F_script01_3_M036,sad
[419.4437 - 422.5035],Ses01F_script01_3_M037,neu
[15.1400 - 17.2100],Ses01F_script02_1_F000,neu
[49.2200 - 51.4000],Ses01F_script02_1_F004,neu
[54.7200 - 57.6900],Ses01F_script02_1_F006,ang
[57.7500 - 59.5700],Ses01F_script02_1_F007,ang
[76.2700 - 77.6400],Ses01F_script02_1_F008,neu
[101.7200 - 103.5025],Ses01F_script02_1_F009,hap
[110.7700 - 112.6900],Ses01F_script02_1_F010,sad
[137.2900 - 139.6146],Ses01F_script02_1_F015,neu
[321.2100 - 323.8200],Ses01F_script02_1_F024,neu
[326.5600 - 329.0300],Ses01F_script02_1_F025,neu
[46.4200 - 49.9500],Ses01F_script02_1_M007,neu
[50.8500 - 52.4000],Ses01F_script02_1_M008,neu
[53.7600 - 55.4800],Ses01F_script02_1_M009,neu
[57.2900 - 58.4200],Ses01F_script02_1_M010,neu
[58.8800 - 65.6016],Ses01F_script02_1_M011,neu
[73.1527 - 77.1400],Ses01F_script02_1_M013,neu
[77.1900 - 87.6779],Ses01F_script02_1_M014,neu
[87.8250 - 94.5265],Ses01F_script02_1_M015,neu
[122.7000 - 124.5900],Ses01F_script02_1_M020,neu
[125.7500 - 127.9600],Ses01F_script02_1_M021,neu
[139.1100 - 141.0400],Ses01F_script02_1_M023,neu
[142.7800 - 155.6400],Ses01F_script02_1_M024,neu
[163.1900 - 176.2823],Ses01F_script02_1_M025,neu
[176.3975 - 181.5500],Ses01F_script02_1_M026,neu
[202.0250 - 209.4025],Ses01F_script02_1_M029,neu
[211.5500 - 218.5600],Ses01F_script02_1_M031,neu
[218.6125 - 225.2700],Ses01F_script02_1_M032,neu
[236.5000 - 238.7700],Ses01F_script02_1_M033,neu
[240.1700 - 245.7100],Ses01F_script02_1_M034,neu
[253.1700 - 261.4425],Ses01F_script02_1_M036,hap
[324.1500 - 327.0891],Ses01F_script02_1_M043,hap
[328.2400 - 331.9283],Ses01F_script02_1_M044,hap
[5.8300 - 8.3081],Ses01F_script02_2_F000,neu
[9.5800 - 11.4525],Ses01F_script02_2_F001,neu
[55.6700 - 61.9600],Ses01F_script02_2_F006,ang
[75.6600 - 81.6545],Ses01F_script02_2_F008,ang
[82.3400 - 86.5400],Ses01F_script02_2_F009,ang
[87.7100 - 91.3205],Ses01F_script02_2_F010,ang
[124.0928 - 134.5900],Ses01F_script02_2_F015,sad
[136.1600 - 139.3300],Ses01F_script02_2_F016,ang
[165.7200 - 172.6700],Ses01F_script02_2_F017,neu
[187.8883 - 204.1594],Ses01F_script02_2_F019,hap
[227.2196 - 233.5946],Ses01F_script02_2_F022,sad
[243.1455 - 245.4699],Ses01F_script02_2_F023,neu
[260.2214 - 262.0632],Ses01F_script02_2_F026,neu
[339.3400 - 343.8100],Ses01F_script02_2_F034,sad
[352.6600 - 366.2026],Ses01F_script02_2_F035,sad
[368.6300 - 370.8000],Ses01F_script02_2_F036,sad
[394.9704 - 404.9600],Ses01F_script02_2_F040,sad
[413.7500 - 419.3655],Ses01F_script02_2_F041,neu
[428.8300 - 435.0600],Ses01F_script02_2_F042,hap
[438.9800 - 442.8150],Ses01F_script02_2_F043,hap
[444.2349 - 446.3700],Ses01F_script02_2_F044,hap
[455.5669 - 460.1600],Ses01F_script02_2_F045,hap
[463.6525 - 466.1765],Ses01F_script02_2_F046,sad
[473.6101 - 476.5559],Ses01F_script02_2_F047,neu
[10.9900 - 13.4131],Ses01F_script02_2_M002,neu
[49.2000 - 56.0900],Ses01F_script02_2_M006,neu
[144.1650 - 159.8000],Ses01F_script02_2_M016,neu
[159.8775 - 165.3700],Ses01F_script02_2_M017,neu
[211.3400 - 221.8950],Ses01F_script02_2_M019,neu
[232.8800 - 237.9673],Ses01F_script02_2_M021,neu
[238.0133 - 243.3756],Ses01F_script02_2_M022,neu
[244.9200 - 247.8800],Ses01F_script02_2_M023,neu
[249.0900 - 250.9200],Ses01F_script02_2_M024,hap
[256.8300 - 260.8204],Ses01F_script02_2_M026,hap
[316.8500 - 319.8750],Ses01F_script02_2_M033,neu
[366.2026 - 369.0947],Ses01F_script02_2_M037,sad
[373.5100 - 377.1344],Ses01F_script02_2_M038,sad
[406.0100 - 412.7900],Ses01F_script02_2_M040,neu
[425.4413 - 429.7000],Ses01F_script02_2_M042,neu
[434.6255 - 436.0279],Ses01F_script02_2_M043,neu
[436.3040 - 439.4800],Ses01F_script02_2_M044,hap
[445.9900 - 447.8802],Ses01F_script02_2_M046,hap
[449.3991 - 453.6338],Ses01F_script02_2_M047,neu
[465.4700 - 472.4700],Ses01F_script02_2_M048,neu
[476.6710 - 479.1565],Ses01F_script02_2_M049,hap
[41.1700 - 47.6400],Ses01F_script03_1_F005,hap
[74.6500 - 77.1800],Ses01F_script03_1_F010,hap
[84.4700 - 88.2600],Ses01F_script03_1_F011,hap
[165.1525 - 169.7325],Ses01F_script03_1_F020,hap
[174.8825 - 178.8500],Ses01F_script03_1_F021,hap
[194.8500 - 204.0100],Ses01F_script03_1_F022,hap
[250.2200 - 262.4300],Ses01F_script03_1_F029,hap
[262.4600 - 269.6400],Ses01F_script03_1_F030,hap
[39.5000 - 45.7750],Ses01F_script03_1_M007,hap
[46.7200 - 51.9842],Ses01F_script03_1_M008,hap
[53.2800 - 55.3300],Ses01F_script03_1_M009,hap
[56.3700 - 64.4300],Ses01F_script03_1_M010,hap
[76.3200 - 86.5180],Ses01F_script03_1_M013,hap
[118.0823 - 120.5300],Ses01F_script03_1_M018,hap
[168.6900 - 176.2700],Ses01F_script03_1_M025,hap
[178.9700 - 195.6000],Ses01F_script03_1_M026,hap
[241.6000 - 245.8700],Ses01F_script03_1_M034,hap
[256.8500 - 262.0325],Ses01F_script03_1_M036,hap
[262.3975 - 267.4500],Ses01F_script03_1_M037,hap
[4.8100 - 10.0600],Ses01F_script03_2_F000,hap
[15.4800 - 19.5500],Ses01F_script03_2_F001,hap
[22.3100 - 26.1300],Ses01F_script03_2_F002,hap
[37.5000 - 43.1500],Ses01F_script03_2_F004,neu
[46.7500 - 48.7825],Ses01F_script03_2_F005,neu
[100.2315 - 102.3100],Ses01F_script03_2_F013,ang
[103.2700 - 105.4500],Ses01F_script03_2_F014,ang
[114.8512 - 119.6000],Ses01F_script03_2_F015,ang
[121.9500 - 126.5400],Ses01F_script03_2_F016,ang
[128.7100 - 130.4800],Ses01F_script03_2_F017,ang
[130.9500 - 132.7900],Ses01F_script03_2_F018,ang
[149.9800 - 158.4966],Ses01F_script03_2_F021,ang
[160.7500 - 163.3800],Ses01F_script03_2_F022,ang
[165.6900 - 167.9300],Ses01F_script03_2_F023,ang
[175.1100 - 179.4600],Ses01F_script03_2_F024,ang
[182.0300 - 184.9100],Ses01F_script03_2_F025,ang
[193.0300 - 198.8800],Ses01F_script03_2_F026,ang
[201.3300 - 203.3069],Ses01F_script03_2_F027,ang
[205.3300 - 207.8000],Ses01F_script03_2_F028,ang
[212.4025 - 215.4525],Ses01F_script03_2_F029,ang
[227.0225 - 228.4100],Ses01F_script03_2_F030,neu
[229.4275 - 233.0800],Ses01F_script03_2_F031,neu
[235.2400 - 237.8068],Ses01F_script03_2_F032,neu
[246.5557 - 251.6118],Ses01F_script03_2_F034,ang
[256.4800 - 260.4175],Ses01F_script03_2_F035,ang
[262.8900 - 271.7200],Ses01F_script03_2_F036,ang
[272.7300 - 283.0800],Ses01F_script03_2_F037,ang
[287.2950 - 292.7200],Ses01F_script03_2_F038,ang
[294.6300 - 296.6200],Ses01F_script03_2_F039,ang
[297.0300 - 315.4600],Ses01F_script03_2_F040,ang
[9.5600 - 16.0125],Ses01F_script03_2_M001,neu
[18.6600 - 23.0400],Ses01F_script03_2_M002,neu
[34.2100 - 38.4400],Ses01F_script03_2_M004,neu
[52.6700 - 55.2693],Ses01F_script03_2_M007,ang
[75.9600 - 78.6500],Ses01F_script03_2_M010,neu
[81.3800 - 84.9165],Ses01F_script03_2_M011,neu
[101.9000 - 104.1500],Ses01F_script03_2_M014,ang
[111.9800 - 115.3300],Ses01F_script03_2_M016,neu
[126.1529 - 129.1350],Ses01F_script03_2_M018,neu
[130.0500 - 131.4200],Ses01F_script03_2_M019,neu
[132.3100 - 137.4000],Ses01F_script03_2_M020,ang
[140.8379 - 144.0300],Ses01F_script03_2_M021,ang
[145.6700 - 152.9500],Ses01F_script03_2_M022,ang
[157.8200 - 161.5400],Ses01F_script03_2_M023,ang
[162.7700 - 175.5200],Ses01F_script03_2_M024,ang
[178.7700 - 183.2600],Ses01F_script03_2_M025,ang
[184.3500 - 193.4894],Ses01F_script03_2_M026,ang
[197.9100 - 212.7500],Ses01F_script03_2_M027,ang
[224.5224 - 229.6000],Ses01F_script03_2_M029,ang
[233.4050 - 235.7308],Ses01F_script03_2_M030,ang
[237.2400 - 241.4997],Ses01F_script03_2_M031,neu
[243.8542 - 246.8036],Ses01F_script03_2_M032,ang
[251.3391 - 257.0100],Ses01F_script03_2_M033,ang
[260.4625 - 263.6400],Ses01F_script03_2_M034,ang
[264.8475 - 267.1900],Ses01F_script03_2_M035,ang
[269.3425 - 273.6100],Ses01F_script03_2_M036,ang
[277.5875 - 286.5600],Ses01F_script03_2_M037,ang
[293.2325 - 295.3000],Ses01F_script03_2_M038,ang
[295.9600 - 297.4550],Ses01F_script03_2_M039,ang
[298.6500 - 314.6500],Ses01F_script03_2_M040,ang
[6.7700 - 8.4600],Ses01M_impro01_F000,ang
[8.5500 - 10.6000],Ses01M_impro01_F001,ang
[39.8900 - 43.3100],Ses01M_impro01_F007,ang
[43.3100 - 47.0461],Ses01M_impro01_F008,ang
[61.0500 - 63.2100],Ses01M_impro01_F011,ang
[65.5450 - 67.4700],Ses01M_impro01_F012,ang
