session,max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing))
Angry_77,8372.0,7236.12727273,524620.074711
Angry_78,8184.0,7065.94545455,529877.033388
Angry_79,8398.0,7078.87272727,374586.838347
Angry_8,7803.0,7177.97560976,79907.6091612
Angry_80,8339.0,7457.05454545,377608.233388
Angry_81,8622.0,7393.34545455,338558.407934
Angry_82,8505.0,7485.8,481582.196364
Angry_83,8569.0,7386.23636364,366359.344132
Angry_84,8564.0,7476.05454545,361060.306116
Angry_85,9596.0,7699.01818182,510139.945124
Angry_86,8881.0,7691.81818182,623114.366942
Angry_87,8581.0,7385.23636364,346323.671405
Angry_88,7855.0,7218.92727273,393663.776529
Angry_89,8076.0,7172.10909091,348816.206281
Angry_9,8652.0,7862.12727273,317572.729256
Angry_90,9843.0,7502.01818182,661773.799669
Angry_91,8319.0,7474.0,427059.890909
Angry_92,8466.0,7434.14545455,345395.069752
Angry_93,8831.0,7565.25454545,586350.007934
Angry_94,9099.0,7570.10909091,521125.951736
Angry_95,8715.0,7647.05454545,829982.269752
Angry_96,8986.0,7378.90909091,666190.700826
Angry_97,7978.0,7344.0,291885.090909
Angry_98,9538.0,7506.0,816755.345455
Angry_99,9731.0,7722.43636364,994868.427769
Happy_232,8009.0,7257.16363636,267117.555041
Happy_233,7687.0,7095.85365854,90438.8078525
Happy_234,8279.0,7323.43636364,362358.24595
Happy_235,7761.0,7245.0,237233.963636
Happy_236,8676.0,7592.25806452,173021.503295
Happy_237,9166.0,7904.12727273,777902.438347
Happy_238,8465.0,7555.85454545,363907.324298
Happy_239,8667.0,7701.43636364,388963.591405
Happy_240,8617.0,7913.06666667,188756.562222
Happy_241,8686.0,7652.0,397603.709091
Happy_242,8366.0,7565.43636364,324038.427769
Happy_243,8979.0,7716.89090909,454557.842645
Happy_244,9240.0,7579.65591398,289825.752573
Happy_245,8159.0,7370.54545455,236423.157025
Happy_246,8188.0,7360.14141414,220016.303234
Happy_247,8800.0,7559.49350649,292910.84736
Happy_248,8605.0,7868.2,323074.814545
Happy_249,8330.0,7680.8,256211.832727
Happy_250,8778.0,7875.88732394,153416.043642
Happy_251,8479.0,7437.07407407,466024.142661
Happy_252,8871.0,7362.27272727,360557.980165
Happy_253,9734.0,7697.72727273,437450.541781
Happy_254,7725.0,7001.65454545,329037.753388
Happy_255,7718.0,6773.7012987,217385.586102
Happy_256,8325.0,7320.34090909,206709.088326
Happy_257,8310.0,7326.45454545,496913.096419
Happy_258,9188.0,7744.39393939,685356.359963
Happy_259,8622.0,7544.18421053,191174.360803
Happy_260,8903.0,7872.76363636,636038.071405
Happy_261,8790.0,7566.57954545,380478.061854
Happy_262,7745.0,7005.12727273,353866.511074
Happy_263,8240.0,7384.51666667,176245.849722
Happy_264,8575.0,7603.26315789,131109.614958
Happy_265,8259.0,7608.27272727,229714.161983
Happy_266,8536.0,7630.50649351,368943.756451
Happy_267,8898.0,7785.27272727,366684.683196
Happy_268,8434.0,7552.52727273,344870.540165
Happy_269,8280.0,7463.03636364,299787.271405
Happy_270,9341.0,7676.92727273,415212.031074
Happy_271,8431.0,7619.23636364,335342.61686
Happy_272,8177.0,7386.27272727,305689.943802
Happy_273,8020.0,7407.70909091,277337.69719
Happy_274,8293.0,7455.09090909,302358.046281
Happy_275,8364.0,7428.76363636,401057.81686
Happy_276,8777.0,7454.58181818,396049.479669
Happy_277,8288.0,7417.36363636,368657.28595
Happy_278,8046.0,7476.4,258552.494545
Happy_279,8554.0,7464.67272727,365115.856529
Happy_280,8680.0,7501.58181818,304579.261488
Happy_281,8117.0,7313.87272727,289571.56562
Happy_282,7967.0,7425.29090909,323168.133554
Happy_283,8344.0,7389.96363636,339320.580496
Happy_284,8934.0,7516.14545455,344220.924298
Happy_285,8470.0,7429.65454545,268108.698843
Happy_286,8632.0,7572.52727273,356759.958347
Happy_287,8864.0,7487.07272727,520904.976529
Happy_288,8602.0,7462.43636364,342685.809587
Happy_289,8802.0,7704.53846154,163522.690828
Happy_290,7477.0,6862.18181818,236641.74876
Happy_291,7667.0,7034.54545455,332726.757025
Happy_292,7682.0,6872.18181818,236806.200708
Happy_293,8803.0,7583.35211268,176761.101369
Happy_294,8592.0,7480.83636364,373863.627769
Happy_295,9266.0,7515.30909091,504775.740826
Happy_296,8496.0,7498.23170732,250174.714604
Happy_297,7727.0,6656.31578947,169343.110803
Neutral_298,7797.0,6868.23636364,335155.01686
Neutral_299,8460.0,7478.12727273,337407.820165
Neutral_300,8153.0,7475.10909091,353166.424463
Neutral_301,8240.0,7412.78181818,356837.297851
Neutral_302,8243.0,7547.0,358046.181818
Neutral_303,8268.0,7588.41818182,264502.679669
Neutral_304,8336.0,7539.61818182,351522.890579
Neutral_305,8179.0,7450.43636364,313878.827769
Neutral_306,8726.0,7346.65454545,429650.626116
Neutral_307,8207.0,7501.45454545,284222.247934
Neutral_308,8531.0,7642.2,310466.96
Neutral_309,8391.0,7577.07272727,299050.140165
Neutral_310,8362.0,7534.52727273,289158.940165
Neutral_311,8090.0,7455.43636364,246474.609587
Neutral_312,8064.0,7522.63333333,102325.298889
Neutral_313,8109.0,6588.34090909,339400.701963
Neutral_314,7916.0,6711.52727273,515306.176529
Neutral_315,8095.0,6954.72727273,460992.52562
Neutral_316,8525.0,7121.61818182,473477.472397
Neutral_317,8171.0,7177.56363636,383632.755041
Neutral_318,8105.0,7097.2,412147.36
Neutral_319,9007.0,7107.31818182,432883.156336
Neutral_320,8211.0,7709.31578947,100682.268698
Neutral_321,8492.0,7270.58181818,464989.370579
Neutral_322,8690.0,7837.70909091,341117.951736
Neutral_323,8570.0,7681.78181818,354673.043306
Neutral_324,8636.0,7633.98181818,515301.690579
Neutral_325,9035.0,7387.65454545,548040.080661
Neutral_326,8646.0,7656.96341463,337388.279149
Neutral_327,8456.0,7159.09090909,533515.391736
Neutral_328,9145.0,7515.07070707,418998.69197
Neutral_329,8603.0,7612.34545455,295734.189752
Neutral_330,8301.0,7527.30909091,358728.795372
Neutral_331,8350.0,7419.76363636,389035.92595
Neutral_332,8265.0,7393.67272727,420600.911074
Neutral_333,8346.0,7054.09090909,354998.919008
Neutral_334,8311.0,7288.47272727,382056.68562
Neutral_335,8321.0,7314.81818182,392857.421488
Neutral_336,8503.0,7804.2,343665.941818
Neutral_337,8772.0,7585.88636364,315452.37345
Neutral_338,8516.0,7509.78333333,236075.336389
Neutral_339,7851.0,6784.50909091,411649.922645
Neutral_340,8245.0,7540.36363636,443713.68595
Neutral_341,8478.0,7355.78333333,427729.336389
Neutral_342,7775.0,6996.94545455,321871.978843
Neutral_343,8235.0,7347.05454545,351411.578843
Neutral_344,8706.0,7662.27272727,462652.780165
Neutral_345,8594.0,7657.96363636,338121.853223
Neutral_346,8568.0,7684.41346154,203008.22328
Neutral_347,8209.0,7346.18181818,343341.239669
Neutral_348,7812.0,7118.03636364,300487.671405
Neutral_349,8608.0,7613.46478873,241973.516366
Neutral_350,8502.0,7465.16901408,249789.999603
Neutral_351,9082.0,7574.21818182,397060.606942
Neutral_352,8430.0,7517.2,392730.305455
Neutral_353,8546.0,7515.92727273,337042.831074
Neutral_354,8541.0,7615.56363636,313453.191405
Neutral_355,8250.0,7480.96363636,265267.162314
Neutral_356,8534.0,7574.52727273,371687.521983
Neutral_357,8260.0,7615.76666667,152610.545556
Neutral_358,8690.0,7627.09090909,422968.119008
Neutral_359,8328.0,7153.17171717,253518.566473
Neutral_360,7898.0,6850.25,458017.6875
Neutral_361,7796.0,6974.90909091,358348.046281
Neutral_362,8570.0,7304.81818182,503537.821488
Neutral_363,8494.0,7702.54545455,356192.325856
Neutral_364,8459.0,7516.54545455,414643.01157
Neutral_365,8627.0,7590.81818182,441152.476033
Neutral_366,8405.0,7379.95774648,165764.716524
Neutral_367,8058.0,7485.74545455,265836.517025
Neutral_368,8105.0,7442.32727273,249630.111074
Neutral_369,8183.0,7510.46478873,138130.502281
Neutral_370,8902.0,7919.87272727,392641.601983
Neutral_371,8746.0,7909.61818182,419126.163306
Neutral_372,9215.0,7912.90909091,647360.373554
Neutral_373,8969.0,7890.96363636,436093.489587
Neutral_374,8884.0,7953.30909091,357514.431736
Neutral_375,8946.0,7818.28169014,247873.779806
Neutral_376,7693.0,6552.27272727,495494.92562
Neutral_377,7423.0,6396.78181818,414577.843306
Neutral_378,7517.0,6682.23636364,240071.635041
Neutral_379,7701.0,6870.72727273,374064.598347
Neutral_380,7569.0,6648.98181818,318470.017851
Neutral_381,7652.0,6628.89090909,406993.188099
Neutral_382,7686.0,6624.94545455,307062.378843
Neutral_383,7386.0,6508.70909091,296405.479008
Neutral_384,7420.0,6480.78181818,411201.58876
Neutral_385,7403.0,6558.19480519,276916.3127
Neutral_386,8685.0,7422.18181818,493394.512397
Neutral_387,8068.0,7147.5,200838.083333
Neutral_388,8004.0,6688.63636364,462044.522314
Neutral_389,7905.0,7043.15909091,277583.383781
Neutral_390,8478.0,7739.50909091,272453.959008
Neutral_391,8314.0,7773.2,252982.305455
Neutral_392,8369.0,7778.19230769,63572.9822485
Neutral_393,8484.0,7470.89090909,410675.369917
Neutral_394,8542.0,7461.05454545,449148.887934
Neutral_395,8634.0,7598.54545455,356175.920661
Neutral_396,8522.0,7529.54545455,315501.193388
Neutral_397,8124.0,7052.09090909,275862.955372
Neutral_398,8403.0,7340.36363636,310414.049587
Neutral_399,8291.0,7484.70909091,271858.315372
Neutral_400,8457.0,7584.65454545,305271.462479
Neutral_401,8300.0,7569.2,289613.323636
Neutral_402,8553.0,7681.23636364,256065.598678
Neutral_403,8168.0,7583.03636364,258275.380496
Neutral_404,8586.0,7609.2,333210.087273
Neutral_405,8734.0,7515.69090909,370633.449917
Neutral_406,8316.0,7300.70909091,308936.751736
Neutral_407,7844.0,7249.58181818,272031.843306
Neutral_408,7945.0,7273.69090909,263215.813554
Neutral_409,9346.0,7519.54545455,417089.81157
Neutral_410,8394.0,7570.8,319232.050909
Neutral_411,8121.0,7289.54545455,311718.793388
Neutral_412,8250.0,7520.96363636,259565.635041
Neutral_413,8654.0,7587.72727273,370304.234711
Neutral_414,8462.0,7630.16363636,375515.84595
Neutral_415,8336.0,7594.58181818,310812.752397
Neutral_416,8674.0,7557.0,332937.745455
Neutral_417,8433.0,7534.6,277331.985455
Neutral_418,9031.0,7540.96363636,321562.253223
Neutral_419,8411.0,7365.83636364,423706.100496
Neutral_420,8157.0,7241.03636364,403570.689587
Neutral_421,8248.0,7559.65454545,344810.044298
Neutral_422,8299.0,7533.83636364,274857.155041
Neutral_423,8822.0,7600.96363636,317155.41686
Neutral_424,8608.0,8085.30909091,413011.813554
Neutral_425,9067.0,7956.92307692,216888.244083
Neutral_426,8759.0,6886.65454545,691301.862479
Neutral_427,8375.0,7195.56363636,428656.355041
Neutral_428,7899.0,6909.50909091,292540.286281
Neutral_429,8175.0,6990.85454545,345164.160661
Neutral_430,7739.0,6911.21818182,310482.025124
Neutral_431,8130.0,7133.41818182,329708.78876
Neutral_432,8551.0,7704.4084507,248106.804999
Neutral_433,8358.0,7510.53333333,195722.082222
Neutral_434,8115.0,7386.63636364,278507.649587
Neutral_435,7970.0,7409.94545455,299084.306116
Neutral_436,8254.0,7452.41818182,338997.952397
Neutral_437,8395.0,7305.67272727,491956.76562
Neutral_438,8291.0,7209.36363636,313607.68595
Neutral_439,8191.0,7382.03636364,347789.41686
Neutral_440,8435.0,7635.74545455,326332.662479
Neutral_441,8461.0,7607.61818182,280877.836033
Neutral_442,8743.0,7590.94545455,284623.433388
Neutral_443,8404.0,7549.92727273,331982.28562
Neutral_444,8563.0,7527.38181818,353554.781488
Neutral_445,8451.0,7462.45454545,330205.084298
Neutral_446,8122.0,7544.45454545,282628.066116
Neutral_447,8700.0,7274.25454545,418802.189752
Neutral_448,8440.0,7587.24242424,248319.607897
Neutral_449,9025.0,7955.16901408,169238.337631
Neutral_450,8075.0,6777.02439024,554195.48721
Neutral_451,8303.0,7086.12727273,436242.220165
Neutral_452,8354.0,7363.36363636,329778.740496
Neutral_453,8267.0,7354.96363636,301935.780496
Neutral_454,8566.0,7400.98181818,504482.490579
Neutral_455,7939.0,7113.25454545,310996.444298
Neutral_456,7797.0,7044.4,316716.930909
Neutral_457,8698.0,7625.74545455,409058.153388
Neutral_458,8359.0,7566.94545455,399623.942479
Neutral_459,8479.0,7529.27272727,352077.471074
Neutral_460,8349.0,7571.85714286,301487.109462
Neutral_461,8077.0,6826.1,281556.556667
Neutral_462,8861.0,7583.61818182,365066.599669
Neutral_463,8335.0,7550.78181818,277453.043306
Neutral_464,8398.0,7580.34545455,260444.37157
Neutral_465,8194.0,7367.52727273,329952.940165
Neutral_466,7799.0,7092.16363636,253517.73686
Neutral_467,8832.0,7453.56363636,332696.53686
Neutral_468,8969.0,7620.41818182,375646.679669
Neutral_469,8154.0,7538.27272727,295598.343802
Neutral_470,8304.0,7512.87272727,305675.820165
Neutral_471,8696.0,7523.1097561,146449.1221
Neutral_472,7870.0,7030.74545455,328296.407934
Neutral_473,8803.0,7241.06451613,248403.995838
Neutral_474,8303.0,7456.09090909,301603.646281
Neutral_475,8462.0,7463.87272727,340243.201983
Neutral_476,8188.0,7377.07272727,259211.08562
Neutral_477,8326.0,7505.30909091,327357.049917
Neutral_478,8198.0,7539.85454545,321525.65157
Neutral_479,8238.0,7643.54545455,268389.884298
Neutral_480,8669.0,7562.38181818,318055.290579
Neutral_481,7867.0,7197.72727273,364720.089256
Neutral_482,8320.0,7276.18181818,343453.857851
Neutral_483,8157.0,7409.23636364,329565.744132
Neutral_484,8089.0,7303.49090909,400554.395372
Neutral_485,8342.0,7477.49090909,320280.504463
Neutral_486,8574.0,7769.89090909,297357.442645
Neutral_487,8329.0,7546.16363636,382481.373223
Neutral_488,8402.0,7684.47272727,275490.940165
Neutral_489,8429.0,7604.18181818,323936.403306
Neutral_490,8629.0,7684.67272727,296998.911074
Neutral_491,8494.0,7644.43636364,321394.355041
Neutral_492,8729.0,7689.56363636,318698.500496
Neutral_493,8221.0,7501.67272727,294209.601983
Neutral_494,8331.0,7456.70909091,296853.115372
Neutral_495,8545.0,7586.36363636,265163.431405
Neutral_496,8227.0,7640.21818182,226840.679669
Neutral_497,8531.0,7593.40909091,262977.309917
Neutral_498,8565.0,7769.85454545,343954.233388
Neutral_499,8363.0,7515.8,335185.178182
Neutral_500,7787.0,6940.66233766,260390.639231
Neutral_501,8083.0,7016.16363636,425871.700496
Neutral_502,8415.0,7195.76136364,394944.34078
Neutral_503,8639.0,7656.27272727,372243.398347
Neutral_504,7910.0,7134.18181818,300492.439669
Neutral_505,8255.0,7541.07272727,333096.976529
Neutral_506,8233.0,7426.6,335011.258182
Neutral_507,8385.0,7507.21818182,348954.206942
Neutral_508,8239.0,7479.87272727,313052.76562
Neutral_509,8271.0,7635.65,103795.994167
Neutral_510,7977.0,6999.64935065,270456.461461
Neutral_511,8043.0,7086.0,392495.672727
Neutral_512,8119.0,7205.18181818,353226.621488
Neutral_513,8206.0,7251.67272727,417390.220165
Neutral_514,7883.0,6916.45454545,399686.102479
Neutral_515,8113.0,7034.14545455,302800.524298
Neutral_516,8033.0,7264.52727273,403729.667438
Neutral_517,7968.0,6949.29090909,429291.079008
Neutral_518,8159.0,7060.30909091,533991.413554
Neutral_519,8269.0,7131.18181818,424016.657851
Neutral_520,7857.0,6942.12727273,463391.601983
Neutral_521,7936.0,7001.54807692,244783.670766
Neutral_522,8345.0,7481.12727273,474268.220165
Neutral_523,7848.0,6955.01219512,207091.109607
Sad_524,8901.0,7517.14545455,635232.342479
Sad_525,8388.0,7210.18181818,883929.094215
Sad_526,8400.0,7117.70909091,838552.315372
Sad_527,8635.0,7169.54545455,728911.920661
Sad_528,8536.0,6807.05454545,764145.469752
Sad_529,8144.0,6959.67272727,478205.747438
Sad_530,8041.0,7238.32727273,427191.747438
Sad_531,7868.0,6537.4,614933.403636
Sad_532,8277.0,6886.81818182,537185.421488
Sad_533,8389.0,6789.45454545,674093.01157
Sad_534,8403.0,7084.54545455,424300.284298
Sad_535,8507.0,6931.92727273,661419.267438
Sad_536,8676.0,6937.4,579809.512727
Sad_537,8224.0,6864.12727273,520437.747438
Sad_538,8484.0,7058.83636364,619381.409587
Sad_539,9070.0,7187.38181818,786410.70876
Sad_540,8437.0,6970.49090909,579336.904463
Sad_541,8221.0,6766.81818182,740566.112397
Sad_542,7873.0,6641.6,400708.058182
Sad_543,8457.0,6967.01818182,600302.454215
Sad_544,8082.0,6804.14545455,588093.578843
Sad_545,8377.0,6778.89090909,566678.460826
Sad_546,8033.0,7264.05454545,434546.560661
Sad_547,8361.0,7102.90909091,474804.228099
Sad_548,7844.0,6777.0,586285.745455
Sad_549,8202.0,6953.87272727,746560.438347
Sad_550,8434.0,7221.69090909,609581.122645
Sad_551,8531.0,7280.96666667,479494.465556
Sad_552,8682.0,7806.44318182,294362.224044
Sad_553,8342.0,7870.18181818,247710.039669
Sad_554,8318.0,7868.76363636,242280.035041
Sad_555,8345.0,7985.65,87229.2941667
Sad_556,9365.0,8285.18181818,513992.14876
Sad_557,9163.0,8426.07272727,412045.958347
Sad_558,9028.0,8428.63636364,363501.795041
Sad_559,9114.0,8369.16666667,321383.138889
Sad_560,7590.0,6686.45454545,525720.284298
Sad_561,7735.0,6895.47272727,361982.467438
Sad_562,7660.0,7041.47272727,306661.740165
Sad_563,7562.0,6643.36363636,404860.304132
Sad_564,7806.0,6999.70909091,465688.133554
Sad_565,7807.0,6573.2,442628.705455
Sad_566,7813.0,7068.81818182,372912.657851
Sad_567,7972.0,6892.01818182,417826.999669
Sad_568,7963.0,6545.79807692,478419.949612
Sad_569,8129.0,7514.04081633,129839.71262
Sad_570,8323.0,7476.85858586,209130.767881
Sad_571,8350.0,7316.56363636,472127.409587
Sad_572,8295.0,7201.96363636,651443.780496
