session,max(silence_ratio(silence_ratio)),mean(silence_ratio(silence_ratio)),var(silence_ratio(silence_ratio))
Angry_50,1.0,1.0,0.0
Angry_51,1.0,1.0,0.0
Angry_52,1.0,1.0,0.0
Angry_53,1.0,1.0,0.0
Angry_54,1.0,1.0,0.0
Angry_55,1.0,1.0,0.0
Angry_56,1.0,1.0,0.0
Angry_57,1.0,1.0,0.0
Angry_58,1.0,1.0,0.0
Angry_59,1.0,1.0,0.0
Angry_6,1.0,1.0,0.0
Angry_60,1.0,1.0,0.0
Angry_61,1.0,1.0,0.0
Angry_62,1.0,1.0,0.0
Angry_63,1.0,1.0,0.0
Angry_64,1.0,1.0,0.0
Angry_65,1.0,1.0,0.0
Angry_66,1.0,1.0,0.0
Angry_67,1.0,1.0,0.0
Angry_68,1.0,1.0,0.0
Angry_69,1.0,1.0,0.0
Angry_7,1.0,1.0,0.0
Angry_70,1.0,1.0,0.0
Angry_71,1.0,1.0,0.0
Angry_72,1.0,1.0,0.0
Angry_73,1.0,1.0,0.0
Angry_74,1.0,1.0,0.0
Angry_75,1.0,1.0,0.0
Angry_76,1.0,1.0,0.0
Angry_77,1.0,1.0,0.0
Angry_78,1.0,1.0,0.0
Angry_79,1.0,1.0,0.0
Angry_8,1.0,1.0,0.0
Angry_80,1.0,1.0,0.0
Angry_81,1.0,1.0,0.0
Angry_82,1.0,1.0,0.0
Angry_83,1.0,1.0,0.0
Angry_84,1.0,1.0,0.0
Angry_85,1.0,1.0,0.0
Angry_86,1.0,1.0,0.0
Angry_87,1.0,1.0,0.0
Angry_88,1.0,1.0,0.0
Angry_89,1.0,1.0,0.0
Angry_9,1.0,1.0,0.0
Angry_90,1.0,1.0,0.0
Angry_91,1.0,1.0,0.0
Angry_92,1.0,1.0,0.0
Angry_93,1.0,1.0,0.0
Angry_94,1.0,1.0,0.0
Angry_95,1.0,1.0,0.0
Angry_96,1.0,1.0,0.0
Angry_97,1.0,1.0,0.0
Angry_98,1.0,1.0,0.0
Angry_99,1.0,1.0,0.0
Happy_232,1.0,1.0,0.0
Happy_233,1.0,1.0,0.0
Happy_234,1.0,1.0,0.0
Happy_235,1.0,1.0,0.0
Happy_236,1.0,1.0,0.0
Happy_237,1.0,1.0,0.0
Happy_238,1.0,1.0,0.0
Happy_239,1.0,1.0,0.0
Happy_240,1.0,1.0,0.0
Happy_241,1.0,1.0,0.0
Happy_242,1.0,1.0,0.0
Happy_243,1.0,1.0,0.0
Happy_244,1.0,1.0,0.0
Happy_245,1.0,1.0,0.0
Happy_246,1.0,1.0,0.0
Happy_247,1.0,1.0,0.0
Happy_248,1.0,1.0,0.0
Happy_249,1.0,1.0,0.0
Happy_250,1.0,1.0,0.0
Happy_251,1.0,1.0,0.0
Happy_252,1.0,1.0,0.0
Happy_253,1.0,1.0,0.0
Happy_254,1.0,1.0,0.0
Happy_255,1.0,1.0,0.0
Happy_256,1.0,1.0,0.0
Happy_257,1.0,1.0,0.0
Happy_258,1.0,1.0,0.0
Happy_259,1.0,1.0,0.0
Happy_260,1.0,1.0,0.0
Happy_261,1.0,1.0,0.0
Happy_262,1.0,1.0,0.0
Happy_263,1.0,1.0,0.0
Happy_264,1.0,1.0,0.0
Happy_265,1.0,1.0,0.0
Happy_266,1.0,1.0,0.0
Happy_267,1.0,1.0,0.0
Happy_268,1.0,1.0,0.0
Happy_269,1.0,1.0,0.0
Happy_270,1.0,1.0,0.0
Happy_271,1.0,1.0,0.0
Happy_272,1.0,1.0,0.0
Happy_273,1.0,1.0,0.0
Happy_274,1.0,1.0,0.0
Happy_275,1.0,1.0,0.0
Happy_276,1.0,1.0,0.0
Happy_277,1.0,1.0,0.0
Happy_278,1.0,1.0,0.0
Happy_279,1.0,1.0,0.0
Happy_280,1.0,1.0,0.0
Happy_281,1.0,1.0,0.0
Happy_282,1.0,1.0,0.0
Happy_283,1.0,1.0,0.0
Happy_284,1.0,1.0,0.0
Happy_285,1.0,1.0,0.0
Happy_286,1.0,1.0,0.0
Happy_287,1.0,1.0,0.0
Happy_288,1.0,1.0,0.0
Happy_289,1.0,1.0,0.0
Happy_290,1.0,1.0,0.0
Happy_291,1.0,1.0,0.0
Happy_292,1.0,1.0,0.0
Happy_293,1.0,1.0,0.0
Happy_294,1.0,1.0,0.0
Happy_295,1.0,1.0,0.0
Happy_296,1.0,1.0,0.0
Happy_297,1.0,1.0,0.0
Neutral_298,1.0,1.0,0.0
Neutral_299,1.0,1.0,0.0
Neutral_300,1.0,1.0,0.0
Neutral_301,1.0,1.0,0.0
Neutral_302,1.0,1.0,0.0
Neutral_303,1.0,1.0,0.0
Neutral_304,1.0,1.0,0.0
Neutral_305,1.0,1.0,0.0
Neutral_306,1.0,1.0,0.0
Neutral_307,1.0,1.0,0.0
Neutral_308,1.0,1.0,0.0
Neutral_309,1.0,1.0,0.0
Neutral_310,1.0,1.0,0.0
Neutral_311,1.0,1.0,0.0
Neutral_312,1.0,1.0,0.0
Neutral_313,1.0,1.0,0.0
Neutral_314,1.0,1.0,0.0
Neutral_315,1.0,1.0,0.0
Neutral_316,1.0,1.0,0.0
Neutral_317,1.0,1.0,0.0
Neutral_318,1.0,1.0,0.0
Neutral_319,1.0,1.0,0.0
Neutral_320,1.0,1.0,0.0
Neutral_321,1.0,1.0,0.0
Neutral_322,1.0,1.0,0.0
Neutral_323,1.0,1.0,0.0
Neutral_324,1.0,1.0,0.0
Neutral_325,1.0,1.0,0.0
Neutral_326,1.0,1.0,0.0
Neutral_327,1.0,1.0,0.0
Neutral_328,1.0,1.0,0.0
Neutral_329,1.0,1.0,0.0
Neutral_330,1.0,1.0,0.0
Neutral_331,1.0,1.0,0.0
Neutral_332,1.0,1.0,0.0
Neutral_333,1.0,1.0,0.0
Neutral_334,1.0,1.0,0.0
Neutral_335,1.0,1.0,0.0
Neutral_336,1.0,1.0,0.0
Neutral_337,1.0,1.0,0.0
Neutral_338,1.0,1.0,0.0
Neutral_339,1.0,1.0,0.0
Neutral_340,1.0,1.0,0.0
Neutral_341,1.0,1.0,0.0
Neutral_342,1.0,1.0,0.0
Neutral_343,1.0,1.0,0.0
Neutral_344,1.0,1.0,0.0
Neutral_345,1.0,1.0,0.0
Neutral_346,1.0,1.0,0.0
Neutral_347,1.0,1.0,0.0
Neutral_348,1.0,1.0,0.0
Neutral_349,1.0,1.0,0.0
Neutral_350,1.0,1.0,0.0
Neutral_351,1.0,1.0,0.0
Neutral_352,1.0,1.0,0.0
Neutral_353,1.0,1.0,0.0
Neutral_354,1.0,1.0,0.0
Neutral_355,1.0,1.0,0.0
Neutral_356,1.0,1.0,0.0
Neutral_357,1.0,1.0,0.0
Neutral_358,1.0,1.0,0.0
Neutral_359,1.0,1.0,0.0
Neutral_360,1.0,1.0,0.0
Neutral_361,1.0,1.0,0.0
Neutral_362,1.0,1.0,0.0
Neutral_363,1.0,1.0,0.0
Neutral_364,1.0,1.0,0.0
Neutral_365,1.0,1.0,0.0
Neutral_366,1.0,1.0,0.0
Neutral_367,1.0,1.0,0.0
Neutral_368,1.0,1.0,0.0
Neutral_369,1.0,1.0,0.0
Neutral_370,1.0,1.0,0.0
Neutral_371,1.0,1.0,0.0
Neutral_372,1.0,1.0,0.0
Neutral_373,1.0,1.0,0.0
Neutral_374,1.0,1.0,0.0
Neutral_375,1.0,1.0,0.0
Neutral_376,1.0,1.0,0.0
Neutral_377,1.0,1.0,0.0
Neutral_378,1.0,1.0,0.0
Neutral_379,1.0,1.0,0.0
Neutral_380,1.0,1.0,0.0
Neutral_381,1.0,1.0,0.0
Neutral_382,1.0,1.0,0.0
Neutral_383,1.0,1.0,0.0
Neutral_384,1.0,1.0,0.0
Neutral_385,1.0,1.0,0.0
Neutral_386,1.0,1.0,0.0
Neutral_387,1.0,1.0,0.0
Neutral_388,1.0,1.0,0.0
Neutral_389,1.0,1.0,0.0
Neutral_390,1.0,1.0,0.0
Neutral_391,1.0,1.0,0.0
Neutral_392,1.0,1.0,0.0
Neutral_393,1.0,1.0,0.0
Neutral_394,1.0,1.0,0.0
Neutral_395,1.0,1.0,0.0
Neutral_396,1.0,1.0,0.0
Neutral_397,1.0,1.0,0.0
Neutral_398,1.0,1.0,0.0
Neutral_399,1.0,1.0,0.0
Neutral_400,1.0,1.0,0.0
Neutral_401,1.0,1.0,0.0
Neutral_402,1.0,1.0,0.0
Neutral_403,1.0,1.0,0.0
Neutral_404,1.0,1.0,0.0
Neutral_405,1.0,1.0,0.0
Neutral_406,1.0,1.0,0.0
Neutral_407,1.0,1.0,0.0
Neutral_408,1.0,1.0,0.0
Neutral_409,1.0,1.0,0.0
Neutral_410,1.0,1.0,0.0
Neutral_411,1.0,1.0,0.0
Neutral_412,1.0,1.0,0.0
Neutral_413,1.0,1.0,0.0
Neutral_414,1.0,1.0,0.0
Neutral_415,1.0,1.0,0.0
Neutral_416,1.0,1.0,0.0
Neutral_417,1.0,1.0,0.0
Neutral_418,1.0,1.0,0.0
Neutral_419,1.0,1.0,0.0
Neutral_420,1.0,1.0,0.0
Neutral_421,1.0,1.0,0.0
Neutral_422,1.0,1.0,0.0
Neutral_423,1.0,1.0,0.0
Neutral_424,1.0,1.0,0.0
Neutral_425,1.0,1.0,0.0
Neutral_426,1.0,1.0,0.0
Neutral_427,1.0,1.0,0.0
Neutral_428,1.0,1.0,0.0
Neutral_429,1.0,1.0,0.0
Neutral_430,1.0,1.0,0.0
Neutral_431,1.0,1.0,0.0
Neutral_432,1.0,1.0,0.0
Neutral_433,1.0,1.0,0.0
Neutral_434,1.0,1.0,0.0
Neutral_435,1.0,1.0,0.0
Neutral_436,1.0,1.0,0.0
Neutral_437,1.0,1.0,0.0
Neutral_438,1.0,1.0,0.0
Neutral_439,1.0,1.0,0.0
Neutral_440,1.0,1.0,0.0
Neutral_441,1.0,1.0,0.0
Neutral_442,1.0,1.0,0.0
Neutral_443,1.0,1.0,0.0
Neutral_444,1.0,1.0,0.0
Neutral_445,1.0,1.0,0.0
Neutral_446,1.0,1.0,0.0
Neutral_447,1.0,1.0,0.0
Neutral_448,1.0,1.0,0.0
Neutral_449,1.0,1.0,0.0
Neutral_450,1.0,1.0,0.0
Neutral_451,1.0,1.0,0.0
Neutral_452,1.0,1.0,0.0
Neutral_453,1.0,1.0,0.0
Neutral_454,1.0,1.0,0.0
Neutral_455,1.0,1.0,0.0
Neutral_456,1.0,1.0,0.0
Neutral_457,1.0,1.0,0.0
Neutral_458,1.0,1.0,0.0
Neutral_459,1.0,1.0,0.0
Neutral_460,1.0,1.0,0.0
Neutral_461,1.0,1.0,0.0
Neutral_462,1.0,1.0,0.0
Neutral_463,1.0,1.0,0.0
Neutral_464,1.0,1.0,0.0
Neutral_465,1.0,1.0,0.0
Neutral_466,1.0,1.0,0.0
Neutral_467,1.0,1.0,0.0
Neutral_468,1.0,1.0,0.0
Neutral_469,1.0,1.0,0.0
Neutral_470,1.0,1.0,0.0
Neutral_471,1.0,1.0,0.0
Neutral_472,1.0,1.0,0.0
Neutral_473,1.0,1.0,0.0
Neutral_474,1.0,1.0,0.0
Neutral_475,1.0,1.0,0.0
Neutral_476,1.0,1.0,0.0
Neutral_477,1.0,1.0,0.0
Neutral_478,1.0,1.0,0.0
Neutral_479,1.0,1.0,0.0
Neutral_480,1.0,1.0,0.0
Neutral_481,1.0,1.0,0.0
Neutral_482,1.0,1.0,0.0
Neutral_483,1.0,1.0,0.0
Neutral_484,1.0,1.0,0.0
Neutral_485,1.0,1.0,0.0
Neutral_486,1.0,1.0,0.0
Neutral_487,1.0,1.0,0.0
Neutral_488,1.0,1.0,0.0
Neutral_489,1.0,1.0,0.0
Neutral_490,1.0,1.0,0.0
Neutral_491,1.0,1.0,0.0
Neutral_492,1.0,1.0,0.0
Neutral_493,1.0,1.0,0.0
Neutral_494,1.0,1.0,0.0
Neutral_495,1.0,1.0,0.0
Neutral_496,1.0,1.0,0.0
Neutral_497,1.0,1.0,0.0
Neutral_498,1.0,1.0,0.0
Neutral_499,1.0,1.0,0.0
Neutral_500,1.0,1.0,0.0
Neutral_501,1.0,1.0,0.0
Neutral_502,1.0,1.0,0.0
Neutral_503,1.0,1.0,0.0
Neutral_504,1.0,1.0,0.0
Neutral_505,1.0,1.0,0.0
Neutral_506,1.0,1.0,0.0
Neutral_507,1.0,1.0,0.0
Neutral_508,1.0,1.0,0.0
Neutral_509,1.0,1.0,0.0
Neutral_510,1.0,1.0,0.0
Neutral_511,1.0,1.0,0.0
Neutral_512,1.0,1.0,0.0
Neutral_513,1.0,1.0,0.0
Neutral_514,1.0,1.0,0.0
Neutral_515,1.0,1.0,0.0
Neutral_516,1.0,1.0,0.0
Neutral_517,1.0,1.0,0.0
Neutral_518,1.0,1.0,0.0
Neutral_519,1.0,1.0,0.0
Neutral_520,1.0,1.0,0.0
Neutral_521,1.0,1.0,0.0
Neutral_522,1.0,1.0,0.0
Neutral_523,1.0,1.0,0.0
Sad_524,1.0,1.0,0.0
Sad_525,1.0,1.0,0.0
Sad_526,1.0,1.0,0.0
Sad_527,1.0,1.0,0.0
Sad_528,1.0,1.0,0.0
Sad_529,1.0,1.0,0.0
Sad_530,1.0,1.0,0.0
Sad_531,1.0,1.0,0.0
Sad_532,1.0,1.0,0.0
Sad_533,1.0,1.0,0.0
Sad_534,1.0,1.0,0.0
Sad_535,1.0,1.0,0.0
Sad_536,1.0,1.0,0.0
Sad_537,1.0,1.0,0.0
Sad_538,1.0,1.0,0.0
Sad_539,1.0,1.0,0.0
Sad_540,1.0,1.0,0.0
Sad_541,1.0,1.0,0.0
Sad_542,1.0,1.0,0.0
Sad_543,1.0,1.0,0.0
Sad_544,1.0,1.0,0.0
Sad_545,1.0,1.0,0.0
Sad_546,1.0,1.0,0.0
Sad_547,1.0,1.0,0.0
Sad_548,1.0,1.0,0.0
Sad_549,1.0,1.0,0.0
Sad_550,1.0,1.0,0.0
Sad_551,1.0,1.0,0.0
Sad_552,1.0,1.0,0.0
Sad_553,1.0,1.0,0.0
Sad_554,1.0,1.0,0.0
Sad_555,1.0,1.0,0.0
Sad_556,1.0,1.0,0.0
Sad_557,1.0,1.0,0.0
Sad_558,1.0,1.0,0.0
Sad_559,1.0,1.0,0.0
Sad_560,1.0,1.0,0.0
Sad_561,1.0,1.0,0.0
Sad_562,1.0,1.0,0.0
Sad_563,1.0,1.0,0.0
Sad_564,1.0,1.0,0.0
Sad_565,1.0,1.0,0.0
Sad_566,1.0,1.0,0.0
Sad_567,1.0,1.0,0.0
Sad_568,1.0,1.0,0.0
Sad_569,1.0,1.0,0.0
Sad_570,1.0,1.0,0.0
Sad_571,1.0,1.0,0.0
Sad_572,1.0,1.0,0.0
Sad_573,1.0,1.0,0.0
Sad_574,1.0,1.0,0.0
Sad_575,1.0,1.0,0.0
Sad_576,1.0,1.0,0.0
Sad_577,1.0,1.0,0.0
Sad_578,1.0,1.0,0.0
Sad_579,1.0,1.0,0.0
Sad_580,1.0,1.0,0.0
Sad_581,1.0,1.0,0.0
Sad_582,1.0,1.0,0.0
Sad_583,1.0,1.0,0.0
Sad_584,1.0,1.0,0.0
Sad_585,1.0,1.0,0.0
Sad_586,1.0,1.0,0.0
Sad_587,1.0,1.0,0.0
Sad_588,1.0,1.0,0.0
Sad_589,1.0,1.0,0.0
Sad_590,1.0,1.0,0.0
Sad_591,1.0,1.0,0.0
Sad_592,1.0,1.0,0.0
Sad_593,1.0,1.0,0.0
Sad_594,1.0,1.0,0.0
Sad_595,1.0,1.0,0.0
Sad_596,1.0,1.0,0.0
Sad_597,1.0,1.0,0.0
Sad_598,1.0,1.0,0.0
Sad_599,1.0,1.0,0.0
Sad_600,1.0,1.0,0.0
Sad_601,1.0,1.0,0.0
Sad_602,1.0,1.0,0.0
Sad_603,1.0,1.0,0.0
Sad_604,1.0,1.0,0.0
Sad_605,1.0,1.0,0.0
Sad_606,1.0,1.0,0.0
Sad_607,1.0,1.0,0.0
Sad_608,1.0,1.0,0.0
Sad_609,1.0,1.0,0.0
Sad_610,1.0,1.0,0.0
Sad_611,1.0,1.0,0.0
Sad_612,1.0,1.0,0.0
Sad_613,1.0,1.0,0.0
Sad_614,1.0,1.0,0.0
Sad_615,1.0,1.0,0.0
Sad_616,1.0,1.0,0.0
Sad_617,1.0,1.0,0.0
Sad_618,1.0,1.0,0.0
Sad_619,1.0,1.0,0.0
Sad_620,1.0,1.0,0.0
Sad_621,1.0,1.0,0.0
Sad_622,1.0,1.0,0.0
Sad_623,1.0,1.0,0.0
Sad_624,1.0,1.0,0.0
Sad_625,1.0,1.0,0.0
Sad_626,1.0,1.0,0.0
Sad_627,1.0,1.0,0.0
Sad_628,1.0,1.0,0.0
Sad_629,1.0,1.0,0.0
Sad_630,1.0,1.0,0.0
Sad_631,1.0,1.0,0.0
Sad_632,1.0,1.0,0.0
Sad_633,1.0,1.0,0.0
Sad_634,1.0,1.0,0.0
Sad_635,1.0,1.0,0.0
Sad_636,1.0,1.0,0.0
Sad_637,1.0,1.0,0.0
Sad_638,1.0,1.0,0.0
Sad_639,1.0,1.0,0.0
Sad_640,1.0,1.0,0.0
Sad_641,1.0,1.0,0.0
Sad_642,1.0,1.0,0.0
Sad_643,1.0,1.0,0.0
Sad_644,1.0,1.0,0.0
Sad_645,1.0,1.0,0.0
Sad_646,1.0,1.0,0.0
Sad_647,1.0,1.0,0.0
Sad_648,1.0,1.0,0.0
Sad_649,1.0,1.0,0.0
Sad_650,1.0,1.0,0.0
Sad_651,1.0,1.0,0.0
Sad_652,1.0,1.0,0.0
Sad_653,1.0,1.0,0.0
Sad_654,1.0,1.0,0.0
Sad_655,1.0,1.0,0.0
Sad_656,1.0,1.0,0.0
Sad_657,1.0,1.0,0.0
Sad_658,1.0,1.0,0.0
Sad_659,1.0,1.0,0.0
Sad_660,1.0,1.0,0.0
Sad_661,1.0,1.0,0.0
Sad_662,1.0,1.0,0.0
Sad_663,1.0,1.0,0.0
Sad_664,1.0,1.0,0.0
Sad_665,1.0,1.0,0.0
Sad_666,1.0,1.0,0.0
Sad_667,1.0,1.0,0.0
Sad_668,1.0,1.0,0.0
Sad_669,1.0,1.0,0.0
Sad_670,1.0,1.0,0.0
Sad_671,1.0,1.0,0.0
Sad_672,1.0,1.0,0.0
Sad_673,1.0,1.0,0.0
Sad_674,1.0,1.0,0.0
Sad_675,1.0,1.0,0.0
Sad_676,1.0,1.0,0.0
Sad_677,1.0,1.0,0.0
Sad_678,1.0,1.0,0.0
Sad_679,1.0,1.0,0.0
Sad_680,1.0,1.0,0.0
Sad_681,1.0,1.0,0.0
Sad_682,1.0,1.0,0.0
Sad_683,1.0,1.0,0.0
Sad_684,1.0,1.0,0.0
Sad_685,1.0,1.0,0.0
Sad_686,1.0,1.0,0.0
Sad_687,1.0,1.0,0.0
Sad_688,1.0,1.0,0.0
Sad_689,1.0,1.0,0.0
Sad_690,1.0,1.0,0.0
Sad_691,1.0,1.0,0.0
Sad_692,1.0,1.0,0.0
Sad_693,1.0,1.0,0.0
Sad_694,1.0,1.0,0.0
Sad_695,1.0,1.0,0.0
Sad_696,1.0,1.0,0.0
Sad_697,1.0,1.0,0.0
