session,max(max(amplitude)),max(mean(amplitude)),max(var(amplitude)),mean(max(amplitude)),mean(mean(amplitude)),mean(var(amplitude)),var(max(amplitude)),var(mean(amplitude)),var(var(amplitude))
Angry_111,31743.0,13.402,42823531.6443,13798.6181818,-1.41976590909,8175857.82706,67139845.7997,45.9910318661,8.93100420741e+13
Angry_112,29517.0,12.8780625,17769745.721,12650.9090909,-1.38025568182,5627227.77501,31520508.7008,35.6998791885,1.2595367571e+13
Angry_113,31601.0,14.091875,27976829.2727,13690.9090909,-2.02035681818,6765346.68653,36210369.6463,33.9720475985,3.55426264405e+13
Angry_114,31729.0,21.1314375,30628913.8259,16508.1818182,-1.5362,10350056.7209,33947889.8579,47.7344773684,4.2777324633e+13
Angry_115,31566.0,9.8771875,31560857.3906,15655.3636364,-1.45271022727,9606680.8712,39041161.1405,28.4237060464,4.01999207888e+13
Angry_116,16250.0,11.4095,15180593.4301,9031.10909091,-1.94184090909,3547165.94794,42449331.9517,27.1915650951,1.46465351194e+13
Angry_117,32489.0,30.930125,30370048.7383,12686.7272727,-1.76522798295,7666605.57421,67171129.1529,51.5683119351,5.21190644654e+13
Angry_118,32289.0,93.877125,58266107.5981,20547.7636364,0.368728409091,26166294.8073,25818675.635,3392.85200494,9.71786968619e+13
Angry_119,31419.0,160.5010625,41238282.0706,21355.2,0.186329545455,27423480.1979,19087993.8691,4202.7595043,6.62673382754e+13
Angry_12,31962.0,27.9759375,138098021.294,15080.9818182,-23.6457386364,14560367.2908,119933152.236,201.227708191,8.08665723866e+14
Angry_120,30948.0,156.89175,46687531.1802,20738.8545455,3.10004204545,25197097.9704,25975296.8516,3948.34032614,8.52819880516e+13
Angry_121,28167.0,118.7065625,39656850.9984,20273.4909091,-1.27492159091,24912178.1436,15427653.159,3153.62246503,7.36255007482e+13
Angry_122,31553.0,125.7729375,64485775.4974,20755.5454545,3.89481704545,30430819.7346,40001313.9934,6030.05992948,2.36409872005e+14
Angry_123,32767.0,150.4121875,80447995.1515,21031.0363636,3.22841704545,34268247.6138,63590677.126,5611.2262264,3.84394899604e+14
Angry_124,31338.0,122.6700625,81519445.8488,20457.3818182,-4.24917840909,35016533.3192,22315495.7269,2752.6491683,1.85621030528e+14
Angry_125,27305.0,188.9971875,45388667.8481,19291.1454545,-1.85040227273,25476509.2998,8149760.41521,3971.0335273,4.35695598684e+13
Angry_126,28873.0,187.7205,52564542.8967,20895.0,-5.22121704545,30254943.5337,12051928.0727,5262.64543193,1.09943998088e+14
Angry_127,32634.0,210.09575,83472874.7134,22592.2727273,-10.0814465909,36159508.2739,66435088.1983,10975.7990027,4.34502184696e+14
Angry_128,31672.0,288.747375,59820179.4991,22625.4545455,4.2905,30548837.2184,22452118.6116,6975.04881244,1.27979480461e+14
Angry_129,31339.0,155.1480625,42694492.1493,21022.3818182,2.42174318182,27139063.9375,17070419.3633,3018.55403938,6.09744103347e+13
Angry_13,31983.0,49.7125625,135380796.477,24638.9272727,-28.2390431818,37501723.6537,86094592.8311,620.371559849,1.19773614225e+15
Angry_130,31008.0,85.7403125,44646900.507,20097.8909091,2.99019090909,29419241.8698,21675044.7154,2522.70159244,6.27434818489e+13
Angry_131,31466.0,181.779875,53498729.6301,21997.2363636,-4.88213068182,28137559.8824,19014101.126,6221.82604458,1.06919118375e+14
Angry_132,31580.0,160.5118125,49420557.5464,22680.4363636,3.54845454545,27417710.6653,26183044.6823,2967.88739299,1.21085428974e+14
Angry_133,32197.0,178.5158125,76174323.8627,22955.8363636,-0.8821,32086028.1056,65782865.3005,5146.53883954,4.00287051807e+14
Angry_134,27403.0,149.1846875,47868496.2775,20429.1818182,-5.94931818182,27383941.1495,18790325.1669,4228.48663609,1.12098806966e+14
Angry_135,29849.0,159.382,48531794.6976,21287.1298701,3.48846915584,27227492.5619,17889970.9701,3916.32397366,8.63234875342e+13
Angry_136,28807.0,13.14675,30557382.194,14619.7454545,-2.01611590909,9046865.6714,44056683.4988,42.3951988565,6.40839955484e+13
Angry_137,31360.0,7.6380625,36621417.4764,12250.1818182,-1.78371022727,5632143.57256,45554431.1669,19.4952620074,4.72790087417e+13
Angry_138,32116.0,33.4101875,63076902.8332,17985.6590909,-1.81575355114,11054180.8536,50530020.9747,146.522098093,9.51603660297e+13
Angry_139,11749.0,8.6525,5410337.15048,7087.77464789,-1.34452552817,2778206.78908,3007356.34358,13.3673367742,1.14315531661e+12
Angry_14,31987.0,46.5045,145007402.964,27532.8181818,-24.9239795455,54436102.6101,62147682.6215,701.206486575,1.30677561356e+15
Angry_140,8280.0,5.4605,4438413.18303,5601.09090909,-0.0169852272727,2266767.4304,1669226.44628,5.58474101292,6.76209777767e+11
Angry_141,8230.0,3.20075,3825528.74838,5613.27272727,-0.115398863636,2131076.42451,1967385.87107,2.76507705447,7.17133541463e+11
Angry_142,8388.0,7.581375,4762268.97003,5087.16363636,-0.0126488636364,1874440.12924,2891132.02777,6.13258744865,1.35438851662e+12
Angry_143,9270.0,4.4088125,5782911.17882,5833.87272727,-0.118502272727,2173498.01642,2728620.40198,5.64738161988,1.49820424768e+12
Angry_144,8563.0,6.3705,3842351.87042,5544.32727273,0.102561363636,2095191.14956,2133823.09289,5.40333518118,5.97741141359e+11
Angry_145,9160.0,4.149875,4121475.96518,5299.16363636,0.0154727272727,2012072.73024,2746407.00959,2.79837576801,1.02738232566e+12
Angry_146,7559.0,5.9166875,4061058.95165,5030.41935484,-0.0561478494624,1975706.95963,1839828.13597,4.50594426544,7.85697727602e+11
Angry_147,24884.0,61.617,27059103.0302,15296.6,8.12485729167,14718256.8126,16696547.5067,409.639284086,3.34395376818e+13
Angry_148,31952.0,18.99025,137737402.072,9220.34545455,0.0533045454545,15539966.3311,143666619.572,29.5546073541,1.07789786481e+15
Angry_149,31311.0,9.448,81967062.1548,13070.8727273,-0.122688636364,17686485.1388,118676461.457,15.0765091208,4.72059473868e+14
Angry_15,31965.0,17.2993125,219973546.187,22183.4769231,-24.9042336538,46853140.7671,139968102.434,406.971826543,2.54530964989e+15
Angry_150,31951.0,19.747,92170181.0829,18766.6727273,-0.117838636364,25136798.828,118976472.984,49.079781226,5.74220052125e+14
Angry_151,31953.0,14.6568125,115731159.161,11368.9454545,-0.100156818182,15767728.6678,152312850.706,30.3214025452,7.10274832898e+14
Angry_152,31956.0,13.5743125,107829735.917,18630.8363636,0.216293181818,30628938.201,111574221.81,15.3425750869,9.18331341913e+14
Angry_153,31953.0,12.159625,128817755.311,10929.1818182,-0.134347727273,14858788.1651,157354710.294,16.8900331734,7.5037454535e+14
Angry_154,31959.0,20.0423125,229351768.598,18702.8181818,0.614744318182,45458530.9184,162698703.676,66.8376870432,2.9586298408e+15
Angry_155,31568.0,12.482625,66014700.5175,8903.45454545,0.103771590909,7988640.73489,82142282.5025,10.6695334652,2.14887468207e+14
Angry_156,25441.0,2.6825,26027699.8363,6837.83636364,-0.0183488636364,3264919.52231,56989497.3369,0.954740022825,3.77656117649e+13
Angry_157,23108.0,6.056625,25073433.4402,7821.61818182,0.0154568181818,4943621.31238,59392678.236,3.22796452981,4.74861301505e+13
Angry_158,31957.0,14.11825,127689191.852,17487.5818182,-0.0919659090909,16327952.1211,82850537.2251,15.5702258234,5.43187621364e+14
Angry_159,31960.0,10.3740625,54729045.7253,14993.1818182,0.224689772727,14568271.1534,140710058.44,8.28666474545,3.30537865355e+14
Angry_16,7543.0,9.29225,2243511.4793,3953.21818182,0.418335227273,1097908.90398,2933641.1524,15.9457067539,4.37581742961e+11
Angry_160,31589.0,13.77125,48207543.1796,14255.4181818,0.111448863636,10504543.5393,56685931.3342,12.3182392398,1.12016964789e+14
Angry_161,31949.0,8.051875,32606265.5702,14475.3272727,-0.224475,8332830.26518,100948975.711,14.0976254718,7.08042104637e+13
Angry_162,31718.0,8.8316875,56150089.2422,11056.5818182,0.0881238636364,8311645.80478,81523112.8615,9.54337157763,1.62209088465e+14
Angry_163,28559.0,7.4133125,32041255.8622,9536.34545455,0.167077272727,5493647.14594,75552147.2807,8.34022658948,6.86179198165e+13
Angry_164,28866.0,8.1356875,24312773.2484,10192.0545455,-0.0810579545455,5316041.43497,59393539.0334,5.21279914174,5.24851440999e+13
Angry_165,31956.0,13.226375,73147981.6903,16416.3636364,0.0405681818182,18066541.3833,122854197.831,25.4907912117,4.50614833203e+14
Angry_166,28352.0,15.7714375,36971784.9502,6820.63636364,0.441706818182,3592981.01709,56697618.886,10.0590973133,5.94933389344e+13
Angry_167,30606.0,24.5045625,62223901.5164,17585.0909091,0.213909090909,16488338.4301,72508332.8099,37.3031205487,2.28194352928e+14
Angry_168,31782.0,11.4924375,53286027.9264,16220.4727273,0.0760375,15901303.3717,85475140.4311,18.1728175972,2.5776543223e+14
Angry_169,31959.0,10.24125,152373614.997,21805.9454545,-0.0721704545455,30380378.2755,68516785.2879,23.7458680138,9.20679932856e+14
Angry_17,6759.0,4.970375,2915162.41476,4372.61818182,0.476248863636,1158976.21696,1702205.29058,4.62627040689,3.27497107141e+11
Angry_170,31953.0,13.0446875,102671567.709,18206.9272727,-0.118028409091,27528332.9638,114889152.177,35.1209781978,9.37886183358e+14
Angry_171,31953.0,18.650875,60432086.4856,23071.5090909,-0.106405681818,26678980.9996,67968712.2499,54.3565680192,2.47870088638e+14
Angry_172,31950.0,14.500625,74672900.1397,13813.7090909,0.107786363636,13652120.0539,119828778.934,18.6351348508,3.48937563476e+14
Angry_173,31960.0,15.879625,119487148.203,23011.8545455,0.370673863636,35693552.9193,77884542.9607,40.9099210346,9.91708009558e+14
Angry_174,31952.0,17.0926875,84843414.4628,20236.7636364,-0.179419318182,25060853.4133,83626098.9078,33.0240835679,4.09590017195e+14
Angry_175,26010.0,9.713,56576838.117,8188.21818182,0.108334090909,5773792.35963,60907415.0433,5.70500845685,1.24277023167e+14
Angry_176,31958.0,10.307375,124314813.873,22020.4324324,-0.0999400337838,29536411.7213,118347279.137,23.5614718755,8.14758981283e+14
Angry_177,26443.0,31.3595625,45672423.4848,14990.5636364,-2.07305909091,11065451.7056,33542251.5187,104.472048084,9.17355453933e+13
Angry_178,23816.0,9.24675,18956820.2663,12008.6727273,-1.36181477273,4951889.54693,26906142.7656,19.0451438619,1.52098829547e+13
Angry_179,32075.0,95.0656875,63777152.4377,15157.0727273,-0.0536727272727,9616655.12732,79318493.2674,258.766925343,1.39564660843e+14
Angry_18,6777.0,8.978125,2651545.69746,4557.34545455,0.387586363636,1099706.78585,2847709.46248,9.53731634709,4.53865430777e+11
Angry_180,31784.0,57.09525,30044257.5735,18080.3272727,-1.158525,12567884.3489,59292827.9656,258.012243459,7.3320586383e+13
Angry_181,31869.0,23.25775,30977801.925,17399.9636364,-1.8520625,9180087.22305,58719815.5623,93.6256833986,5.81999547306e+13
Angry_182,31790.0,47.2063125,47378249.8229,17131.3414634,-1.53015015244,10351058.8987,68752061.859,244.089746036,7.67062611751e+13
Angry_183,9531.0,9.8338125,3753482.16047,6591.02272727,-2.27108025568,2156423.53381,1065576.56767,19.6229878032,4.52408373492e+11
Angry_184,32767.0,81.6363125,33824252.7764,12071.7311828,9.58679301075,11840244.5888,21264250.9492,702.207388988,5.02476873582e+13
Angry_185,31928.0,57.543875,49484744.3783,17880.7454545,-2.02872272727,12655566.8726,46480651.5716,277.173247297,1.12067929477e+14
Angry_186,32168.0,34.00825,34681858.3453,16462.3181818,-1.72615980114,8248989.53656,40657436.2851,165.588106208,4.30043127484e+13
Angry_187,8421.0,6.391375,2732302.02419,5080.07272727,-1.35028181818,1537911.73161,1074742.28562,10.2762176227,3.10242850857e+11
Angry_188,10715.0,15.9496875,5933554.35445,6475.43181818,-1.09397159091,2250193.72092,2700909.51808,17.6092099513,1.57342847574e+12
Angry_189,6161.0,3.380875,2547574.42718,4451.12727273,0.538888636364,1093996.74528,1362373.74744,2.34538318376,3.02391358005e+11
Angry_19,7150.0,8.9825,3219195.15554,4566.16363636,0.587553409091,1173619.6312,1687834.82777,8.4408030404,3.34000459716e+11
Angry_190,6289.0,7.113375,2134040.44435,4552.61818182,0.404397727273,1010607.0843,951968.599669,7.93081907122,2.04851787042e+11
Angry_191,7223.0,7.4703125,1801502.07706,4998.01818182,0.540936363636,1148277.50966,1205314.52694,7.04027362436,1.36825596053e+11
Angry_192,6183.0,6.503375,2202677.91143,4672.49090909,0.49565,1119852.65134,837886.322645,8.0527327025,2.28721188076e+11
Angry_193,11306.0,9.75775,4535311.72648,6825.52727273,-2.88589659091,2477529.03539,2766542.32198,16.1929486887,1.22580181597e+12
Angry_194,6272.0,5.5696875,2126151.46503,4452.83098592,0.467123239437,1141874.99022,559484.055941,4.95517893222,1.34861333722e+11
Angry_195,5423.0,5.3876875,1657917.17369,4342.28947368,0.413689144737,1115901.69398,400698.363573,4.22303663785,1.38842073699e+11
Angry_196,32697.0,60.7495,54506787.5517,20317.6727273,-3.32075568182,17584520.7562,69920784.5111,460.705353946,1.88940490986e+14
Angry_197,6908.0,10.5286875,4157930.29903,4381.61818182,0.393954545455,1113801.67998,1930894.45421,9.40073787009,4.29483239887e+11
Angry_198,6769.0,6.265625,2472278.08636,4889.76363636,0.464119318182,1087378.64839,876427.235041,6.90323747064,2.46345710956e+11
Angry_199,5754.0,4.6638125,2090480.79159,4236.94545455,0.412439772727,1105772.94122,719425.033388,3.66694516562,1.71492762401e+11
Angry_2,9308.0,10.2683125,5507804.04483,5761.8,-0.6402625,2528928.25469,2703653.65091,20.8899470812,1.75677655843e+12
Angry_20,6224.0,6.306,2099141.37397,4348.87272727,0.385156818182,1126268.59195,677199.420165,5.85268147825,2.13905768296e+11
Angry_200,5594.0,5.7708125,1929985.99801,4459.65454545,0.5534375,1179195.03962,475959.607934,3.82850038011,2.01116976183e+11
Angry_201,6881.0,9.2454375,2647198.38307,4926.76363636,0.458351136364,1238777.21964,1840209.85322,11.6086313427,3.39341639656e+11
Angry_202,6374.0,6.149625,2529656.99657,4274.43636364,0.460632954545,1109310.79471,841179.518678,3.51062418793,2.24126431132e+11
Angry_203,6964.0,6.0640625,3005926.83758,4351.54545455,0.420188636364,1173794.49666,801137.157025,4.421722387,2.81040220816e+11
Angry_204,5273.0,4.689125,2073465.66683,4137.72727273,0.496759090909,1217909.65938,223176.343802,3.83103361142,1.0178911186e+11
Angry_205,5678.0,4.8190625,1925178.74232,4343.52727273,0.464265909091,1052501.88494,502289.48562,4.27284916978,1.60581455863e+11
Angry_206,6218.0,6.09825,2629727.58719,4643.89090909,0.4381375,1070890.03061,832003.951736,3.44308307406,2.65875939805e+11
Angry_207,6161.0,5.8593125,1982679.24163,4660.92473118,0.427423387097,1148452.85053,717323.553474,4.5267045794,1.43094620414e+11
Angry_208,31940.0,25.714375,35615335.0136,17960.8363636,-1.37722272727,12422306.77,96145049.6278,116.467186134,9.70030130238e+13
Angry_209,32080.0,54.0444375,42213949.01,16872.8068182,-2.1497890625,8908345.2315,66760896.0195,233.866074793,7.09900714795e+13
Angry_21,6713.0,9.7566875,2191115.32245,3981.09090909,0.705469318182,1145428.00453,960822.446281,8.39890678791,2.60757903863e+11
Angry_210,5683.0,5.1100625,1900461.6017,4324.14084507,0.378509683099,1077589.52839,490819.951994,4.0489528524,1.30924988251e+11
Angry_211,31883.0,24.7188125,40162819.9461,15928.9454545,-1.56648977273,10744852.1907,50191268.0152,155.600499429,8.93776976278e+13
Angry_212,27455.0,12.4060625,22950271.4252,14130.1454545,-1.79088181818,7189583.47198,13646327.9061,44.2147125434,1.72002381598e+13
Angry_213,31985.0,38.7719375,68299074.0923,15565.25,-1.35146875,10737317.2654,41514359.1106,113.329815891,1.36388697543e+14
Angry_214,16463.0,15.496875,20106244.6968,12482.6727273,-1.58813863636,5657753.44548,11820524.0747,47.3533824565,1.65112874226e+13
Angry_215,31299.0,11.086375,38858590.8438,16434.1636364,-2.40704090909,10868701.4221,37926107.8096,43.791253183,6.77828808842e+13
Angry_216,31873.0,40.4013125,54939119.2137,19347.8,-1.69273977273,14611403.057,57671726.3055,483.603931707,1.34715674044e+14
Angry_217,29898.0,11.5055,33262790.9033,16382.4545455,-1.31471477273,9329035.48995,33872375.8479,46.4094911758,3.41244944394e+13
Angry_218,32123.0,58.2130625,43943401.3038,19198.8,-2.69893068182,15041498.0612,90413189.0327,434.322134978,1.69557526681e+14
Angry_219,32334.0,44.136125,32767903.5743,23935.1818182,-4.02783636364,15743608.0544,40963459.5306,566.904318908,5.04181948614e+13
Angry_22,5915.0,3.61275,2139224.38412,4387.10909091,0.453176136364,1121806.35358,1255580.56992,2.09943944149,3.35080202739e+11
Angry_220,32003.0,82.9646875,52562663.6791,25722.8909091,-1.58533068182,27215990.908,23733998.7154,1801.54728853,1.02274089075e+14
Angry_221,32129.0,49.6440625,69999374.7156,24868.2727273,-2.17099659091,24619005.2259,28890486.9983,873.364607392,1.97325091161e+14
Angry_222,32178.0,42.1699375,47507283.8142,18784.0545455,-1.77114772727,11999632.2718,66823677.1425,182.300536662,1.13213362158e+14
Angry_223,31892.0,68.7995,41455091.032,25534.8181818,-3.32832386364,18606709.0021,46123759.8579,762.653340966,8.9687793804e+13
Angry_224,32003.0,53.7549375,41910495.6421,24558.5818182,-1.31458977273,18142073.9903,37207475.8069,1090.0072251,7.53643166954e+13
Angry_225,32610.0,75.0754375,95631789.1615,20387.8591549,-3.86323591549,21540702.2533,98688139.8675,678.167357823,4.35659137375e+14
Angry_226,30616.0,16.0629375,76850790.5364,22531.4363636,0.833154545455,38689997.3014,19790319.046,59.8955844848,3.65544749484e+14
Angry_227,27866.0,22.819125,78923698.3097,19947.9818182,1.40427272727,31547495.5792,21149302.6724,82.4027765799,2.90364984711e+14
Angry_228,31820.0,29.3055,64743166.7465,19121.3090909,1.40134886364,32465567.6632,44936923.5954,109.222252703,3.89504749406e+14
Angry_229,29402.0,24.607375,73884423.5736,18184.7818182,0.217502272727,30160298.4267,40774326.6069,80.156488853,3.83268746678e+14
Angry_23,6291.0,7.0259375,2895174.50795,4509.23636364,0.445176136364,1292480.9638,1771199.70777,10.5393326254,4.90905753205e+11
Angry_230,30672.0,26.969625,79097296.9252,19358.7818182,2.62044545455,31001914.6135,38328857.1524,77.9473291011,3.2711492597e+14
Angry_231,32733.0,31.6420625,105659866.674,20875.7586207,1.87149425287,33076771.9427,46935810.0912,107.707183492,4.37555899184e+14
Angry_24,6915.0,9.7205,3318261.04038,4784.03636364,0.617728409091,1004508.09315,2208771.92595,7.48412677333,4.5667374057e+11
Angry_25,6327.0,5.6241875,2403942.16377,4933.10909091,0.522009090909,1182535.59683,527252.715372,4.80787147975,2.60828011211e+11
Angry_26,6295.0,6.3640625,2454204.94385,4585.61818182,0.327254545455,1054461.02452,1336257.43603,2.54104773251,2.78966728882e+11
Angry_27,6161.0,4.6323125,2267747.18691,4568.23636364,0.614067045455,1038594.99947,700171.707769,2.97219007541,2.18698021793e+11
Angry_28,6289.0,5.271,2086625.36846,4850.23636364,0.3543875,1114660.29712,1037865.30777,6.10945341355,1.52956423175e+11
Angry_29,7223.0,5.887,2249176.00271,4841.70909091,0.663555681818,1132536.42295,1307988.89719,8.08891751217,2.30747882288e+11
Angry_3,9350.0,9.70875,6462362.81812,6456.12727273,-0.98435,2879990.43911,3536973.20198,18.8578588083,2.87515585549e+12
Angry_30,6179.0,4.124375,2078460.79753,4496.96363636,0.343245454545,1019538.17901,1570870.0714,3.54594525211,2.47695525607e+11
Angry_31,6272.0,4.3943125,2058418.39021,4522.45454545,0.535730681818,1125643.33373,480882.320661,2.63819804473,1.41833357871e+11
Angry_32,6132.0,5.6901875,2122715.08797,4477.45454545,0.552485227273,1174102.44192,402433.157025,4.79389739218,1.33474304166e+11
Angry_33,5887.0,7.2568125,2739799.26946,4355.03636364,0.470067045455,1136159.52758,1049201.74413,3.53682521475,3.62875181277e+11
Angry_34,6907.0,4.4476875,2335010.72366,4332.69090909,0.491204545455,1090720.19502,1527866.54083,4.19222246015,2.73181169481e+11
Angry_35,6922.0,6.9385625,2397974.56758,4524.45454545,0.458493181818,1181674.48942,1834149.19339,6.4030390376,3.71960872482e+11
Angry_36,6908.0,6.6710625,2896688.87179,4785.98181818,0.371170454545,956844.894342,1645090.74512,2.58089244424,2.70478154624e+11
Angry_37,6385.0,8.0786875,2534325.8341,4633.41818182,0.407448863636,1237485.04569,456287.806942,7.60732050541,1.72864152093e+11
Angry_38,5912.0,5.50275,1792995.87388,4234.16363636,0.600184090909,1052870.919,616964.864132,3.3382644958,1.04742847335e+11
Angry_39,6783.0,4.47325,2224977.85674,4410.14545455,0.382668181818,1072426.46318,859593.033388,2.89029547811,1.66976496202e+11
Angry_4,10793.0,10.5274375,5735554.91468,7493.25609756,-2.07237271341,2872570.10522,1812551.62954,26.7059296261,1.42269180042e+12
Angry_40,7065.0,4.4915625,2267769.72192,5100.30909091,0.431422727273,1194122.87378,818330.940826,2.63755230042,1.77672089872e+11
Angry_41,6908.0,7.3763125,3651678.6309,4332.70909091,0.421125,1087655.39413,1797676.82446,6.40648667273,4.33056491338e+11
Angry_42,6769.0,8.66375,2572850.91876,4973.81818182,0.490681818182,1153191.74238,580957.894215,6.79204698115,2.57575764594e+11
Angry_43,5754.0,5.0811875,1956719.25419,4326.18181818,0.440765909091,1068865.97128,676010.14876,4.17914116693,1.65740268222e+11
Angry_44,5594.0,6.4625,1980054.7414,4489.56363636,0.522327272727,1171069.76865,574646.791405,6.17178340482,1.64397299655e+11
Angry_45,6881.0,8.5089375,2573964.54212,4950.61818182,0.562160227273,1240072.1112,1658843.4724,8.80594621772,3.60585795868e+11
Angry_46,6374.0,4.4880625,3500173.18176,4273.30909091,0.463771590909,1150963.55016,906311.013554,3.76834868483,3.6536352011e+11
Angry_47,6964.0,6.9348125,2222840.06422,4329.45454545,0.339697727273,1142807.94907,744125.375207,5.16405459059,1.50611701664e+11
Angry_48,5273.0,6.0099375,1938880.37299,4155.43636364,0.378546590909,1193389.5778,221901.300496,4.20392630969,1.0495572148e+11
Angry_49,5678.0,3.9329375,1854328.20148,4371.07272727,0.587205681818,1048014.25519,618605.012893,2.85977535478,1.63947212602e+11
Angry_5,5100.0,8.939625,952582.169263,3691.72727273,-0.0777636363636,670084.998496,542601.652893,10.038300116,25432513920.0
Angry_50,6218.0,6.63475,2499446.41702,4777.85454545,0.451289772727,1099720.53717,856668.778843,5.13159868244,2.04626691341e+11
Angry_51,6161.0,4.59425,1890478.45911,4886.05454545,0.408168181818,1167402.07541,766825.506116,2.30711015055,1.30303162747e+11
Angry_52,7408.0,5.947875,1962321.83978,4505.05454545,0.404320454545,1099321.50486,1077549.17884,5.14755816194,1.44927055109e+11
Angry_53,6710.0,6.042375,2293681.11507,4177.32727273,0.363906818182,916568.728229,2361603.27471,3.65761359089,3.29239119736e+11
Angry_54,7079.0,4.5486875,2288850.65072,3848.41818182,0.495793181818,928400.815263,2445356.78876,2.47383997441,3.51556347198e+11
Angry_55,6108.0,4.909125,2033785.69192,4228.9047619,0.31296547619,1081234.5704,619925.571882,6.32196294486,1.50638874301e+11
Angry_56,32353.0,69.9503125,49497001.4719,21837.5272727,-3.05983863636,20648552.6755,47837599.4493,1084.92040174,1.55272153753e+14
Angry_57,32196.0,36.4728125,49146763.3248,20818.8181818,-1.89829772727,16865222.2494,55923949.3124,313.396777609,9.87692184907e+13
Angry_58,31808.0,39.4834375,38155595.0329,18437.4363636,-1.45176477273,13061088.9568,72415807.955,154.919715646,9.49066871375e+13
Angry_59,32090.0,70.9066875,54503692.63,18321.2181818,-2.00674204545,14301622.7349,48828708.4979,518.379876332,1.40917391077e+14
Angry_6,7460.0,5.4979375,1002502.09561,3485.03636364,-0.00431590909091,583504.217778,1049370.61686,4.06084214978,42907080751.6
Angry_60,16558.0,13.951375,22652021.6897,12783.4909091,-1.41564886364,6517941.75221,15546361.7408,39.0417498111,2.5698286598e+13
Angry_61,31489.0,22.485,39685719.5418,14045.0909091,-1.88112386364,7986191.07982,38169896.5554,74.4271831768,5.64317924315e+13
Angry_62,32401.0,54.8500625,70043554.1418,23941.3272727,-4.63904431818,27512976.9743,51063424.8747,1013.37570962,2.92517555031e+14
Angry_63,32562.0,98.5981875,55781335.8554,20283.0363636,-2.54022272727,21270675.7629,46988164.9078,1080.4654554,1.52574838654e+14
Angry_64,31940.0,112.647,74947778.3384,18675.6181818,1.55395340909,19069663.2001,91720047.7997,995.643682389,2.98878611795e+14
Angry_65,32028.0,73.627125,47998208.734,15302.0,-1.93094659091,16068274.2462,101967808.945,979.022928323,2.30986951827e+14
Angry_66,32049.0,104.470875,83507710.8022,21382.5113636,-1.70682386364,27508750.2578,46894107.2726,777.940323863,3.9479031862e+14
Angry_67,29739.0,91.2940625,47394912.7055,17919.6545455,-2.26122272727,17584869.3132,55485309.0261,840.001045165,1.91862507497e+14
Angry_68,32044.0,56.731375,66160252.541,18846.5454545,-1.07390227273,20757956.0872,81140874.1388,547.939344112,2.62267841502e+14
Angry_69,32048.0,18.171125,41150944.1562,13867.7634409,-1.44941465054,10073508.8934,38932748.0516,55.5216610855,7.29657697675e+13
Angry_7,4600.0,4.066,1072652.93333,3225.38181818,0.0256761363636,534529.709203,635413.690579,3.60338696123,40077838958.8
Angry_70,32168.0,22.3496875,36106050.5643,15418.9818182,-1.56934545455,9403826.47107,49668895.436,83.5058788699,6.95973197293e+13
Angry_71,32165.0,72.65225,65563257.9761,17527.1636364,-1.62973863636,16852502.0374,96812642.7914,571.206454463,2.42403363947e+14
